validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,vis_setor,vis_setor_dir,chuva,trovoada,nevoa_umida,teto,cobertura,tt,po,qnh,ur,chuvisco,vnt_rajada,nevoa_seca,pancada,nevoeiro
"['22:00', '27/10']",27/10 22:00,250,4,,9999,NIL,NIL,,,,NIL,NIL,23,09,1007,41,,,,,NIL
"['23:00', '27/10']",27/10 23:00,240,4,,9999,NIL,NIL,,,,NIL,NIL,22,09,1008,43,,,,,NIL
"['00:00', '28/10']",28/10 00:00,220,5,,9999,NIL,NIL,,,,NIL,NIL,22,09,1008,43,,,,,NIL
"['01:00', '28/10']",28/10 01:00,0,0,,9999,,,,,,,,17,13,1009,77,,NIL,,,
"['02:00', '28/10']",28/10 02:00,50,2,,9999,,,,,,,,17,14,1009,83,,NIL,,,
"['03:00', '28/10']",28/10 03:00,0,0,,9999,,,,,,,,16,14,1009,88,,NIL,,,
"['04:00', '28/10']",28/10 04:00,90,3,,9999,,,,,,,,15,14,1008,94,,NIL,,,
"['05:00', '28/10']",28/10 05:00,360,3,,9999,,,,,,,,15,14,1008,94,,NIL,,,
"['06:00', '28/10']",28/10 06:00,340,3,,9999,,,,,,,,14,12,1007,88,,NIL,,,
"['07:00', '28/10']",28/10 07:00,40,3,,9999,,,,,,,,13,11,1008,88,,NIL,,,
"['08:00', '28/10']",28/10 08:00,10,3,,9999,,,,,,,,13,11,1000,88,,NIL,,,
"['09:00', '28/10']",28/10 09:00,60,3,,9999,,,,,,,,12,11,1009,94,,NIL,,,
"['10:00', '28/10']",28/10 10:00,50,2,,9999,,,,,,,,15,11,1010,77,,NIL,,,
"['11:00', '28/10']",28/10 11:00,280,4,,9999,,,,,,,,19,10,1010,56,,NIL,,,
"['12:00', '28/10']",28/10 12:00,270,16,,9999,,,,,,,,22,08,1011,41,,NIL,,,
"['13:00', '28/10']",28/10 13:00,270,12,,9999,,,,,,,,24,07,1010,34,,NIL,,,
"['14:00', '28/10']",28/10 14:00,290,16,,9999,,,,,,,,26,05,1010,26,,NIL,,,
"['15:00', '28/10']",28/10 15:00,280,15,,9999,,,,,,,,28,03,1010,20,,NIL,,,
"['16:00', '28/10']",28/10 16:00,280,15,,9999,,,,,,,,29,02,1010,18,,NIL,,,
"['17:00', '28/10']",28/10 17:00,260,14,,9999,,,,,,,,30,03,1009,18,,24,,,
"['18:00', '28/10']",28/10 18:00,280,12,,9999,,,,,,,,30,00,1008,14,,NIL,,,
"['19:00', '28/10']",28/10 19:00,270,12,,9999,,,,,,,,30,02,1008,17,,NIL,,,
"['20:00', '28/10']",28/10 20:00,270,11,,9999,,,,,,,,30,02,1008,17,,NIL,,,
"['21:00', '28/10']",28/10 21:00,280,9,,9999,,,,,,,,29,02,1009,18,,NIL,,,
"['22:00', '28/10']",28/10 22:00,270,3,,9999,,,,,,,,27,02,1010,20,,NIL,,,
"['23:00', '28/10']",28/10 23:00,190,4,,9999,,,,,,,,25,05,1011,28,,NIL,,,
"['00:00', '29/10']",29/10 00:00,120,8,,9999,,,,,,,,18,12,1012,68,,NIL,,,
"['01:00', '29/10']",29/10 01:00,90,6,NIL,9999,,,NIL,,NIL,NIL,NIL,17,13,1012,77,,,,,
"['02:00', '29/10']",29/10 02:00,110,5,NIL,9999,,,NIL,,NIL,NIL,NIL,16,13,1013,82,,,,,
"['03:00', '29/10']",29/10 03:00,100,4,NIL,9999,,,NIL,,NIL,NIL,NIL,15,15,1013,100,,,,,
"['04:00', '29/10']",29/10 04:00,70,4,NIL,9999,,,NIL,,NIL,NIL,NIL,15,15,1013,100,,,,,
"['05:00', '29/10']",29/10 05:00,50,2,NIL,9000,,,NIL,,NIL,NIL,NIL,15,14,1012,94,,,,,
"['06:00', '29/10']",29/10 06:00,140,3,NIL,5000,,,NIL,,1,NIL,NIL,14,14,1012,100,,,,,
"['07:00', '29/10']",29/10 07:00,80,1,NIL,5000,,,NIL,,1,NIL,3,15,15,1012,100,,,,,
"['08:00', '29/10']",29/10 08:00,30,3,NIL,4000,,,NIL,,1,800,5,15,15,1013,100,,,,,
"['09:00', '29/10']",29/10 09:00,40,4,210,3000,,,NIL,,1,800,8,15,15,1013,100,,,,,
"['10:00', '29/10']",29/10 10:00,30,3,205,3500,,,NIL,,1,500,8,15,15,1014,100,,,,,
"['11:00', '29/10']",29/10 11:00,90,3,NIL,9999,,,NIL,,NIL,NIL,2,18,15,1015,83,,,,,
"['12:00', '29/10']",29/10 12:00,60,5,NIL,9999,,,NIL,,NIL,NIL,NIL,21,14,1015,64,,,,,
"['13:00', '29/10']",29/10 13:00,110,2,NIL,9999,,,NIL,,NIL,NIL,NIL,25,13,1015,47,,,,,
"['14:00', '29/10']",29/10 14:00,340,4,NIL,9999,,,NIL,,NIL,NIL,NIL,27,12,1015,39,,,,,
"['15:00', '29/10']",29/10 15:00,130,11,NIL,9999,,,NIL,,NIL,NIL,NIL,27,17,1014,54,,,,,
"['16:00', '29/10']",29/10 16:00,130,13,NIL,9999,,,NIL,,NIL,NIL,NIL,25,17,1014,61,,,,,
"['17:00', '29/10']",29/10 17:00,130,13,NIL,9999,,,NIL,,NIL,NIL,3,25,17,1013,61,,,,,
"['18:00', '29/10']",29/10 18:00,100,11,NIL,9999,,,NIL,,NIL,10000,5,22,17,1014,73,,,,,
"['19:00', '29/10']",29/10 19:00,80,14,NIL,9999,,,NIL,,NIL,10000,5,21,17,1014,78,,,,,
"['19:45', '29/10']",29/10 19:45,130,7,NIL,9999,,,NIL,,NIL,1300,5,19,17,1015,88,,,,,
"['20:00', '29/10']",29/10 20:00,140,7,NIL,9999,,,NIL,,NIL,1100,5,19,17,1015,88,,,,,
"['21:00', '29/10']",29/10 21:00,140,13,NIL,9999,,,NIL,,NIL,1000,5,18,17,1015,94,,,,,
"['22:00', '29/10']",29/10 22:00,110,9,NIL,9999,,,NIL,,NIL,900,5,17,16,1016,94,,,,,
"['23:00', '29/10']",29/10 23:00,110,8,NIL,9999,,,1,,NIL,900,5,17,16,1017,94,,,,,
"['00:00', '30/10']",30/10 00:00,110,9,100,9999,,,1,,NIL,900,5,16,16,1017,100,,,,,
"['01:00', '30/10']",30/10 01:00,140,11,NIL,5000,,,1,,NIL,700,8,16,16,1018,100,NIL,,,,
"['02:00', '30/10']",30/10 02:00,130,7,120,6000,,,1,,NIL,700,8,16,16,1019,100,NIL,,,,
"['03:00', '30/10']",30/10 03:00,120,8,NIL,6000,,,1,,NIL,800,8,16,16,1018,100,NIL,,,,
"['04:00', '30/10']",30/10 04:00,140,11,NIL,7000,,,1,,NIL,800,5,15,15,1018,100,NIL,,,,
"['05:00', '30/10']",30/10 05:00,160,9,NIL,6000,,,1,,NIL,800,5,15,14,1018,94,NIL,,,,
"['06:00', '30/10']",30/10 06:00,150,11,NIL,8000,,,1,,NIL,800,5,14,13,1018,94,NIL,,,,
"['07:00', '30/10']",30/10 07:00,150,9,150,8000,,,1,,NIL,800,5,14,13,1018,94,NIL,,,,
"['08:00', '30/10']",30/10 08:00,140,12,120,8000,,,1,,NIL,800,5,13,13,1018,100,NIL,,,,
"['09:00', '30/10']",30/10 09:00,130,10,NIL,9000,,,1,,NIL,800,8,13,13,1019,100,NIL,,,,
"['10:00', '30/10']",30/10 10:00,120,13,NIL,6000,,,1,,NIL,800,8,13,12,1020,94,NIL,,,,
"['11:00', '30/10']",30/10 11:00,130,11,NIL,9999,,,1,,NIL,900,8,13,12,1021,94,NIL,,,,
"['12:00', '30/10']",30/10 12:00,120,11,110,9999,,,1,,NIL,900,8,13,12,1021,94,NIL,,,,
"['13:00', '30/10']",30/10 13:00,130,14,NIL,9999,,,NIL,,NIL,900,8,12,12,1022,100,NIL,,,,
"['14:00', '30/10']",30/10 14:00,120,14,NIL,6000,,,1,,NIL,800,8,12,12,1022,100,NIL,,,,
"['15:00', '30/10']",30/10 15:00,120,15,NIL,8000,,,1,,NIL,900,8,12,12,1022,100,NIL,,,,
"['16:00', '30/10']",30/10 16:00,130,15,NIL,9000,,,NIL,,NIL,600,8,12,12,1022,100,1,,,,
"['17:00', '30/10']",30/10 17:00,130,11,NIL,9999,,,NIL,,NIL,700,8,12,11,1021,94,NIL,,,,
"['18:00', '30/10']",30/10 18:00,120,10,NIL,5000,,,1,,1,700,8,12,12,1021,100,NIL,,,,
"['19:00', '30/10']",30/10 19:00,130,16,NIL,6000,,,1,,NIL,800,8,11,10,1021,94,NIL,,,,
"['20:00', '30/10']",30/10 20:00,120,11,NIL,9000,,,NIL,,NIL,800,8,12,11,1021,94,NIL,,,,
"['21:00', '30/10']",30/10 21:00,130,14,NIL,9000,,,NIL,,NIL,800,8,12,10,1022,88,NIL,,,,
"['22:00', '30/10']",30/10 22:00,120,11,NIL,9000,,,NIL,,NIL,800,8,12,11,1022,94,NIL,,,,
"['23:00', '30/10']",30/10 23:00,130,12,NIL,9999,,,NIL,,NIL,900,5,12,11,1023,94,NIL,,,,
"['00:00', '31/10']",31/10 00:00,130,12,NIL,9999,,,NIL,,NIL,900,5,12,11,1023,94,NIL,,,,
"['01:00', '31/10']",31/10 01:00,120,10,120,9000,NIL,NIL,,,,900,8,12,12,1023,100,NIL,,,,
"['02:00', '31/10']",31/10 02:00,130,11,NIL,7000,NIL,NIL,,,,700,8,12,12,1023,100,1,,,,
"['03:00', '31/10']",31/10 03:00,130,12,NIL,8000,NIL,NIL,,,,700,8,12,11,1023,94,1,,,,
"['04:00', '31/10']",31/10 04:00,130,11,NIL,9999,NIL,NIL,,,,700,8,12,11,1022,94,NIL,,,,
"['05:00', '31/10']",31/10 05:00,130,10,NIL,9999,NIL,NIL,,,,900,8,12,11,1021,94,NIL,,,,
"['06:00', '31/10']",31/10 06:00,130,10,NIL,9999,NIL,NIL,,,,900,8,12,11,1021,94,NIL,,,,
"['07:00', '31/10']",31/10 07:00,130,9,NIL,9999,NIL,NIL,,,,900,8,12,11,1021,94,NIL,,,,
"['08:00', '31/10']",31/10 08:00,120,9,NIL,9999,NIL,NIL,,,,900,8,12,11,1021,94,NIL,,,,
"['09:00', '31/10']",31/10 09:00,130,11,NIL,9999,NIL,NIL,,,,900,8,12,10,1021,88,NIL,,,,
"['10:00', '31/10']",31/10 10:00,130,9,NIL,9999,NIL,NIL,,,,900,8,12,11,1022,94,NIL,,,,
"['11:00', '31/10']",31/10 11:00,120,10,NIL,9999,NIL,NIL,,,,1000,8,13,11,1022,88,NIL,,,,
"['12:00', '31/10']",31/10 12:00,130,11,NIL,9000,NIL,NIL,,,,1000,8,14,12,1023,88,1,,,,
"['13:00', '31/10']",31/10 13:00,130,12,NIL,8000,NIL,NIL,,,,1000,8,13,12,1023,94,1,,,,
"['14:00', '31/10']",31/10 14:00,120,12,NIL,9999,NIL,NIL,,,,1000,5,14,12,1023,88,NIL,,,,
"['15:00', '31/10']",31/10 15:00,120,11,NIL,9000,NIL,NIL,,,,1200,5,14,12,1023,88,1,,,,
"['16:00', '31/10']",31/10 16:00,140,11,NIL,9999,NIL,NIL,,,,1300,8,15,11,1022,77,NIL,,,,
"['17:00', '31/10']",31/10 17:00,130,10,NIL,9999,NIL,NIL,,,,1300,5,15,11,1021,77,NIL,,,,
"['18:00', '31/10']",31/10 18:00,120,9,NIL,9999,NIL,NIL,,,,1300,5,14,12,1021,88,NIL,,,,
"['19:00', '31/10']",31/10 19:00,120,9,120,9999,NIL,NIL,,,,1300,8,14,12,1021,88,NIL,,,,
"['20:00', '31/10']",31/10 20:00,130,10,NIL,9999,NIL,NIL,,,,1100,8,14,11,1021,82,NIL,,,,
"['21:00', '31/10']",31/10 21:00,130,9,NIL,9999,NIL,NIL,,,,900,8,13,11,1021,88,NIL,,,,
"['22:00', '31/10']",31/10 22:00,120,7,NIL,9999,NIL,NIL,,,,800,8,13,11,1021,88,NIL,,,,
"['23:00', '31/10']",31/10 23:00,130,8,NIL,9999,NIL,NIL,,,,800,5,12,12,1022,100,NIL,,,,
"['00:00', '01/11']",01/11 00:00,130,6,NIL,7000,3000,135,,,,600,8,12,12,1022,100,1,,,,
"['01:00', '01/11']",01/11 01:00,120,9,NIL,9999,,,NIL,,,1300,5,12,12,1022,100,NIL,,,,
"['02:00', '01/11']",01/11 02:00,130,6,NIL,8000,,,NIL,,,1000,5,12,12,1022,100,1,,,,
"['03:00', '01/11']",01/11 03:00,140,10,NIL,9999,,,NIL,,,2000,5,12,11,1021,94,1,,,,
"['04:00', '01/11']",01/11 04:00,120,7,NIL,9999,,,NIL,,,1200,5,12,12,1021,100,NIL,,,,
"['05:00', '01/11']",01/11 05:00,110,5,NIL,9999,,,NIL,,,1200,5,12,12,1020,100,NIL,,,,
"['06:00', '01/11']",01/11 06:00,120,8,NIL,9999,,,NIL,,,1200,5,11,11,1019,100,NIL,,,,
"['07:00', '01/11']",01/11 07:00,140,6,NIL,9999,,,NIL,,,1300,5,11,11,1019,100,NIL,,,,
"['08:00', '01/11']",01/11 08:00,130,4,NIL,9999,,,NIL,,,NIL,3,10,10,1019,100,NIL,,,,
"['09:00', '01/11']",01/11 09:00,130,4,NIL,9999,,,NIL,,,NIL,3,10,10,1020,100,NIL,,,,
"['10:00', '01/11']",01/11 10:00,130,7,NIL,9999,,,NIL,,,NIL,3,13,11,1020,88,NIL,,,,
"['11:00', '01/11']",01/11 11:00,140,9,NIL,9999,,,NIL,,,1200,5,13,10,1021,82,NIL,,,,
"['12:00', '01/11']",01/11 12:00,140,7,150,9999,,,NIL,,,1200,5,14,10,1021,77,NIL,,,,
"['13:00', '01/11']",01/11 13:00,160,10,160,9999,,,NIL,,,1400,5,15,10,1021,72,NIL,,,,
"['14:00', '01/11']",01/11 14:00,130,9,NIL,9999,,,NIL,,,2000,5,16,11,1021,72,NIL,,,,
"['15:00', '01/11']",01/11 15:00,130,12,NIL,9999,,,NIL,,,2000,5,16,12,1021,77,NIL,,,,
"['16:00', '01/11']",01/11 16:00,140,14,NIL,9000,,,1,,,2000,5,14,13,1021,94,NIL,,,,
"['17:00', '01/11']",01/11 17:00,120,12,NIL,9999,,,NIL,,,2500,5,15,12,1020,82,NIL,,,,
"['17:25', '01/11']",01/11 17:25,140,15,NIL,9999,,,NIL,,,900,5,13,11,1020,88,NIL,,,,
"['18:00', '01/11']",01/11 18:00,120,11,NIL,9999,,,NIL,,,900,5,14,11,1020,82,NIL,,,,
"['19:00', '01/11']",01/11 19:00,120,13,NIL,9999,,,NIL,,,900,5,13,11,1020,88,NIL,,,,
"['20:00', '01/11']",01/11 20:00,120,10,NIL,9999,,,NIL,,,900,5,13,10,1019,82,NIL,,,,
"['21:00', '01/11']",01/11 21:00,110,11,110,9999,,,NIL,,,900,5,12,10,1020,88,NIL,,,,
"['22:00', '01/11']",01/11 22:00,110,7,NIL,9999,,,NIL,,,900,5,12,10,1020,88,NIL,,,,
"['23:00', '01/11']",01/11 23:00,110,6,NIL,9999,,,NIL,,,900,5,11,09,1020,87,NIL,,,,
"['00:00', '02/11']",02/11 00:00,120,5,NIL,9999,,,NIL,,,900,5,10,09,1020,93,NIL,,,,
"['00:11', '02/11']",02/11 00:11,120,5,NIL,9999,,,NIL,,,NIL,3,10,09,1020,93,NIL,,,,
"['01:00', '02/11']",02/11 01:00,100,4,NIL,9999,,,,,,NIL,3,10,09,1020,93,,,,,
"['02:00', '02/11']",02/11 02:00,110,4,NIL,9999,,,,,,NIL,2,10,09,1020,93,,,,,
"['03:00', '02/11']",02/11 03:00,130,4,NIL,9999,,,,,,NIL,2,09,09,1020,100,,,,,
"['04:00', '02/11']",02/11 04:00,120,5,NIL,9999,,,,,,NIL,2,10,09,1019,93,,,,,
"['05:00', '02/11']",02/11 05:00,110,6,NIL,9999,,,,,,NIL,2,09,08,1018,93,,,,,
"['06:00', '02/11']",02/11 06:00,140,5,NIL,9999,,,,,,NIL,2,08,08,1018,100,,,,,
"['07:00', '02/11']",02/11 07:00,140,5,NIL,9999,,,,,,NIL,2,08,08,1018,100,,,,,
"['08:00', '02/11']",02/11 08:00,150,4,NIL,9999,,,,,,NIL,3,09,08,1018,93,,,,,
"['09:00', '02/11']",02/11 09:00,0,0,NIL,9999,,,,,,NIL,2,09,08,1019,93,,,,,
"['10:00', '02/11']",02/11 10:00,140,1,NIL,9999,,,,,,NIL,3,12,09,1019,82,,,,,
"['11:00', '02/11']",02/11 11:00,60,2,NIL,9999,,,,,,NIL,2,14,09,1019,72,,,,,
"['12:00', '02/11']",02/11 12:00,80,7,NIL,9999,,,,,,NIL,2,15,08,1020,63,,,,,
"['13:00', '02/11']",02/11 13:00,100,7,90,9999,,,,,,NIL,3,16,08,1019,59,,,,,
"['14:00', '02/11']",02/11 14:00,60,6,255,9999,,,,,,3500,5,17,07,1019,52,,,,,
"['15:00', '02/11']",02/11 15:00,120,7,95,9999,,,,,,4000,5,17,07,1019,52,,,,,
"['16:00', '02/11']",02/11 16:00,VRB,5,NIL,9999,,,,,,4500,5,18,08,1019,52,,,,,
"['17:00', '02/11']",02/11 17:00,VRB,5,NIL,9999,,,,,,4500,5,19,07,1018,46,,,,,
"['18:00', '02/11']",02/11 18:00,110,6,100,9999,,,,,,3000,5,20,07,1017,43,,,,,
"['19:00', '02/11']",02/11 19:00,90,9,95,9999,,,,,,3000,5,19,10,1017,56,,,,,
"['20:00', '02/11']",02/11 20:00,110,11,110,9999,,,,,,NIL,3,17,10,1016,63,,,,,
"['21:00', '02/11']",02/11 21:00,120,10,NIL,9999,,,,,,NIL,3,15,11,1017,77,,,,,
"['22:00', '02/11']",02/11 22:00,100,6,NIL,9999,,,,,,NIL,3,13,11,1018,88,,,,,
"['23:00', '02/11']",02/11 23:00,100,7,NIL,9999,,,,,,NIL,3,13,11,1018,88,,,,,
"['00:00', '03/11']",03/11 00:00,100,4,NIL,9999,,,,,,NIL,3,12,11,1018,94,,,,,
"['01:00', '03/11']",03/11 01:00,120,5,NIL,9999,,,NIL,NIL,,800,5,12,11,1018,94,,NIL,,,
"['02:00', '03/11']",03/11 02:00,90,4,NIL,9999,,,NIL,NIL,,700,5,12,11,1018,94,,NIL,,,
"['03:00', '03/11']",03/11 03:00,70,5,NIL,9999,,,NIL,NIL,,700,5,12,11,1018,94,,NIL,,,
"['04:00', '03/11']",03/11 04:00,40,6,NIL,9999,,,NIL,NIL,,NIL,3,12,10,1135,88,,NIL,,,
"['05:00', '03/11']",03/11 05:00,50,5,NIL,9999,,,NIL,NIL,,NIL,2,12,10,1017,88,,NIL,,,
"['06:00', '03/11']",03/11 06:00,30,3,NIL,9999,,,NIL,NIL,,NIL,3,12,10,1017,88,,NIL,,,
"['07:00', '03/11']",03/11 07:00,50,3,NIL,9999,,,NIL,NIL,,NIL,3,11,10,1017,94,,NIL,,,
"['08:00', '03/11']",03/11 08:00,60,2,NIL,9999,,,NIL,NIL,,NIL,2,10,10,1017,100,,NIL,,,
"['09:00', '03/11']",03/11 09:00,0,0,NIL,9999,,,NIL,NIL,,NIL,3,10,10,1018,100,,NIL,,,
"['10:00', '03/11']",03/11 10:00,110,2,NIL,9999,,,NIL,NIL,,1700,5,12,11,1018,94,,NIL,,,
"['11:00', '03/11']",03/11 11:00,30,2,NIL,9999,,,NIL,NIL,,2000,5,14,11,1019,82,,NIL,,,
"['12:00', '03/11']",03/11 12:00,40,4,NIL,9999,,,NIL,NIL,,2000,5,15,10,1019,72,,NIL,,,
"['13:00', '03/11']",03/11 13:00,60,5,NIL,9999,,,NIL,NIL,,2500,5,16,11,1019,72,,NIL,,,
"['14:00', '03/11']",03/11 14:00,20,5,NIL,9999,,,NIL,NIL,,2500,5,19,10,1019,56,,NIL,,,
"['15:00', '03/11']",03/11 15:00,90,4,NIL,9999,,,NIL,NIL,,3000,5,20,11,1018,56,,NIL,,,
"['16:00', '03/11']",03/11 16:00,70,4,NIL,9999,,,NIL,NIL,,3500,5,20,10,1017,53,,NIL,,,
"['17:00', '03/11']",03/11 17:00,VRB,3,NIL,9999,,,NIL,NIL,,3500,5,22,10,1016,46,,NIL,,,
"['18:00', '03/11']",03/11 18:00,80,6,75,9999,,,NIL,NIL,,3000,5,21,10,1016,49,,NIL,,,
"['19:00', '03/11']",03/11 19:00,100,9,100,9999,,,NIL,NIL,,NIL,3,20,12,1015,60,,NIL,,,
"['20:00', '03/11']",03/11 20:00,120,12,NIL,9999,,,NIL,NIL,,NIL,3,19,12,1015,64,,NIL,,,
"['20:40', '03/11']",03/11 20:40,210,11,NIL,2000,,,1,1,,900,5,14,10,1017,77,,37,,,
"['20:45', '03/11']",03/11 20:45,210,25,215,2000,,,1,1,,800,5,11,09,1018,87,,38,,,
"['21:00', '03/11']",03/11 21:00,160,16,NIL,6000,,,1,1,,900,5,10,10,1017,100,,NIL,,,
"['22:00', '03/11']",03/11 22:00,100,9,NIL,9999,,,NIL,1,,5000,5,12,10,1016,88,,NIL,,,
"['23:00', '03/11']",03/11 23:00,90,6,NIL,9999,,,NIL,NIL,,5000,5,12,10,1017,88,,NIL,,,
"['00:00', '04/11']",04/11 00:00,140,6,NIL,9999,,,NIL,NIL,,NIL,3,12,11,1018,94,,NIL,,,
"['00:40', '04/11']",04/11 00:40,110,7,NIL,9999,,,NIL,NIL,,900,5,13,12,1019,94,,NIL,,,
"['01:00', '04/11']",04/11 01:00,80,7,NIL,9999,NIL,NIL,,,NIL,1300,5,12,12,1019,100,,,,,NIL
"['02:00', '04/11']",04/11 02:00,140,7,NIL,9999,NIL,NIL,,,NIL,NIL,3,12,11,1019,94,,,,,NIL
"['03:00', '04/11']",04/11 03:00,110,7,NIL,9999,NIL,NIL,,,NIL,1300,5,11,11,1019,100,,,,,NIL
"['04:00', '04/11']",04/11 04:00,120,4,NIL,9999,NIL,NIL,,,NIL,1000,5,12,12,1018,100,,,,,NIL
"['05:00', '04/11']",04/11 05:00,110,7,NIL,9999,NIL,NIL,,,NIL,1000,5,12,12,1018,100,,,,,NIL
"['06:00', '04/11']",04/11 06:00,130,4,NIL,9999,NIL,NIL,,,NIL,1300,5,11,10,1018,94,,,,,NIL
"['07:00', '04/11']",04/11 07:00,130,4,NIL,9999,NIL,NIL,,,NIL,NIL,3,10,10,1017,100,,,,,NIL
"['08:00', '04/11']",04/11 08:00,170,3,NIL,9999,NIL,NIL,,,NIL,NIL,3,10,10,1018,100,,,,,NIL
"['08:20', '04/11']",04/11 08:20,150,3,NIL,5000,2400,90,,,NIL,1300,5,10,10,1018,100,,,,,1
"['08:25', '04/11']",04/11 08:25,140,4,NIL,1500,NIL,NIL,,,NIL,400,5,10,10,1018,100,,,,,1
"['08:30', '04/11']",04/11 08:30,130,4,NIL,900,NIL,NIL,,,NIL,100,8,10,10,1018,100,,,,,1
"['09:00', '04/11']",04/11 09:00,130,3,NIL,500,NIL,NIL,,,NIL,100,8,11,11,1018,100,,,,,1
"['10:00', '04/11']",04/11 10:00,0,0,NIL,500,NIL,NIL,,,NIL,NIL,NIL,11,11,1019,100,,,,,1
"['10:40', '04/11']",04/11 10:40,120,2,NIL,1200,NIL,NIL,,,1,100,5,12,12,1019,100,,,,,NIL
"['11:00', '04/11']",04/11 11:00,70,4,NIL,2200,NIL,NIL,,,1,200,5,12,12,1020,100,,,,,NIL
"['11:13', '04/11']",04/11 11:13,50,2,NIL,4000,NIL,NIL,,,1,2500,5,12,12,1020,100,,,,,NIL
"['11:30', '04/11']",04/11 11:30,130,3,NIL,9999,NIL,NIL,,,NIL,1200,5,14,13,1020,94,,,,,NIL
"['12:00', '04/11']",04/11 12:00,140,8,NIL,9999,NIL,NIL,,,NIL,1300,5,15,12,1020,82,,,,,NIL
"['13:00', '04/11']",04/11 13:00,120,7,NIL,9999,NIL,NIL,,,NIL,1700,5,15,11,1020,77,,,,,NIL
"['14:00', '04/11']",04/11 14:00,140,8,NIL,9999,NIL,NIL,,,NIL,2000,5,16,11,1020,72,,,,,NIL
"['15:00', '04/11']",04/11 15:00,140,8,NIL,9999,NIL,NIL,,,NIL,2300,5,16,11,1020,72,,,,,NIL
"['16:00', '04/11']",04/11 16:00,130,10,NIL,9999,NIL,NIL,,,NIL,2300,5,16,12,1019,77,,,,,NIL
"['17:00', '04/11']",04/11 17:00,110,10,115,9999,NIL,NIL,,,NIL,3500,5,17,11,1019,68,,,,,NIL
"['18:00', '04/11']",04/11 18:00,90,11,NIL,9999,NIL,NIL,,,NIL,2000,5,15,11,1019,77,,,,,NIL
"['19:00', '04/11']",04/11 19:00,100,11,NIL,9999,NIL,NIL,,,NIL,2000,5,16,11,1018,72,,,,,NIL
"['20:00', '04/11']",04/11 20:00,100,10,NIL,9999,NIL,NIL,,,NIL,1700,5,14,11,1018,82,,,,,NIL
"['21:00', '04/11']",04/11 21:00,100,10,NIL,9999,NIL,NIL,,,NIL,1200,5,13,10,1018,82,,,,,NIL
"['22:00', '04/11']",04/11 22:00,100,11,NIL,9999,NIL,NIL,,,NIL,1000,5,12,10,1019,88,,,,,NIL
"['23:00', '04/11']",04/11 23:00,100,7,NIL,9999,NIL,NIL,,,NIL,1000,5,11,10,1019,94,,,,,NIL
"['00:00', '05/11']",05/11 00:00,100,8,NIL,9999,NIL,NIL,,,NIL,1300,5,11,10,1020,94,,,,,NIL
"['01:00', '05/11']",05/11 01:00,110,7,NIL,9999,,,,,,1000,5,11,10,1020,94,,,,,
"['02:00', '05/11']",05/11 02:00,110,7,NIL,9999,,,,,,900,5,11,10,1019,94,,,,,
"['03:00', '05/11']",05/11 03:00,110,8,NIL,9999,,,,,,900,5,11,10,1019,94,,,,,
"['04:00', '05/11']",05/11 04:00,130,9,NIL,9999,,,,,,900,5,11,09,1018,87,,,,,
"['05:00', '05/11']",05/11 05:00,110,6,NIL,9999,,,,,,900,5,10,09,1017,93,,,,,
"['06:00', '05/11']",05/11 06:00,110,8,NIL,9999,,,,,,900,5,10,08,1017,87,,,,,
"['07:00', '05/11']",05/11 07:00,130,7,NIL,9999,,,,,,900,5,10,09,1017,93,,,,,
"['08:00', '05/11']",05/11 08:00,130,7,NIL,9999,,,,,,900,5,10,09,1017,93,,,,,
"['09:00', '05/11']",05/11 09:00,120,5,NIL,9999,,,,,,900,5,10,08,1018,87,,,,,
"['10:00', '05/11']",05/11 10:00,70,4,NIL,9999,,,,,,NIL,3,11,08,1019,82,,,,,
"['11:00', '05/11']",05/11 11:00,360,6,NIL,9999,,,,,,NIL,3,13,08,1019,72,,,,,
"['12:00', '05/11']",05/11 12:00,360,4,NIL,9999,,,,,,NIL,3,15,08,1019,63,,,,,
"['13:00', '05/11']",05/11 13:00,100,5,NIL,9999,,,,,,2500,5,17,07,1019,52,,,,,
"['14:00', '05/11']",05/11 14:00,VRB,4,NIL,9999,,,,,,3000,5,17,06,1018,48,,,,,
"['15:00', '05/11']",05/11 15:00,300,5,NIL,9999,,,,,,NIL,3,19,05,1017,40,,,,,
"['16:00', '05/11']",05/11 16:00,250,9,NIL,9999,,,,,,NIL,3,21,04,1016,33,,,,,
"['17:00', '05/11']",05/11 17:00,270,8,280,9999,,,,,,NIL,2,22,03,1015,29,,,,,
"['18:00', '05/11']",05/11 18:00,270,7,NIL,9999,,,,,,NIL,3,23,04,1015,29,,,,,
"['19:00', '05/11']",05/11 19:00,220,10,NIL,9999,,,,,,4500,5,23,04,1014,29,,,,,
"['20:00', '05/11']",05/11 20:00,120,14,NIL,9999,,,,,,4500,5,18,11,1015,64,,,,,
"['21:00', '05/11']",05/11 21:00,120,10,NIL,9999,,,,,,NIL,3,16,12,1016,77,,,,,
"['22:00', '05/11']",05/11 22:00,110,6,NIL,9999,,,,,,NIL,3,14,12,1017,88,,,,,
"['23:00', '05/11']",05/11 23:00,110,7,NIL,9999,,,,,,1700,5,13,13,1018,100,,,,,
"['23:10', '05/11']",05/11 23:10,100,7,NIL,9999,,,,,,800,5,14,13,1018,94,,,,,
