validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vis,teto,cobertura,tt,po,qnh,ur,vnt_vrb,chuva,trovoada,nevoa_umida,vis_setor,vis_setor_dir,pancada,chuvisco,nevoeiro
"['03:00', '07/10']",07/10 03:00,10,12,,9999,NIL,NIL,25,22,1013,83,,,,NIL,,,,NIL,
"['04:00', '07/10']",07/10 04:00,10,9,,9999,NIL,NIL,25,22,1012,83,,,,NIL,,,,NIL,
"['05:00', '07/10']",07/10 05:00,330,3,,9999,NIL,NIL,25,21,1012,79,,,,NIL,,,,NIL,
"['06:00', '07/10']",07/10 06:00,170,3,,9999,NIL,NIL,24,21,1012,83,,,,NIL,,,,NIL,
"['07:00', '07/10']",07/10 07:00,180,3,,9999,NIL,NIL,24,21,1013,83,,,,NIL,,,,NIL,
"['08:00', '07/10']",07/10 08:00,160,8,,7000,900,5,24,23,1013,94,,,,NIL,,,,NIL,
"['09:00', '07/10']",07/10 09:00,140,8,,6000,700,8,24,23,1014,94,,,,NIL,,,,NIL,
"['10:00', '07/10']",07/10 10:00,160,7,,4000,700,8,24,22,1015,89,,,,1,,,,1,
"['11:00', '07/10']",07/10 11:00,200,10,,9000,900,8,25,23,1016,89,,,,NIL,,,,NIL,
"['12:00', '07/10']",07/10 12:00,210,11,,9000,1500,8,26,23,1016,84,,,,NIL,,,,NIL,
"['13:00', '07/10']",07/10 13:00,210,9,,9999,2000,8,26,22,1016,79,,,,NIL,,,,NIL,
"['14:00', '07/10']",07/10 14:00,150,11,,9999,2500,5,27,22,1015,74,,,,NIL,,,,NIL,
"['15:00', '07/10']",07/10 15:00,150,13,,9999,2500,5,26,22,1015,79,,,,NIL,,,,NIL,
"['16:00', '07/10']",07/10 16:00,150,12,,9999,2500,5,26,22,1014,79,,,,NIL,,,,NIL,
"['17:00', '07/10']",07/10 17:00,140,10,,9999,2500,5,26,22,1013,79,,,,NIL,,,,NIL,
"['18:00', '07/10']",07/10 18:00,150,8,,9999,NIL,3,26,22,1013,79,,,,NIL,,,,NIL,
"['19:00', '07/10']",07/10 19:00,140,8,,9999,2500,5,26,22,1012,79,,,,NIL,,,,NIL,
"['20:00', '07/10']",07/10 20:00,120,4,,9999,2500,8,26,22,1013,79,,,,NIL,,,,NIL,
"['21:00', '07/10']",07/10 21:00,50,5,,9999,2100,8,26,22,1013,79,,,,NIL,,,,NIL,
"['22:00', '07/10']",07/10 22:00,40,7,,9999,2000,8,25,22,1013,83,,,,NIL,,,,NIL,
"['23:00', '07/10']",07/10 23:00,20,6,,9999,1800,8,25,22,1013,83,,,,NIL,,,,NIL,
"['00:00', '08/10']",08/10 00:00,330,3,,9999,2000,8,25,22,1014,83,,,,NIL,,,,NIL,
"['01:00', '08/10']",08/10 01:00,360,5,,9999,2000,8,25,22,1013,83,,,,,,,,,
"['02:00', '08/10']",08/10 02:00,20,6,,9999,NIL,3,25,23,1013,89,,,,,,,,,
"['03:00', '08/10']",08/10 03:00,20,8,,9999,NIL,NIL,25,23,1012,89,,,,,,,,,
"['04:00', '08/10']",08/10 04:00,10,6,,9999,NIL,NIL,25,23,1011,89,,,,,,,,,
"['05:00', '08/10']",08/10 05:00,30,4,,9999,NIL,NIL,24,22,1010,89,,,,,,,,,
"['06:00', '08/10']",08/10 06:00,20,7,,9999,NIL,NIL,25,22,1010,83,,,,,,,,,
"['07:00', '08/10']",08/10 07:00,20,7,,9999,NIL,NIL,24,22,1010,89,,,,,,,,,
"['08:00', '08/10']",08/10 08:00,30,7,,9999,NIL,NIL,24,23,1011,94,,,,,,,,,
"['09:00', '08/10']",08/10 09:00,0,0,,9999,NIL,NIL,24,23,1012,94,,,,,,,,,
"['10:00', '08/10']",08/10 10:00,180,9,,9999,1100,5,25,23,1013,89,,,,,,,,,
"['11:00', '08/10']",08/10 11:00,160,14,,9999,NIL,2,25,23,1014,89,,,,,,,,,
"['12:00', '08/10']",08/10 12:00,210,11,,9999,NIL,3,28,23,1015,74,,,,,,,,,
"['13:00', '08/10']",08/10 13:00,190,9,,9999,NIL,2,28,23,1015,74,,,,,,,,,
"['14:00', '08/10']",08/10 14:00,150,9,,9999,NIL,NIL,29,23,1015,70,,,,,,,,,
"['15:00', '08/10']",08/10 15:00,140,12,,9999,NIL,NIL,26,23,1015,84,,,,,,,,,
"['16:00', '08/10']",08/10 16:00,140,11,,9999,NIL,2,27,23,1013,79,,,,,,,,,
"['17:00', '08/10']",08/10 17:00,60,11,,9999,NIL,2,27,23,1012,79,,,,,,,,,
"['18:00', '08/10']",08/10 18:00,50,12,,9000,7000,5,27,23,1012,79,,,,,,,,,
"['19:00', '08/10']",08/10 19:00,40,12,,9000,8000,5,26,23,1012,84,,,,,,,,,
"['20:00', '08/10']",08/10 20:00,30,8,,9999,NIL,3,27,23,1012,79,,,,,,,,,
"['21:00', '08/10']",08/10 21:00,30,11,,9999,NIL,3,26,23,1012,84,,,,,,,,,
"['22:00', '08/10']",08/10 22:00,30,5,,9999,NIL,3,26,23,1012,84,,,,,,,,,
"['23:00', '08/10']",08/10 23:00,10,7,,9999,NIL,3,26,23,1013,84,,,,,,,,,
"['00:00', '09/10']",09/10 00:00,20,12,,9999,NIL,3,26,23,1012,84,,,,,,,,,
"['01:00', '09/10']",09/10 01:00,20,10,,9999,NIL,3,27,23,1013,79,,,,,,,,,
"['02:00', '09/10']",09/10 02:00,20,9,,9999,NIL,2,26,23,1012,84,,,,,,,,,
"['03:00', '09/10']",09/10 03:00,30,11,,9999,NIL,NIL,25,23,1011,89,,,,,,,,,
"['04:00', '09/10']",09/10 04:00,30,3,,9999,NIL,NIL,25,23,1012,89,,,,,,,,,
"['05:00', '09/10']",09/10 05:00,180,3,,9999,NIL,NIL,24,22,1011,89,,,,,,,,,
"['06:00', '09/10']",09/10 06:00,330,2,,9999,NIL,3,24,23,1011,94,,,,,,,,,
"['07:00', '09/10']",09/10 07:00,10,6,,9999,NIL,2,25,23,1010,89,,,,,,,,,
"['08:00', '09/10']",09/10 08:00,360,6,,9999,NIL,2,25,22,1011,83,,,,,,,,,
"['09:00', '09/10']",09/10 09:00,360,4,,9999,NIL,2,24,22,1011,89,,,,,,,,,
"['10:00', '09/10']",09/10 10:00,40,3,,9999,9000,5,25,23,1012,89,,,,,,,,,
"['11:00', '09/10']",09/10 11:00,180,2,,9000,9000,5,26,23,1013,84,,,,,,,,,
"['12:00', '09/10']",09/10 12:00,160,7,,9000,9000,5,26,23,1012,84,,,,,,,,,
"['13:00', '09/10']",09/10 13:00,140,3,,9000,9000,5,27,23,1011,79,,,,,,,,,
"['14:00', '09/10']",09/10 14:00,170,11,,9000,NIL,3,28,23,1011,74,,,,,,,,,
"['15:00', '09/10']",09/10 15:00,90,9,,9999,NIL,3,30,23,1009,66,,,,,,,,,
"['16:00', '09/10']",09/10 16:00,70,11,,9999,NIL,3,30,23,1008,66,,,,,,,,,
"['17:00', '09/10']",09/10 17:00,50,12,,9999,NIL,3,29,23,1007,70,,,,,,,,,
"['18:00', '09/10']",09/10 18:00,40,13,,9999,NIL,3,28,23,1007,74,,,,,,,,,
"['19:00', '09/10']",09/10 19:00,50,12,,9999,NIL,NIL,27,23,1007,79,,,,,,,,,
"['20:00', '09/10']",09/10 20:00,50,13,,9999,NIL,2,27,23,1009,79,,,,,,,,,
"['21:00', '09/10']",09/10 21:00,50,9,,9000,2700,5,26,23,1010,84,,,,,,,,,
"['22:00', '09/10']",09/10 22:00,110,3,,8000,2300,5,26,23,1011,84,,,,,,,,,
"['23:00', '09/10']",09/10 23:00,170,5,,8000,2300,5,26,23,1011,84,,,,,,,,,
"['00:00', '10/10']",10/10 00:00,160,5,,8000,3000,5,25,23,1011,89,,,,,,,,,
"['01:00', '10/10']",10/10 01:00,0,0,NIL,8000,4000,5,25,23,1011,89,,NIL,NIL,NIL,,,,,
"['02:00', '10/10']",10/10 02:00,220,4,NIL,9000,4000,5,25,24,1012,94,,NIL,NIL,NIL,,,,,
"['03:00', '10/10']",10/10 03:00,50,3,NIL,5000,4000,5,25,24,1011,94,,1,NIL,NIL,,,,,
"['04:00', '10/10']",10/10 04:00,40,8,NIL,9999,4000,5,25,24,1009,94,,NIL,NIL,NIL,,,,,
"['05:00', '10/10']",10/10 05:00,10,5,NIL,9999,NIL,3,25,23,1008,89,,NIL,NIL,NIL,,,,,
"['06:00', '10/10']",10/10 06:00,320,4,NIL,9999,NIL,3,25,23,1008,89,,NIL,NIL,NIL,,,,,
"['07:00', '10/10']",10/10 07:00,60,3,NIL,9999,NIL,3,25,23,1008,89,,NIL,NIL,NIL,,,,,
"['08:00', '10/10']",10/10 08:00,250,5,NIL,9999,NIL,3,26,23,1010,84,,NIL,NIL,NIL,,,,,
"['09:00', '10/10']",10/10 09:00,140,2,NIL,9999,10000,5,26,23,1010,84,,NIL,NIL,NIL,,,,,
"['10:00', '10/10']",10/10 10:00,180,4,NIL,9000,2000,8,26,23,1011,84,,NIL,NIL,NIL,,,,,
"['11:00', '10/10']",10/10 11:00,130,2,NIL,9000,10000,8,26,23,1011,84,,NIL,NIL,NIL,,,,,
"['12:00', '10/10']",10/10 12:00,40,5,NIL,7000,10000,8,26,23,1011,84,,NIL,NIL,NIL,,,,,
"['12:40', '10/10']",10/10 12:40,320,4,NIL,5000,1500,8,26,24,1012,89,,1,1,1,,,,,
"['13:00', '10/10']",10/10 13:00,220,4,NIL,4000,6000,8,26,24,1012,89,,1,1,1,,,,,
"['14:00', '10/10']",10/10 14:00,30,8,NIL,5000,10000,8,25,24,1010,94,,NIL,1,1,,,,,
"['15:00', '10/10']",10/10 15:00,20,10,NIL,7000,10000,8,26,24,1009,89,,NIL,NIL,NIL,,,,,
"['16:00', '10/10']",10/10 16:00,200,5,NIL,7000,1500,8,26,24,1009,89,,NIL,NIL,NIL,,,,,
"['17:00', '10/10']",10/10 17:00,200,9,NIL,7000,10000,8,25,23,1009,89,,NIL,NIL,NIL,,,,,
"['18:00', '10/10']",10/10 18:00,190,11,NIL,8000,2000,8,26,23,1009,84,,NIL,NIL,NIL,,,,,
"['19:00', '10/10']",10/10 19:00,190,16,NIL,8000,2000,8,25,21,1010,79,,NIL,NIL,NIL,,,,,
"['20:00', '10/10']",10/10 20:00,200,12,NIL,9999,2500,8,25,21,1011,79,,NIL,NIL,NIL,,,,,
"['21:00', '10/10']",10/10 21:00,200,14,24,9999,2000,8,24,21,1012,83,,NIL,NIL,NIL,,,,,
"['22:00', '10/10']",10/10 22:00,200,12,NIL,9999,2000,8,24,21,1013,83,,NIL,NIL,NIL,,,,,
"['23:00', '10/10']",10/10 23:00,200,12,NIL,9999,2500,8,24,20,1014,78,,NIL,NIL,NIL,,,,,
"['00:00', '11/10']",11/10 00:00,200,10,NIL,9999,3000,8,24,20,1014,78,,NIL,NIL,NIL,,,,,
"['01:00', '11/10']",11/10 01:00,220,10,NIL,9999,4000,8,24,19,1015,74,,NIL,NIL,,,,,,
"['02:00', '11/10']",11/10 02:00,210,12,NIL,9999,4000,8,24,18,1014,69,,NIL,NIL,,,,,,
"['03:00', '11/10']",11/10 03:00,220,13,NIL,9999,4000,8,24,19,1014,74,,NIL,NIL,,,,,,
"['04:00', '11/10']",11/10 04:00,250,5,NIL,9999,3700,8,23,19,1015,78,,NIL,NIL,,,,,,
"['05:00', '11/10']",11/10 05:00,240,8,NIL,9999,3700,8,23,19,1015,78,,NIL,NIL,,,,,,
"['06:00', '11/10']",11/10 06:00,210,13,23,9999,2500,8,22,19,1014,83,,NIL,NIL,,,,,,
"['07:00', '11/10']",11/10 07:00,210,12,NIL,9999,1600,8,21,19,1015,88,,NIL,NIL,,,,,,
"['08:00', '11/10']",11/10 08:00,210,16,NIL,9999,4600,8,21,18,1016,83,,NIL,NIL,,,,,,
"['09:00', '11/10']",11/10 09:00,220,8,NIL,9999,4700,8,22,17,1017,73,,NIL,NIL,,,,,,
"['10:00', '11/10']",11/10 10:00,240,7,NIL,9999,5000,5,22,17,1018,73,,NIL,NIL,,,,,,
"['11:00', '11/10']",11/10 11:00,230,9,NIL,9999,5000,5,23,17,1019,69,,NIL,NIL,,,,,,
"['12:00', '11/10']",11/10 12:00,210,12,NIL,9999,5000,5,23,17,1019,69,,NIL,NIL,,,,,,
"['13:00', '11/10']",11/10 13:00,210,12,NIL,9999,5000,5,24,17,1019,65,,NIL,NIL,,,,,,
"['14:00', '11/10']",11/10 14:00,210,13,NIL,9999,7000,5,25,16,1019,57,,NIL,NIL,,,,,,
"['15:00', '11/10']",11/10 15:00,200,14,NIL,9999,7000,5,25,16,1018,57,,NIL,NIL,,,,,,
"['16:00', '11/10']",11/10 16:00,190,13,NIL,9999,7000,5,25,15,1018,54,,NIL,NIL,,,,,,
"['17:00', '11/10']",11/10 17:00,180,14,NIL,9999,7000,5,24,16,1017,61,,NIL,NIL,,,,,,
"['18:00', '11/10']",11/10 18:00,200,14,NIL,9999,4900,8,23,15,1017,61,,NIL,NIL,,,,,,
"['19:00', '11/10']",11/10 19:00,200,11,NIL,9999,4900,8,23,16,1018,65,,NIL,NIL,,,,,,
"['20:00', '11/10']",11/10 20:00,210,13,NIL,9999,6000,8,23,16,1019,65,,NIL,1,,,,,,
"['21:00', '11/10']",11/10 21:00,210,14,NIL,9999,8000,8,20,17,1019,83,,NIL,1,,,,,,
"['22:00', '11/10']",11/10 22:00,230,7,NIL,9999,2500,8,20,18,1020,88,,1,1,,,,,,
"['22:30', '11/10']",11/10 22:30,230,5,NIL,9999,3500,8,19,17,1020,88,,1,1,,,,,,
"['23:00', '11/10']",11/10 23:00,280,3,NIL,9999,4000,8,19,18,1021,94,,1,1,,,,,,
"['00:00', '12/10']",12/10 00:00,300,2,NIL,9999,4500,8,19,18,1021,94,,1,1,,,,,,
"['01:00', '12/10']",12/10 01:00,250,5,,9999,5000,8,19,17,1021,88,,1,1,NIL,,,,,
"['02:00', '12/10']",12/10 02:00,300,4,,9999,5000,8,18,17,1020,94,,NIL,NIL,NIL,,,,,
"['03:00', '12/10']",12/10 03:00,320,3,,9999,4000,8,18,17,1020,94,,NIL,NIL,NIL,,,,,
"['04:00', '12/10']",12/10 04:00,330,2,,9999,4000,8,19,17,1019,88,,NIL,NIL,NIL,,,,,
"['05:00', '12/10']",12/10 05:00,340,2,,9999,2000,8,19,17,1018,88,,NIL,NIL,NIL,,,,,
"['06:00', '12/10']",12/10 06:00,280,3,,9999,5000,8,19,17,1018,88,,NIL,NIL,NIL,,,,,
"['07:00', '12/10']",12/10 07:00,300,4,,9999,2500,8,18,17,1018,94,,NIL,NIL,NIL,,,,,
"['08:00', '12/10']",12/10 08:00,290,4,,9999,3000,8,18,17,1019,94,,NIL,NIL,NIL,,,,,
"['09:00', '12/10']",12/10 09:00,300,3,,9999,2000,8,19,17,1020,88,,NIL,NIL,NIL,,,,,
"['10:00', '12/10']",12/10 10:00,0,0,,9999,2200,8,19,17,1020,88,,NIL,NIL,NIL,,,,,
"['11:00', '12/10']",12/10 11:00,190,7,,9999,2000,8,20,17,1021,83,,NIL,NIL,NIL,,,,,
"['12:00', '12/10']",12/10 12:00,230,5,,9999,1900,8,21,18,1021,83,,NIL,NIL,NIL,,,,,
"['13:00', '12/10']",12/10 13:00,200,4,,9999,1800,8,21,18,1021,83,,NIL,NIL,NIL,,,,,
"['14:00', '12/10']",12/10 14:00,170,6,,9999,1800,8,22,19,1020,83,,NIL,NIL,NIL,,,,,
"['15:00', '12/10']",12/10 15:00,160,8,,9000,1600,8,22,19,1020,83,,1,NIL,NIL,,,,,
"['16:00', '12/10']",12/10 16:00,150,7,,4000,1600,8,21,19,1019,88,,1,NIL,NIL,,,,,
"['17:00', '12/10']",12/10 17:00,180,4,,9999,1500,8,21,20,1018,94,,1,NIL,NIL,,,,,
"['17:28', '12/10']",12/10 17:28,170,7,,3000,1500,8,21,19,1018,88,,1,NIL,1,,,,,
"['18:00', '12/10']",12/10 18:00,180,5,,3000,1000,8,21,20,1018,94,,1,NIL,1,,,,,
"['18:30', '12/10']",12/10 18:30,190,4,,9999,1000,8,21,19,1018,88,,NIL,NIL,NIL,,,,,
"['19:00', '12/10']",12/10 19:00,170,4,,9999,1500,8,21,19,1018,88,,NIL,NIL,NIL,,,,,
"['20:00', '12/10']",12/10 20:00,190,3,,4000,1500,8,21,20,1018,94,,1,NIL,1,,,,,
"['21:00', '12/10']",12/10 21:00,300,2,,7000,1500,8,21,20,1019,94,,NIL,NIL,NIL,,,,,
"['22:00', '12/10']",12/10 22:00,330,3,,4000,1000,8,20,20,1019,100,,1,NIL,1,,,,,
"['23:00', '12/10']",12/10 23:00,20,2,,4000,800,8,20,20,1019,100,,1,NIL,1,,,,,
"['00:00', '13/10']",13/10 00:00,290,3,,8000,1800,5,20,20,1019,100,,NIL,NIL,NIL,,,,,
"['01:00', '13/10']",13/10 01:00,320,3,,9999,2000,5,20,20,1019,100,NIL,,,,,,,,
"['02:00', '13/10']",13/10 02:00,290,4,,8000,3000,8,20,20,1019,100,NIL,,,,,,,,
"['03:00', '13/10']",13/10 03:00,290,3,,7000,3000,8,20,20,1018,100,NIL,,,,,,,,
"['04:00', '13/10']",13/10 04:00,320,2,,7000,3000,8,20,20,1017,100,NIL,,,,,,,,
"['05:00', '13/10']",13/10 05:00,300,3,,7000,3000,8,20,20,1016,100,NIL,,,,,,,,
"['06:00', '13/10']",13/10 06:00,290,4,,7000,3000,8,20,20,1016,100,NIL,,,,,,,,
"['07:00', '13/10']",13/10 07:00,310,3,,7000,3000,8,20,20,1016,100,NIL,,,,,,,,
"['08:00', '13/10']",13/10 08:00,310,4,,7000,2500,8,20,20,1017,100,NIL,,,,,,,,
"['09:00', '13/10']",13/10 09:00,300,3,,9000,2100,8,21,20,1017,94,NIL,,,,,,,,
"['10:00', '13/10']",13/10 10:00,300,3,,9999,3000,5,21,20,1018,94,295,,,,,,,,
"['11:00', '13/10']",13/10 11:00,310,4,,9999,4000,5,22,20,1018,88,NIL,,,,,,,,
"['12:00', '13/10']",13/10 12:00,300,4,,9999,4000,8,23,21,1018,89,290,,,,,,,,
"['13:00', '13/10']",13/10 13:00,300,4,,9999,3500,8,24,20,1019,78,295,,,,,,,,
"['14:00', '13/10']",13/10 14:00,310,3,,9999,NIL,3,24,20,1018,78,305,,,,,,,,
"['15:00', '13/10']",13/10 15:00,10,3,,9999,NIL,3,24,21,1017,83,190,,,,,,,,
"['16:00', '13/10']",13/10 16:00,40,6,,9999,NIL,3,26,21,1016,74,50,,,,,,,,
"['17:00', '13/10']",13/10 17:00,60,9,,9999,NIL,3,25,21,1015,79,60,,,,,,,,
"['18:00', '13/10']",13/10 18:00,50,8,,9999,3500,8,25,21,1015,79,NIL,,,,,,,,
"['19:00', '13/10']",13/10 19:00,50,8,,9999,4000,8,25,21,1015,79,NIL,,,,,,,,
"['20:00', '13/10']",13/10 20:00,30,8,,9999,3000,8,25,21,1015,79,NIL,,,,,,,,
"['21:00', '13/10']",13/10 21:00,20,5,,9999,3500,8,24,22,1016,89,NIL,,,,,,,,
"['22:00', '13/10']",13/10 22:00,10,7,,9999,1600,8,24,22,1016,89,NIL,,,,,,,,
"['23:00', '13/10']",13/10 23:00,10,1,,9999,2500,8,23,22,1017,94,NIL,,,,,,,,
"['00:00', '14/10']",14/10 00:00,10,4,,9999,2600,8,24,22,1017,89,NIL,,,,,,,,
"['01:00', '14/10']",14/10 01:00,10,7,,9999,2700,8,24,22,1017,89,NIL,NIL,,NIL,,,,,
"['02:00', '14/10']",14/10 02:00,10,5,,5000,2500,5,24,22,1016,89,NIL,1,,1,,,,,
"['03:00', '14/10']",14/10 03:00,10,4,,9999,2500,5,23,22,1016,94,NIL,NIL,,NIL,,,,,
"['04:00', '14/10']",14/10 04:00,360,5,,4000,1300,8,23,22,1015,94,NIL,1,,1,,,,,
"['05:00', '14/10']",14/10 05:00,360,4,,4000,1300,8,23,22,1014,94,NIL,1,,1,,,,,
"['06:00', '14/10']",14/10 06:00,10,5,,4000,1200,8,23,22,1014,94,NIL,1,,1,,,,,
"['07:00', '14/10']",14/10 07:00,20,9,,8000,1200,5,23,22,1014,94,NIL,NIL,,NIL,,,,,
"['08:00', '14/10']",14/10 08:00,20,8,,9999,1200,5,23,22,1014,94,NIL,NIL,,NIL,,,,,
"['09:00', '14/10']",14/10 09:00,20,8,,9999,2500,5,23,22,1015,94,NIL,NIL,,NIL,,,,,
"['09:25', '14/10']",14/10 09:25,10,6,,3000,1000,8,23,23,1015,100,NIL,1,,1,,,,,
"['10:00', '14/10']",14/10 10:00,20,7,,9999,3100,5,24,23,1015,94,NIL,NIL,,NIL,,,,,
"['11:00', '14/10']",14/10 11:00,20,10,,9999,2700,5,25,23,1016,89,NIL,NIL,,NIL,,,,,
"['12:00', '14/10']",14/10 12:00,10,12,,9999,1700,5,27,23,1016,79,NIL,NIL,,NIL,,,,,
"['13:00', '14/10']",14/10 13:00,10,9,,9999,3000,5,28,24,1015,79,NIL,NIL,,NIL,,,,,
"['14:00', '14/10']",14/10 14:00,50,10,,9999,3000,5,30,24,1014,70,NIL,NIL,,NIL,,,,,
"['15:00', '14/10']",14/10 15:00,50,12,,9999,4000,5,30,24,1013,70,NIL,NIL,,NIL,,,,,
"['16:00', '14/10']",14/10 16:00,60,14,,9999,4000,5,30,24,1012,70,NIL,NIL,,NIL,,,,,
"['17:00', '14/10']",14/10 17:00,60,12,,9999,6000,5,29,24,1012,74,NIL,NIL,,NIL,,,,,
"['18:00', '14/10']",14/10 18:00,50,13,,9999,NIL,2,30,23,1011,66,NIL,NIL,,NIL,,,,,
"['19:00', '14/10']",14/10 19:00,50,13,,9999,NIL,2,29,24,1010,74,NIL,NIL,,NIL,,,,,
"['20:00', '14/10']",14/10 20:00,50,14,,9999,NIL,NIL,27,23,1010,79,NIL,NIL,,NIL,,,,,
"['21:00', '14/10']",14/10 21:00,50,12,,9999,NIL,NIL,27,23,1011,79,NIL,NIL,,NIL,,,,,
"['22:00', '14/10']",14/10 22:00,50,13,,9999,NIL,NIL,26,23,1011,84,NIL,NIL,,NIL,,,,,
"['23:00', '14/10']",14/10 23:00,30,12,,9999,NIL,NIL,27,23,1012,79,NIL,NIL,,NIL,,,,,
"['00:00', '15/10']",15/10 00:00,360,6,,9999,NIL,NIL,26,23,1013,84,170,NIL,,NIL,,,,,
"['01:00', '15/10']",15/10 01:00,350,8,,9999,NIL,NIL,26,23,1013,84,175,,NIL,,,,,,
"['02:00', '15/10']",15/10 02:00,50,10,,9999,NIL,NIL,25,22,1013,83,NIL,,NIL,,,,,,
"['03:00', '15/10']",15/10 03:00,30,7,,9999,NIL,NIL,25,22,1013,83,NIL,,NIL,,,,,,
"['04:00', '15/10']",15/10 04:00,50,6,,9999,NIL,3,25,22,1013,83,NIL,,NIL,,,,,,
"['05:00', '15/10']",15/10 05:00,40,5,,9999,NIL,NIL,25,23,1012,89,NIL,,1,,,,,,
"['06:00', '15/10']",15/10 06:00,260,5,,9999,NIL,2,25,23,1012,89,NIL,,NIL,,,,,,
"['07:00', '15/10']",15/10 07:00,180,4,,9999,NIL,3,24,22,1013,89,NIL,,NIL,,,,,,
"['08:00', '15/10']",15/10 08:00,170,3,,9999,NIL,3,24,22,1013,89,NIL,,NIL,,,,,,
"['09:00', '15/10']",15/10 09:00,230,4,,9999,NIL,NIL,24,22,1014,89,NIL,,NIL,,,,,,
"['10:00', '15/10']",15/10 10:00,200,3,,9999,1800,5,24,22,1014,89,NIL,,NIL,,,,,,
"['11:00', '15/10']",15/10 11:00,190,4,,9999,NIL,3,26,21,1015,74,NIL,,NIL,,,,,,
"['12:00', '15/10']",15/10 12:00,190,7,,9999,NIL,3,26,22,1015,79,NIL,,NIL,,,,,,
"['13:00', '15/10']",15/10 13:00,180,8,,9999,NIL,3,26,22,1015,79,NIL,,NIL,,,,,,
"['14:00', '15/10']",15/10 14:00,190,11,,9999,2000,5,25,22,1015,83,NIL,,NIL,,,,,,
"['15:00', '15/10']",15/10 15:00,210,11,,9999,2500,5,26,22,1015,79,NIL,,NIL,,,,,,
"['16:00', '15/10']",15/10 16:00,210,11,,9999,3000,8,25,21,1014,79,NIL,,NIL,,,,,,
"['17:00', '15/10']",15/10 17:00,190,8,,9999,3000,8,25,22,1014,83,NIL,,NIL,,,,,,
"['18:00', '15/10']",15/10 18:00,210,15,,9999,3000,8,25,21,1013,79,NIL,,NIL,,,,,,
"['19:00', '15/10']",15/10 19:00,220,14,,9999,3000,8,25,21,1014,79,NIL,,NIL,,,,,,
"['20:00', '15/10']",15/10 20:00,230,13,,9999,3000,8,24,21,1014,83,NIL,,NIL,,,,,,
"['21:00', '15/10']",15/10 21:00,240,13,,9999,3500,8,24,20,1016,78,NIL,,NIL,,,,,,
"['22:00', '15/10']",15/10 22:00,240,12,,9999,4000,8,24,20,1016,78,NIL,,NIL,,,,,,
"['23:00', '15/10']",15/10 23:00,250,9,,9999,4000,8,24,20,1017,78,NIL,,NIL,,,,,,
"['00:00', '16/10']",16/10 00:00,250,10,,9999,4000,8,24,20,1017,78,NIL,,NIL,,,,,,
"['01:00', '16/10']",16/10 01:00,240,11,,9999,4000,8,24,20,1018,78,NIL,NIL,,,,,,,
"['02:00', '16/10']",16/10 02:00,250,10,,9999,NIL,NIL,24,19,1018,74,245,NIL,,,,,,,
"['03:00', '16/10']",16/10 03:00,250,8,,9999,NIL,NIL,24,19,1017,74,NIL,NIL,,,,,,,
"['04:00', '16/10']",16/10 04:00,250,8,,9999,NIL,NIL,24,18,1017,69,NIL,NIL,,,,,,,
"['05:00', '16/10']",16/10 05:00,250,8,,9999,NIL,2,24,19,1016,74,250,NIL,,,,,,,
"['06:00', '16/10']",16/10 06:00,250,9,,9999,NIL,NIL,23,19,1016,78,NIL,NIL,,,,,,,
"['07:00', '16/10']",16/10 07:00,240,8,,9999,NIL,NIL,23,20,1016,83,NIL,NIL,,,,,,,
"['08:00', '16/10']",16/10 08:00,260,9,,9999,NIL,NIL,23,19,1016,78,NIL,NIL,,,,,,,
"['09:00', '16/10']",16/10 09:00,250,6,,9999,NIL,NIL,23,19,1017,78,NIL,NIL,,,,,,,
"['10:00', '16/10']",16/10 10:00,260,8,,9999,NIL,NIL,24,19,1018,74,NIL,NIL,,,,,,,
"['11:00', '16/10']",16/10 11:00,240,9,,9999,NIL,NIL,25,19,1018,69,NIL,NIL,,,,,,,
"['12:00', '16/10']",16/10 12:00,240,10,,9999,NIL,NIL,25,18,1018,65,NIL,NIL,,,,,,,
"['13:00', '16/10']",16/10 13:00,250,10,,9999,NIL,NIL,26,18,1018,61,NIL,NIL,,,,,,,
"['14:00', '16/10']",16/10 14:00,220,14,,9999,8000,5,26,19,1018,65,NIL,NIL,,,,,,,
"['15:00', '16/10']",16/10 15:00,210,15,,9999,8000,8,25,20,1018,74,NIL,NIL,,,,,,,
"['16:00', '16/10']",16/10 16:00,220,16,,9999,8000,8,24,20,1018,78,NIL,NIL,,,,,,,
"['17:00', '16/10']",16/10 17:00,230,13,,9999,8000,8,23,19,1017,78,NIL,NIL,,,,,,,
"['18:00', '16/10']",16/10 18:00,230,16,,6000,2000,5,22,17,1018,73,NIL,1,,,,,,,
"['19:00', '16/10']",16/10 19:00,250,10,,9999,4000,5,21,19,1018,88,NIL,NIL,,,,,,,
"['20:00', '16/10']",16/10 20:00,240,7,,9999,4000,8,21,19,1018,88,NIL,NIL,,,,,,,
"['21:00', '16/10']",16/10 21:00,260,8,,9999,4000,8,22,18,1019,78,NIL,NIL,,,,,,,
"['22:00', '16/10']",16/10 22:00,260,8,,9999,NIL,NIL,22,18,1019,78,NIL,NIL,,,,,,,
"['23:00', '16/10']",16/10 23:00,250,10,,9999,NIL,NIL,21,18,1020,83,NIL,NIL,,,,,,,
