validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,cobertura,tt,po,qnh,ur,chuva,trovoada,nevoa_umida,teto,vnt_vrb,chuvisco,vis_setor,vis_setor_dir,vnt_rajada,nevoa_seca
"['23:00', '10/01']",10/01 23:00,140,5,9999,NIL,27,24,1008,84,,,,,NIL,,,,,
"['00:00', '11/01']",11/01 00:00,170,4,9999,NIL,28,24,1008,79,,,,,NIL,,,,,
"['01:00', '11/01']",11/01 01:00,140,7,9999,NIL,26,24,1009,89,NIL,,,NIL,,,,,,
"['02:00', '11/01']",11/01 02:00,150,5,9999,NIL,26,25,1009,94,NIL,,,NIL,,,,,,
"['03:00', '11/01']",11/01 03:00,180,3,9999,NIL,26,25,1009,94,NIL,,,NIL,,,,,,
"['04:00', '11/01']",11/01 04:00,170,2,9999,NIL,26,24,1008,89,NIL,,,NIL,,,,,,
"['05:00', '11/01']",11/01 05:00,330,4,9999,NIL,27,25,1007,89,NIL,,,NIL,,,,,,
"['06:00', '11/01']",11/01 06:00,40,3,9999,NIL,25,24,1007,94,NIL,,,NIL,,,,,,
"['07:00', '11/01']",11/01 07:00,20,1,9999,NIL,26,25,1007,94,NIL,,,NIL,,,,,,
"['08:00', '11/01']",11/01 08:00,10,5,9999,NIL,26,25,1008,94,NIL,,,NIL,,,,,,
"['09:00', '11/01']",11/01 09:00,340,6,9999,5,27,25,1008,89,NIL,,,8000,,,,,,
"['10:00', '11/01']",11/01 10:00,360,5,9999,5,27,26,1008,94,NIL,,,9000,,,,,,
"['11:00', '11/01']",11/01 11:00,350,6,9999,5,28,25,1008,84,NIL,,,9000,,,,,,
"['12:00', '11/01']",11/01 12:00,20,5,9999,3,30,26,1009,79,NIL,,,NIL,,,,,,
"['13:00', '11/01']",11/01 13:00,30,6,9999,3,31,26,1009,75,NIL,,,NIL,,,,,,
"['14:00', '11/01']",11/01 14:00,20,8,9999,NIL,32,26,1008,71,NIL,,,NIL,,,,,,
"['15:00', '11/01']",11/01 15:00,10,8,9999,3,33,26,1008,67,NIL,,,NIL,,,,,,
"['16:00', '11/01']",11/01 16:00,20,8,9999,2,33,27,1007,71,NIL,,,NIL,,,,,,
"['17:00', '11/01']",11/01 17:00,160,9,9999,2,32,25,1006,67,NIL,,,NIL,,,,,,
"['18:00', '11/01']",11/01 18:00,160,12,9999,2,32,25,1006,67,NIL,,,NIL,,,,,,
"['19:00', '11/01']",11/01 19:00,180,14,9999,2,31,26,1006,75,NIL,,,NIL,,,,,,
"['20:00', '11/01']",11/01 20:00,180,12,9999,2,31,24,1005,66,NIL,,,NIL,,,,,,
"['21:00', '11/01']",11/01 21:00,190,9,9999,2,31,24,1006,66,NIL,,,NIL,,,,,,
"['22:00', '11/01']",11/01 22:00,180,8,9999,3,30,24,1007,70,NIL,,,NIL,,,,,,
"['23:00', '11/01']",11/01 23:00,80,4,9999,3,30,25,1008,75,NIL,,,NIL,,,,,,
"['23:35', '11/01']",11/01 23:35,190,10,9999,3,28,25,1009,84,1,,,NIL,,,,,,
"['00:00', '12/01']",12/01 00:00,190,15,9999,3,NIL,NIL,1010,0,NIL,,,NIL,,,,,,
"['01:00', '12/01']",12/01 01:00,200,14,9999,5,29,24,1010,74,,,,10000,,,,,,
"['02:00', '12/01']",12/01 02:00,200,6,9999,5,29,23,1010,70,,,,10000,,,,,,
"['03:00', '12/01']",12/01 03:00,50,6,9999,5,28,24,1009,79,,,,10000,,,,,,
"['04:00', '12/01']",12/01 04:00,330,8,9999,5,28,25,1008,84,,,,9000,,,,,,
"['05:00', '12/01']",12/01 05:00,330,6,9999,NIL,28,23,1008,74,,,,NIL,,,,,,
"['06:00', '12/01']",12/01 06:00,20,5,9999,NIL,26,25,1008,94,,,,NIL,,,,,,
"['07:00', '12/01']",12/01 07:00,60,3,9999,NIL,26,25,1008,94,,,,NIL,,,,,,
"['08:00', '12/01']",12/01 08:00,120,2,9999,NIL,26,24,1008,89,,,,NIL,,,,,,
"['09:00', '12/01']",12/01 09:00,150,3,9999,NIL,26,24,1009,89,,,,NIL,,,,,,
"['10:00', '12/01']",12/01 10:00,200,1,9999,NIL,29,25,1010,79,,,,NIL,,,,,,
"['11:00', '12/01']",12/01 11:00,200,8,9999,NIL,28,25,1010,84,,,,NIL,,,,,,
"['11:15', '12/01']",12/01 11:15,10,6,9999,NIL,28,25,1011,84,,,,NIL,,,,,,
"['12:00', '12/01']",12/01 12:00,20,6,9999,NIL,29,25,1011,79,,,,NIL,,,,,,
"['13:00', '12/01']",12/01 13:00,360,6,9999,3,31,25,1011,71,,,,NIL,,,,,,
"['13:40', '12/01']",12/01 13:40,200,10,9999,5,32,24,1011,63,,,,10000,,,,,,
"['14:00', '12/01']",12/01 14:00,200,12,9999,5,32,24,1011,63,,,,10000,,,,,,
"['15:00', '12/01']",12/01 15:00,200,13,9999,5,32,25,1012,67,,,,10000,,,,,,
"['16:00', '12/01']",12/01 16:00,210,13,9999,5,31,25,1011,71,,,,8000,,,,,,
"['17:00', '12/01']",12/01 17:00,200,13,9999,5,32,24,1011,63,,,,9000,,,,,,
"['18:00', '12/01']",12/01 18:00,200,11,9999,5,31,24,1010,66,,,,9000,,,,,,
"['19:00', '12/01']",12/01 19:00,210,13,9999,5,32,23,1010,59,,,,9000,,,,,,
"['20:00', '12/01']",12/01 20:00,200,8,9999,5,31,23,1011,63,,,,4000,,,,,,
"['21:00', '12/01']",12/01 21:00,200,10,9999,5,30,23,1011,66,,,,4000,,,,,,
"['22:00', '12/01']",12/01 22:00,40,5,9999,5,28,25,1011,84,,,,4000,,,,,,
"['23:00', '12/01']",12/01 23:00,50,5,9999,5,28,24,1011,79,,,,4000,,,,,,
"['00:00', '13/01']",13/01 00:00,310,3,9999,5,29,23,1012,70,,,,4000,,,,,,
"['01:00', '13/01']",13/01 01:00,330,5,9999,3,28,24,1013,79,NIL,,NIL,NIL,,,,,,
"['02:00', '13/01']",13/01 02:00,80,4,9999,3,28,25,1013,84,NIL,,NIL,NIL,,,,,,
"['03:00', '13/01']",13/01 03:00,0,0,9999,3,27,25,1012,89,NIL,,NIL,NIL,,,,,,
"['04:00', '13/01']",13/01 04:00,360,2,6000,5,26,25,1012,94,1,,NIL,4000,,,,,,
"['04:25', '13/01']",13/01 04:25,170,4,5000,8,26,24,1012,89,1,,1,4000,,,,,,
"['04:40', '13/01']",13/01 04:40,210,5,8000,8,26,24,1012,89,1,,NIL,5000,,,,,,
"['05:00', '13/01']",13/01 05:00,170,3,9999,8,26,24,1011,89,1,,NIL,4000,,,,,,
"['06:00', '13/01']",13/01 06:00,230,4,4000,8,26,24,1011,89,1,,1,4000,,,,,,
"['07:00', '13/01']",13/01 07:00,360,3,9999,5,25,25,1011,100,NIL,,NIL,4000,,,,,,
"['08:00', '13/01']",13/01 08:00,310,7,4000,8,26,24,1012,89,1,,1,2000,,,,,,
"['09:00', '13/01']",13/01 09:00,270,1,3500,8,25,24,1012,94,1,,1,700,,,,,,
"['10:00', '13/01']",13/01 10:00,190,5,2000,8,24,24,1013,100,1,,1,700,,,,,,
"['10:15', '13/01']",13/01 10:15,170,4,4500,8,25,24,1014,94,1,,1,700,,,,,,
"['11:00', '13/01']",13/01 11:00,190,7,7000,8,26,24,1014,89,1,,NIL,700,,,,,,
"['12:00', '13/01']",13/01 12:00,150,4,9000,8,26,24,1014,89,NIL,,NIL,700,,,,,,
"['13:00', '13/01']",13/01 13:00,190,8,6000,8,25,23,1015,89,1,,NIL,700,,,,,,
"['14:00', '13/01']",13/01 14:00,170,5,8000,8,25,24,1015,94,NIL,,NIL,3000,,,,,,
"['15:00', '13/01']",13/01 15:00,150,2,9999,8,26,23,1014,84,NIL,,NIL,4000,,,,,,
"['16:00', '13/01']",13/01 16:00,100,3,9999,8,25,23,1014,89,NIL,,NIL,4000,,,,,,
"['17:00', '13/01']",13/01 17:00,110,3,9999,8,26,23,1014,84,NIL,,NIL,4000,,,,,,
"['18:00', '13/01']",13/01 18:00,140,3,9999,8,26,22,1013,79,NIL,,NIL,4000,,,,,,
"['19:00', '13/01']",13/01 19:00,140,3,9999,8,26,23,1013,84,NIL,,NIL,4000,,,,,,
"['20:00', '13/01']",13/01 20:00,150,4,9999,8,26,22,1013,79,NIL,,NIL,4000,,,,,,
"['21:00', '13/01']",13/01 21:00,150,5,9999,8,26,22,1013,79,NIL,,NIL,4000,,,,,,
"['22:00', '13/01']",13/01 22:00,170,7,4000,8,25,23,1014,89,1,,1,1000,,,,,,
"['23:00', '13/01']",13/01 23:00,200,7,5000,8,25,23,1015,89,1,,1,1000,,,,,,
"['00:00', '14/01']",14/01 00:00,140,5,7000,8,24,22,1015,89,1,,NIL,1200,,,,,,
"['01:00', '14/01']",14/01 01:00,180,5,9000,8,25,22,1015,83,,,,1500,,,,,,
"['02:00', '14/01']",14/01 02:00,160,4,9999,5,25,22,1015,83,,,,1500,,,,,,
"['03:00', '14/01']",14/01 03:00,170,4,9999,5,24,22,1015,89,,,,4000,,,,,,
"['04:00', '14/01']",14/01 04:00,190,4,9999,5,24,23,1015,94,,,,2000,,,,,,
"['05:00', '14/01']",14/01 05:00,180,3,9999,5,24,22,1014,89,,,,4000,,,,,,
"['06:00', '14/01']",14/01 06:00,140,3,9999,5,25,22,1014,83,,,,4000,,,,,,
"['07:00', '14/01']",14/01 07:00,90,3,9999,5,24,22,1014,89,,,,4000,,,,,,
"['08:00', '14/01']",14/01 08:00,100,4,9999,5,24,22,1014,89,,,,4500,,,,,,
"['09:00', '14/01']",14/01 09:00,150,3,9999,5,25,22,1015,83,,,,4000,,,,,,
"['10:00', '14/01']",14/01 10:00,20,3,7000,5,25,23,1015,89,,,,4000,,,,,,
"['11:00', '14/01']",14/01 11:00,20,4,8000,5,25,22,1016,83,,,,4000,,,,,,
"['12:00', '14/01']",14/01 12:00,360,4,9999,5,25,22,1016,83,,,,4000,,,,,,
"['13:00', '14/01']",14/01 13:00,10,3,9999,5,26,22,1016,79,,,,4000,,,,,,
"['14:00', '14/01']",14/01 14:00,150,5,9999,5,27,21,1015,70,,,,4000,,,,,,
"['15:00', '14/01']",14/01 15:00,160,9,9999,5,27,20,1015,66,,,,10000,,,,,,
"['16:00', '14/01']",14/01 16:00,160,10,9999,5,27,21,1014,70,,,,10000,,,,,,
"['17:00', '14/01']",14/01 17:00,170,10,9999,5,27,21,1014,70,,,,10000,,,,,,
"['18:00', '14/01']",14/01 18:00,160,10,9999,5,27,20,1014,66,,,,10000,,,,,,
"['19:00', '14/01']",14/01 19:00,160,11,9999,5,26,20,1013,70,,,,10000,,,,,,
"['20:00', '14/01']",14/01 20:00,160,10,9999,5,26,20,1014,70,,,,10000,,,,,,
"['21:00', '14/01']",14/01 21:00,140,9,9999,5,26,20,1014,70,,,,9000,,,,,,
"['22:00', '14/01']",14/01 22:00,130,9,9999,5,26,20,1014,70,,,,7000,,,,,,
"['23:00', '14/01']",14/01 23:00,110,10,9999,5,26,21,1015,74,,,,6000,,,,,,
"['00:00', '15/01']",15/01 00:00,110,6,9999,5,25,20,1015,74,,,,4500,,,,,,
"['01:00', '15/01']",15/01 01:00,60,3,9999,5,26,19,1015,65,,,,4500,,,,,,
"['02:00', '15/01']",15/01 02:00,90,5,9999,NIL,25,18,1014,65,,,,NIL,,,,,,
"['03:00', '15/01']",15/01 03:00,0,0,9999,NIL,25,18,1013,65,,,,NIL,,,,,,
"['04:00', '15/01']",15/01 04:00,100,2,9999,NIL,25,17,1013,61,,,,NIL,,,,,,
"['05:00', '15/01']",15/01 05:00,360,6,9999,NIL,25,19,1013,69,,,,NIL,,,,,,
"['06:00', '15/01']",15/01 06:00,40,4,9999,NIL,25,19,1012,69,,,,NIL,,,,,,
"['07:00', '15/01']",15/01 07:00,110,5,9999,NIL,24,20,1012,78,,,,NIL,,,,,,
"['08:00', '15/01']",15/01 08:00,50,4,9999,5,24,19,1013,74,,,,3000,,,,,,
"['09:00', '15/01']",15/01 09:00,90,3,9999,3,24,19,1013,74,,,,NIL,,,,,,
"['10:00', '15/01']",15/01 10:00,120,4,9999,2,25,19,1014,69,,,,NIL,,,,,,
"['11:00', '15/01']",15/01 11:00,90,1,9999,NIL,27,19,1014,62,,,,NIL,,,,,,
"['12:00', '15/01']",15/01 12:00,350,6,9999,NIL,27,19,1014,62,,,,NIL,,,,,,
"['13:00', '15/01']",15/01 13:00,340,5,9999,NIL,27,19,1013,62,,,,NIL,,,,,,
"['14:00', '15/01']",15/01 14:00,60,2,9999,NIL,28,19,1013,58,,,,NIL,,,,,,
"['15:00', '15/01']",15/01 15:00,150,10,9999,NIL,28,21,1012,66,,,,NIL,,,,,,
"['16:00', '15/01']",15/01 16:00,150,10,9999,NIL,28,21,1011,66,,,,NIL,,,,,,
"['17:00', '15/01']",15/01 17:00,160,12,9999,2,29,22,1011,66,,,,NIL,,,,,,
"['18:00', '15/01']",15/01 18:00,150,9,9999,3,29,22,1010,66,,,,NIL,,,,,,
"['19:00', '15/01']",15/01 19:00,160,9,9999,2,29,22,1010,66,,,,NIL,,,,,,
"['20:00', '15/01']",15/01 20:00,160,7,9999,2,29,23,1010,70,,,,NIL,,,,,,
"['21:00', '15/01']",15/01 21:00,170,8,9999,NIL,28,23,1010,74,,,,NIL,,,,,,
"['22:00', '15/01']",15/01 22:00,180,5,9999,NIL,27,23,1010,79,,,,NIL,,,,,,
"['23:00', '15/01']",15/01 23:00,100,4,9999,NIL,27,22,1011,74,,,,NIL,,,,,,
"['00:00', '16/01']",16/01 00:00,60,2,9999,NIL,27,22,1011,74,,,,NIL,,,,,,
"['01:00', '16/01']",16/01 01:00,10,2,9999,NIL,26,22,1011,79,,,,NIL,NIL,,,,,
"['02:00', '16/01']",16/01 02:00,20,1,9999,NIL,26,22,1011,79,,,,NIL,NIL,,,,,
"['03:00', '16/01']",16/01 03:00,10,2,9999,NIL,26,23,1011,84,,,,NIL,NIL,,,,,
"['04:00', '16/01']",16/01 04:00,360,4,9999,NIL,25,22,1010,83,,,,NIL,NIL,,,,,
"['05:00', '16/01']",16/01 05:00,360,3,9999,NIL,25,22,1010,83,,,,NIL,NIL,,,,,
"['06:00', '16/01']",16/01 06:00,200,1,9999,NIL,25,22,1010,83,,,,NIL,NIL,,,,,
"['07:00', '16/01']",16/01 07:00,350,2,9999,NIL,25,22,1009,83,,,,NIL,NIL,,,,,
"['08:00', '16/01']",16/01 08:00,340,5,9999,NIL,25,23,1010,89,,,,NIL,NIL,,,,,
"['09:00', '16/01']",16/01 09:00,360,6,9999,NIL,25,23,1010,89,,,,NIL,NIL,,,,,
"['10:00', '16/01']",16/01 10:00,340,7,9999,NIL,26,21,1011,74,,,,NIL,NIL,,,,,
"['11:00', '16/01']",16/01 11:00,350,7,9999,NIL,26,23,1011,84,,,,NIL,NIL,,,,,
"['12:00', '16/01']",16/01 12:00,330,7,9999,NIL,27,22,1011,74,,,,NIL,NIL,,,,,
"['13:00', '16/01']",16/01 13:00,360,8,9999,NIL,28,24,1011,79,,,,NIL,NIL,,,,,
"['14:00', '16/01']",16/01 14:00,350,6,9999,NIL,30,24,1010,70,,,,NIL,NIL,,,,,
"['15:00', '16/01']",16/01 15:00,10,4,9999,NIL,33,25,1009,63,,,,NIL,NIL,,,,,
"['15:35', '16/01']",16/01 15:35,120,5,9999,2,32,25,1009,67,,,,NIL,120,,,,,
"['16:00', '16/01']",16/01 16:00,150,12,9999,2,30,24,1009,70,,,,NIL,NIL,,,,,
"['17:00', '16/01']",16/01 17:00,150,11,9999,5,30,24,1009,70,,,,9000,NIL,,,,,
"['18:00', '16/01']",16/01 18:00,150,12,9999,2,31,24,1008,66,,,,NIL,NIL,,,,,
"['19:00', '16/01']",16/01 19:00,140,11,9999,3,30,23,1008,66,,,,NIL,NIL,,,,,
"['20:00', '16/01']",16/01 20:00,150,10,9999,5,30,23,1008,66,,,,9000,NIL,,,,,
"['21:00', '16/01']",16/01 21:00,140,10,9999,5,28,24,1009,79,,,,9000,NIL,,,,,
"['22:00', '16/01']",16/01 22:00,150,6,9999,5,30,23,1010,66,,,,9000,NIL,,,,,
"['23:00', '16/01']",16/01 23:00,190,6,9999,NIL,31,23,1011,63,,,,NIL,NIL,,,,,
"['00:00', '17/01']",17/01 00:00,260,2,9999,NIL,31,22,1012,59,,,,NIL,NIL,,,,,
"['00:30', '17/01']",17/01 00:30,350,3,9999,NIL,31,23,1012,63,,,,NIL,NIL,,,,,
"['01:00', '17/01']",17/01 01:00,280,5,9999,NIL,31,23,1013,63,NIL,,NIL,NIL,NIL,NIL,,,,
"['01:15', '17/01']",17/01 01:15,180,3,9999,5,30,23,1013,66,NIL,,NIL,10000,NIL,NIL,,,,
"['02:00', '17/01']",17/01 02:00,240,5,9999,3,30,24,1013,70,NIL,,NIL,NIL,NIL,NIL,,,,
"['03:00', '17/01']",17/01 03:00,200,8,9999,5,29,24,1013,74,NIL,,NIL,8000,NIL,NIL,,,,
"['04:00', '17/01']",17/01 04:00,210,12,9999,5,28,25,1013,84,NIL,,NIL,6000,NIL,NIL,,,,
"['05:00', '17/01']",17/01 05:00,200,14,9999,3,28,24,1012,79,NIL,,NIL,NIL,NIL,NIL,,,,
"['06:00', '17/01']",17/01 06:00,200,10,9999,5,28,24,1012,79,NIL,,NIL,1800,NIL,NIL,,,,
"['07:00', '17/01']",17/01 07:00,170,7,9999,5,27,25,1012,89,NIL,,NIL,1800,NIL,NIL,,,,
"['08:00', '17/01']",17/01 08:00,190,7,9999,5,27,25,1013,89,NIL,,NIL,1300,NIL,NIL,,,,
"['08:20', '17/01']",17/01 08:20,180,13,9000,8,26,24,1013,89,NIL,,NIL,700,NIL,NIL,,,,
"['08:40', '17/01']",17/01 08:40,170,15,4000,8,25,23,1013,89,NIL,,1,700,NIL,1,,,,
"['09:00', '17/01']",17/01 09:00,180,18,4000,8,25,23,1014,89,1,,1,700,NIL,NIL,,,,
"['10:00', '17/01']",17/01 10:00,180,13,3500,8,24,22,1015,89,1,,1,700,NIL,NIL,,,,
"['10:38', '17/01']",17/01 10:38,170,9,6000,8,25,24,1015,94,1,,NIL,1000,NIL,NIL,,,,
"['11:00', '17/01']",17/01 11:00,160,8,9000,8,25,23,1015,89,NIL,,NIL,1000,NIL,NIL,,,,
"['12:00', '17/01']",17/01 12:00,190,7,4500,8,25,24,1016,94,1,,NIL,700,NIL,1,,,,
"['13:00', '17/01']",17/01 13:00,210,8,4000,8,25,23,1016,89,1,,1,700,200,NIL,,,,
"['14:00', '17/01']",17/01 14:00,200,5,2000,8,24,23,1017,94,1,,1,700,200,NIL,,,,
"['15:00', '17/01']",17/01 15:00,190,11,2000,8,25,24,1016,94,1,,NIL,700,NIL,1,,,,
"['16:00', '17/01']",17/01 16:00,190,14,4000,8,24,23,1016,94,1,,1,900,NIL,NIL,,,,
"['17:00', '17/01']",17/01 17:00,200,15,3000,8,24,22,1017,89,1,,1,900,NIL,NIL,,,,
"['18:00', '17/01']",17/01 18:00,190,11,4000,8,23,22,1017,94,1,,1,700,NIL,NIL,,,,
"['19:00', '17/01']",17/01 19:00,180,15,5000,8,24,21,1017,83,NIL,,1,1000,NIL,NIL,,,,
"['20:00', '17/01']",17/01 20:00,200,14,6000,8,24,21,1017,83,1,,NIL,1300,NIL,NIL,,,,
"['21:00', '17/01']",17/01 21:00,190,11,6000,8,25,20,1018,74,NIL,,NIL,1700,NIL,NIL,,,,
"['22:00', '17/01']",17/01 22:00,150,8,8000,8,25,20,1018,74,NIL,,NIL,4000,NIL,NIL,,,,
"['23:00', '17/01']",17/01 23:00,210,7,8000,8,24,20,1019,78,1,,NIL,1800,NIL,NIL,,,,
"['00:00', '18/01']",18/01 00:00,210,8,7000,8,24,20,1019,78,1,,NIL,1400,NIL,NIL,,,,
"['01:00', '18/01']",18/01 01:00,170,7,5000,8,22,20,1020,88,,,NIL,1000,,1,NIL,NIL,,
"['02:00', '18/01']",18/01 02:00,140,9,7000,8,23,20,1020,83,,,NIL,1000,,NIL,NIL,NIL,,
"['03:00', '18/01']",18/01 03:00,160,6,7000,8,22,20,1020,88,,,NIL,1000,,1,NIL,NIL,,
"['04:00', '18/01']",18/01 04:00,130,3,4000,8,22,21,1019,94,,,1,1000,,1,NIL,NIL,,
"['05:00', '18/01']",18/01 05:00,150,9,3500,8,21,20,1019,94,,,1,1000,,1,NIL,NIL,,
"['06:00', '18/01']",18/01 06:00,190,2,9999,8,21,20,1018,94,,,NIL,9000,,1,4000,270,,
"['07:00', '18/01']",18/01 07:00,230,2,9999,8,21,20,1018,94,,,NIL,8000,,NIL,NIL,NIL,,
"['08:00', '18/01']",18/01 08:00,VRB,2,4000,5,22,19,1018,83,,,1,1000,,1,NIL,NIL,,
"['08:33', '18/01']",18/01 08:33,320,4,5000,5,21,20,1019,94,,,1,1500,,NIL,NIL,NIL,,
"['09:00', '18/01']",18/01 09:00,300,2,9999,5,21,20,1019,94,,,NIL,1800,,NIL,NIL,NIL,,
"['10:00', '18/01']",18/01 10:00,10,3,9999,8,22,20,1020,88,,,NIL,5000,,NIL,NIL,NIL,,
"['11:00', '18/01']",18/01 11:00,360,3,9999,5,23,20,1020,83,,,NIL,4000,,NIL,NIL,NIL,,
"['12:00', '18/01']",18/01 12:00,20,4,9999,5,23,21,1020,89,,,NIL,4000,,NIL,NIL,NIL,,
"['13:00', '18/01']",18/01 13:00,90,3,9999,5,23,20,1020,83,,,NIL,1300,,NIL,NIL,NIL,,
"['14:00', '18/01']",18/01 14:00,30,3,9999,8,23,20,1019,83,,,NIL,1300,,NIL,NIL,NIL,,
"['15:00', '18/01']",18/01 15:00,340,5,9999,8,23,21,1019,89,,,NIL,3500,,NIL,NIL,NIL,,
"['16:00', '18/01']",18/01 16:00,20,2,7000,5,24,20,1019,78,,,NIL,3500,,NIL,NIL,NIL,,
"['17:00', '18/01']",18/01 17:00,20,4,9999,8,24,21,1018,83,,,NIL,4000,,NIL,NIL,NIL,,
"['18:00', '18/01']",18/01 18:00,170,8,9999,5,25,20,1018,74,,,NIL,4000,,NIL,NIL,NIL,,
"['19:00', '18/01']",18/01 19:00,170,10,9999,5,25,20,1018,74,,,NIL,6000,,NIL,NIL,NIL,,
"['20:00', '18/01']",18/01 20:00,160,9,9999,8,25,20,1018,74,,,NIL,7000,,NIL,NIL,NIL,,
"['21:00', '18/01']",18/01 21:00,140,6,9999,5,25,20,1017,74,,,NIL,8000,,NIL,NIL,NIL,,
"['22:00', '18/01']",18/01 22:00,120,7,9999,5,25,19,1018,69,,,NIL,8000,,NIL,NIL,NIL,,
"['23:00', '18/01']",18/01 23:00,110,7,9999,5,25,19,1018,69,,,NIL,8000,,NIL,NIL,NIL,,
"['00:00', '19/01']",19/01 00:00,60,2,9999,5,24,20,1018,78,,,NIL,8000,,NIL,NIL,NIL,,
"['01:00', '19/01']",19/01 01:00,50,4,9999,5,24,20,1018,78,,,,4000,,,,,,
"['02:00', '19/01']",19/01 02:00,30,5,9999,5,24,21,1018,83,,,,4000,,,,,,
"['03:00', '19/01']",19/01 03:00,50,3,9999,5,23,20,1018,83,,,,4000,,,,,,
"['04:00', '19/01']",19/01 04:00,50,4,9999,8,23,20,1016,83,,,,5000,,,,,,
"['05:00', '19/01']",19/01 05:00,90,2,9999,8,23,19,1016,78,,,,5000,,,,,,
"['06:00', '19/01']",19/01 06:00,60,3,9999,8,24,19,1016,74,,,,5000,,,,,,
"['07:00', '19/01']",19/01 07:00,80,3,9999,8,24,19,1016,74,,,,5000,,,,,,
"['08:00', '19/01']",19/01 08:00,100,3,9999,5,24,19,1016,74,,,,5000,,,,,,
"['09:00', '19/01']",19/01 09:00,80,3,9999,5,24,19,1016,74,,,,5000,,,,,,
"['10:00', '19/01']",19/01 10:00,40,2,9999,8,24,19,1017,74,,,,5000,,,,,,
"['11:00', '19/01']",19/01 11:00,40,2,9999,8,24,20,1017,78,,,,5000,,,,,,
"['12:00', '19/01']",19/01 12:00,130,2,9999,5,25,20,1017,74,,,,6000,,,,,,
"['13:00', '19/01']",19/01 13:00,160,7,9999,5,26,19,1017,65,,,,9000,,,,,,
"['14:00', '19/01']",19/01 14:00,160,8,9999,5,26,20,1017,70,,,,9000,,,,,,
"['15:00', '19/01']",19/01 15:00,160,11,9999,5,26,20,1016,70,,,,10000,,,,,,
"['16:00', '19/01']",19/01 16:00,170,10,9999,5,26,20,1016,70,,,,10000,,,,,,
"['17:00', '19/01']",19/01 17:00,160,12,9999,5,26,21,1015,74,,,,10000,,,,,,
"['18:00', '19/01']",19/01 18:00,160,12,9999,5,26,21,1015,74,,,,10000,,,,,,
"['19:00', '19/01']",19/01 19:00,160,11,9999,5,25,21,1014,79,,,,10000,,,,,,
"['20:00', '19/01']",19/01 20:00,160,10,9999,5,25,21,1014,79,,,,8000,,,,,,
"['21:00', '19/01']",19/01 21:00,170,10,9999,3,25,20,1014,74,,,,NIL,,,,,,
"['22:00', '19/01']",19/01 22:00,150,11,9999,5,25,20,1015,74,,,,9000,,,,,,
"['23:00', '19/01']",19/01 23:00,140,8,9999,5,25,20,1015,74,,,,9000,,,,,,
"['00:00', '20/01']",20/01 00:00,120,6,9999,5,25,20,1015,74,,,,9000,,,,,,
"['01:00', '20/01']",20/01 01:00,110,6,9999,5,24,21,1016,83,,,,10000,,,,,,
"['02:00', '20/01']",20/01 02:00,120,6,9999,5,24,20,1015,78,,,,10000,,,,,,
"['03:00', '20/01']",20/01 03:00,100,4,9999,3,24,20,1015,78,,,,NIL,,,,,,
"['04:00', '20/01']",20/01 04:00,50,4,9999,5,24,20,1014,78,,,,10000,,,,,,
"['05:00', '20/01']",20/01 05:00,150,4,9999,5,24,20,1013,78,,,,10000,,,,,,
"['06:00', '20/01']",20/01 06:00,100,3,9999,5,24,20,1013,78,,,,10000,,,,,,
"['07:00', '20/01']",20/01 07:00,160,2,9999,5,24,20,1013,78,,,,10000,,,,,,
"['08:00', '20/01']",20/01 08:00,170,12,9999,5,23,20,1013,83,,,,8000,,,,,,
"['09:00', '20/01']",20/01 09:00,0,0,9999,5,24,20,1013,78,,,,8000,,,,,,
"['10:00', '20/01']",20/01 10:00,130,2,9999,5,24,21,1014,83,,,,8000,,,,,,
"['11:00', '20/01']",20/01 11:00,100,2,9999,5,25,20,1014,74,,,,8000,,,,,,
"['12:00', '20/01']",20/01 12:00,140,4,9999,5,25,20,1014,74,,,,4000,,,,,,
"['13:00', '20/01']",20/01 13:00,140,7,9999,8,25,21,1014,79,,,,4000,,,,,,
"['14:00', '20/01']",20/01 14:00,150,10,9999,8,26,20,1014,70,,,,4000,,,,,,
"['15:00', '20/01']",20/01 15:00,160,10,9999,5,27,18,1013,58,,,,5000,,,,,,
"['16:00', '20/01']",20/01 16:00,160,8,9999,5,26,20,1012,70,,,,9000,,,,,,
"['17:00', '20/01']",20/01 17:00,160,10,9999,5,26,20,1012,70,,,,9000,,,,,,
"['18:00', '20/01']",20/01 18:00,160,10,9999,5,26,20,1011,70,,,,9000,,,,,,
"['19:00', '20/01']",20/01 19:00,160,11,9999,5,26,20,1011,70,,,,9000,,,,,,
"['20:00', '20/01']",20/01 20:00,160,9,9999,5,25,20,1011,74,,,,9000,,,,,,
"['21:00', '20/01']",20/01 21:00,160,9,9999,5,25,20,1011,74,,,,9000,,,,,,
"['22:00', '20/01']",20/01 22:00,170,8,9999,5,25,19,1011,69,,,,8000,,,,,,
"['23:00', '20/01']",20/01 23:00,170,6,9999,NIL,24,20,1012,78,,,,NIL,,,,,,
"['00:00', '21/01']",21/01 00:00,170,5,9999,NIL,24,20,1012,78,,,,NIL,,,,,,
"['01:00', '21/01']",21/01 01:00,160,5,9999,NIL,24,20,1012,78,,,,NIL,,,,,,
"['02:00', '21/01']",21/01 02:00,170,6,9999,3,24,21,1012,83,,,,NIL,,,,,,
