validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,teto,cobertura,tt,po,qnh,ur,chuva,trovoada,vnt_rajada,vis_setor,vis_setor_dir,nevoa_umida,vnt_vrb,pancada,chuvisco,fumaca,nevoa_seca
"['17:00', '03/04']",03/04 17:00,170,2,9999,NIL,3,33,23,1012,56,,NIL,NIL,,,,,,,,
"['18:00', '03/04']",03/04 18:00,180,5,9999,NIL,3,33,22,1010,53,,NIL,NIL,,,,,,,,
"['19:00', '03/04']",03/04 19:00,180,5,9999,NIL,3,32,23,1010,59,,NIL,NIL,,,,,,,,
"['20:00', '03/04']",03/04 20:00,210,6,9999,NIL,3,31,24,1009,66,,NIL,NIL,,,,,,,,
"['21:00', '03/04']",03/04 21:00,180,4,9999,NIL,3,31,23,1010,63,,NIL,NIL,,,,,,,,
"['22:00', '03/04']",03/04 22:00,70,4,9999,NIL,3,29,23,1012,70,,NIL,NIL,,,,,,,,
"['22:23', '03/04']",03/04 22:23,60,15,9999,10000,5,27,21,1013,70,,1,31,,,,,,,,
"['23:00', '03/04']",03/04 23:00,20,12,9999,NIL,3,23,21,1013,89,,1,24,,,,,,,,
"['00:00', '04/04']",04/04 00:00,20,6,9999,10000,5,25,21,1013,79,,1,NIL,,,,,,,,
"['01:00', '04/04']",04/04 01:00,340,2,9999,10000,5,24,22,1013,89,NIL,NIL,NIL,,,,,,,,
"['02:00', '04/04']",04/04 02:00,150,3,9999,NIL,NIL,24,22,1013,89,NIL,NIL,NIL,,,,,,,,
"['03:00', '04/04']",04/04 03:00,150,3,9999,NIL,2,23,21,1014,89,NIL,NIL,NIL,,,,,,,,
"['04:00', '04/04']",04/04 04:00,330,4,9999,NIL,NIL,23,22,1013,94,NIL,NIL,NIL,,,,,,,,
"['05:00', '04/04']",04/04 05:00,280,4,9999,NIL,NIL,24,22,1012,89,NIL,NIL,NIL,,,,,,,,
"['06:00', '04/04']",04/04 06:00,240,2,9999,NIL,NIL,24,21,1012,83,NIL,NIL,NIL,,,,,,,,
"['07:00', '04/04']",04/04 07:00,40,2,9999,NIL,NIL,23,22,1012,94,NIL,NIL,NIL,,,,,,,,
"['08:00', '04/04']",04/04 08:00,360,2,9999,NIL,NIL,23,22,1012,94,NIL,NIL,NIL,,,,,,,,
"['09:00', '04/04']",04/04 09:00,300,4,9999,NIL,NIL,23,22,1012,94,NIL,NIL,NIL,,,,,,,,
"['10:00', '04/04']",04/04 10:00,240,2,9999,NIL,NIL,24,22,1013,89,NIL,NIL,NIL,,,,,,,,
"['11:00', '04/04']",04/04 11:00,210,2,9999,NIL,NIL,24,22,1014,89,NIL,NIL,NIL,,,,,,,,
"['12:00', '04/04']",04/04 12:00,160,1,9999,NIL,NIL,25,22,1014,83,NIL,NIL,NIL,,,,,,,,
"['13:00', '04/04']",04/04 13:00,340,2,9999,NIL,NIL,27,23,1014,79,NIL,NIL,NIL,,,,,,,,
"['14:00', '04/04']",04/04 14:00,110,2,9999,NIL,NIL,29,23,1010,70,NIL,NIL,NIL,,,,,,,,
"['15:00', '04/04']",04/04 15:00,200,3,9999,NIL,3,31,24,1013,66,NIL,NIL,NIL,,,,,,,,
"['16:00', '04/04']",04/04 16:00,120,4,9999,NIL,3,32,23,1012,59,NIL,NIL,NIL,,,,,,,,
"['17:00', '04/04']",04/04 17:00,120,3,9999,NIL,3,32,23,1011,59,NIL,NIL,NIL,,,,,,,,
"['17:44', '04/04']",04/04 17:44,30,14,9999,NIL,3,28,20,1011,62,NIL,1,28,,,,,,,,
"['18:00', '04/04']",04/04 18:00,40,15,2000,2000,5,24,20,1011,78,1,1,30,,,,,,,,
"['18:26', '04/04']",04/04 18:26,10,5,5000,2000,5,23,21,1010,89,1,1,NIL,,,,,,,,
"['19:00', '04/04']",04/04 19:00,200,4,9999,NIL,3,24,22,1010,89,NIL,1,NIL,,,,,,,,
"['20:00', '04/04']",04/04 20:00,130,5,9999,NIL,3,24,23,1009,94,NIL,1,NIL,,,,,,,,
"['21:00', '04/04']",04/04 21:00,120,5,9999,10000,5,24,22,1010,89,NIL,NIL,NIL,,,,,,,,
"['22:00', '04/04']",04/04 22:00,100,4,9999,10000,5,23,22,1010,94,NIL,NIL,NIL,,,,,,,,
"['23:00', '04/04']",04/04 23:00,280,1,9999,10000,5,24,22,1010,89,NIL,NIL,NIL,,,,,,,,
"['00:00', '05/04']",05/04 00:00,190,2,9999,10000,5,24,22,1011,89,NIL,NIL,NIL,,,,,,,,
"['01:00', '05/04']",05/04 01:00,310,5,9999,10000,5,24,22,1011,89,,NIL,,,,,,,,,
"['02:00', '05/04']",05/04 02:00,320,5,9999,10000,5,24,22,1012,89,,NIL,,,,,,,,,
"['03:00', '05/04']",05/04 03:00,130,1,9999,10000,5,23,22,1011,94,,NIL,,,,,,,,,
"['04:00', '05/04']",05/04 04:00,50,1,9999,10000,5,23,22,1012,94,,NIL,,,,,,,,,
"['05:00', '05/04']",05/04 05:00,0,0,9999,NIL,NIL,23,22,1011,94,,NIL,,,,,,,,,
"['06:00', '05/04']",05/04 06:00,80,3,9999,NIL,NIL,23,22,1011,94,,NIL,,,,,,,,,
"['07:00', '05/04']",05/04 07:00,50,1,9999,NIL,NIL,23,22,1011,94,,NIL,,,,,,,,,
"['08:00', '05/04']",05/04 08:00,0,0,9999,NIL,NIL,23,22,1011,94,,NIL,,,,,,,,,
"['09:00', '05/04']",05/04 09:00,0,0,9999,NIL,NIL,23,22,1011,94,,NIL,,,,,,,,,
"['10:00', '05/04']",05/04 10:00,140,2,9999,NIL,NIL,23,22,1012,94,,NIL,,,,,,,,,
"['11:00', '05/04']",05/04 11:00,0,0,9999,NIL,NIL,24,23,1013,94,,NIL,,,,,,,,,
"['12:00', '05/04']",05/04 12:00,300,2,9999,NIL,NIL,26,23,1013,84,,NIL,,,,,,,,,
"['13:00', '05/04']",05/04 13:00,0,0,9999,NIL,NIL,28,23,1014,74,,NIL,,,,,,,,,
"['14:00', '05/04']",05/04 14:00,70,2,9999,NIL,NIL,29,24,1014,74,,NIL,,,,,,,,,
"['15:00', '05/04']",05/04 15:00,160,4,9999,NIL,NIL,31,23,1013,63,,NIL,,,,,,,,,
"['16:00', '05/04']",05/04 16:00,130,4,9999,NIL,2,32,23,1012,59,,NIL,,,,,,,,,
"['17:00', '05/04']",05/04 17:00,170,4,9999,NIL,3,32,23,1010,59,,NIL,,,,,,,,,
"['18:00', '05/04']",05/04 18:00,90,2,9999,2000,5,33,23,1009,56,,NIL,,,,,,,,,
"['19:00', '05/04']",05/04 19:00,200,5,9999,2000,5,32,23,1008,59,,NIL,,,,,,,,,
"['20:00', '05/04']",05/04 20:00,180,5,9999,2000,5,31,24,1008,66,,NIL,,,,,,,,,
"['21:00', '05/04']",05/04 21:00,160,7,9999,2000,5,27,20,1009,66,,NIL,,,,,,,,,
"['21:09', '05/04']",05/04 21:09,170,8,9999,2000,5,26,20,1010,70,,1,,,,,,,,,
"['22:00', '05/04']",05/04 22:00,330,10,9999,NIL,3,26,21,1011,74,,1,,,,,,,,,
"['23:00', '05/04']",05/04 23:00,330,6,9999,NIL,3,25,21,1011,79,,1,,,,,,,,,
"['00:00', '06/04']",06/04 00:00,30,2,9999,NIL,3,25,21,1012,79,,1,,,,,,,,,
"['01:00', '06/04']",06/04 01:00,70,3,9999,10000,5,24,22,1012,89,,,,,,,,,,,
"['02:00', '06/04']",06/04 02:00,350,2,9999,NIL,NIL,24,22,1012,89,,,,,,,,,,,
"['03:00', '06/04']",06/04 03:00,0,0,9999,NIL,NIL,24,23,1012,94,,,,,,,,,,,
"['04:00', '06/04']",06/04 04:00,240,3,9999,NIL,NIL,25,23,1012,89,,,,,,,,,,,
"['05:00', '06/04']",06/04 05:00,310,3,9999,NIL,NIL,24,23,1011,94,,,,,,,,,,,
"['06:00', '06/04']",06/04 06:00,0,0,9999,NIL,NIL,24,23,1011,94,,,,,,,,,,,
"['07:00', '06/04']",06/04 07:00,270,3,9999,NIL,NIL,24,22,1011,89,,,,,,,,,,,
"['08:00', '06/04']",06/04 08:00,320,5,9999,NIL,NIL,24,23,1011,94,,,,,,,,,,,
"['09:00', '06/04']",06/04 09:00,270,3,9999,NIL,NIL,24,22,1011,89,,,,,,,,,,,
"['10:00', '06/04']",06/04 10:00,310,3,9999,NIL,NIL,23,22,1012,94,,,,,,,,,,,
"['11:00', '06/04']",06/04 11:00,350,2,9999,NIL,NIL,24,23,1013,94,,,,,,,,,,,
"['12:00', '06/04']",06/04 12:00,360,3,9999,NIL,NIL,25,23,1013,89,,,,,,,,,,,
"['13:00', '06/04']",06/04 13:00,340,4,9999,10000,5,26,22,1014,79,,,,,,,,,,,
"['14:00', '06/04']",06/04 14:00,20,4,9999,10000,5,27,23,1014,79,,,,,,,,,,,
"['15:00', '06/04']",06/04 15:00,310,3,9999,10000,5,29,23,1014,70,,,,,,,,,,,
"['16:00', '06/04']",06/04 16:00,340,2,9999,10000,5,30,23,1013,66,,,,,,,,,,,
"['17:00', '06/04']",06/04 17:00,360,5,9999,10000,5,31,23,1012,63,,,,,,,,,,,
"['18:00', '06/04']",06/04 18:00,40,5,9999,NIL,3,32,22,1010,56,,,,,,,,,,,
"['19:00', '06/04']",06/04 19:00,10,5,9999,NIL,3,31,23,1009,63,,,,,,,,,,,
"['20:00', '06/04']",06/04 20:00,330,5,9999,NIL,3,30,24,1009,70,,,,,,,,,,,
"['21:00', '06/04']",06/04 21:00,320,10,9999,2000,5,28,23,1010,74,,,,,,,,,,,
"['22:00', '06/04']",06/04 22:00,280,8,9999,NIL,3,27,23,1011,79,,,,,,,,,,,
"['23:00', '06/04']",06/04 23:00,270,5,9999,10000,5,27,23,1012,79,,,,,,,,,,,
"['00:00', '07/04']",07/04 00:00,280,6,9999,10000,5,26,23,1013,84,,,,,,,,,,,
"['01:00', '07/04']",07/04 01:00,210,2,9999,10000,5,26,23,1013,84,NIL,1,,,,,,,,,
"['02:00', '07/04']",07/04 02:00,160,7,9999,10000,5,25,23,1015,89,NIL,1,,,,,,,,,
"['03:00', '07/04']",07/04 03:00,180,5,9999,10000,5,24,23,1014,94,1,1,,,,,,,,,
"['04:00', '07/04']",07/04 04:00,170,3,9999,10000,5,24,23,1014,94,1,NIL,,,,,,,,,
"['05:00', '07/04']",07/04 05:00,110,3,9999,500,5,23,23,1013,100,1,NIL,,,,,,,,,
"['06:00', '07/04']",07/04 06:00,140,3,9999,NIL,3,23,23,1013,100,NIL,NIL,,,,,,,,,
"['07:00', '07/04']",07/04 07:00,100,2,9999,500,5,23,23,1012,100,NIL,NIL,,,,,,,,,
"['08:00', '07/04']",07/04 08:00,350,2,9999,NIL,2,23,22,1012,94,NIL,NIL,,,,,,,,,
"['09:00', '07/04']",07/04 09:00,350,3,9999,NIL,2,23,23,1012,100,NIL,NIL,,,,,,,,,
"['10:00', '07/04']",07/04 10:00,300,2,9999,NIL,NIL,24,23,1012,94,NIL,NIL,,,,,,,,,
"['11:00', '07/04']",07/04 11:00,180,3,9999,10000,5,24,23,1013,94,NIL,NIL,,,,,,,,,
"['12:00', '07/04']",07/04 12:00,0,0,9999,10000,5,25,23,1014,89,NIL,NIL,,,,,,,,,
"['13:00', '07/04']",07/04 13:00,310,5,9999,10000,5,26,24,1014,89,NIL,NIL,,,,,,,,,
"['14:00', '07/04']",07/04 14:00,0,0,9999,10000,5,28,24,1014,79,NIL,NIL,,,,,,,,,
"['15:00', '07/04']",07/04 15:00,130,4,9999,10000,5,28,24,1014,79,NIL,NIL,,,,,,,,,
"['16:00', '07/04']",07/04 16:00,210,4,9999,2000,5,30,24,1013,70,NIL,NIL,,,,,,,,,
"['17:00', '07/04']",07/04 17:00,150,9,9999,2000,5,29,24,1012,74,NIL,NIL,,,,,,,,,
"['18:00', '07/04']",07/04 18:00,150,6,9999,2000,5,29,23,1011,70,NIL,NIL,,,,,,,,,
"['19:00', '07/04']",07/04 19:00,90,5,9999,NIL,3,30,23,1011,66,NIL,NIL,,,,,,,,,
"['20:00', '07/04']",07/04 20:00,320,6,9999,9000,8,24,22,1011,89,1,NIL,,,,,,,,,
"['21:00', '07/04']",07/04 21:00,270,6,9999,NIL,3,26,22,1011,79,1,NIL,,,,,,,,,
"['22:00', '07/04']",07/04 22:00,100,3,9999,NIL,3,25,22,1011,83,NIL,NIL,,,,,,,,,
"['23:00', '07/04']",07/04 23:00,360,3,9999,NIL,3,25,22,1011,83,NIL,NIL,,,,,,,,,
"['00:00', '08/04']",08/04 00:00,40,2,9999,NIL,NIL,25,22,1012,83,NIL,NIL,,,,,,,,,
"['01:00', '08/04']",08/04 01:00,240,2,9999,,NIL,25,22,1013,83,NIL,,,,,,,,,,
"['02:00', '08/04']",08/04 02:00,110,2,9999,,NIL,25,23,1013,89,NIL,,,,,,,,,,
"['03:00', '08/04']",08/04 03:00,360,3,9999,,NIL,24,23,1013,94,NIL,,,,,,,,,,
"['04:00', '08/04']",08/04 04:00,320,2,9999,,NIL,24,22,1013,89,NIL,,,,,,,,,,
"['05:00', '08/04']",08/04 05:00,300,3,9999,,NIL,23,22,1012,94,NIL,,,,,,,,,,
"['06:00', '08/04']",08/04 06:00,360,3,9999,,NIL,23,22,1011,94,NIL,,,,,,,,,,
"['07:00', '08/04']",08/04 07:00,270,3,9999,,NIL,23,22,1011,94,NIL,,,,,,,,,,
"['08:00', '08/04']",08/04 08:00,290,3,9999,,NIL,24,22,1011,89,NIL,,,,,,,,,,
"['09:00', '08/04']",08/04 09:00,300,2,9999,,NIL,24,22,1012,89,NIL,,,,,,,,,,
"['10:00', '08/04']",08/04 10:00,190,3,9999,,NIL,24,23,1013,94,NIL,,,,,,,,,,
"['11:00', '08/04']",08/04 11:00,110,2,9999,,NIL,24,23,1013,94,NIL,,,,,,,,,,
"['12:00', '08/04']",08/04 12:00,230,3,9999,,NIL,27,23,1014,79,NIL,,,,,,,,,,
"['13:00', '08/04']",08/04 13:00,0,0,9999,,NIL,28,22,1015,70,NIL,,,,,,,,,,
"['14:00', '08/04']",08/04 14:00,10,5,9999,,NIL,30,22,1015,62,NIL,,,,,,,,,,
"['15:00', '08/04']",08/04 15:00,320,9,9999,,3,31,22,1014,59,NIL,,,,,,,,,,
"['16:00', '08/04']",08/04 16:00,330,8,9999,,3,32,23,1013,59,NIL,,,,,,,,,,
"['17:00', '08/04']",08/04 17:00,330,5,9999,,3,33,22,1012,53,NIL,,,,,,,,,,
"['18:00', '08/04']",08/04 18:00,290,6,9000,,3,33,23,1010,56,NIL,,,,,,,,,,
"['19:00', '08/04']",08/04 19:00,40,10,4000,,3,27,22,1010,74,1,,,,,,,,,,
"['20:00', '08/04']",08/04 20:00,180,6,9000,,3,27,24,1010,84,1,,,,,,,,,,
"['21:00', '08/04']",08/04 21:00,0,0,8000,,3,28,23,1010,74,1,,,,,,,,,,
"['22:00', '08/04']",08/04 22:00,100,3,9999,,3,25,24,1011,94,NIL,,,,,,,,,,
"['23:00', '08/04']",08/04 23:00,80,2,9999,,3,26,24,1011,89,NIL,,,,,,,,,,
"['00:00', '09/04']",09/04 00:00,220,4,9999,,3,27,23,1012,79,NIL,,,,,,,,,,
"['01:00', '09/04']",09/04 01:00,20,4,9999,,3,25,23,1013,89,,,,,,,,,,,
"['02:00', '09/04']",09/04 02:00,0,0,9999,,3,25,24,1013,94,,,,,,,,,,,
"['03:00', '09/04']",09/04 03:00,320,5,9999,,3,25,23,1013,89,,,,,,,,,,,
"['04:00', '09/04']",09/04 04:00,290,4,9999,,NIL,24,23,1013,94,,,,,,,,,,,
"['05:00', '09/04']",09/04 05:00,270,6,9999,,NIL,24,22,1012,89,,,,,,,,,,,
"['06:00', '09/04']",09/04 06:00,280,6,9999,,NIL,23,22,1012,94,,,,,,,,,,,
"['07:00', '09/04']",09/04 07:00,290,4,9999,,NIL,23,22,1012,94,,,,,,,,,,,
"['08:00', '09/04']",09/04 08:00,0,0,9999,,NIL,23,21,1013,89,,,,,,,,,,,
"['09:00', '09/04']",09/04 09:00,290,4,9999,,NIL,23,22,1013,94,,,,,,,,,,,
"['10:00', '09/04']",09/04 10:00,240,2,9999,,NIL,22,22,1014,100,,,,,,,,,,,
"['11:00', '09/04']",09/04 11:00,220,2,9999,,NIL,24,22,1015,89,,,,,,,,,,,
"['12:00', '09/04']",09/04 12:00,10,2,9999,,NIL,26,23,1015,84,,,,,,,,,,,
"['13:00', '09/04']",09/04 13:00,20,3,9999,,NIL,27,23,1016,79,,,,,,,,,,,
"['14:00', '09/04']",09/04 14:00,20,6,9999,,NIL,30,23,1016,66,,,,,,,,,,,
"['15:00', '09/04']",09/04 15:00,350,7,9999,,3,31,22,1015,59,,,,,,,,,,,
"['16:00', '09/04']",09/04 16:00,310,9,9999,,3,31,22,1014,59,,,,,,,,,,,
"['17:00', '09/04']",09/04 17:00,340,6,9999,,3,32,22,1013,56,,,,,,,,,,,
"['18:00', '09/04']",09/04 18:00,10,6,9999,,3,33,22,1012,53,,,,,,,,,,,
"['19:00', '09/04']",09/04 19:00,350,8,9999,,3,33,21,1011,49,,,,,,,,,,,
"['20:00', '09/04']",09/04 20:00,90,8,9999,,3,31,23,1010,63,,,,,,,,,,,
"['21:00', '09/04']",09/04 21:00,90,6,9999,,3,29,23,1011,70,,,,,,,,,,,
"['22:00', '09/04']",09/04 22:00,70,6,9999,,2,28,23,1011,74,,,,,,,,,,,
"['23:00', '09/04']",09/04 23:00,90,3,9999,,NIL,27,24,1012,84,,,,,,,,,,,
"['00:00', '10/04']",10/04 00:00,60,2,9999,,NIL,27,23,1012,79,,,,,,,,,,,
"['01:00', '10/04']",10/04 01:00,50,3,9999,NIL,NIL,27,23,1013,79,,,,,,,,,,,
"['02:00', '10/04']",10/04 02:00,280,9,9999,NIL,NIL,26,22,1014,79,,,,,,,,,,,
"['03:00', '10/04']",10/04 03:00,300,6,9999,NIL,NIL,25,22,1013,83,,,,,,,,,,,
"['04:00', '10/04']",10/04 04:00,330,3,9999,NIL,NIL,24,22,1013,89,,,,,,,,,,,
"['05:00', '10/04']",10/04 05:00,0,0,9999,NIL,NIL,24,23,1013,94,,,,,,,,,,,
"['06:00', '10/04']",10/04 06:00,330,3,9999,NIL,NIL,24,23,1013,94,,,,,,,,,,,
"['07:00', '10/04']",10/04 07:00,340,3,9999,NIL,NIL,24,22,1013,89,,,,,,,,,,,
"['08:00', '10/04']",10/04 08:00,340,3,9999,NIL,NIL,24,23,1013,94,,,,,,,,,,,
"['09:00', '10/04']",10/04 09:00,80,2,9999,NIL,NIL,24,23,1013,94,,,,,,,,,,,
"['10:00', '10/04']",10/04 10:00,0,0,9999,NIL,NIL,24,23,1013,94,,,,,,,,,,,
"['11:00', '10/04']",10/04 11:00,330,2,9999,NIL,2,25,23,1014,89,,,,,,,,,,,
"['12:00', '10/04']",10/04 12:00,310,5,9999,9000,5,26,23,1015,84,,,,,,,,,,,
"['13:00', '10/04']",10/04 13:00,10,4,9999,NIL,3,29,22,1015,66,,,,,,,,,,,
"['14:00', '10/04']",10/04 14:00,360,6,9999,NIL,3,30,22,1015,62,,,,,,,,,,,
"['15:00', '10/04']",10/04 15:00,340,8,9999,NIL,3,33,23,1014,56,,,,,,,,,,,
"['16:00', '10/04']",10/04 16:00,350,7,9999,NIL,3,33,22,1013,53,,,,,,,,,,,
"['17:00', '10/04']",10/04 17:00,350,6,9999,NIL,3,33,23,1012,56,,,,,,,,,,,
"['18:00', '10/04']",10/04 18:00,320,5,9999,NIL,3,34,21,1010,47,,,,,,,,,,,
"['19:00', '10/04']",10/04 19:00,330,6,9999,NIL,3,34,21,1009,47,,,,,,,,,,,
"['20:00', '10/04']",10/04 20:00,330,2,9999,NIL,3,33,20,1009,46,,,,,,,,,,,
"['21:00', '10/04']",10/04 21:00,30,5,9999,NIL,3,30,23,1009,66,,,,,,,,,,,
"['22:00', '10/04']",10/04 22:00,50,3,9999,NIL,3,29,24,1009,74,,,,,,,,,,,
"['23:00', '10/04']",10/04 23:00,10,2,9999,NIL,NIL,28,24,1009,79,,,,,,,,,,,
"['00:00', '11/04']",11/04 00:00,60,3,9999,NIL,2,28,24,1010,79,,,,,,,,,,,
"['01:00', '11/04']",11/04 01:00,330,6,9999,NIL,NIL,27,23,1011,79,,,,,,,,,,,
"['02:00', '11/04']",11/04 02:00,310,4,9999,NIL,NIL,26,23,1012,84,,,,,,,,,,,
"['03:00', '11/04']",11/04 03:00,260,1,9999,NIL,NIL,26,23,1011,84,,,,,,,,,,,
"['04:00', '11/04']",11/04 04:00,300,7,9999,NIL,NIL,26,22,1011,79,,,,,,,,,,,
"['05:00', '11/04']",11/04 05:00,330,4,9999,NIL,NIL,25,22,1011,83,,,,,,,,,,,
"['06:00', '11/04']",11/04 06:00,310,5,9999,NIL,NIL,24,22,1011,89,,,,,,,,,,,
"['07:00', '11/04']",11/04 07:00,350,2,9999,NIL,NIL,24,22,1011,89,,,,,,,,,,,
"['08:00', '11/04']",11/04 08:00,320,4,9999,NIL,2,23,22,1011,94,,,,,,,,,,,
"['09:00', '11/04']",11/04 09:00,340,2,9999,NIL,NIL,23,22,1011,94,,,,,,,,,,,
"['10:00', '11/04']",11/04 10:00,340,3,9999,NIL,NIL,23,22,1012,94,,,,,,,,,,,
"['11:00', '11/04']",11/04 11:00,270,8,9999,NIL,NIL,25,22,1013,83,,,,,,,,,,,
"['12:00', '11/04']",11/04 12:00,280,5,9999,NIL,NIL,27,23,1014,79,,,,,,,,,,,
"['13:00', '11/04']",11/04 13:00,290,4,9999,NIL,NIL,29,23,1015,70,,,,,,,,,,,
"['14:00', '11/04']",11/04 14:00,240,5,9999,NIL,2,32,22,1015,56,,,,,,,,,,,
"['15:00', '11/04']",11/04 15:00,320,7,9999,NIL,3,32,22,1014,56,,,,,,,,,,,
"['16:00', '11/04']",11/04 16:00,290,7,9999,2000,5,32,22,1013,56,,,,,,,,,,,
"['17:00', '11/04']",11/04 17:00,340,6,9999,2000,5,34,22,1012,50,,,,,,,,,,,
"['18:00', '11/04']",11/04 18:00,260,6,9999,2000,5,32,22,1011,56,,,,,,,,,,,
"['19:00', '11/04']",11/04 19:00,300,7,9999,2000,5,32,21,1011,52,,,,,,,,,,,
"['20:00', '11/04']",11/04 20:00,70,5,9999,NIL,3,31,23,1011,63,,,,,,,,,,,
"['21:00', '11/04']",11/04 21:00,180,4,9999,NIL,3,30,23,1011,66,,,,,,,,,,,
"['22:00', '11/04']",11/04 22:00,190,5,9999,NIL,3,28,23,1011,74,,,,,,,,,,,
"['23:00', '11/04']",11/04 23:00,140,7,9999,NIL,NIL,26,23,1012,84,,,,,,,,,,,
"['00:00', '12/04']",12/04 00:00,160,5,9999,NIL,NIL,26,22,1013,79,,,,,,,,,,,
"['01:00', '12/04']",12/04 01:00,160,3,9999,NIL,NIL,26,22,1014,79,,,,,,,,,,,
"['02:00', '12/04']",12/04 02:00,160,4,9999,NIL,NIL,26,22,1014,79,,,,,,,,,,,
"['03:00', '12/04']",12/04 03:00,220,3,9999,NIL,NIL,26,22,1014,79,,,,,,,,,,,
"['04:00', '12/04']",12/04 04:00,220,3,9999,NIL,NIL,25,22,1014,83,,,,,,,,,,,
"['05:00', '12/04']",12/04 05:00,170,3,9999,NIL,NIL,25,23,1014,89,,,,,,,,,,,
"['06:00', '12/04']",12/04 06:00,200,3,9999,NIL,NIL,24,23,1014,94,,,,,,,,,,,
"['07:00', '12/04']",12/04 07:00,150,2,9999,NIL,NIL,23,22,1014,94,,,,,,,,,,,
"['08:00', '12/04']",12/04 08:00,0,0,9999,NIL,NIL,23,22,1014,94,,,,,,,,,,,
"['09:00', '12/04']",12/04 09:00,200,2,9999,NIL,NIL,23,22,1014,94,,,,,,,,,,,
"['10:00', '12/04']",12/04 10:00,220,4,9999,NIL,3,24,23,1014,94,,,,,,,,,,,
"['11:00', '12/04']",12/04 11:00,130,4,9999,2000,5,23,22,1015,94,,,,,,,,,,,
"['12:00', '12/04']",12/04 12:00,10,2,9999,10000,5,24,23,1016,94,,,,,,,,,,,
"['13:00', '12/04']",12/04 13:00,230,4,9999,10000,5,25,23,1017,89,,,,,,,,,,,
"['14:00', '12/04']",12/04 14:00,170,5,9999,NIL,3,26,22,1017,79,,,,,,,,,,,
"['15:00', '12/04']",12/04 15:00,240,4,9999,2000,5,29,22,1016,66,,,,,,,,,,,
"['16:00', '12/04']",12/04 16:00,170,4,9999,2000,5,30,22,1015,62,,,,,,,,,,,
"['17:00', '12/04']",12/04 17:00,170,7,9999,2000,5,31,23,1013,63,,,,,,,,,,,
"['18:00', '12/04']",12/04 18:00,150,8,9999,NIL,3,32,23,1013,59,,,,,,,,,,,
"['19:00', '12/04']",12/04 19:00,60,12,9999,NIL,3,31,21,1013,55,,,,,,,,,,,
"['20:00', '12/04']",12/04 20:00,60,4,9999,NIL,3,30,22,1012,62,,,,,,,,,,,
"['21:00', '12/04']",12/04 21:00,130,6,9999,NIL,3,30,22,1012,62,,,,,,,,,,,
"['22:00', '12/04']",12/04 22:00,110,4,9999,NIL,3,28,23,1012,74,,,,,,,,,,,
"['23:00', '12/04']",12/04 23:00,90,3,9999,10000,5,26,22,1014,79,,,,,,,,,,,
"['00:00', '13/04']",13/04 00:00,130,3,9999,NIL,3,25,21,1014,79,,,,,,,,,,,
"['01:00', '13/04']",13/04 01:00,150,3,9999,NIL,3,25,21,1016,79,,,NIL,,,NIL,,,,,
"['02:00', '13/04']",13/04 02:00,120,4,9999,1800,5,24,21,1016,83,,,NIL,,,NIL,,,,,
"['03:00', '13/04']",13/04 03:00,160,6,9999,1800,5,25,23,1016,89,,,NIL,,,NIL,,,,,
"['04:00', '13/04']",13/04 04:00,160,7,9999,1800,5,25,23,1016,89,,,NIL,,,NIL,,,,,
"['05:00', '13/04']",13/04 05:00,170,6,9999,1800,5,24,22,1015,89,,,NIL,,,NIL,,,,,
"['05:23', '13/04']",13/04 05:23,180,5,9999,800,5,24,23,1015,94,,,NIL,,,NIL,,,,,
"['06:00', '13/04']",13/04 06:00,180,6,9999,800,5,24,22,1015,89,,,NIL,,,NIL,,,,,
"['07:00', '13/04']",13/04 07:00,160,9,9999,800,5,23,21,1015,89,,,NIL,,,NIL,,,,,
"['08:00', '13/04']",13/04 08:00,160,7,5000,700,5,22,21,1015,94,,,NIL,,,1,,,,,
"['09:00', '13/04']",13/04 09:00,160,6,9999,700,5,22,21,1016,94,,,NIL,,,NIL,,,,,
"['10:00', '13/04']",13/04 10:00,180,7,9999,800,5,22,20,1016,88,,,NIL,,,NIL,,,,,
"['11:00', '13/04']",13/04 11:00,160,7,9999,900,5,22,20,1017,88,,,NIL,,,NIL,,,,,
"['12:00', '13/04']",13/04 12:00,170,6,9999,900,5,23,20,1018,83,,,NIL,,,NIL,,,,,
"['13:00', '13/04']",13/04 13:00,120,5,9999,1100,8,24,21,1018,83,,,NIL,,,NIL,,,,,
"['14:00', '13/04']",13/04 14:00,130,3,9999,NIL,3,26,21,1018,74,,,NIL,,,NIL,,,,,
"['15:00', '13/04']",13/04 15:00,200,4,9999,2000,5,27,21,1017,70,,,15,,,NIL,,,,,
"['16:00', '13/04']",13/04 16:00,180,7,9999,NIL,3,28,22,1016,70,,,NIL,,,NIL,,,,,
"['17:00', '13/04']",13/04 17:00,180,7,9999,NIL,3,30,22,1015,62,,,NIL,,,NIL,,,,,
"['18:00', '13/04']",13/04 18:00,180,8,9999,NIL,3,29,22,1014,66,,,NIL,,,NIL,,,,,
"['19:00', '13/04']",13/04 19:00,170,8,9999,NIL,3,29,22,1013,66,,,NIL,,,NIL,,,,,
"['20:00', '13/04']",13/04 20:00,170,9,9999,NIL,3,28,22,1013,70,,,NIL,,,NIL,,,,,
"['21:00', '13/04']",13/04 21:00,160,9,9999,NIL,2,27,22,1013,74,,,NIL,,,NIL,,,,,
