validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,vis_setor,vis_setor_dir,chuva,teto,cobertura,tt,po,qnh,ur,vnt_rajada,trovoada,pancada,nevoa_umida,chuvisco,nevoeiro,nevoa_seca,fumaca
"['00:00', '15/03']",15/03 00:00,90,7,NIL,9999,,,,NIL,2,24,19,1020,74,,,,,,,,
"['01:00', '15/03']",15/03 01:00,90,7,NIL,9999,,,,NIL,2,24,19,1020,74,,,,,,,,
"['02:00', '15/03']",15/03 02:00,70,6,NIL,9999,,,,NIL,NIL,23,20,1020,83,,,,,,,,
"['03:00', '15/03']",15/03 03:00,90,5,NIL,9999,,,,NIL,NIL,23,19,1020,78,,,,,,,,
"['04:00', '15/03']",15/03 04:00,60,6,NIL,9999,,,,NIL,NIL,23,19,1019,78,,,,,,,,
"['05:00', '15/03']",15/03 05:00,90,4,NIL,9999,,,,NIL,NIL,22,19,1019,83,,,,,,,,
"['06:00', '15/03']",15/03 06:00,70,3,NIL,9999,,,,NIL,NIL,22,19,1019,83,,,,,,,,
"['07:00', '15/03']",15/03 07:00,VRB,2,NIL,9999,,,,NIL,NIL,22,19,1018,83,,,,,,,,
"['08:00', '15/03']",15/03 08:00,100,5,NIL,9999,,,,NIL,NIL,21,18,1018,83,,,,,,,,
"['09:00', '15/03']",15/03 09:00,100,5,NIL,9999,,,,NIL,NIL,21,18,1019,83,,,,,,,,
"['10:00', '15/03']",15/03 10:00,110,5,NIL,9999,,,,NIL,NIL,21,18,1019,83,,,,,,,,
"['11:00', '15/03']",15/03 11:00,90,9,NIL,9999,,,,NIL,3,22,19,1020,83,,,,,,,,
"['12:00', '15/03']",15/03 12:00,80,10,NIL,9999,,,,1500,5,24,19,1021,74,,,,,,,,
"['13:00', '15/03']",15/03 13:00,70,10,NIL,9999,,,,1700,5,24,19,1021,74,,,,,,,,
"['14:00', '15/03']",15/03 14:00,70,12,70,9999,,,,2500,5,26,19,1021,65,,,,,,,,
"['15:00', '15/03']",15/03 15:00,70,9,70,9999,,,,2500,5,26,19,1021,65,,,,,,,,
"['16:00', '15/03']",15/03 16:00,80,12,70,9999,,,,3000,5,27,18,1020,58,,,,,,,,
"['17:00', '15/03']",15/03 17:00,60,12,55,9999,,,,4000,5,28,17,1019,51,,,,,,,,
"['18:00', '15/03']",15/03 18:00,90,11,NIL,9999,,,,NIL,3,28,16,1018,48,,,,,,,,
"['19:00', '15/03']",15/03 19:00,80,12,NIL,9999,,,,NIL,3,29,16,1017,45,,,,,,,,
"['20:00', '15/03']",15/03 20:00,70,11,NIL,9999,,,,NIL,3,28,15,1017,45,,,,,,,,
"['21:00', '15/03']",15/03 21:00,70,9,NIL,9999,,,,NIL,3,27,15,1017,48,,,,,,,,
"['22:00', '15/03']",15/03 22:00,90,8,NIL,9999,,,,NIL,3,25,17,1018,61,,,,,,,,
"['23:00', '15/03']",15/03 23:00,80,7,NIL,9999,,,,NIL,3,24,17,1019,65,,,,,,,,
"['00:00', '16/03']",16/03 00:00,70,6,NIL,9999,,,,NIL,3,23,17,1020,69,,,,,,,,
"['01:00', '16/03']",16/03 01:00,VRB,1,NIL,9999,,,,NIL,2,23,17,1021,69,,,,,,,,
"['02:00', '16/03']",16/03 02:00,90,4,NIL,9999,,,,NIL,NIL,22,16,1020,69,,,,,,,,
"['03:00', '16/03']",16/03 03:00,110,3,NIL,9999,,,,NIL,NIL,22,16,1020,69,,,,,,,,
"['04:00', '16/03']",16/03 04:00,90,3,NIL,9999,,,,NIL,NIL,20,16,1020,78,,,,,,,,
"['05:00', '16/03']",16/03 05:00,170,4,NIL,9999,,,,NIL,NIL,20,16,1019,78,,,,,,,,
"['06:00', '16/03']",16/03 06:00,0,0,NIL,9999,,,,NIL,NIL,18,16,1019,88,,,,,,,,
"['07:00', '16/03']",16/03 07:00,VRB,2,NIL,9999,,,,NIL,NIL,19,16,1019,83,,,,,,,,
"['08:00', '16/03']",16/03 08:00,VRB,2,NIL,9999,,,,NIL,NIL,18,16,1019,88,,,,,,,,
"['09:00', '16/03']",16/03 09:00,0,0,NIL,9999,,,,NIL,NIL,17,16,1019,94,,,,,,,,
"['10:00', '16/03']",16/03 10:00,NIL,NIL,NIL,9999,,,,NIL,NIL,18,16,1020,88,,,,,,,,
"['11:00', '16/03']",16/03 11:00,VRB,2,NIL,9999,,,,NIL,NIL,20,17,1020,83,,,,,,,,
"['12:00', '16/03']",16/03 12:00,50,5,55,9999,,,,NIL,2,22,18,1021,78,,,,,,,,
"['13:00', '16/03']",16/03 13:00,80,8,NIL,9999,,,,NIL,3,24,18,1021,69,,,,,,,,
"['14:00', '16/03']",16/03 14:00,50,9,50,9999,,,,3000,5,26,18,1021,61,,,,,,,,
"['15:00', '16/03']",16/03 15:00,60,7,220,9999,,,,3500,5,26,17,1020,58,,,,,,,,
"['16:00', '16/03']",16/03 16:00,70,7,230,9999,,,,4000,5,28,15,1019,45,,,,,,,,
"['17:00', '16/03']",16/03 17:00,VRB,7,NIL,9999,,,,4000,5,28,16,1018,48,,,,,,,,
"['18:00', '16/03']",16/03 18:00,30,7,NIL,9999,,,,4000,5,28,16,1017,48,,,,,,,,
"['19:00', '16/03']",16/03 19:00,60,8,NIL,9999,,,,4000,5,28,15,1017,45,,,,,,,,
"['20:00', '16/03']",16/03 20:00,290,6,NIL,9999,,,,NIL,3,29,16,1017,45,,,,,,,,
"['21:00', '16/03']",16/03 21:00,80,4,NIL,9999,,,,NIL,2,28,15,1017,45,,,,,,,,
"['22:00', '16/03']",16/03 22:00,120,8,NIL,9999,,,,NIL,2,27,15,1017,48,,,,,,,,
"['23:00', '16/03']",16/03 23:00,110,5,NIL,9999,,,,NIL,3,26,14,1018,48,,,,,,,,
"['00:00', '17/03']",17/03 00:00,100,4,110,9999,,,,NIL,NIL,25,14,1019,50,,,,,,,,
"['01:00', '17/03']",17/03 01:00,150,3,160,9999,,,,NIL,NIL,23,15,1020,61,,,,,,,,
"['02:00', '17/03']",17/03 02:00,210,2,NIL,9999,,,,NIL,NIL,22,16,1020,69,,,,,,,,
"['03:00', '17/03']",17/03 03:00,230,2,NIL,9999,,,,NIL,NIL,21,15,1020,69,,,,,,,,
"['04:00', '17/03']",17/03 04:00,270,1,NIL,9999,,,,NIL,NIL,20,16,1019,78,,,,,,,,
"['05:00', '17/03']",17/03 05:00,240,3,NIL,9999,,,,NIL,NIL,19,16,1018,83,,,,,,,,
"['06:00', '17/03']",17/03 06:00,220,2,NIL,9999,,,,NIL,NIL,19,16,1018,83,,,,,,,,
"['07:00', '17/03']",17/03 07:00,260,1,NIL,9999,,,,NIL,NIL,18,16,1018,88,,,,,,,,
"['08:00', '17/03']",17/03 08:00,180,1,NIL,9999,,,,NIL,NIL,20,17,1018,83,,,,,,,,
"['09:00', '17/03']",17/03 09:00,250,2,NIL,9999,,,,NIL,NIL,18,16,1019,88,,,,,,,,
"['10:00', '17/03']",17/03 10:00,250,1,NIL,9999,,,,NIL,NIL,20,17,1020,83,,,,,,,,
"['11:00', '17/03']",17/03 11:00,10,2,NIL,9999,,,,NIL,NIL,22,18,1020,78,,,,,,,,
"['12:00', '17/03']",17/03 12:00,50,5,50,9999,,,,NIL,NIL,25,19,1021,69,,,,,,,,
"['13:00', '17/03']",17/03 13:00,60,6,60,9999,,,,NIL,3,26,19,1021,65,,,,,,,,
"['14:00', '17/03']",17/03 14:00,80,7,NIL,9999,,,,NIL,3,28,19,1021,58,,,,,,,,
"['15:00', '17/03']",17/03 15:00,20,7,NIL,9999,,,,NIL,3,28,18,1020,55,,,,,,,,
"['16:00', '17/03']",17/03 16:00,110,6,100,9999,,,,NIL,3,28,18,1019,55,,,,,,,,
"['17:00', '17/03']",17/03 17:00,10,7,NIL,9999,,,,4000,5,29,19,1018,55,,,,,,,,
"['18:00', '17/03']",17/03 18:00,50,10,55,9999,,,,4000,5,29,18,1017,52,,,,,,,,
"['19:00', '17/03']",17/03 19:00,50,8,45,9999,,,,4000,5,28,17,1017,51,,,,,,,,
"['20:00', '17/03']",17/03 20:00,250,4,230,9999,,,,10000,5,27,19,1017,62,,,,,,,,
"['21:00', '17/03']",17/03 21:00,260,3,NIL,9999,,,,10000,5,26,19,1017,65,,,,,,,,
"['22:00', '17/03']",17/03 22:00,320,5,320,9999,,,,10000,5,24,20,1017,78,,,,,,,,
"['23:00', '17/03']",17/03 23:00,NIL,NIL,NIL,9999,,,,NIL,3,25,18,1018,65,,,,,,,,
"['00:00', '18/03']",18/03 00:00,VRB,2,NIL,9999,,,,NIL,3,25,18,1019,65,,,,,,,,
"['01:00', '18/03']",18/03 01:00,VRB,2,NIL,9999,,,,NIL,3,23,19,1019,78,,,,,,,,
"['02:00', '18/03']",18/03 02:00,230,1,NIL,9999,,,,NIL,3,23,19,1020,78,,,,,,,,
"['03:00', '18/03']",18/03 03:00,250,3,NIL,9999,,,,NIL,2,22,19,1019,83,,,,,,,,
"['04:00', '18/03']",18/03 04:00,320,2,NIL,9999,,,,NIL,2,22,19,1019,83,,,,,,,,
"['05:00', '18/03']",18/03 05:00,190,2,NIL,9999,,,,NIL,NIL,22,19,1019,83,,,,,,,,
"['06:00', '18/03']",18/03 06:00,230,2,NIL,9999,,,,NIL,NIL,21,18,1019,83,,,,,,,,
"['07:00', '18/03']",18/03 07:00,VRB,2,NIL,9999,,,,NIL,3,21,18,1018,83,,,,,,,,
"['08:00', '18/03']",18/03 08:00,0,0,NIL,9999,,,,NIL,NIL,21,18,1018,83,,,,,,,,
"['09:00', '18/03']",18/03 09:00,210,2,NIL,9999,,,,NIL,NIL,20,18,1019,88,,,,,,,,
"['10:00', '18/03']",18/03 10:00,190,3,NIL,9999,,,,NIL,NIL,21,19,1019,88,,,,,,,,
"['11:00', '18/03']",18/03 11:00,VRB,2,NIL,9999,,,,NIL,NIL,23,19,1020,78,,,,,,,,
"['12:00', '18/03']",18/03 12:00,20,2,NIL,9999,,,,NIL,2,27,20,1020,66,,,,,,,,
"['13:00', '18/03']",18/03 13:00,VRB,3,NIL,9999,,,,NIL,3,28,19,1020,58,,,,,,,,
"['14:00', '18/03']",18/03 14:00,120,5,120,9999,,,,4000,5,28,17,1020,51,,,,,,,,
"['15:00', '18/03']",18/03 15:00,VRB,3,NIL,9999,,,,4000,5,29,17,1020,48,,,,,,,,
"['16:00', '18/03']",18/03 16:00,150,6,165,9999,,,,4000,5,29,18,1018,52,,,,,,,,
"['17:00', '18/03']",18/03 17:00,VRB,3,NIL,9999,,,,4000,5,31,16,1017,40,,,,,,,,
"['18:00', '18/03']",18/03 18:00,210,2,NIL,9999,,,,4000,5,31,16,1016,40,,,,,,,,
"['19:00', '18/03']",18/03 19:00,90,6,NIL,9999,,,,4000,5,31,17,1015,43,,,,,,,,
"['20:00', '18/03']",18/03 20:00,80,6,NIL,9999,,,,NIL,3,31,17,1015,43,,,,,,,,
"['21:00', '18/03']",18/03 21:00,110,6,NIL,9999,,,,NIL,2,27,17,1015,54,,,,,,,,
"['22:00', '18/03']",18/03 22:00,60,4,190,9999,,,,NIL,3,28,19,1016,58,,,,,,,,
"['23:00', '18/03']",18/03 23:00,50,4,NIL,9999,,,,NIL,3,27,19,1017,62,,,,,,,,
"['00:00', '19/03']",19/03 00:00,160,3,185,9999,,,,NIL,3,27,20,1018,66,,,,,,,,
"['01:00', '19/03']",19/03 01:00,VRB,2,NIL,9999,NIL,NIL,NIL,NIL,3,26,19,1019,65,,NIL,NIL,,,,,
"['02:00', '19/03']",19/03 02:00,VRB,2,NIL,9999,NIL,NIL,NIL,NIL,3,24,19,1019,74,,NIL,NIL,,,,,
"['03:00', '19/03']",19/03 03:00,330,4,165,9999,NIL,NIL,NIL,NIL,3,23,20,1019,83,,NIL,NIL,,,,,
"['04:00', '19/03']",19/03 04:00,VRB,2,NIL,9999,NIL,NIL,NIL,NIL,3,23,20,1018,83,,NIL,NIL,,,,,
"['05:00', '19/03']",19/03 05:00,280,2,NIL,9999,NIL,NIL,NIL,7000,5,23,20,1018,83,,NIL,NIL,,,,,
"['06:00', '19/03']",19/03 06:00,VRB,1,NIL,9999,NIL,NIL,NIL,8000,5,22,19,1017,83,,NIL,NIL,,,,,
"['07:00', '19/03']",19/03 07:00,VRB,2,NIL,9999,NIL,NIL,NIL,NIL,3,22,19,1017,83,,NIL,NIL,,,,,
"['08:00', '19/03']",19/03 08:00,190,3,NIL,9999,NIL,NIL,NIL,NIL,3,21,19,1017,88,,NIL,NIL,,,,,
"['09:00', '19/03']",19/03 09:00,VRB,1,NIL,9999,NIL,NIL,NIL,NIL,NIL,21,19,1017,88,,NIL,NIL,,,,,
"['10:00', '19/03']",19/03 10:00,40,2,NIL,9999,NIL,NIL,NIL,NIL,NIL,21,19,1018,88,,NIL,NIL,,,,,
"['11:00', '19/03']",19/03 11:00,330,1,NIL,9999,NIL,NIL,NIL,NIL,NIL,24,19,1018,74,,NIL,NIL,,,,,
"['12:00', '19/03']",19/03 12:00,340,3,NIL,9999,NIL,NIL,NIL,NIL,NIL,26,19,1019,65,,NIL,NIL,,,,,
"['13:00', '19/03']",19/03 13:00,340,3,NIL,9999,NIL,NIL,NIL,NIL,3,28,20,1019,62,,NIL,NIL,,,,,
"['14:00', '19/03']",19/03 14:00,40,3,NIL,9999,NIL,NIL,NIL,3000,5,30,19,1018,52,,NIL,NIL,,,,,
"['15:00', '19/03']",19/03 15:00,20,6,NIL,9999,NIL,NIL,NIL,4000,5,30,18,1017,49,,NIL,NIL,,,,,
"['16:00', '19/03']",19/03 16:00,20,5,225,9999,NIL,NIL,NIL,4000,5,30,18,1016,49,,NIL,NIL,,,,,
"['17:00', '19/03']",19/03 17:00,300,7,NIL,9999,NIL,NIL,NIL,4000,5,31,19,1015,49,,NIL,NIL,,,,,
"['18:00', '19/03']",19/03 18:00,230,11,NIL,9999,3000,225,1,4000,5,26,21,1013,74,,NIL,NIL,,,,,
"['19:00', '19/03']",19/03 19:00,300,5,300,9999,NIL,NIL,NIL,NIL,3,27,22,1013,74,,NIL,NIL,,,,,
"['20:00', '19/03']",19/03 20:00,330,10,NIL,9999,3000,45,NIL,NIL,3,26,20,1013,70,,1,NIL,,,,,
"['21:00', '19/03']",19/03 21:00,290,5,NIL,9999,4000,180,1,NIL,3,25,20,1013,74,,1,1,,,,,
"['22:00', '19/03']",19/03 22:00,360,4,190,9999,NIL,NIL,1,NIL,3,25,20,1014,74,,1,1,,,,,
"['22:47', '19/03']",19/03 22:47,100,6,100,5000,NIL,NIL,1,10000,5,24,21,1015,83,,1,NIL,,,,,
"['23:00', '19/03']",19/03 23:00,120,5,140,3000,NIL,NIL,1,10000,5,23,21,1015,89,,1,NIL,,,,,
"['23:33', '19/03']",19/03 23:33,140,5,NIL,5000,NIL,NIL,1,3000,5,23,21,1016,89,,1,NIL,,,,,
"['00:00', '20/03']",20/03 00:00,210,6,210,5000,NIL,NIL,1,3000,5,23,21,1016,89,,1,NIL,,,,,
"['00:42', '20/03']",20/03 00:42,200,8,210,5000,NIL,NIL,1,7000,5,22,21,1017,94,,1,NIL,,,,,
"['01:00', '20/03']",20/03 01:00,190,8,NIL,5000,,,1,7000,5,22,21,1017,94,NIL,1,,,,,,
"['02:00', '20/03']",20/03 02:00,360,6,185,3000,,,1,600,5,22,21,1018,94,NIL,1,,,,,,
"['03:00', '20/03']",20/03 03:00,280,6,NIL,5000,,,1,600,5,20,20,1018,100,NIL,1,,,,,,
"['04:00', '20/03']",20/03 04:00,VRB,2,NIL,5000,,,1,600,5,20,20,1017,100,NIL,1,,,,,,
"['05:00', '20/03']",20/03 05:00,260,3,NIL,9999,,,1,8000,5,20,19,1016,94,NIL,1,,,,,,
"['06:00', '20/03']",20/03 06:00,240,8,NIL,9999,,,1,8000,5,21,19,1015,88,NIL,1,,,,,,
"['07:00', '20/03']",20/03 07:00,250,8,NIL,9999,,,NIL,9000,5,21,19,1015,88,NIL,NIL,,,,,,
"['08:00', '20/03']",20/03 08:00,310,4,NIL,9999,,,NIL,10000,5,20,19,1015,94,NIL,NIL,,,,,,
"['09:00', '20/03']",20/03 09:00,VRB,2,NIL,9999,,,NIL,10000,5,20,19,1016,94,NIL,NIL,,,,,,
"['10:00', '20/03']",20/03 10:00,330,2,NIL,9999,,,NIL,8000,5,21,19,1016,88,NIL,NIL,,,,,,
"['10:02', '20/03']",20/03 10:02,10,2,NIL,8000,,,1,8000,5,21,19,1016,88,NIL,NIL,,,,,,
"['10:27', '20/03']",20/03 10:27,220,1,NIL,9999,,,1,8000,5,21,19,1017,88,NIL,NIL,,,,,,
"['11:00', '20/03']",20/03 11:00,VRB,2,NIL,9999,,,NIL,8000,5,22,19,1017,83,NIL,NIL,,,,,,
"['12:00', '20/03']",20/03 12:00,320,3,NIL,9999,,,NIL,10000,5,24,19,1017,74,NIL,NIL,,,,,,
"['13:00', '20/03']",20/03 13:00,10,5,NIL,9999,,,NIL,8000,5,26,20,1017,70,NIL,NIL,,,,,,
"['14:00', '20/03']",20/03 14:00,240,9,NIL,8000,,,1,2000,5,23,20,1018,83,NIL,NIL,,,,,,
"['15:00', '20/03']",20/03 15:00,290,8,NIL,9999,,,NIL,1700,5,26,21,1017,74,NIL,NIL,,,,,,
"['15:38', '20/03']",20/03 15:38,290,10,NIL,6000,,,1,1700,5,23,21,1016,89,23,NIL,,,,,,
"['16:00', '20/03']",20/03 16:00,280,12,NIL,9999,,,1,2000,5,25,21,1016,79,NIL,NIL,,,,,,
"['17:00', '20/03']",20/03 17:00,270,12,280,9999,,,NIL,2000,5,26,21,1015,74,NIL,NIL,,,,,,
"['18:00', '20/03']",20/03 18:00,290,10,NIL,9999,,,NIL,3000,5,26,20,1015,70,NIL,NIL,,,,,,
"['19:00', '20/03']",20/03 19:00,280,9,NIL,9999,,,NIL,10000,5,26,20,1014,70,NIL,NIL,,,,,,
"['20:00', '20/03']",20/03 20:00,310,8,NIL,9999,,,NIL,10000,5,26,20,1013,70,NIL,NIL,,,,,,
"['21:00', '20/03']",20/03 21:00,300,12,NIL,9999,,,NIL,10000,5,25,19,1014,69,NIL,NIL,,,,,,
"['22:00', '20/03']",20/03 22:00,320,6,NIL,9999,,,NIL,10000,5,24,20,1014,78,NIL,NIL,,,,,,
"['23:00', '20/03']",20/03 23:00,310,10,NIL,9999,,,NIL,10000,5,23,20,1015,83,NIL,NIL,,,,,,
"['00:00', '21/03']",21/03 00:00,310,10,NIL,9999,,,1,10000,5,22,20,1016,88,NIL,NIL,,,,,,
"['01:00', '21/03']",21/03 01:00,290,7,NIL,9999,,,,10000,5,22,20,1017,88,,,,,,,,
"['02:00', '21/03']",21/03 02:00,310,7,NIL,9999,,,,10000,5,22,19,1017,83,,,,,,,,
"['03:00', '21/03']",21/03 03:00,310,6,NIL,9999,,,,10000,5,22,20,1017,88,,,,,,,,
"['04:00', '21/03']",21/03 04:00,310,6,NIL,9999,,,,1300,5,22,20,1017,88,,,,,,,,
"['05:00', '21/03']",21/03 05:00,330,6,NIL,9999,,,,1500,5,21,20,1016,94,,,,,,,,
"['06:00', '21/03']",21/03 06:00,300,5,NIL,9999,,,,1300,5,21,20,1015,94,,,,,,,,
"['07:00', '21/03']",21/03 07:00,310,3,310,9999,,,,1300,5,21,20,1016,94,,,,,,,,
"['08:00', '21/03']",21/03 08:00,300,5,NIL,9999,,,,1500,5,21,20,1015,94,,,,,,,,
"['09:00', '21/03']",21/03 09:00,320,4,NIL,9999,,,,10000,5,21,20,1016,94,,,,,,,,
"['10:00', '21/03']",21/03 10:00,320,5,NIL,9999,,,,900,5,21,20,1016,94,,,,,,,,
"['11:00', '21/03']",21/03 11:00,310,5,NIL,9999,,,,1200,5,22,20,1017,88,,,,,,,,
"['12:00', '21/03']",21/03 12:00,300,6,305,9999,,,,1200,5,23,20,1018,83,,,,,,,,
"['12:28', '21/03']",21/03 12:28,300,8,285,9999,,,,1500,5,24,20,1018,78,,,,,,,,
"['13:00', '21/03']",21/03 13:00,310,8,295,9999,,,,1700,5,25,20,1018,74,,,,,,,,
"['14:00', '21/03']",21/03 14:00,310,8,NIL,9999,,,,2000,5,25,20,1018,74,,,,,,,,
"['15:00', '21/03']",21/03 15:00,300,6,290,9999,,,,2500,5,26,19,1018,65,,,,,,,,
"['16:00', '21/03']",21/03 16:00,280,8,NIL,9999,,,,2500,5,26,20,1017,70,,,,,,,,
"['17:00', '21/03']",21/03 17:00,340,8,160,9999,,,,3000,5,27,20,1015,66,,,,,,,,
"['18:00', '21/03']",21/03 18:00,330,8,330,9999,,,,NIL,3,27,20,1015,66,,,,,,,,
"['19:00', '21/03']",21/03 19:00,310,6,310,9999,,,,NIL,3,27,20,1014,66,,,,,,,,
"['20:00', '21/03']",21/03 20:00,320,11,NIL,9999,,,,NIL,3,25,20,1015,74,,,,,,,,
"['21:00', '21/03']",21/03 21:00,310,6,NIL,9999,,,,NIL,3,25,20,1015,74,,,,,,,,
"['22:00', '21/03']",21/03 22:00,330,6,NIL,9999,,,,NIL,3,23,20,1016,83,,,,,,,,
"['23:00', '21/03']",21/03 23:00,330,5,NIL,9999,,,,NIL,3,23,20,1017,83,,,,,,,,
"['00:00', '22/03']",22/03 00:00,300,3,300,9999,,,,NIL,3,22,20,1018,88,,,,,,,,
"['01:00', '22/03']",22/03 01:00,290,4,NIL,9999,NIL,NIL,NIL,NIL,3,22,20,1019,88,,NIL,,,,,,
"['02:00', '22/03']",22/03 02:00,310,6,300,9999,NIL,NIL,NIL,NIL,3,22,20,1019,88,,NIL,,,,,,
"['03:00', '22/03']",22/03 03:00,280,4,NIL,9999,NIL,NIL,NIL,NIL,3,21,20,1019,94,,NIL,,,,,,
"['04:00', '22/03']",22/03 04:00,310,4,NIL,9999,NIL,NIL,NIL,1200,5,22,20,1019,88,,NIL,,,,,,
"['05:00', '22/03']",22/03 05:00,300,6,NIL,9999,NIL,NIL,NIL,1200,5,21,19,1018,88,,NIL,,,,,,
"['06:00', '22/03']",22/03 06:00,20,1,NIL,9999,NIL,NIL,1,1300,5,21,20,1017,94,,NIL,,,,,,
"['07:00', '22/03']",22/03 07:00,310,4,NIL,9999,NIL,NIL,1,NIL,3,21,20,1016,94,,NIL,,,,,,
"['08:00', '22/03']",22/03 08:00,290,5,NIL,9999,NIL,NIL,NIL,1200,5,21,19,1017,88,,NIL,,,,,,
"['09:00', '22/03']",22/03 09:00,270,3,NIL,9999,NIL,NIL,NIL,10000,5,21,19,1018,88,,NIL,,,,,,
"['10:00', '22/03']",22/03 10:00,290,8,NIL,9999,NIL,NIL,NIL,1200,5,21,19,1018,88,,NIL,,,,,,
"['11:00', '22/03']",22/03 11:00,VRB,2,NIL,9999,NIL,NIL,NIL,1200,5,22,20,1019,88,,NIL,,,,,,
"['12:00', '22/03']",22/03 12:00,320,4,150,9999,NIL,NIL,NIL,1200,5,23,20,1020,83,,NIL,,,,,,
"['13:00', '22/03']",22/03 13:00,260,5,270,9999,NIL,NIL,NIL,1500,5,25,20,1020,74,,NIL,,,,,,
"['14:00', '22/03']",22/03 14:00,260,8,NIL,9999,NIL,NIL,NIL,2000,5,25,20,1020,74,,NIL,,,,,,
"['15:00', '22/03']",22/03 15:00,290,8,295,9999,NIL,NIL,NIL,2000,5,27,21,1019,70,,NIL,,,,,,
"['16:00', '22/03']",22/03 16:00,290,9,NIL,9999,NIL,NIL,NIL,2500,5,27,20,1018,66,,NIL,,,,,,
"['17:00', '22/03']",22/03 17:00,250,11,245,9999,NIL,NIL,NIL,2500,5,27,21,1017,70,,NIL,,,,,,
"['18:00', '22/03']",22/03 18:00,260,9,260,9999,NIL,NIL,NIL,2500,5,27,19,1016,62,,NIL,,,,,,
"['19:00', '22/03']",22/03 19:00,190,7,NIL,9999,NIL,NIL,NIL,2500,5,27,20,1016,66,,NIL,,,,,,
"['20:00', '22/03']",22/03 20:00,30,6,NIL,9999,NIL,NIL,NIL,2500,5,24,22,1016,89,,NIL,,,,,,
"['20:40', '22/03']",22/03 20:40,300,11,300,4000,NIL,NIL,1,1500,5,23,21,1017,89,,NIL,,,,,,
"['21:00', '22/03']",22/03 21:00,280,9,275,4000,1500,90,1,1500,5,22,20,1018,88,,1,,,,,,
"['21:17', '22/03']",22/03 21:17,30,3,165,7000,1500,90,1,1500,5,22,20,1018,88,,1,,,,,,
"['22:00', '22/03']",22/03 22:00,70,3,60,9000,NIL,NIL,1,1500,5,22,20,1018,88,,1,,,,,,
"['22:15', '22/03']",22/03 22:15,20,4,NIL,9000,NIL,NIL,1,1200,5,22,21,1019,94,,1,,,,,,
"['23:00', '22/03']",22/03 23:00,60,6,NIL,9999,NIL,NIL,1,1200,5,21,20,1019,94,,1,,,,,,
"['00:00', '23/03']",23/03 00:00,340,3,175,9999,NIL,NIL,1,7000,5,21,20,1019,94,,NIL,,,,,,
"['01:00', '23/03']",23/03 01:00,170,4,NIL,9999,NIL,NIL,NIL,10000,5,21,20,1020,94,,NIL,NIL,NIL,,,,
"['02:00', '23/03']",23/03 02:00,VRB,2,NIL,9999,NIL,NIL,NIL,NIL,3,21,20,1020,94,,NIL,NIL,NIL,,,,
"['03:00', '23/03']",23/03 03:00,VRB,1,NIL,9999,NIL,NIL,NIL,NIL,2,21,20,1020,94,,NIL,NIL,NIL,,,,
"['04:00', '23/03']",23/03 04:00,VRB,2,NIL,9999,NIL,NIL,NIL,NIL,3,21,20,1019,94,,NIL,NIL,NIL,,,,
"['05:00', '23/03']",23/03 05:00,250,1,NIL,9999,NIL,NIL,NIL,NIL,3,21,20,1019,94,,NIL,NIL,NIL,,,,
"['05:43', '23/03']",23/03 05:43,0,0,NIL,9999,NIL,NIL,NIL,500,5,21,20,1018,94,,NIL,NIL,NIL,,,,
"['06:00', '23/03']",23/03 06:00,190,3,190,9999,NIL,NIL,NIL,500,5,21,20,1018,94,,NIL,NIL,NIL,,,,
"['07:00', '23/03']",23/03 07:00,320,2,NIL,9999,NIL,NIL,NIL,500,5,21,20,1018,94,,NIL,NIL,NIL,,,,
"['08:00', '23/03']",23/03 08:00,180,4,NIL,9999,NIL,NIL,NIL,NIL,3,21,20,1018,94,,NIL,NIL,NIL,,,,
"['09:00', '23/03']",23/03 09:00,180,3,NIL,9999,NIL,NIL,NIL,8000,5,21,20,1019,94,,NIL,NIL,NIL,,,,
"['10:00', '23/03']",23/03 10:00,VRB,2,NIL,9999,NIL,NIL,NIL,8000,5,21,20,1019,94,,NIL,NIL,NIL,,,,
"['11:00', '23/03']",23/03 11:00,VRB,2,NIL,9999,NIL,NIL,NIL,8000,5,22,21,1020,94,,NIL,NIL,NIL,,,,
"['11:23', '23/03']",23/03 11:23,110,3,105,9999,NIL,NIL,NIL,600,5,23,21,1021,89,,NIL,NIL,NIL,,,,
"['12:00', '23/03']",23/03 12:00,80,4,75,9999,NIL,NIL,NIL,800,5,24,20,1021,78,,NIL,NIL,NIL,,,,
"['13:00', '23/03']",23/03 13:00,20,4,200,9999,NIL,NIL,NIL,3000,5,24,20,1021,78,,NIL,NIL,NIL,,,,
"['14:00', '23/03']",23/03 14:00,VRB,4,NIL,9999,NIL,NIL,NIL,3000,5,26,21,1020,74,,NIL,NIL,NIL,,,,
"['15:00', '23/03']",23/03 15:00,50,3,NIL,9999,NIL,NIL,NIL,3000,5,28,21,1019,66,,NIL,NIL,NIL,,,,
"['15:39', '23/03']",23/03 15:39,340,7,170,9999,4000,270,1,3000,5,26,21,1019,74,,1,1,NIL,,,,
"['16:00', '23/03']",23/03 16:00,330,5,320,2000,NIL,NIL,1,3000,5,24,21,1019,83,,1,NIL,1,,,,
"['16:30', '23/03']",23/03 16:30,190,4,190,9999,NIL,NIL,1,3000,5,24,22,1018,89,,1,NIL,NIL,,,,
