validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,nevoa_umida,vnt_rajada,pancada
"['15:00', '23/02']",23/02 15:00,90,12,NIL,9999,,,,3,31,28,1014,84,,,
"['16:00', '23/02']",23/02 16:00,100,12,NIL,9999,,,,3,31,27,1013,79,,,
"['17:00', '23/02']",23/02 17:00,100,10,NIL,9999,,,,3,31,27,1013,79,,,
"['18:00', '23/02']",23/02 18:00,90,11,NIL,9999,,,,3,31,27,1012,79,,,
"['19:00', '23/02']",23/02 19:00,100,11,NIL,9999,,,,3,30,27,1011,84,,,
"['20:00', '23/02']",23/02 20:00,90,9,NIL,9999,,,,3,30,26,1011,79,,,
"['21:00', '23/02']",23/02 21:00,90,10,NIL,9999,,,,2,29,26,1012,84,,,
"['22:00', '23/02']",23/02 22:00,100,9,NIL,9999,,,,3,29,26,1012,84,,,
"['23:00', '23/02']",23/02 23:00,90,10,NIL,9999,,,,3,29,26,1013,84,,,
"['00:00', '24/02']",24/02 00:00,90,12,NIL,9999,,,,3,29,26,1014,84,,,
"['01:00', '24/02']",24/02 01:00,90,12,NIL,9999,,,,2,29,26,1014,84,,,
"['02:00', '24/02']",24/02 02:00,100,10,NIL,9999,,,,3,29,25,1014,79,,,
"['03:00', '24/02']",24/02 03:00,90,9,NIL,9999,,,,3,29,25,1014,79,,,
"['04:00', '24/02']",24/02 04:00,100,9,NIL,9999,,,,3,28,25,1013,84,,,
"['05:00', '24/02']",24/02 05:00,100,9,NIL,9999,,,,3,28,25,1013,84,,,
"['06:00', '24/02']",24/02 06:00,100,8,NIL,9999,,,,3,28,25,1012,84,,,
"['07:00', '24/02']",24/02 07:00,90,8,NIL,9999,,,,3,28,25,1012,84,,,
"['08:00', '24/02']",24/02 08:00,80,9,NIL,9999,,,,3,28,25,1013,84,,,
"['09:00', '24/02']",24/02 09:00,80,9,NIL,9999,,,,3,28,25,1013,84,,,
"['10:00', '24/02']",24/02 10:00,80,10,NIL,9999,,,,3,29,26,1013,84,,,
"['11:00', '24/02']",24/02 11:00,70,12,NIL,9999,,,,3,30,26,1014,79,,,
"['12:00', '24/02']",24/02 12:00,80,11,NIL,9999,,,,3,30,27,1014,84,,,
"['13:00', '24/02']",24/02 13:00,70,13,NIL,9999,,,,3,30,27,1014,84,,,
"['14:00', '24/02']",24/02 14:00,70,11,70,9999,,,,3,31,27,1015,79,,,
"['15:00', '24/02']",24/02 15:00,90,9,NIL,9999,,,,3,31,27,1014,79,,,
"['16:00', '24/02']",24/02 16:00,90,10,NIL,9999,,,,3,30,26,1013,79,,,
"['17:00', '24/02']",24/02 17:00,80,10,80,9999,,,,3,31,27,1012,79,,,
"['18:00', '24/02']",24/02 18:00,100,10,NIL,9999,,,,2,31,28,1012,84,,,
"['19:00', '24/02']",24/02 19:00,90,10,NIL,9999,,,,2,30,27,1012,84,,,
"['20:00', '24/02']",24/02 20:00,100,10,NIL,9999,,,,2,30,27,1011,84,,,
"['21:00', '24/02']",24/02 21:00,100,9,NIL,9999,,,,2,29,26,1012,84,,,
"['22:00', '24/02']",24/02 22:00,100,8,NIL,9999,,,,2,29,26,1012,84,,,
"['23:00', '24/02']",24/02 23:00,100,9,NIL,9999,,,,3,29,26,1013,84,,,
"['00:00', '25/02']",25/02 00:00,100,10,NIL,9999,,,,3,29,25,1013,79,,,
"['01:00', '25/02']",25/02 01:00,100,11,NIL,9999,NIL,,NIL,3,29,25,1014,79,,,
"['02:00', '25/02']",25/02 02:00,110,9,NIL,9999,NIL,,NIL,3,29,25,1014,79,,,
"['03:00', '25/02']",25/02 03:00,100,7,NIL,9999,NIL,,NIL,3,28,25,1014,84,,,
"['04:00', '25/02']",25/02 04:00,100,8,NIL,9999,NIL,,NIL,3,28,25,1013,84,,,
"['05:00', '25/02']",25/02 05:00,110,9,NIL,9999,NIL,,NIL,2,28,25,1013,84,,,
"['06:00', '25/02']",25/02 06:00,110,7,NIL,9999,NIL,,NIL,2,28,25,1012,84,,,
"['07:00', '25/02']",25/02 07:00,120,6,NIL,9999,NIL,,NIL,2,28,25,1012,84,,,
"['08:00', '25/02']",25/02 08:00,120,6,NIL,9999,NIL,,NIL,2,28,24,1013,79,,,
"['09:00', '25/02']",25/02 09:00,110,7,NIL,9999,NIL,,NIL,3,28,24,1013,79,,,
"['10:00', '25/02']",25/02 10:00,90,8,NIL,9999,NIL,,NIL,2,29,26,1013,84,,,
"['11:00', '25/02']",25/02 11:00,100,10,NIL,9999,NIL,,NIL,3,29,26,1014,84,,,
"['12:00', '25/02']",25/02 12:00,120,7,115,9999,NIL,,NIL,3,30,27,1014,84,,,
"['13:00', '25/02']",25/02 13:00,100,10,115,9999,NIL,,NIL,3,31,27,1014,79,,,
"['14:00', '25/02']",25/02 14:00,120,10,NIL,9999,NIL,,NIL,3,31,27,1014,79,,,
"['15:00', '25/02']",25/02 15:00,120,10,125,9999,NIL,,NIL,3,31,28,1013,84,,,
"['16:00', '25/02']",25/02 16:00,120,9,120,9999,NIL,,NIL,3,31,27,1013,79,,,
"['17:00', '25/02']",25/02 17:00,150,10,NIL,7000,1,,NIL,3,28,25,1012,84,,,
"['18:00', '25/02']",25/02 18:00,200,6,205,8000,NIL,,2000,5,27,24,1012,84,,,
"['19:00', '25/02']",25/02 19:00,170,5,185,9999,NIL,,2000,5,29,25,1012,79,,,
"['20:00', '25/02']",25/02 20:00,160,6,NIL,9999,NIL,,NIL,3,28,25,1012,84,,,
"['21:00', '25/02']",25/02 21:00,100,7,110,9999,NIL,,NIL,3,28,25,1011,84,,,
"['22:00', '25/02']",25/02 22:00,110,5,NIL,9999,NIL,,NIL,3,28,25,1011,84,,,
"['23:00', '25/02']",25/02 23:00,100,7,110,9999,NIL,,NIL,3,28,25,1012,84,,,
"['00:00', '26/02']",26/02 00:00,110,8,NIL,9999,NIL,,NIL,3,28,25,1012,84,,,
"['01:00', '26/02']",26/02 01:00,100,7,NIL,9999,,,,3,28,25,1012,84,,,
"['02:00', '26/02']",26/02 02:00,110,5,NIL,9999,,,,3,28,25,1012,84,,,
"['03:00', '26/02']",26/02 03:00,100,5,NIL,9999,,,,3,28,24,1012,79,,,
"['04:00', '26/02']",26/02 04:00,110,5,NIL,9999,,,,3,28,24,1012,79,,,
"['05:00', '26/02']",26/02 05:00,110,5,NIL,9999,,,,3,28,24,1012,79,,,
"['06:00', '26/02']",26/02 06:00,110,4,NIL,9999,,,,3,28,24,1011,79,,,
"['07:00', '26/02']",26/02 07:00,120,4,NIL,9999,,,,3,28,24,1011,79,,,
"['08:00', '26/02']",26/02 08:00,140,2,NIL,9999,,,,3,26,23,1012,84,,,
"['09:00', '26/02']",26/02 09:00,0,0,NIL,9999,,,,2,26,22,1012,79,,,
"['10:00', '26/02']",26/02 10:00,300,1,NIL,9999,,,,2,28,24,1013,79,,,
"['11:00', '26/02']",26/02 11:00,150,5,150,9999,,,,3,29,26,1013,84,,,
"['12:00', '26/02']",26/02 12:00,130,7,130,9999,,,,3,30,26,1013,79,,,
"['13:00', '26/02']",26/02 13:00,120,7,115,9999,,,,3,30,27,1013,84,,,
"['14:00', '26/02']",26/02 14:00,130,8,125,9999,,,,3,30,27,1013,84,,,
"['15:00', '26/02']",26/02 15:00,120,9,125,9999,,,,3,31,27,1012,79,,,
"['16:00', '26/02']",26/02 16:00,130,9,130,9999,,,,3,30,27,1011,84,,,
"['17:00', '26/02']",26/02 17:00,110,10,115,9999,,,,3,31,28,1010,84,,,
"['18:00', '26/02']",26/02 18:00,100,10,100,9999,,,,3,31,27,1010,79,,,
"['19:00', '26/02']",26/02 19:00,100,10,NIL,9999,,,,3,30,27,1009,84,,,
"['20:00', '26/02']",26/02 20:00,100,10,NIL,9999,,,,2,30,26,1009,79,,,
"['21:00', '26/02']",26/02 21:00,90,10,NIL,9999,,,,3,29,26,1009,84,,,
"['22:00', '26/02']",26/02 22:00,90,10,NIL,9999,,,,3,29,25,1010,79,,,
"['23:00', '26/02']",26/02 23:00,90,9,NIL,9999,,,,2,29,25,1010,79,,,
"['00:00', '27/02']",27/02 00:00,90,10,NIL,9999,,,,2,28,25,1011,84,,,
"['01:00', '27/02']",27/02 01:00,90,10,NIL,9999,,,,2,28,25,1012,84,,,
"['02:00', '27/02']",27/02 02:00,80,9,NIL,9999,,,,2,28,25,1012,84,,,
"['03:00', '27/02']",27/02 03:00,70,8,NIL,9999,,,,2,28,24,1012,79,,,
"['04:00', '27/02']",27/02 04:00,60,7,NIL,9999,,,,2,28,24,1011,79,,,
"['05:00', '27/02']",27/02 05:00,360,4,NIL,9999,,,,2,27,24,1011,84,,,
"['06:00', '27/02']",27/02 06:00,VRB,2,NIL,9999,,,,2,26,23,1011,84,,,
"['07:00', '27/02']",27/02 07:00,0,0,NIL,9999,,,,2,25,22,1011,83,,,
"['08:00', '27/02']",27/02 08:00,280,3,300,9999,,,,2,25,22,1012,83,,,
"['09:00', '27/02']",27/02 09:00,340,2,NIL,9999,,,,3,25,22,1012,83,,,
"['10:00', '27/02']",27/02 10:00,360,3,NIL,9999,,,,2,27,24,1012,84,,,
"['11:00', '27/02']",27/02 11:00,10,5,NIL,9999,,,,2,29,25,1013,79,,,
"['12:00', '27/02']",27/02 12:00,40,5,NIL,9999,,,,3,30,26,1013,79,,,
"['13:00', '27/02']",27/02 13:00,80,9,NIL,9999,,,,3,30,27,1013,84,,,
"['14:00', '27/02']",27/02 14:00,90,11,NIL,9999,,,,3,30,27,1013,84,,,
"['15:00', '27/02']",27/02 15:00,80,11,NIL,9999,,,,3,31,27,1012,79,,,
"['16:00', '27/02']",27/02 16:00,100,12,NIL,9999,,,,3,30,27,1011,84,,,
"['17:00', '27/02']",27/02 17:00,110,9,115,9999,,,,2,31,27,1010,79,,,
"['18:00', '27/02']",27/02 18:00,100,10,NIL,9999,,,,2,30,27,1010,84,,,
"['19:00', '27/02']",27/02 19:00,90,10,90,9999,,,,2,30,27,1010,84,,,
"['20:00', '27/02']",27/02 20:00,80,12,NIL,9999,,,,NIL,30,26,1009,79,,,
"['21:00', '27/02']",27/02 21:00,70,12,NIL,9999,,,,NIL,29,26,1009,84,,,
"['22:00', '27/02']",27/02 22:00,80,12,NIL,9999,,,,2,29,25,1010,79,,,
"['23:00', '27/02']",27/02 23:00,80,12,NIL,9999,,,,2,29,25,1010,79,,,
"['00:00', '28/02']",28/02 00:00,70,13,NIL,9999,,,,2,29,25,1011,79,,,
"['01:00', '28/02']",28/02 01:00,70,12,NIL,9999,,,,2,29,25,1012,79,,,
"['02:00', '28/02']",28/02 02:00,60,10,NIL,9999,,,,2,28,25,1012,84,,,
"['03:00', '28/02']",28/02 03:00,60,10,NIL,9999,,,,2,28,25,1012,84,,,
"['04:00', '28/02']",28/02 04:00,360,4,NIL,9999,,,,3,27,24,1012,84,,,
"['05:00', '28/02']",28/02 05:00,40,4,NIL,9999,,,,3,27,24,1012,84,,,
"['06:00', '28/02']",28/02 06:00,10,3,NIL,9999,,,,2,27,23,1012,79,,,
"['07:00', '28/02']",28/02 07:00,360,2,NIL,9999,,,,3,26,23,1012,84,,,
"['08:00', '28/02']",28/02 08:00,20,3,NIL,9999,,,,3,26,23,1012,84,,,
"['09:00', '28/02']",28/02 09:00,20,2,NIL,9999,,,,3,26,23,1013,84,,,
"['10:00', '28/02']",28/02 10:00,10,3,NIL,9999,,,,3,27,24,1014,84,,,
"['11:00', '28/02']",28/02 11:00,50,6,NIL,9999,,,,3,29,26,1015,84,,,
"['12:00', '28/02']",28/02 12:00,90,10,90,9999,,,,3,31,27,1015,79,,,
"['13:00', '28/02']",28/02 13:00,90,8,100,9999,,,,3,31,28,1015,84,,,
"['14:00', '28/02']",28/02 14:00,100,11,NIL,9999,,,,3,31,28,1015,84,,,
"['15:00', '28/02']",28/02 15:00,90,10,100,9999,,,,3,31,28,1014,84,,,
"['16:00', '28/02']",28/02 16:00,100,10,90,9999,,,,2,31,27,1013,79,,,
"['17:00', '28/02']",28/02 17:00,100,11,95,9999,,,,3,31,28,1013,84,,,
"['18:00', '28/02']",28/02 18:00,90,11,NIL,9999,,,,3,31,27,1012,79,,,
"['19:00', '28/02']",28/02 19:00,110,10,110,9999,,,,3,30,27,1012,84,,,
"['20:00', '28/02']",28/02 20:00,110,10,120,9999,,,,3,30,27,1012,84,,,
"['21:00', '28/02']",28/02 21:00,110,10,120,9999,,,,3,30,26,1012,79,,,
"['22:00', '28/02']",28/02 22:00,110,11,NIL,9999,,,,3,29,26,1013,84,,,
"['23:00', '28/02']",28/02 23:00,110,11,NIL,9999,,,,3,29,26,1013,84,,,
"['00:00', '29/02']",29/02 00:00,100,10,NIL,9999,,,,3,29,25,1014,79,,,
"['01:00', '29/02']",29/02 01:00,100,12,NIL,9999,NIL,,NIL,2,29,25,1014,79,NIL,,
"['02:00', '29/02']",29/02 02:00,90,10,NIL,9999,NIL,,NIL,2,28,25,1014,84,NIL,,
"['03:00', '29/02']",29/02 03:00,90,9,NIL,9999,NIL,,NIL,2,28,25,1014,84,NIL,,
"['04:00', '29/02']",29/02 04:00,110,8,NIL,9999,NIL,,NIL,2,28,25,1014,84,NIL,,
"['05:00', '29/02']",29/02 05:00,100,6,NIL,9999,NIL,,NIL,2,28,25,1013,84,NIL,,
"['06:00', '29/02']",29/02 06:00,110,4,NIL,9999,NIL,,NIL,2,28,25,1013,84,NIL,,
"['07:00', '29/02']",29/02 07:00,110,3,NIL,9999,NIL,,NIL,2,28,24,1013,79,NIL,,
"['08:00', '29/02']",29/02 08:00,130,4,NIL,9999,NIL,,NIL,3,27,23,1014,79,NIL,,
"['09:00', '29/02']",29/02 09:00,90,13,NIL,9999,NIL,,NIL,3,26,23,1014,84,NIL,,
"['10:00', '29/02']",29/02 10:00,80,5,NIL,9999,NIL,,7000,5,27,24,1015,84,NIL,,
"['11:00', '29/02']",29/02 11:00,VRB,4,NIL,9999,NIL,,7000,5,29,25,1015,79,NIL,,
"['12:00', '29/02']",29/02 12:00,70,10,NIL,9999,NIL,,7000,5,29,26,1015,84,NIL,,
"['13:00', '29/02']",29/02 13:00,60,8,NIL,9999,NIL,,2000,5,30,27,1015,84,NIL,,
"['14:00', '29/02']",29/02 14:00,VRB,4,NIL,9999,NIL,,6000,5,30,26,1015,79,NIL,,
"['15:00', '29/02']",29/02 15:00,100,6,90,9999,NIL,,6000,5,31,28,1015,84,NIL,,
"['16:00', '29/02']",29/02 16:00,200,6,220,8000,NIL,,2000,5,28,24,1014,79,NIL,,
"['16:21', '29/02']",29/02 16:21,190,7,NIL,4000,1,,1700,5,26,23,1014,84,1,,
"['17:00', '29/02']",29/02 17:00,220,6,210,8000,NIL,,2000,5,26,23,1013,84,NIL,,
"['18:00', '29/02']",29/02 18:00,300,5,310,8000,NIL,,2000,5,27,24,1013,84,NIL,,
"['18:27', '29/02']",29/02 18:27,VRB,3,NIL,4000,1,,1700,5,26,23,1013,84,NIL,,
"['19:00', '29/02']",29/02 19:00,290,6,NIL,8000,NIL,,1700,5,26,23,1013,84,NIL,,
"['20:00', '29/02']",29/02 20:00,290,4,NIL,9999,NIL,,6000,5,26,23,1013,84,NIL,,
"['21:00', '29/02']",29/02 21:00,210,4,NIL,8000,NIL,,6000,5,26,23,1013,84,NIL,,
"['22:00', '29/02']",29/02 22:00,180,5,175,8000,NIL,,1700,5,25,22,1013,83,NIL,,
"['22:20', '29/02']",29/02 22:20,160,10,NIL,8000,NIL,,1700,5,25,22,1013,83,NIL,,
"['23:00', '29/02']",29/02 23:00,160,8,NIL,9999,NIL,,1700,5,25,22,1014,83,NIL,,
"['00:00', '01/03']",01/03 00:00,120,6,130,9999,NIL,,7000,5,28,24,1014,79,NIL,,
"['01:00', '01/03']",01/03 01:00,100,8,NIL,9999,,,8000,5,28,25,1014,84,,,
"['02:00', '01/03']",01/03 02:00,90,7,NIL,9999,,,8000,5,28,24,1015,79,,,
"['03:00', '01/03']",01/03 03:00,90,6,NIL,9999,,,NIL,3,27,24,1014,84,,,
"['04:00', '01/03']",01/03 04:00,90,6,NIL,9999,,,NIL,3,27,24,1014,84,,,
"['05:00', '01/03']",01/03 05:00,90,5,NIL,9999,,,NIL,3,27,24,1013,84,,,
"['06:00', '01/03']",01/03 06:00,0,0,NIL,9999,,,NIL,3,25,22,1013,83,,,
"['07:00', '01/03']",01/03 07:00,90,8,NIL,9999,,,NIL,3,27,24,1013,84,,,
"['08:00', '01/03']",01/03 08:00,80,6,NIL,9999,,,NIL,3,27,23,1014,79,,,
"['09:00', '01/03']",01/03 09:00,VRB,1,NIL,9999,,,NIL,3,25,22,1014,83,,,
"['10:00', '01/03']",01/03 10:00,10,1,NIL,9999,,,NIL,3,28,24,1014,79,,,
"['11:00', '01/03']",01/03 11:00,80,7,80,9999,,,NIL,3,29,26,1015,84,,,
"['12:00', '01/03']",01/03 12:00,90,6,80,9999,,,NIL,3,30,26,1015,79,,,
"['13:00', '01/03']",01/03 13:00,100,7,90,9999,,,NIL,3,30,27,1015,84,,,
"['14:00', '01/03']",01/03 14:00,120,7,130,9999,,,NIL,3,30,26,1015,79,,,
"['15:00', '01/03']",01/03 15:00,130,8,130,9999,,,NIL,3,31,27,1014,79,,,
"['16:00', '01/03']",01/03 16:00,120,10,125,9999,,,NIL,2,31,27,1013,79,,,
"['17:00', '01/03']",01/03 17:00,140,11,135,9999,,,NIL,2,30,27,1013,84,,,
"['18:00', '01/03']",01/03 18:00,120,10,NIL,9999,,,NIL,2,30,27,1012,84,,,
"['19:00', '01/03']",01/03 19:00,120,9,NIL,9999,,,NIL,2,30,27,1011,84,,,
"['20:00', '01/03']",01/03 20:00,120,8,NIL,9999,,,NIL,2,30,26,1011,79,,,
"['21:00', '01/03']",01/03 21:00,110,7,NIL,9999,,,NIL,2,29,26,1012,84,,,
"['22:00', '01/03']",01/03 22:00,110,7,NIL,9999,,,NIL,2,29,25,1012,79,,,
"['23:00', '01/03']",01/03 23:00,110,7,130,9999,,,NIL,2,29,25,1012,79,,,
"['00:00', '02/03']",02/03 00:00,110,9,NIL,9999,,,NIL,3,28,25,1013,84,,,
"['01:00', '02/03']",02/03 01:00,90,11,NIL,9999,,,,2,28,25,1013,84,,,
"['02:00', '02/03']",02/03 02:00,90,10,NIL,9999,,,,2,28,25,1013,84,,,
"['03:00', '02/03']",02/03 03:00,80,9,NIL,9999,,,,3,28,24,1013,79,,,
"['04:00', '02/03']",02/03 04:00,80,10,NIL,9999,,,,3,28,24,1012,79,,,
"['05:00', '02/03']",02/03 05:00,80,7,NIL,9999,,,,3,28,24,1012,79,,,
"['06:00', '02/03']",02/03 06:00,70,7,NIL,9999,,,,3,27,24,1012,84,,,
"['07:00', '02/03']",02/03 07:00,300,3,NIL,9999,,,,3,25,22,1012,83,,,
"['08:00', '02/03']",02/03 08:00,300,2,NIL,9999,,,,3,25,22,1012,83,,,
"['09:00', '02/03']",02/03 09:00,350,1,NIL,9999,,,,3,25,22,1012,83,,,
"['10:00', '02/03']",02/03 10:00,310,4,315,9999,,,,3,26,23,1013,84,,,
"['11:00', '02/03']",02/03 11:00,340,4,170,9999,,,,3,28,25,1013,84,,,
"['12:00', '02/03']",02/03 12:00,60,3,205,9999,,,,3,30,27,1014,84,,,
"['13:00', '02/03']",02/03 13:00,110,7,105,9999,,,,3,30,27,1014,84,,,
"['14:00', '02/03']",02/03 14:00,110,8,100,9999,,,,3,31,27,1013,79,,,
"['15:00', '02/03']",02/03 15:00,110,9,115,9999,,,,3,30,27,1013,84,,,
"['16:00', '02/03']",02/03 16:00,110,9,NIL,9999,,,,3,31,27,1012,79,,,
"['17:00', '02/03']",02/03 17:00,110,11,105,9999,,,,2,31,27,1011,79,,,
"['18:00', '02/03']",02/03 18:00,110,9,NIL,9999,,,,2,31,27,1011,79,,,
"['19:00', '02/03']",02/03 19:00,110,13,NIL,9999,,,,2,30,27,1010,84,,,
"['20:00', '02/03']",02/03 20:00,100,11,NIL,9999,,,,2,30,26,1010,79,,,
"['21:00', '02/03']",02/03 21:00,90,11,NIL,9999,,,,2,29,26,1011,84,,,
"['22:00', '02/03']",02/03 22:00,90,10,NIL,9999,,,,2,29,25,1012,79,,,
"['23:00', '02/03']",02/03 23:00,90,9,NIL,9999,,,,2,29,25,1012,79,,,
"['00:00', '03/03']",03/03 00:00,90,10,NIL,9999,,,,2,28,25,1013,84,,,
"['01:00', '03/03']",03/03 01:00,90,10,NIL,9999,,,,2,28,25,1013,84,,,
"['02:00', '03/03']",03/03 02:00,80,11,NIL,9999,,,,3,28,25,1013,84,,,
"['03:00', '03/03']",03/03 03:00,90,10,NIL,9999,,,,3,28,25,1013,84,,,
"['04:00', '03/03']",03/03 04:00,100,10,NIL,9999,,,,3,28,25,1012,84,,,
"['05:00', '03/03']",03/03 05:00,90,9,NIL,9999,,,,3,28,24,1012,79,,,
"['06:00', '03/03']",03/03 06:00,90,9,NIL,9999,,,,3,28,24,1011,79,,,
"['07:00', '03/03']",03/03 07:00,80,8,NIL,9999,,,,3,27,24,1011,84,,,
"['08:00', '03/03']",03/03 08:00,90,7,NIL,9999,,,,3,27,24,1012,84,,,
"['09:00', '03/03']",03/03 09:00,80,6,NIL,9999,,,,3,27,24,1012,84,,,
"['10:00', '03/03']",03/03 10:00,10,3,180,9999,,,,2,28,25,1013,84,,,
"['11:00', '03/03']",03/03 11:00,80,8,80,9999,,,,2,29,26,1013,84,,,
"['12:00', '03/03']",03/03 12:00,70,8,70,9999,,,,3,30,27,1014,84,,,
"['13:00', '03/03']",03/03 13:00,90,9,90,9999,,,,3,31,28,1014,84,,,
"['14:00', '03/03']",03/03 14:00,90,11,NIL,9999,,,,3,31,27,1014,79,,,
"['15:00', '03/03']",03/03 15:00,90,11,NIL,9999,,,,3,31,27,1013,79,,,
"['16:00', '03/03']",03/03 16:00,110,12,100,9999,,,,3,31,28,1012,84,,,
"['17:00', '03/03']",03/03 17:00,90,10,100,9999,,,,3,31,27,1011,79,,,
"['18:00', '03/03']",03/03 18:00,90,12,NIL,9999,,,,3,30,27,1011,84,,,
"['19:00', '03/03']",03/03 19:00,100,9,90,9999,,,,3,30,27,1011,84,,,
"['20:00', '03/03']",03/03 20:00,100,9,115,9999,,,,2,30,27,1011,84,,,
"['21:00', '03/03']",03/03 21:00,90,9,NIL,9999,,,,2,29,26,1011,84,,,
"['22:00', '03/03']",03/03 22:00,90,9,NIL,9999,,,,2,29,25,1012,79,,,
"['23:00', '03/03']",03/03 23:00,80,10,NIL,9999,,,,2,29,25,1012,79,,,
"['00:00', '04/03']",04/03 00:00,80,9,NIL,9999,,,,3,28,25,1013,84,,,
"['01:00', '04/03']",04/03 01:00,70,11,NIL,9999,,,,3,28,25,1013,84,,,
"['02:00', '04/03']",04/03 02:00,70,10,NIL,9999,,,,2,28,25,1013,84,,,
"['03:00', '04/03']",04/03 03:00,70,9,NIL,9999,,,,2,28,25,1013,84,,,
"['04:00', '04/03']",04/03 04:00,70,10,NIL,9999,,,,2,28,24,1012,79,,,
"['05:00', '04/03']",04/03 05:00,70,9,NIL,9999,,,,3,28,24,1012,79,,,
"['06:00', '04/03']",04/03 06:00,60,8,NIL,9999,,,,3,27,24,1012,84,,,
"['07:00', '04/03']",04/03 07:00,340,3,155,9999,,,,3,26,23,1012,84,,,
"['08:00', '04/03']",04/03 08:00,300,3,315,9999,,,,3,25,22,1013,83,,,
"['09:00', '04/03']",04/03 09:00,VRB,2,NIL,9999,,,,3,25,22,1013,83,,,
"['10:00', '04/03']",04/03 10:00,VRB,2,NIL,9999,,,,3,27,23,1014,79,,,
"['11:00', '04/03']",04/03 11:00,70,5,NIL,9999,,,,2,29,26,1014,84,,,
"['12:00', '04/03']",04/03 12:00,80,9,80,9999,,,,2,30,27,1015,84,,,
"['13:00', '04/03']",04/03 13:00,80,10,NIL,9999,,,,3,31,27,1015,79,,,
"['14:00', '04/03']",04/03 14:00,90,10,100,9999,,,,3,31,28,1014,84,,,
"['15:00', '04/03']",04/03 15:00,90,11,NIL,9999,,,,2,31,28,1014,84,,,
"['16:00', '04/03']",04/03 16:00,90,11,NIL,9999,,,,2,31,28,1013,84,,,
"['17:00', '04/03']",04/03 17:00,90,11,90,9999,,,,2,31,28,1012,84,,,
"['18:00', '04/03']",04/03 18:00,90,11,NIL,9999,,,,2,31,28,1011,84,,,
"['19:00', '04/03']",04/03 19:00,80,12,90,9999,,,,2,30,27,1011,84,,,
"['20:00', '04/03']",04/03 20:00,80,12,NIL,9999,,,,NIL,30,27,1011,84,,,
"['21:00', '04/03']",04/03 21:00,70,12,NIL,9999,,,,2,29,26,1011,84,,,
"['22:00', '04/03']",04/03 22:00,70,11,NIL,9999,,,,2,29,26,1012,84,,,
"['23:00', '04/03']",04/03 23:00,70,12,NIL,9999,,,,2,29,26,1012,84,,,
"['00:00', '05/03']",05/03 00:00,70,12,NIL,9999,,,,2,29,25,1013,79,,,
"['01:00', '05/03']",05/03 01:00,70,11,NIL,9999,,,,2,29,25,1013,79,,,
"['02:00', '05/03']",05/03 02:00,70,9,NIL,9999,,,,2,29,25,1014,79,,,
"['03:00', '05/03']",05/03 03:00,50,8,NIL,9999,,,,3,28,25,1013,84,,,
"['04:00', '05/03']",05/03 04:00,10,4,NIL,9999,,,,3,27,24,1013,84,,,
"['05:00', '05/03']",05/03 05:00,360,4,NIL,9999,,,,3,27,23,1013,79,,,
"['06:00', '05/03']",05/03 06:00,350,3,NIL,9999,,,,3,27,23,1013,79,,,
"['07:00', '05/03']",05/03 07:00,320,2,NIL,9999,,,,3,26,23,1013,84,,,
"['08:00', '05/03']",05/03 08:00,290,4,NIL,9999,,,,3,26,23,1013,84,,,
"['09:00', '05/03']",05/03 09:00,310,3,NIL,9999,,,,2,26,23,1013,84,,,
"['10:00', '05/03']",05/03 10:00,300,4,295,9999,,,,3,28,24,1014,79,,,
"['11:00', '05/03']",05/03 11:00,330,6,150,9999,,,,3,29,25,1015,79,,,
"['12:00', '05/03']",05/03 12:00,340,7,175,9999,,,,3,30,27,1015,84,,,
"['13:00', '05/03']",05/03 13:00,360,5,165,9999,,,,3,32,28,1014,80,,,
"['14:00', '05/03']",05/03 14:00,110,8,110,9999,,,,3,31,28,1014,84,,,
"['15:00', '05/03']",05/03 15:00,100,11,NIL,9999,,,,3,32,29,1013,84,,,
"['16:00', '05/03']",05/03 16:00,100,12,NIL,9999,,,,3,32,28,1012,80,,,
"['17:00', '05/03']",05/03 17:00,90,11,NIL,9999,,,,2,32,28,1011,80,,,
"['18:00', '05/03']",05/03 18:00,90,12,NIL,9999,,,,2,31,28,1010,84,,,
"['19:00', '05/03']",05/03 19:00,80,13,NIL,9999,,,,2,31,28,1010,84,,,
"['20:00', '05/03']",05/03 20:00,80,14,NIL,9999,,,,2,30,27,1010,84,,,
"['21:00', '05/03']",05/03 21:00,90,12,NIL,9999,,,,2,30,26,1011,79,,,
"['22:00', '05/03']",05/03 22:00,80,12,NIL,9999,,,,3,29,26,1011,84,,,
"['23:00', '05/03']",05/03 23:00,70,11,NIL,9999,,,,3,29,26,1013,84,,,
"['00:00', '06/03']",06/03 00:00,60,10,NIL,9999,,,,3,29,26,1014,84,,,
"['01:00', '06/03']",06/03 01:00,50,8,NIL,9999,NIL,NIL,NIL,3,29,26,1014,84,,,
"['02:00', '06/03']",06/03 02:00,20,5,185,9999,NIL,NIL,NIL,3,29,26,1013,84,,,
"['03:00', '06/03']",06/03 03:00,360,4,190,9999,NIL,NIL,NIL,3,28,25,1012,84,,,
"['04:00', '06/03']",06/03 04:00,340,3,NIL,9999,NIL,NIL,7000,5,28,25,1012,84,,,
"['05:00', '06/03']",06/03 05:00,330,3,NIL,9999,NIL,NIL,7000,5,28,24,1012,79,,,
