validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,chuva,teto,cobertura,tt,po,qnh,ur,vnt_vrb,pancada,trovoada,nevoa_umida,vnt_rajada,vis_setor,vis_setor_dir,chuvisco
"['00:00', '13/04']",13/04 00:00,110,6,9999,NIL,NIL,2,29,23,1012,70,NIL,,,,,,,
"['01:00', '13/04']",13/04 01:00,100,4,9999,,,2,29,23,1013,70,95,,,,,,,
"['02:00', '13/04']",13/04 02:00,110,7,9999,,,3,29,23,1012,70,110,,,,,,,
"['03:00', '13/04']",13/04 03:00,100,5,9999,,,3,29,22,1012,66,95,,,,,,,
"['04:00', '13/04']",13/04 04:00,100,5,9999,,,3,29,22,1012,66,105,,,,,,,
"['05:00', '13/04']",13/04 05:00,120,4,9999,,,3,28,22,1011,70,125,,,,,,,
"['06:00', '13/04']",13/04 06:00,120,5,9999,,,2,28,22,1011,70,NIL,,,,,,,
"['07:00', '13/04']",13/04 07:00,130,5,9999,,,2,28,22,1011,70,NIL,,,,,,,
"['08:00', '13/04']",13/04 08:00,120,5,9999,,,2,28,21,1012,66,130,,,,,,,
"['09:00', '13/04']",13/04 09:00,VRB,3,9999,,,2,27,22,1012,74,NIL,,,,,,,
"['10:00', '13/04']",13/04 10:00,80,3,9999,,,3,29,22,1012,66,NIL,,,,,,,
"['11:00', '13/04']",13/04 11:00,140,6,9999,,,2,29,22,1013,66,NIL,,,,,,,
"['12:00', '13/04']",13/04 12:00,150,5,9999,,,2,30,22,1013,62,150,,,,,,,
"['13:00', '13/04']",13/04 13:00,120,6,9999,,,2,30,22,1013,62,115,,,,,,,
"['14:00', '13/04']",13/04 14:00,130,8,9999,,,2,30,22,1012,62,140,,,,,,,
"['15:00', '13/04']",13/04 15:00,110,7,9999,,,2,31,23,1011,63,120,,,,,,,
"['16:00', '13/04']",13/04 16:00,130,8,9999,,,2,30,23,1010,66,NIL,,,,,,,
"['17:00', '13/04']",13/04 17:00,120,8,9999,,,2,31,23,1010,63,NIL,,,,,,,
"['18:00', '13/04']",13/04 18:00,130,10,9999,,,2,30,23,1009,66,130,,,,,,,
"['19:00', '13/04']",13/04 19:00,130,8,9999,,,2,30,23,1009,66,NIL,,,,,,,
"['20:00', '13/04']",13/04 20:00,130,7,9999,,,3,29,22,1009,66,NIL,,,,,,,
"['21:00', '13/04']",13/04 21:00,140,7,9999,,,3,28,22,1010,70,NIL,,,,,,,
"['22:00', '13/04']",13/04 22:00,130,7,9999,,,3,29,23,1011,70,NIL,,,,,,,
"['23:00', '13/04']",13/04 23:00,130,6,9999,,,3,28,23,1011,74,NIL,,,,,,,
"['00:00', '14/04']",14/04 00:00,130,6,9999,,,3,29,23,1012,70,NIL,,,,,,,
"['01:00', '14/04']",14/04 01:00,140,6,9999,,2500,5,29,23,1012,70,NIL,,,,,,,
"['02:00', '14/04']",14/04 02:00,130,6,9999,,NIL,3,29,23,1012,70,NIL,,,,,,,
"['03:00', '14/04']",14/04 03:00,130,6,9999,,NIL,3,28,23,1011,74,NIL,,,,,,,
"['04:00', '14/04']",14/04 04:00,130,7,9999,,NIL,3,28,23,1010,74,NIL,,,,,,,
"['05:00', '14/04']",14/04 05:00,140,7,9999,,NIL,3,28,22,1010,70,NIL,,,,,,,
"['06:00', '14/04']",14/04 06:00,140,5,9999,,NIL,2,27,22,1010,74,NIL,,,,,,,
"['07:00', '14/04']",14/04 07:00,230,3,9999,,NIL,3,26,23,1010,84,NIL,,,,,,,
"['08:00', '14/04']",14/04 08:00,220,3,9999,,NIL,3,26,23,1010,84,NIL,,,,,,,
"['09:00', '14/04']",14/04 09:00,190,2,9999,,NIL,3,26,23,1011,84,NIL,,,,,,,
"['10:00', '14/04']",14/04 10:00,220,3,9999,,NIL,2,27,23,1011,79,NIL,,,,,,,
"['11:00', '14/04']",14/04 11:00,140,3,9999,,NIL,3,29,24,1011,74,130,,,,,,,
"['12:00', '14/04']",14/04 12:00,150,8,9999,,NIL,3,30,23,1012,66,NIL,,,,,,,
"['13:00', '14/04']",14/04 13:00,160,7,9999,,NIL,3,30,23,1012,66,NIL,,,,,,,
"['14:00', '14/04']",14/04 14:00,160,7,9999,,NIL,3,30,22,1011,62,NIL,,,,,,,
"['15:00', '14/04']",14/04 15:00,120,8,9999,,NIL,3,30,22,1010,62,125,,,,,,,
"['16:00', '14/04']",14/04 16:00,120,9,9999,,NIL,2,30,22,1010,62,120,,,,,,,
"['17:00', '14/04']",14/04 17:00,110,8,9999,,NIL,2,31,23,1009,63,115,,,,,,,
"['18:00', '14/04']",14/04 18:00,100,9,9999,,NIL,2,30,22,1009,62,95,,,,,,,
"['19:00', '14/04']",14/04 19:00,130,9,9999,,NIL,2,29,23,1009,70,NIL,,,,,,,
"['20:00', '14/04']",14/04 20:00,120,5,9999,,NIL,NIL,29,23,1009,70,105,,,,,,,
"['21:00', '14/04']",14/04 21:00,130,7,9999,,NIL,NIL,28,23,1010,74,130,,,,,,,
"['22:00', '14/04']",14/04 22:00,120,6,9999,,NIL,NIL,28,23,1010,74,105,,,,,,,
"['23:00', '14/04']",14/04 23:00,120,5,9999,,NIL,2,28,23,1011,74,125,,,,,,,
"['00:00', '15/04']",15/04 00:00,110,6,9999,,NIL,2,28,23,1011,74,110,,,,,,,
"['01:00', '15/04']",15/04 01:00,100,5,9999,,NIL,2,28,23,1011,74,NIL,,,,,,,
"['02:00', '15/04']",15/04 02:00,100,5,9999,,NIL,2,28,23,1011,74,NIL,,,,,,,
"['03:00', '15/04']",15/04 03:00,110,5,9999,,NIL,3,28,23,1011,74,100,,,,,,,
"['04:00', '15/04']",15/04 04:00,130,4,9999,,NIL,3,28,23,1010,74,NIL,,,,,,,
"['05:00', '15/04']",15/04 05:00,VRB,2,9999,,NIL,3,26,23,1010,84,NIL,,,,,,,
"['06:00', '15/04']",15/04 06:00,VRB,2,9999,,NIL,3,26,23,1010,84,NIL,,,,,,,
"['07:00', '15/04']",15/04 07:00,210,2,9999,,NIL,3,25,23,1010,89,NIL,,,,,,,
"['08:00', '15/04']",15/04 08:00,VRB,2,9999,,NIL,3,25,23,1011,89,NIL,,,,,,,
"['09:00', '15/04']",15/04 09:00,230,2,9999,,NIL,3,25,23,1011,89,NIL,,,,,,,
"['10:00', '15/04']",15/04 10:00,230,4,9999,,NIL,3,27,23,1012,79,225,,,,,,,
"['11:00', '15/04']",15/04 11:00,200,4,9999,,NIL,2,29,24,1013,74,NIL,,,,,,,
"['12:00', '15/04']",15/04 12:00,150,7,9999,,2500,5,30,24,1013,70,NIL,,,,,,,
"['13:00', '15/04']",15/04 13:00,120,7,9999,,NIL,3,29,24,1013,74,NIL,,,,,,,
"['14:00', '15/04']",15/04 14:00,150,6,9999,,NIL,3,30,24,1013,70,NIL,,,,,,,
"['15:00', '15/04']",15/04 15:00,140,7,9999,,NIL,3,31,25,1012,71,130,,,,,,,
"['16:00', '15/04']",15/04 16:00,140,7,9999,,NIL,3,31,24,1012,66,140,,,,,,,
"['17:00', '15/04']",15/04 17:00,130,8,9999,,NIL,3,30,24,1011,70,125,,,,,,,
"['18:00', '15/04']",15/04 18:00,70,8,9999,,NIL,3,29,25,1012,79,65,,,,,,,
"['19:00', '15/04']",15/04 19:00,60,4,9999,,8000,5,29,24,1011,74,240,,,,,,,
"['20:00', '15/04']",15/04 20:00,60,5,9999,,8000,5,28,23,1012,74,55,,,,,,,
"['21:00', '15/04']",15/04 21:00,70,4,9999,,8000,5,28,23,1012,74,NIL,,,,,,,
"['22:00', '15/04']",15/04 22:00,90,4,9999,,NIL,3,28,24,1012,79,NIL,,,,,,,
"['23:00', '15/04']",15/04 23:00,130,5,9999,,NIL,3,28,24,1013,79,NIL,,,,,,,
"['00:00', '16/04']",16/04 00:00,120,8,9999,,NIL,3,28,23,1013,74,NIL,,,,,,,
"['01:00', '16/04']",16/04 01:00,130,8,9999,NIL,NIL,3,28,24,1014,79,NIL,NIL,NIL,,NIL,NIL,NIL,
"['02:00', '16/04']",16/04 02:00,90,6,9999,NIL,NIL,3,29,24,1013,74,NIL,NIL,NIL,,NIL,NIL,NIL,
"['03:00', '16/04']",16/04 03:00,80,3,9999,NIL,4000,5,29,24,1013,74,85,NIL,NIL,,NIL,NIL,NIL,
"['04:00', '16/04']",16/04 04:00,110,6,9999,NIL,NIL,3,29,24,1013,74,105,NIL,NIL,,NIL,NIL,NIL,
"['05:00', '16/04']",16/04 05:00,80,8,5000,1,2000,5,28,23,1012,74,NIL,NIL,NIL,,NIL,NIL,NIL,
"['06:00', '16/04']",16/04 06:00,VRB,2,9000,NIL,NIL,3,26,24,1012,89,NIL,NIL,NIL,,NIL,NIL,NIL,
"['07:00', '16/04']",16/04 07:00,150,4,9000,NIL,5000,5,26,24,1012,89,NIL,NIL,NIL,,NIL,NIL,NIL,
"['08:00', '16/04']",16/04 08:00,140,3,9999,NIL,NIL,3,27,25,1013,89,NIL,NIL,NIL,,NIL,NIL,NIL,
"['09:00', '16/04']",16/04 09:00,310,2,9999,NIL,2000,5,26,25,1013,94,NIL,NIL,NIL,,NIL,NIL,NIL,
"['10:00', '16/04']",16/04 10:00,160,5,9999,NIL,2000,5,28,25,1014,84,NIL,NIL,NIL,,NIL,NIL,NIL,
"['10:08', '16/04']",16/04 10:08,140,12,5000,1,NIL,3,26,24,1014,89,NIL,NIL,NIL,,23,2000,0,
"['10:32', '16/04']",16/04 10:32,VRB,2,6000,1,NIL,3,26,24,1014,89,NIL,NIL,NIL,,NIL,NIL,NIL,
"['11:00', '16/04']",16/04 11:00,320,3,9000,NIL,NIL,3,26,24,1015,89,250,NIL,NIL,,NIL,NIL,NIL,
"['11:10', '16/04']",16/04 11:10,80,10,3000,1,NIL,3,26,24,1015,89,215,1,NIL,,NIL,NIL,NIL,
"['12:00', '16/04']",16/04 12:00,260,5,7000,1,NIL,3,26,25,1015,94,255,1,NIL,,NIL,NIL,NIL,
"['13:00', '16/04']",16/04 13:00,210,5,9000,1,9000,5,26,24,1015,89,NIL,NIL,NIL,,NIL,4000,45,
"['14:00', '16/04']",16/04 14:00,200,5,9999,NIL,NIL,3,28,26,1014,89,210,NIL,NIL,,NIL,NIL,NIL,
"['15:00', '16/04']",16/04 15:00,200,8,9999,NIL,5500,5,29,26,1014,84,200,NIL,NIL,,NIL,NIL,NIL,
"['16:00', '16/04']",16/04 16:00,150,6,9999,NIL,6700,5,29,24,1013,74,NIL,NIL,NIL,,NIL,NIL,NIL,
"['17:00', '16/04']",16/04 17:00,150,7,9999,NIL,5000,5,30,24,1012,70,NIL,NIL,NIL,,NIL,NIL,NIL,
"['18:00', '16/04']",16/04 18:00,170,9,9000,NIL,5000,5,27,25,1013,89,NIL,NIL,NIL,,NIL,NIL,NIL,
"['19:00', '16/04']",16/04 19:00,210,4,9000,NIL,5000,5,26,24,1013,89,NIL,NIL,NIL,,NIL,NIL,NIL,
"['20:00', '16/04']",16/04 20:00,190,4,9999,NIL,5000,5,26,24,1013,89,NIL,NIL,NIL,,NIL,NIL,NIL,
"['21:00', '16/04']",16/04 21:00,180,5,9999,NIL,6000,5,26,24,1013,89,NIL,NIL,NIL,,NIL,NIL,NIL,
"['22:00', '16/04']",16/04 22:00,210,4,9999,NIL,6000,5,26,25,1014,94,NIL,NIL,NIL,,NIL,NIL,NIL,
"['23:00', '16/04']",16/04 23:00,220,3,9999,NIL,5000,5,26,25,1014,94,NIL,NIL,NIL,,NIL,NIL,NIL,
"['23:35', '16/04']",16/04 23:35,220,3,9999,NIL,5000,5,26,25,1014,94,225,NIL,1,,NIL,NIL,NIL,
"['00:00', '17/04']",17/04 00:00,210,3,9999,NIL,5000,5,26,25,1014,94,215,NIL,1,,NIL,NIL,NIL,
"['01:00', '17/04']",17/04 01:00,130,9,9999,,1800,5,28,24,1014,79,NIL,,1,,,,,
"['02:00', '17/04']",17/04 02:00,120,9,9999,,NIL,3,29,24,1014,74,NIL,,1,,,,,
"['03:00', '17/04']",17/04 03:00,120,8,9999,,NIL,3,29,24,1014,74,125,,NIL,,,,,
"['04:00', '17/04']",17/04 04:00,170,4,9999,,NIL,3,27,24,1013,84,NIL,,NIL,,,,,
"['05:00', '17/04']",17/04 05:00,120,5,9999,,NIL,3,29,24,1012,74,NIL,,NIL,,,,,
"['06:00', '17/04']",17/04 06:00,130,6,9999,,NIL,3,28,24,1012,79,NIL,,NIL,,,,,
"['07:00', '17/04']",17/04 07:00,120,5,9999,,NIL,3,28,23,1012,74,NIL,,NIL,,,,,
"['08:00', '17/04']",17/04 08:00,120,4,9999,,2000,5,28,23,1013,74,NIL,,NIL,,,,,
"['09:00', '17/04']",17/04 09:00,230,4,9999,,NIL,3,26,24,1014,89,220,,NIL,,,,,
"['10:00', '17/04']",17/04 10:00,220,3,9999,,NIL,3,28,25,1014,84,210,,NIL,,,,,
"['11:00', '17/04']",17/04 11:00,120,8,9999,,NIL,3,30,24,1014,70,NIL,,NIL,,,,,
"['12:00', '17/04']",17/04 12:00,120,6,9999,,NIL,3,30,23,1014,66,110,,NIL,,,,,
"['13:00', '17/04']",17/04 13:00,VRB,5,9999,,NIL,3,31,24,1014,66,NIL,,NIL,,,,,
"['14:00', '17/04']",17/04 14:00,140,8,9999,,NIL,3,30,24,1014,70,NIL,,NIL,,,,,
"['15:00', '17/04']",17/04 15:00,150,9,9999,,NIL,3,30,25,1013,75,NIL,,NIL,,,,,
"['16:00', '17/04']",17/04 16:00,150,8,9999,,NIL,3,31,26,1012,75,150,,NIL,,,,,
"['17:00', '17/04']",17/04 17:00,150,8,9999,,NIL,3,30,24,1012,70,NIL,,NIL,,,,,
"['18:00', '17/04']",17/04 18:00,140,6,9999,,NIL,3,30,25,1011,75,145,,NIL,,,,,
"['19:00', '17/04']",17/04 19:00,130,6,9999,,NIL,3,30,24,1012,70,NIL,,NIL,,,,,
"['20:00', '17/04']",17/04 20:00,130,5,9999,,NIL,3,29,24,1012,74,135,,NIL,,,,,
"['21:00', '17/04']",17/04 21:00,270,3,9999,,NIL,3,26,24,1012,89,NIL,,NIL,,,,,
"['22:00', '17/04']",17/04 22:00,90,8,9999,,2000,5,27,25,1013,89,NIL,,NIL,,,,,
"['23:00', '17/04']",17/04 23:00,VRB,2,9999,,NIL,3,28,24,1013,79,NIL,,NIL,,,,,
"['00:00', '18/04']",18/04 00:00,90,6,9999,,4000,5,27,24,1014,84,NIL,,NIL,,,,,
"['01:00', '18/04']",18/04 01:00,320,4,9999,NIL,,3,27,24,1014,84,145,,NIL,,,,,
"['02:00', '18/04']",18/04 02:00,290,3,9999,NIL,,3,26,25,1014,94,NIL,,NIL,,,,,
"['03:00', '18/04']",18/04 03:00,0,0,9999,NIL,,3,26,24,1014,89,NIL,,NIL,,,,,
"['04:00', '18/04']",18/04 04:00,330,2,9999,NIL,,3,26,24,1013,89,NIL,,NIL,,,,,
"['05:00', '18/04']",18/04 05:00,330,2,9999,NIL,,3,26,24,1013,89,NIL,,NIL,,,,,
"['06:00', '18/04']",18/04 06:00,320,2,9999,NIL,,3,25,24,1012,94,NIL,,NIL,,,,,
"['07:00', '18/04']",18/04 07:00,VRB,1,9999,NIL,,3,25,24,1012,94,NIL,,NIL,,,,,
"['08:00', '18/04']",18/04 08:00,0,0,9999,NIL,,3,25,24,1012,94,NIL,,NIL,,,,,
"['09:00', '18/04']",18/04 09:00,VRB,1,9999,NIL,,3,25,24,1013,94,NIL,,NIL,,,,,
"['10:00', '18/04']",18/04 10:00,320,3,9999,NIL,,3,26,24,1013,89,NIL,,NIL,,,,,
"['11:00', '18/04']",18/04 11:00,320,4,9999,NIL,,2,28,25,1014,84,315,,NIL,,,,,
"['12:00', '18/04']",18/04 12:00,60,2,9999,NIL,,3,31,25,1014,71,NIL,,NIL,,,,,
"['13:00', '18/04']",18/04 13:00,60,5,9999,NIL,,3,31,24,1014,66,65,,NIL,,,,,
"['14:00', '18/04']",18/04 14:00,70,7,9999,NIL,,3,31,24,1014,66,NIL,,NIL,,,,,
"['15:00', '18/04']",18/04 15:00,60,7,9999,NIL,,3,31,24,1013,66,65,,NIL,,,,,
"['16:00', '18/04']",18/04 16:00,60,8,9999,NIL,,3,31,24,1012,66,NIL,,NIL,,,,,
"['17:00', '18/04']",18/04 17:00,50,8,9999,1,,3,31,24,1011,66,225,,1,,,,,
"['18:00', '18/04']",18/04 18:00,30,6,9999,NIL,,3,29,24,1011,74,210,,1,,,,,
"['19:00', '18/04']",18/04 19:00,50,7,9999,NIL,,3,30,24,1011,70,45,,1,,,,,
"['20:00', '18/04']",18/04 20:00,60,6,9999,NIL,,3,30,24,1012,70,235,,NIL,,,,,
"['21:00', '18/04']",18/04 21:00,60,5,9999,NIL,,3,29,24,1013,74,NIL,,NIL,,,,,
"['21:15', '18/04']",18/04 21:15,50,6,9999,NIL,,3,29,25,1013,79,NIL,,1,,,,,
"['22:00', '18/04']",18/04 22:00,60,5,9999,NIL,,3,29,24,1013,74,45,,1,,,,,
"['23:00', '18/04']",18/04 23:00,40,4,9999,NIL,,3,29,24,1014,74,220,,1,,,,,
"['00:00', '19/04']",19/04 00:00,VRB,2,9999,NIL,,3,29,24,1014,74,NIL,,NIL,,,,,
"['01:00', '19/04']",19/04 01:00,280,3,9999,NIL,NIL,3,28,24,1014,79,NIL,,,NIL,,NIL,NIL,
"['02:00', '19/04']",19/04 02:00,290,2,9999,NIL,NIL,3,27,24,1014,84,NIL,,,NIL,,NIL,NIL,
"['03:00', '19/04']",19/04 03:00,300,3,9999,NIL,NIL,3,27,24,1014,84,NIL,,,NIL,,NIL,NIL,
"['04:00', '19/04']",19/04 04:00,0,0,9999,NIL,NIL,3,26,24,1013,89,NIL,,,NIL,,NIL,NIL,
"['05:00', '19/04']",19/04 05:00,0,0,9999,NIL,NIL,3,26,24,1012,89,NIL,,,NIL,,NIL,NIL,
"['06:00', '19/04']",19/04 06:00,20,2,9999,NIL,NIL,3,26,24,1012,89,NIL,,,NIL,,NIL,NIL,
"['07:00', '19/04']",19/04 07:00,220,1,9999,NIL,1900,5,26,25,1013,94,NIL,,,NIL,,NIL,NIL,
"['08:00', '19/04']",19/04 08:00,200,4,6000,1,2000,5,26,24,1013,89,NIL,,,NIL,,NIL,NIL,
"['09:00', '19/04']",19/04 09:00,170,4,5000,1,2000,5,25,24,1014,94,NIL,,,1,,NIL,NIL,
"['10:00', '19/04']",19/04 10:00,170,9,9999,1,6000,5,25,24,1015,94,175,,,NIL,,4000,90,
"['11:00', '19/04']",19/04 11:00,200,3,9000,1,4500,5,25,23,1015,89,205,,,NIL,,NIL,NIL,
"['12:00', '19/04']",19/04 12:00,VRB,3,9999,NIL,5000,5,27,24,1015,84,NIL,,,NIL,,NIL,NIL,
"['13:00', '19/04']",19/04 13:00,190,4,9999,NIL,6000,5,28,24,1015,79,190,,,NIL,,NIL,NIL,
"['14:00', '19/04']",19/04 14:00,180,6,9999,NIL,NIL,3,29,24,1014,74,185,,,NIL,,NIL,NIL,
"['15:00', '19/04']",19/04 15:00,130,7,9999,NIL,NIL,3,30,25,1013,75,125,,,NIL,,NIL,NIL,
"['16:00', '19/04']",19/04 16:00,140,6,9999,NIL,NIL,3,29,22,1012,66,NIL,,,NIL,,NIL,NIL,
"['17:00', '19/04']",19/04 17:00,130,8,9999,NIL,NIL,3,29,24,1012,74,NIL,,,NIL,,NIL,NIL,
"['18:00', '19/04']",19/04 18:00,150,9,9999,NIL,NIL,3,29,24,1011,74,NIL,,,NIL,,NIL,NIL,
"['19:00', '19/04']",19/04 19:00,140,9,9999,NIL,10000,5,28,24,1011,79,NIL,,,NIL,,NIL,NIL,
"['20:00', '19/04']",19/04 20:00,150,9,9999,NIL,NIL,3,28,24,1011,79,NIL,,,NIL,,NIL,NIL,
"['21:00', '19/04']",19/04 21:00,140,9,9999,NIL,NIL,3,28,24,1012,79,NIL,,,NIL,,NIL,NIL,
"['22:00', '19/04']",19/04 22:00,140,8,9999,NIL,NIL,3,28,24,1013,79,NIL,,,NIL,,NIL,NIL,
"['23:00', '19/04']",19/04 23:00,150,6,9999,NIL,NIL,3,28,24,1014,79,NIL,,,NIL,,NIL,NIL,
"['00:00', '20/04']",20/04 00:00,VRB,2,9999,NIL,NIL,3,27,24,1014,84,NIL,,,NIL,,NIL,NIL,
"['01:00', '20/04']",20/04 01:00,120,7,9999,NIL,1800,5,28,24,1014,79,NIL,NIL,NIL,NIL,,NIL,NIL,
"['01:45', '20/04']",20/04 01:45,90,6,9999,NIL,NIL,3,27,24,1014,84,NIL,NIL,1,NIL,,NIL,NIL,
"['02:00', '20/04']",20/04 02:00,90,4,9999,NIL,NIL,3,27,24,1014,84,NIL,NIL,1,NIL,,NIL,NIL,
"['03:00', '20/04']",20/04 03:00,80,4,6000,1,NIL,3,27,24,1013,84,NIL,NIL,1,NIL,,NIL,NIL,
"['04:00', '20/04']",20/04 04:00,50,3,9999,NIL,5500,5,26,24,1013,89,NIL,NIL,1,NIL,,NIL,NIL,
"['05:00', '20/04']",20/04 05:00,310,3,9999,NIL,NIL,3,26,24,1012,89,NIL,NIL,NIL,NIL,,NIL,NIL,
"['06:00', '20/04']",20/04 06:00,260,3,9999,NIL,NIL,3,26,24,1012,89,NIL,NIL,NIL,NIL,,NIL,NIL,
"['07:00', '20/04']",20/04 07:00,220,5,5000,1,5000,5,25,23,1012,89,220,1,NIL,NIL,,NIL,NIL,
"['08:00', '20/04']",20/04 08:00,230,4,6000,1,5000,5,25,24,1011,94,NIL,NIL,NIL,NIL,,NIL,NIL,
"['09:00', '20/04']",20/04 09:00,250,3,8000,1,6000,5,25,23,1013,89,NIL,NIL,NIL,NIL,,NIL,NIL,
"['10:00', '20/04']",20/04 10:00,240,3,9999,NIL,NIL,3,26,24,1014,89,225,NIL,NIL,NIL,,NIL,NIL,
"['11:00', '20/04']",20/04 11:00,220,4,9999,NIL,NIL,3,28,25,1014,84,NIL,NIL,NIL,NIL,,NIL,NIL,
"['12:00', '20/04']",20/04 12:00,170,4,9999,NIL,NIL,3,29,25,1014,79,150,NIL,NIL,NIL,,NIL,NIL,
"['13:00', '20/04']",20/04 13:00,190,8,8000,1,5500,5,29,24,1014,74,185,NIL,NIL,NIL,,NIL,NIL,
"['14:00', '20/04']",20/04 14:00,150,8,9999,NIL,NIL,3,30,25,1013,75,135,NIL,NIL,NIL,,NIL,NIL,
"['15:00', '20/04']",20/04 15:00,150,12,9999,NIL,NIL,3,30,25,1012,75,NIL,NIL,NIL,NIL,,NIL,NIL,
"['16:00', '20/04']",20/04 16:00,150,12,9999,NIL,7000,5,30,24,1012,70,NIL,NIL,NIL,NIL,,NIL,NIL,
"['17:00', '20/04']",20/04 17:00,150,11,9999,NIL,6000,5,30,23,1011,66,NIL,NIL,NIL,NIL,,NIL,NIL,
"['18:00', '20/04']",20/04 18:00,140,9,9999,NIL,5000,5,29,23,1011,70,NIL,NIL,NIL,NIL,,NIL,NIL,
"['19:00', '20/04']",20/04 19:00,120,9,9999,NIL,NIL,3,28,24,1011,79,115,NIL,NIL,NIL,,NIL,NIL,
"['20:00', '20/04']",20/04 20:00,210,8,5000,1,1800,5,26,24,1012,89,NIL,NIL,NIL,1,,2000,270,
"['21:00', '20/04']",20/04 21:00,VRB,2,9999,NIL,2000,5,25,24,1012,94,NIL,NIL,NIL,NIL,,NIL,NIL,
"['22:00', '20/04']",20/04 22:00,0,0,9999,NIL,2000,5,26,24,1012,89,NIL,NIL,NIL,NIL,,NIL,NIL,
"['23:00', '20/04']",20/04 23:00,130,6,9999,NIL,2000,5,27,23,1013,79,130,NIL,NIL,NIL,,NIL,NIL,
"['00:00', '21/04']",21/04 00:00,VRB,5,9999,NIL,2000,5,27,23,1014,79,NIL,NIL,NIL,NIL,,NIL,NIL,
"['01:00', '21/04']",21/04 01:00,120,6,9999,,NIL,3,28,23,1014,74,NIL,,,,,,,
"['02:00', '21/04']",21/04 02:00,120,5,9999,,NIL,3,28,23,1013,74,125,,,,,,,
"['03:00', '21/04']",21/04 03:00,120,5,9999,,NIL,3,28,23,1013,74,NIL,,,,,,,
"['04:00', '21/04']",21/04 04:00,120,4,9999,,NIL,3,28,23,1012,74,NIL,,,,,,,
"['05:00', '21/04']",21/04 05:00,210,4,9999,,NIL,3,26,23,1011,84,210,,,,,,,
"['06:00', '21/04']",21/04 06:00,270,3,9999,,NIL,3,25,24,1011,94,NIL,,,,,,,
"['07:00', '21/04']",21/04 07:00,230,5,9999,,NIL,3,25,23,1011,89,NIL,,,,,,,
"['08:00', '21/04']",21/04 08:00,220,3,9999,,NIL,3,25,23,1012,89,NIL,,,,,,,
"['09:00', '21/04']",21/04 09:00,VRB,1,9999,,NIL,3,25,23,1012,89,NIL,,,,,,,
"['10:00', '21/04']",21/04 10:00,260,3,9999,,NIL,3,25,23,1013,89,275,,,,,,,
"['11:00', '21/04']",21/04 11:00,220,4,9999,,NIL,3,27,25,1014,89,215,,,,,,,
"['12:00', '21/04']",21/04 12:00,200,4,9999,,NIL,3,28,24,1014,79,NIL,,,,,,,
"['13:00', '21/04']",21/04 13:00,150,3,9999,,7000,5,29,24,1014,74,NIL,,,,,,,
"['14:00', '21/04']",21/04 14:00,140,6,9999,,6000,5,27,25,1013,89,150,,,,,,,
"['15:00', '21/04']",21/04 15:00,130,6,9999,,6000,5,28,24,1012,79,NIL,,,,,,,
"['16:00', '21/04']",21/04 16:00,100,7,9999,,NIL,3,28,24,1011,79,NIL,,,,,,,
"['17:00', '21/04']",21/04 17:00,90,7,9999,,NIL,3,29,24,1011,74,90,,,,,,,
"['18:00', '21/04']",21/04 18:00,90,7,9999,,1700,5,29,24,1010,74,NIL,,,,,,,
"['19:00', '21/04']",21/04 19:00,90,7,9999,,1700,5,28,24,1011,79,85,,,,,,,
"['20:00', '21/04']",21/04 20:00,70,5,9999,,7000,5,28,24,1011,79,70,,,,,,,
"['21:00', '21/04']",21/04 21:00,70,4,9999,,7000,5,28,24,1011,79,NIL,,,,,,,
"['22:00', '21/04']",21/04 22:00,90,3,9999,,7000,5,28,24,1012,79,80,,,,,,,
"['23:00', '21/04']",21/04 23:00,50,3,9999,,NIL,NIL,28,24,1012,79,NIL,,,,,,,
"['00:00', '22/04']",22/04 00:00,0,0,9999,,NIL,3,28,24,1013,79,NIL,,,,,,,
"['01:00', '22/04']",22/04 01:00,220,4,9999,NIL,4500,5,27,24,1013,84,210,,,NIL,,NIL,NIL,
"['02:00', '22/04']",22/04 02:00,VRB,3,4000,1,1800,5,26,25,1013,94,NIL,,,NIL,,NIL,NIL,
"['03:00', '22/04']",22/04 03:00,VRB,2,7000,1,1800,5,25,24,1013,94,NIL,,,NIL,,3000,225,
"['04:00', '22/04']",22/04 04:00,210,4,9999,NIL,2000,5,25,24,1012,94,NIL,,,NIL,,NIL,NIL,
"['05:00', '22/04']",22/04 05:00,220,5,9999,NIL,NIL,3,24,23,1012,94,NIL,,,NIL,,NIL,NIL,
"['06:00', '22/04']",22/04 06:00,260,2,9999,NIL,NIL,3,24,23,1011,94,NIL,,,NIL,,NIL,NIL,
"['07:00', '22/04']",22/04 07:00,210,1,9999,NIL,NIL,2,24,23,1011,94,NIL,,,NIL,,NIL,NIL,
"['08:00', '22/04']",22/04 08:00,0,0,9999,NIL,NIL,3,24,23,1012,94,NIL,,,NIL,,NIL,NIL,
"['09:00', '22/04']",22/04 09:00,VRB,2,9999,NIL,NIL,3,24,23,1012,94,NIL,,,NIL,,NIL,NIL,
"['10:00', '22/04']",22/04 10:00,280,3,9999,NIL,NIL,3,25,23,1013,89,290,,,NIL,,NIL,NIL,
"['11:00', '22/04']",22/04 11:00,20,3,5000,1,4500,5,25,23,1014,89,NIL,,,1,,NIL,NIL,
"['12:00', '22/04']",22/04 12:00,VRB,2,5000,1,3500,5,25,23,1014,89,NIL,,,1,,NIL,NIL,
