validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,nevoeiro,nevoa_umida,chuvisco,pancada,vis_setor,vis_setor_dir,vnt_vrb
"['22:00', '17/02']",17/02 22:00,160,1,9999,NIL,NIL,10000,5,23,20,1016,83,,NIL,NIL,,NIL,NIL,NIL,
"['23:00', '17/02']",17/02 23:00,40,2,9999,1,NIL,10000,5,23,20,1017,83,,NIL,NIL,,NIL,NIL,NIL,
"['00:00', '18/02']",18/02 00:00,120,2,9999,NIL,NIL,NIL,3,23,21,1019,89,,NIL,NIL,,NIL,NIL,NIL,
"['01:00', '18/02']",18/02 01:00,140,1,9999,,,NIL,3,22,20,1019,88,,,,,,,,
"['02:00', '18/02']",18/02 02:00,80,5,9999,,,NIL,3,23,19,1019,78,,,,,,,,
"['03:00', '18/02']",18/02 03:00,130,1,9999,,,NIL,3,22,20,1019,88,,,,,,,,
"['04:00', '18/02']",18/02 04:00,140,3,9999,,,NIL,3,21,19,1018,88,,,,,,,,
"['05:00', '18/02']",18/02 05:00,130,4,9999,,,NIL,3,21,19,1018,88,,,,,,,,
"['06:00', '18/02']",18/02 06:00,160,2,9999,,,10000,5,21,19,1018,88,,,,,,,,
"['07:00', '18/02']",18/02 07:00,130,4,9999,,,10000,5,20,19,1018,94,,,,,,,,
"['08:00', '18/02']",18/02 08:00,110,3,9999,,,10000,5,20,19,1017,94,,,,,,,,
"['09:00', '18/02']",18/02 09:00,100,6,9999,,,NIL,NIL,20,18,1019,88,,,,,,,,
"['10:00', '18/02']",18/02 10:00,130,3,9999,,,NIL,NIL,21,19,1020,88,,,,,,,,
"['11:00', '18/02']",18/02 11:00,80,6,9999,,,NIL,NIL,24,19,1020,74,,,,,,,,
"['12:00', '18/02']",18/02 12:00,40,7,9999,,,NIL,2,25,19,1020,69,,,,,,,,
"['13:00', '18/02']",18/02 13:00,10,11,9999,,,NIL,3,26,18,1019,61,,,,,,,,
"['14:00', '18/02']",18/02 14:00,40,3,9999,,,NIL,3,27,19,1020,62,,,,,,,,
"['15:00', '18/02']",18/02 15:00,20,6,9999,,,NIL,3,28,18,1019,55,,,,,,,,
"['16:00', '18/02']",18/02 16:00,20,6,9999,,,NIL,3,28,17,1018,51,,,,,,,,
"['17:00', '18/02']",18/02 17:00,60,7,9999,,,4000,5,29,17,1017,48,,,,,,,,
"['18:00', '18/02']",18/02 18:00,90,12,9999,,,4000,5,27,19,1017,62,,,,,,,,
"['19:00', '18/02']",18/02 19:00,90,11,9999,,,4000,5,28,18,1016,55,,,,,,,,
"['20:00', '18/02']",18/02 20:00,90,10,9999,,,NIL,3,28,18,1016,55,,,,,,,,
"['21:00', '18/02']",18/02 21:00,80,7,9999,,,NIL,3,27,18,1016,58,,,,,,,,
"['22:00', '18/02']",18/02 22:00,90,9,9999,,,NIL,3,26,18,1016,61,,,,,,,,
"['23:00', '18/02']",18/02 23:00,70,5,9999,,,NIL,NIL,25,18,1017,65,,,,,,,,
"['00:00', '19/02']",19/02 00:00,60,3,9999,,,NIL,NIL,24,18,1018,69,,,,,,,,
"['01:00', '19/02']",19/02 01:00,70,4,9999,,,NIL,NIL,23,19,1018,78,,,,,,,,
"['02:00', '19/02']",19/02 02:00,150,2,9999,,,NIL,NIL,22,19,1018,83,,,,,,,,
"['03:00', '19/02']",19/02 03:00,150,2,9999,,,NIL,NIL,22,19,1018,83,,,,,,,,
"['04:00', '19/02']",19/02 04:00,120,6,9999,,,NIL,NIL,21,19,1018,88,,,,,,,,
"['05:00', '19/02']",19/02 05:00,120,7,9999,,,NIL,NIL,21,19,1018,88,,,,,,,,
"['06:00', '19/02']",19/02 06:00,120,3,9999,,,NIL,NIL,21,18,1016,83,,,,,,,,
"['07:00', '19/02']",19/02 07:00,120,3,9999,,,NIL,NIL,20,18,1016,88,,,,,,,,
"['08:00', '19/02']",19/02 08:00,120,4,9999,,,NIL,NIL,20,18,1016,88,,,,,,,,
"['09:00', '19/02']",19/02 09:00,140,3,9999,,,NIL,NIL,19,17,1016,88,,,,,,,,
"['10:00', '19/02']",19/02 10:00,140,3,9999,,,NIL,NIL,20,18,1017,88,,,,,,,,
"['11:00', '19/02']",19/02 11:00,160,3,9999,,,NIL,NIL,22,19,1018,83,,,,,,,,
"['12:00', '19/02']",19/02 12:00,70,6,9999,,,NIL,2,24,19,1018,74,,,,,,,,
"['13:00', '19/02']",19/02 13:00,30,7,9999,,,NIL,3,25,19,1018,69,,,,,,,,
"['14:00', '19/02']",19/02 14:00,50,7,9999,,,NIL,3,26,19,1018,65,,,,,,,,
"['15:00', '19/02']",19/02 15:00,50,6,9999,,,3500,5,27,19,1017,62,,,,,,,,
"['16:00', '19/02']",19/02 16:00,70,5,9999,,,4000,5,27,18,1016,58,,,,,,,,
"['17:00', '19/02']",19/02 17:00,100,4,9999,,,4000,5,29,18,1015,52,,,,,,,,
"['18:00', '19/02']",19/02 18:00,50,9,9999,,,NIL,3,28,19,1014,58,,,,,,,,
"['19:00', '19/02']",19/02 19:00,40,10,9999,,,NIL,3,28,20,1013,62,,,,,,,,
"['20:00', '19/02']",19/02 20:00,60,8,9999,,,NIL,3,28,18,1013,55,,,,,,,,
"['21:00', '19/02']",19/02 21:00,50,5,9999,,,NIL,2,27,19,1013,62,,,,,,,,
"['22:00', '19/02']",19/02 22:00,80,7,9999,,,NIL,NIL,26,18,1014,61,,,,,,,,
"['23:00', '19/02']",19/02 23:00,70,8,9999,,,NIL,NIL,25,18,1014,65,,,,,,,,
"['00:00', '20/02']",20/02 00:00,80,6,9999,,,NIL,NIL,25,18,1016,65,,,,,,,,
"['01:00', '20/02']",20/02 01:00,90,9,9999,,,NIL,NIL,24,19,1016,74,,,,,,,,
"['02:00', '20/02']",20/02 02:00,150,3,9999,,,NIL,NIL,22,19,1016,83,,,,,,,,
"['03:00', '20/02']",20/02 03:00,150,4,9999,,,NIL,NIL,22,18,1016,78,,,,,,,,
"['04:00', '20/02']",20/02 04:00,150,4,9999,,,NIL,NIL,21,18,1017,83,,,,,,,,
"['05:00', '20/02']",20/02 05:00,130,4,9999,,,NIL,NIL,21,18,1015,83,,,,,,,,
"['06:00', '20/02']",20/02 06:00,130,5,9999,,,NIL,NIL,21,18,1015,83,,,,,,,,
"['07:00', '20/02']",20/02 07:00,100,4,9999,,,NIL,NIL,20,18,1016,88,,,,,,,,
"['08:00', '20/02']",20/02 08:00,60,2,9999,,,NIL,NIL,20,18,1015,88,,,,,,,,
"['09:00', '20/02']",20/02 09:00,90,2,9999,,,NIL,NIL,21,18,1016,83,,,,,,,,
"['10:00', '20/02']",20/02 10:00,150,3,9999,,,NIL,NIL,21,19,1017,88,,,,,,,,
"['11:00', '20/02']",20/02 11:00,60,6,9999,,,NIL,NIL,24,19,1017,74,,,,,,,,
"['12:00', '20/02']",20/02 12:00,20,6,9999,,,NIL,NIL,25,18,1018,65,,,,,,,,
"['13:00', '20/02']",20/02 13:00,50,6,9999,,,NIL,2,26,19,1018,65,,,,,,,,
"['14:00', '20/02']",20/02 14:00,40,4,9999,,,NIL,3,27,19,1018,62,,,,,,,,
"['15:00', '20/02']",20/02 15:00,290,6,9999,,,NIL,3,28,19,1017,58,,,,,,,,
"['16:00', '20/02']",20/02 16:00,310,5,9999,,,NIL,3,29,19,1016,55,,,,,,,,
"['17:00', '20/02']",20/02 17:00,330,5,9999,,,4000,5,28,18,1014,55,,,,,,,,
"['18:00', '20/02']",20/02 18:00,280,6,9999,,,NIL,3,30,17,1013,46,,,,,,,,
"['19:00', '20/02']",20/02 19:00,310,5,9999,,,NIL,3,29,18,1013,52,,,,,,,,
"['20:00', '20/02']",20/02 20:00,10,6,9999,,,NIL,3,29,18,1012,52,,,,,,,,
"['21:00', '20/02']",20/02 21:00,30,10,9999,,,NIL,3,27,19,1013,62,,,,,,,,
"['22:00', '20/02']",20/02 22:00,80,3,9999,,,NIL,2,25,19,1013,69,,,,,,,,
"['23:00', '20/02']",20/02 23:00,60,4,9999,,,NIL,2,25,18,1014,65,,,,,,,,
"['00:00', '21/02']",21/02 00:00,140,3,9999,,,NIL,NIL,22,18,1015,78,,,,,,,,
"['01:00', '21/02']",21/02 01:00,170,2,9999,NIL,NIL,NIL,NIL,23,18,1016,73,NIL,,,,,,,
"['02:00', '21/02']",21/02 02:00,160,2,9999,NIL,NIL,NIL,NIL,22,18,1016,78,NIL,,,,,,,
"['03:00', '21/02']",21/02 03:00,0,0,9999,NIL,NIL,NIL,NIL,22,18,1016,78,NIL,,,,,,,
"['04:00', '21/02']",21/02 04:00,240,1,9999,NIL,NIL,NIL,NIL,22,19,1015,83,NIL,,,,,,,
"['05:00', '21/02']",21/02 05:00,200,2,9999,NIL,NIL,NIL,NIL,21,19,1016,88,NIL,,,,,,,
"['06:00', '21/02']",21/02 06:00,100,2,9999,NIL,NIL,NIL,NIL,21,19,1015,88,NIL,,,,,,,
"['07:00', '21/02']",21/02 07:00,90,2,9999,NIL,NIL,NIL,NIL,21,19,1015,88,NIL,,,,,,,
"['08:00', '21/02']",21/02 08:00,90,2,9999,NIL,NIL,NIL,NIL,20,19,1015,94,NIL,,,,,,,
"['09:00', '21/02']",21/02 09:00,140,2,9999,NIL,NIL,NIL,NIL,21,19,1016,88,NIL,,,,,,,
"['10:00', '21/02']",21/02 10:00,180,2,9999,NIL,NIL,5000,5,21,20,1017,94,NIL,,,,,,,
"['11:00', '21/02']",21/02 11:00,60,4,9999,NIL,NIL,NIL,3,25,20,1017,74,NIL,,,,,,,
"['12:00', '21/02']",21/02 12:00,320,2,9999,NIL,NIL,NIL,3,25,19,1018,69,NIL,,,,,,,
"['13:00', '21/02']",21/02 13:00,310,5,9999,NIL,NIL,NIL,3,26,19,1018,65,NIL,,,,,,,
"['14:00', '21/02']",21/02 14:00,310,9,9999,NIL,NIL,4000,5,28,20,1017,62,NIL,,,,,,,
"['15:00', '21/02']",21/02 15:00,240,7,9999,NIL,NIL,3000,5,28,20,1017,62,NIL,,,,,,,
"['16:00', '21/02']",21/02 16:00,340,8,9999,NIL,NIL,4000,5,27,19,1016,62,NIL,,,,,,,
"['17:00', '21/02']",21/02 17:00,290,8,9999,NIL,NIL,3500,5,29,20,1014,58,NIL,,,,,,,
"['18:00', '21/02']",21/02 18:00,250,9,9999,NIL,NIL,3500,5,30,19,1014,52,NIL,,,,,,,
"['19:00', '21/02']",21/02 19:00,200,6,9999,NIL,NIL,3500,5,30,20,1013,55,NIL,,,,,,,
"['20:00', '21/02']",21/02 20:00,180,4,9999,NIL,NIL,3500,5,28,20,1013,62,NIL,,,,,,,
"['20:38', '21/02']",21/02 20:38,150,4,9999,NIL,1,4000,5,27,21,1013,70,NIL,,,,,,,
"['20:52', '21/02']",21/02 20:52,220,20,2000,1,1,3000,5,22,19,1014,83,33,,,,,,,
"['21:00', '21/02']",21/02 21:00,260,23,2000,1,1,3000,5,21,18,1014,83,39,,,,,,,
"['21:45', '21/02']",21/02 21:45,130,8,5000,1,1,3000,5,20,18,1015,88,NIL,,,,,,,
"['22:00', '21/02']",21/02 22:00,140,6,7000,1,1,3000,5,19,18,1015,94,NIL,,,,,,,
"['23:00', '21/02']",21/02 23:00,140,5,9999,NIL,NIL,NIL,3,19,18,1016,94,NIL,,,,,,,
"['00:00', '22/02']",22/02 00:00,160,2,9999,NIL,NIL,NIL,3,20,19,1017,94,NIL,,,,,,,
"['01:00', '22/02']",22/02 01:00,150,3,9999,NIL,NIL,NIL,3,20,19,1018,94,,NIL,,,,,,
"['02:00', '22/02']",22/02 02:00,160,2,9999,NIL,NIL,NIL,NIL,20,19,1017,94,,NIL,,,,,,
"['03:00', '22/02']",22/02 03:00,170,3,9999,NIL,NIL,NIL,NIL,20,19,1017,94,,NIL,,,,,,
"['04:00', '22/02']",22/02 04:00,130,2,9999,NIL,NIL,NIL,NIL,20,19,1016,94,,NIL,,,,,,
"['05:00', '22/02']",22/02 05:00,340,2,9999,NIL,NIL,NIL,NIL,20,19,1016,94,,NIL,,,,,,
"['06:00', '22/02']",22/02 06:00,220,2,9999,NIL,NIL,NIL,NIL,19,19,1016,100,,NIL,,,,,,
"['07:00', '22/02']",22/02 07:00,310,1,9999,NIL,NIL,NIL,NIL,19,19,1016,100,,NIL,,,,,,
"['08:00', '22/02']",22/02 08:00,110,2,9999,NIL,NIL,NIL,3,19,19,1016,100,,NIL,,,,,,
"['09:00', '22/02']",22/02 09:00,180,3,9000,NIL,NIL,NIL,3,19,19,1016,100,,1,,,,,,
"['10:00', '22/02']",22/02 10:00,140,2,9999,NIL,NIL,10000,5,20,19,1017,94,,NIL,,,,,,
"['11:00', '22/02']",22/02 11:00,190,3,9999,NIL,NIL,10000,5,21,20,1017,94,,NIL,,,,,,
"['12:00', '22/02']",22/02 12:00,210,3,9999,NIL,NIL,10000,5,22,20,1018,88,,NIL,,,,,,
"['13:00', '22/02']",22/02 13:00,330,5,9999,NIL,NIL,10000,5,24,20,1018,78,,NIL,,,,,,
"['14:00', '22/02']",22/02 14:00,310,5,9999,NIL,NIL,NIL,3,26,19,1018,65,,NIL,,,,,,
"['15:00', '22/02']",22/02 15:00,280,5,9999,NIL,NIL,4000,5,28,20,1017,62,,NIL,,,,,,
"['16:00', '22/02']",22/02 16:00,330,7,9999,NIL,NIL,4000,5,27,21,1016,70,,NIL,,,,,,
"['17:00', '22/02']",22/02 17:00,250,6,9999,NIL,NIL,4000,5,29,19,1015,55,,NIL,,,,,,
"['18:00', '22/02']",22/02 18:00,240,5,9999,NIL,NIL,4000,5,30,18,1014,49,,NIL,,,,,,
"['19:00', '22/02']",22/02 19:00,260,6,9999,NIL,NIL,NIL,3,30,19,1014,52,,NIL,,,,,,
"['20:00', '22/02']",22/02 20:00,210,4,9999,NIL,NIL,NIL,3,30,19,1014,52,,NIL,,,,,,
"['21:00', '22/02']",22/02 21:00,0,0,9999,NIL,NIL,NIL,3,28,19,1014,58,,NIL,,,,,,
"['22:00', '22/02']",22/02 22:00,330,4,9999,NIL,NIL,7000,5,26,20,1015,70,,NIL,,,,,,
"['23:00', '22/02']",22/02 23:00,180,9,9000,1,1,2500,5,24,20,1017,78,,NIL,,,,,,
"['23:13', '22/02']",22/02 23:13,230,12,5000,1,1,2000,5,21,20,1018,94,,NIL,,,,,,
"['23:33', '22/02']",22/02 23:33,220,11,4000,1,1,2500,5,21,20,1018,94,,NIL,,,,,,
"['00:00', '23/02']",23/02 00:00,220,6,4000,1,1,2500,5,21,20,1019,94,,NIL,,,,,,
"['01:00', '23/02']",23/02 01:00,80,5,4000,1,1,2500,8,21,21,1019,100,,NIL,NIL,,,,,
"['01:07', '23/02']",23/02 01:07,70,7,600,1,1,500,8,21,21,1019,100,,1,NIL,,,,,
"['02:00', '23/02']",23/02 02:00,70,5,4000,1,1,500,5,21,20,1019,94,,NIL,NIL,,,,,
"['03:00', '23/02']",23/02 03:00,100,5,4000,NIL,NIL,400,5,20,20,1019,100,,NIL,1,,,,,
"['04:00', '23/02']",23/02 04:00,80,11,9999,NIL,NIL,10000,5,20,19,1018,94,,NIL,NIL,,,,,
"['05:00', '23/02']",23/02 05:00,80,11,9999,NIL,NIL,10000,5,20,19,1017,94,,NIL,NIL,,,,,
"['06:00', '23/02']",23/02 06:00,110,8,9999,NIL,NIL,10000,5,20,18,1017,88,,NIL,NIL,,,,,
"['07:00', '23/02']",23/02 07:00,70,10,9999,NIL,NIL,10000,5,19,18,1017,94,,NIL,NIL,,,,,
"['08:00', '23/02']",23/02 08:00,90,7,9999,NIL,NIL,10000,5,19,18,1016,94,,NIL,NIL,,,,,
"['09:00', '23/02']",23/02 09:00,130,4,9999,NIL,NIL,10000,5,19,19,1018,100,,NIL,NIL,,,,,
"['10:00', '23/02']",23/02 10:00,130,3,9999,NIL,NIL,1900,5,19,19,1019,100,,NIL,NIL,,,,,
"['11:00', '23/02']",23/02 11:00,100,11,9999,NIL,NIL,10000,5,20,18,1020,88,,NIL,NIL,,,,,
"['12:00', '23/02']",23/02 12:00,100,9,9999,NIL,NIL,10000,5,21,19,1020,88,,NIL,NIL,,,,,
"['13:00', '23/02']",23/02 13:00,90,12,9999,NIL,NIL,4000,5,22,18,1021,78,,NIL,NIL,,,,,
"['14:00', '23/02']",23/02 14:00,100,9,9999,NIL,NIL,4000,5,23,19,1021,78,,NIL,NIL,,,,,
"['15:00', '23/02']",23/02 15:00,110,6,9999,NIL,NIL,10000,5,24,19,1020,74,,NIL,NIL,,,,,
"['16:00', '23/02']",23/02 16:00,100,7,9999,NIL,NIL,2100,5,24,19,1020,74,,NIL,NIL,,,,,
"['17:00', '23/02']",23/02 17:00,120,8,9999,NIL,NIL,2100,5,24,20,1019,78,,NIL,NIL,,,,,
"['18:00', '23/02']",23/02 18:00,100,9,9999,NIL,NIL,7000,5,24,19,1018,74,,NIL,NIL,,,,,
"['19:00', '23/02']",23/02 19:00,120,10,9999,NIL,NIL,7000,5,25,20,1017,74,,NIL,NIL,,,,,
"['20:00', '23/02']",23/02 20:00,110,10,9999,NIL,NIL,7000,5,24,19,1017,74,,NIL,NIL,,,,,
"['21:00', '23/02']",23/02 21:00,100,10,9999,NIL,NIL,7000,5,23,19,1018,78,,NIL,NIL,,,,,
"['22:00', '23/02']",23/02 22:00,100,9,9999,NIL,NIL,8000,5,22,19,1018,83,,NIL,NIL,,,,,
"['23:00', '23/02']",23/02 23:00,90,10,9999,NIL,NIL,8000,5,21,19,1019,88,,NIL,NIL,,,,,
"['00:00', '24/02']",24/02 00:00,90,11,9999,NIL,NIL,8000,5,21,19,1020,88,,NIL,NIL,,,,,
"['01:00', '24/02']",24/02 01:00,90,8,9999,NIL,,7000,5,21,19,1020,88,,,NIL,,,,,
"['02:00', '24/02']",24/02 02:00,130,7,9999,NIL,,7000,5,20,19,1020,94,,,NIL,,,,,
"['03:00', '24/02']",24/02 03:00,120,7,9999,NIL,,7000,5,20,19,1019,94,,,NIL,,,,,
"['04:00', '24/02']",24/02 04:00,0,0,9999,NIL,,NIL,NIL,00,00,1018,100,,,NIL,,,,,
"['05:00', '24/02']",24/02 05:00,120,4,9999,NIL,,10000,5,19,18,1018,94,,,NIL,,,,,
"['06:00', '24/02']",24/02 06:00,120,4,9999,NIL,,10000,5,19,18,1018,94,,,NIL,,,,,
"['07:00', '24/02']",24/02 07:00,120,7,9999,NIL,,10000,5,19,18,1017,94,,,NIL,,,,,
"['08:00', '24/02']",24/02 08:00,120,7,9999,NIL,,10000,5,19,18,1017,94,,,NIL,,,,,
"['09:00', '24/02']",24/02 09:00,110,5,9999,NIL,,6000,5,20,18,1018,88,,,NIL,,,,,
"['10:00', '24/02']",24/02 10:00,110,6,9999,NIL,,7000,5,20,18,1019,88,,,NIL,,,,,
"['11:00', '24/02']",24/02 11:00,90,7,9999,NIL,,7000,5,20,18,1019,88,,,NIL,,,,,
"['12:00', '24/02']",24/02 12:00,100,5,9999,NIL,,7000,5,22,19,1020,83,,,NIL,,,,,
"['13:00', '24/02']",24/02 13:00,100,6,9999,NIL,,7000,5,22,18,1020,78,,,NIL,,,,,
"['14:00', '24/02']",24/02 14:00,140,8,9999,NIL,,2000,5,23,18,1020,73,,,NIL,,,,,
"['15:00', '24/02']",24/02 15:00,150,7,9999,NIL,,8000,5,25,19,1020,69,,,NIL,,,,,
"['16:00', '24/02']",24/02 16:00,130,8,9999,NIL,,2500,5,24,19,1019,74,,,NIL,,,,,
"['17:00', '24/02']",24/02 17:00,80,5,9999,NIL,,2500,5,25,19,1018,69,,,NIL,,,,,
"['18:00', '24/02']",24/02 18:00,90,6,9999,NIL,,8000,5,26,19,1017,65,,,NIL,,,,,
"['19:00', '24/02']",24/02 19:00,80,6,9999,NIL,,9000,5,25,19,1017,69,,,NIL,,,,,
"['20:00', '24/02']",24/02 20:00,90,7,9999,NIL,,10000,5,25,20,1017,74,,,NIL,,,,,
"['20:43', '24/02']",24/02 20:43,70,7,4000,1,,10000,5,23,20,1018,83,,,NIL,,,,,
"['21:00', '24/02']",24/02 21:00,90,8,4000,1,,10000,5,21,20,1018,94,,,1,,,,,
"['21:28', '24/02']",24/02 21:28,190,1,6000,1,,10000,5,21,20,1018,94,,,NIL,,,,,
"['22:00', '24/02']",24/02 22:00,150,1,9999,NIL,,10000,5,21,20,1018,94,,,NIL,,,,,
"['23:00', '24/02']",24/02 23:00,190,1,9999,1,,10000,5,21,20,1019,94,,,NIL,,,,,
"['00:00', '25/02']",25/02 00:00,180,2,9999,NIL,,8000,5,21,20,1020,94,,,NIL,,,,,
"['01:00', '25/02']",25/02 01:00,290,2,9999,1,,7000,5,21,20,1021,94,,NIL,NIL,,,NIL,NIL,
"['02:00', '25/02']",25/02 02:00,260,2,8000,1,,7000,8,20,20,1020,100,,NIL,NIL,,,NIL,NIL,
"['02:12', '25/02']",25/02 02:12,200,2,3000,1,,7000,8,20,20,1020,100,,NIL,1,,,NIL,NIL,
"['03:00', '25/02']",25/02 03:00,130,4,3000,NIL,,7000,5,20,20,1020,100,,NIL,1,,,NIL,NIL,
"['04:00', '25/02']",25/02 04:00,80,5,4000,NIL,,10000,5,20,20,1019,100,,1,NIL,,,NIL,NIL,
"['05:00', '25/02']",25/02 05:00,170,2,8000,NIL,,10000,5,20,20,1019,100,,NIL,NIL,,,NIL,NIL,
"['06:00', '25/02']",25/02 06:00,130,4,9999,NIL,,10000,5,20,20,1018,100,,1,NIL,,,2000,0,
"['07:00', '25/02']",25/02 07:00,140,3,9999,NIL,,10000,5,20,20,1018,100,,1,NIL,,,NIL,NIL,
"['08:00', '25/02']",25/02 08:00,150,2,9999,NIL,,NIL,3,20,20,1018,100,,1,NIL,,,NIL,NIL,
"['09:00', '25/02']",25/02 09:00,180,1,9999,NIL,,NIL,3,20,19,1018,94,,NIL,NIL,,,NIL,NIL,
"['10:00', '25/02']",25/02 10:00,120,3,9999,NIL,,10000,5,20,20,1018,100,,NIL,NIL,,,NIL,NIL,
"['11:00', '25/02']",25/02 11:00,170,2,9999,NIL,,10000,5,21,20,1019,94,,NIL,NIL,,,NIL,NIL,
"['12:00', '25/02']",25/02 12:00,20,4,9999,NIL,,10000,5,23,20,1020,83,,NIL,NIL,,,NIL,NIL,
"['13:00', '25/02']",25/02 13:00,40,6,9999,NIL,,10000,5,24,20,1020,78,,NIL,NIL,,,NIL,NIL,
"['14:00', '25/02']",25/02 14:00,40,7,9999,NIL,,1700,5,25,21,1019,79,,NIL,NIL,,,NIL,NIL,
"['15:00', '25/02']",25/02 15:00,40,5,9999,NIL,,2300,5,26,20,1019,70,,NIL,NIL,,,NIL,NIL,
"['16:00', '25/02']",25/02 16:00,360,6,9999,NIL,,3000,5,26,20,1018,70,,NIL,NIL,,,NIL,NIL,
"['17:00', '25/02']",25/02 17:00,350,4,9999,NIL,,10000,5,27,21,1017,70,,NIL,NIL,,,NIL,NIL,
"['18:00', '25/02']",25/02 18:00,340,5,9999,NIL,,10000,5,27,19,1016,62,,NIL,NIL,,,NIL,NIL,
"['19:00', '25/02']",25/02 19:00,320,8,9999,NIL,,3500,5,27,20,1015,66,,NIL,NIL,,,NIL,NIL,
"['20:00', '25/02']",25/02 20:00,340,7,9999,NIL,,NIL,3,27,20,1015,66,,NIL,NIL,,,NIL,NIL,
"['21:00', '25/02']",25/02 21:00,340,6,9999,NIL,,NIL,3,26,20,1015,70,,NIL,NIL,,,NIL,NIL,
"['22:00', '25/02']",25/02 22:00,330,3,9999,NIL,,NIL,3,25,20,1015,74,,NIL,NIL,,,NIL,NIL,
"['23:00', '25/02']",25/02 23:00,360,3,9999,NIL,,NIL,3,25,20,1016,74,,NIL,NIL,,,NIL,NIL,
"['00:00', '26/02']",26/02 00:00,360,6,9999,NIL,,8000,5,24,21,1017,83,,NIL,NIL,,,NIL,NIL,
"['01:00', '26/02']",26/02 01:00,340,3,9999,,,9000,5,24,20,1017,78,,NIL,,,,,,
"['02:00', '26/02']",26/02 02:00,330,2,9999,,,10000,5,23,19,1017,78,,NIL,,,,,,
"['03:00', '26/02']",26/02 03:00,50,2,9999,,,10000,5,23,20,1016,83,,NIL,,,,,,
"['04:00', '26/02']",26/02 04:00,60,1,9999,,,10000,5,22,20,1016,88,,NIL,,,,,,
"['05:00', '26/02']",26/02 05:00,100,2,9999,,,10000,5,22,20,1016,88,,NIL,,,,,,
"['06:00', '26/02']",26/02 06:00,140,2,9999,,,10000,5,22,20,1016,88,,NIL,,,,,,
"['07:00', '26/02']",26/02 07:00,0,0,9999,,,10000,5,21,21,1015,100,,NIL,,,,,,
"['08:00', '26/02']",26/02 08:00,180,1,9999,,,10000,5,20,21,1015,100,,NIL,,,,,,
"['09:00', '26/02']",26/02 09:00,110,1,9999,,,10000,5,21,20,1016,94,,NIL,,,,,,
"['09:30', '26/02']",26/02 09:30,190,2,300,,,NIL,3,21,20,1016,94,,1,,,,,,
"['09:43', '26/02']",26/02 09:43,240,4,450,,,NIL,3,21,21,1017,100,,1,,,,,,
"['10:00', '26/02']",26/02 10:00,240,2,3000,,,NIL,3,21,21,1017,100,,1,,,,,,
"['10:15', '26/02']",26/02 10:15,170,2,5000,,,NIL,3,22,21,1017,94,,1,,,,,,
"['11:00', '26/02']",26/02 11:00,130,3,8000,,,10000,5,23,21,1017,89,,NIL,,,,,,
"['12:00', '26/02']",26/02 12:00,170,3,9999,,,10000,5,24,21,1017,83,,NIL,,,,,,
"['13:00', '26/02']",26/02 13:00,230,2,9999,,,10000,5,25,21,1017,79,,NIL,,,,,,
"['14:00', '26/02']",26/02 14:00,340,7,9999,,,10000,5,27,21,1016,70,,NIL,,,,,,
"['15:00', '26/02']",26/02 15:00,320,9,9999,,,10000,5,28,21,1015,66,,NIL,,,,,,
"['16:00', '26/02']",26/02 16:00,280,7,7000,,,4000,5,26,20,1015,70,,NIL,,,,,,
"['17:00', '26/02']",26/02 17:00,200,4,9999,,,10000,5,25,21,1014,79,,NIL,,,,,,
"['18:00', '26/02']",26/02 18:00,240,7,9999,,,10000,5,25,21,1013,79,,NIL,,,,,,
"['19:00', '26/02']",26/02 19:00,290,7,9999,,,10000,5,25,20,1013,74,,NIL,,,,,,
"['20:00', '26/02']",26/02 20:00,250,4,9999,,,10000,5,24,20,1013,78,,NIL,,,,,,
"['21:00', '26/02']",26/02 21:00,310,1,9999,,,10000,5,24,20,1014,78,,NIL,,,,,,
"['22:00', '26/02']",26/02 22:00,30,7,9999,,,10000,5,22,20,1014,88,,NIL,,,,,,
"['23:00', '26/02']",26/02 23:00,320,2,9999,,,10000,5,22,21,1015,94,,NIL,,,,,,
"['00:00', '27/02']",27/02 00:00,340,1,9999,,,NIL,NIL,23,20,1016,83,,NIL,,,,,,
"['01:00', '27/02']",27/02 01:00,30,6,9999,NIL,,NIL,3,22,20,1016,88,,NIL,NIL,,,,,
"['02:00', '27/02']",27/02 02:00,330,3,9999,NIL,,NIL,NIL,22,20,1016,88,,NIL,NIL,,,,,
"['03:00', '27/02']",27/02 03:00,310,2,9999,NIL,,NIL,NIL,21,20,1016,94,,NIL,NIL,,,,,
"['04:00', '27/02']",27/02 04:00,220,2,9999,NIL,,NIL,NIL,21,20,1016,94,,NIL,NIL,,,,,
"['05:00', '27/02']",27/02 05:00,150,1,9999,NIL,,10000,5,21,21,1016,100,,NIL,NIL,,,,,
"['06:00', '27/02']",27/02 06:00,140,4,9999,NIL,,8000,5,21,20,1015,94,,NIL,NIL,,,,,
"['07:00', '27/02']",27/02 07:00,290,7,7000,1,,7000,5,21,20,1015,94,,NIL,NIL,,,,,
"['08:00', '27/02']",27/02 08:00,50,5,2000,NIL,,7000,5,20,20,1015,100,,NIL,1,,,,,
"['08:05', '27/02']",27/02 08:05,50,6,300,1,,7000,5,20,20,1014,100,,1,NIL,,,,,
