validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,teto,cobertura,tt,po,qnh,ur,chuva,pancada,vis_setor,vis_setor_dir,vnt_rajada,nevoeiro,trovoada,chuvisco,nevoa_umida
"['21:00', '09/01']",09/01 21:00,240,6,,9999,NIL,3,30,24,1008,70,NIL,,,,,,NIL,,
"['22:00', '09/01']",09/01 22:00,340,11,,9999,NIL,3,26,23,1009,84,NIL,,,,,,NIL,,
"['23:00', '09/01']",09/01 23:00,300,2,,9999,NIL,3,25,23,1009,89,NIL,,,,,,NIL,,
"['00:00', '10/01']",10/01 00:00,290,2,,9999,NIL,3,25,23,1011,89,NIL,,,,,,NIL,,
"['01:00', '10/01']",10/01 01:00,290,2,,9999,NIL,NIL,24,23,1011,94,NIL,,,,NIL,,NIL,NIL,
"['02:00', '10/01']",10/01 02:00,0,0,,9999,NIL,NIL,24,23,1012,94,NIL,,,,NIL,,NIL,NIL,
"['03:00', '10/01']",10/01 03:00,0,0,,9999,NIL,NIL,23,23,1012,100,NIL,,,,NIL,,NIL,NIL,
"['04:00', '10/01']",10/01 04:00,0,0,,9999,NIL,NIL,24,23,1012,94,NIL,,,,NIL,,NIL,NIL,
"['05:00', '10/01']",10/01 05:00,310,2,,9999,NIL,NIL,23,22,1011,94,NIL,,,,NIL,,NIL,NIL,
"['06:00', '10/01']",10/01 06:00,310,2,,9999,NIL,NIL,23,23,1011,100,NIL,,,,NIL,,NIL,NIL,
"['07:00', '10/01']",10/01 07:00,310,3,,9999,NIL,NIL,23,22,1010,94,NIL,,,,NIL,,NIL,NIL,
"['08:00', '10/01']",10/01 08:00,300,4,,9999,NIL,NIL,23,22,1010,94,NIL,,,,NIL,,NIL,NIL,
"['09:00', '10/01']",10/01 09:00,300,3,,9999,NIL,NIL,23,23,1011,100,NIL,,,,NIL,,NIL,NIL,
"['10:00', '10/01']",10/01 10:00,290,3,,9999,10000,5,23,22,1012,94,NIL,,,,NIL,,NIL,NIL,
"['11:00', '10/01']",10/01 11:00,260,3,,9999,10000,5,24,23,1012,94,NIL,,,,NIL,,NIL,NIL,
"['12:00', '10/01']",10/01 12:00,300,3,,9999,8000,5,24,23,1014,94,NIL,,,,NIL,,NIL,NIL,
"['13:44', '10/01']",10/01 13:44,30,10,,4000,700,5,24,23,1016,94,1,,,,30,,1,NIL,
"['14:00', '10/01']",10/01 14:00,30,12,,3000,700,5,23,21,1016,89,1,,,,NIL,,1,NIL,
"['15:00', '10/01']",10/01 15:00,330,4,,4000,1000,5,22,22,1015,100,1,,,,NIL,,1,NIL,
"['16:00', '10/01']",10/01 16:00,330,5,,6000,4000,5,23,23,1015,100,1,,,,NIL,,1,NIL,
"['17:00', '10/01']",10/01 17:00,310,5,,7000,1000,5,24,23,1014,94,1,,,,NIL,,NIL,NIL,
"['18:00', '10/01']",10/01 18:00,310,7,,9999,7000,5,24,22,1012,89,NIL,,,,NIL,,NIL,1,
"['19:00', '10/01']",10/01 19:00,310,4,,9999,8000,5,24,23,1010,94,NIL,,,,NIL,,NIL,NIL,
"['20:00', '10/01']",10/01 20:00,300,3,,9999,10000,5,25,22,1009,83,NIL,,,,NIL,,NIL,NIL,
"['21:00', '10/01']",10/01 21:00,320,3,,9999,10000,5,25,22,1009,83,NIL,,,,NIL,,NIL,NIL,
"['22:00', '10/01']",10/01 22:00,300,2,,9999,10000,5,24,22,1009,89,NIL,,,,NIL,,NIL,NIL,
"['23:00', '10/01']",10/01 23:00,0,0,,9999,10000,5,24,23,1010,94,NIL,,,,NIL,,NIL,NIL,
"['00:00', '11/01']",11/01 00:00,150,1,,9999,NIL,3,24,23,1011,94,NIL,,,,NIL,,NIL,NIL,
"['01:00', '11/01']",11/01 01:00,0,0,NIL,9999,NIL,3,24,23,1012,94,,,,,,,,,
"['02:00', '11/01']",11/01 02:00,320,1,NIL,9999,NIL,3,23,23,1013,100,,,,,,,,,
"['03:00', '11/01']",11/01 03:00,180,2,NIL,9999,NIL,2,23,22,1013,94,,,,,,,,,
"['04:00', '11/01']",11/01 04:00,30,1,NIL,9999,NIL,NIL,23,22,1013,94,,,,,,,,,
"['05:00', '11/01']",11/01 05:00,0,0,NIL,9999,NIL,NIL,23,22,1012,94,,,,,,,,,
"['06:00', '11/01']",11/01 06:00,260,1,NIL,9999,NIL,NIL,23,22,1011,94,,,,,,,,,
"['07:00', '11/01']",11/01 07:00,0,0,NIL,9999,NIL,3,23,22,1011,94,,,,,,,,,
"['08:00', '11/01']",11/01 08:00,280,2,NIL,9999,NIL,2,22,22,1011,100,,,,,,,,,
"['09:00', '11/01']",11/01 09:00,320,2,NIL,9999,NIL,NIL,22,22,1011,100,,,,,,,,,
"['10:00', '11/01']",11/01 10:00,0,0,NIL,9999,NIL,NIL,22,22,1012,100,,,,,,,,,
"['11:00', '11/01']",11/01 11:00,0,0,NIL,9999,NIL,NIL,23,22,1012,94,,,,,,,,,
"['12:00', '11/01']",11/01 12:00,0,0,NIL,9999,7000,5,24,23,1014,94,,,,,,,,,
"['13:00', '11/01']",11/01 13:00,310,3,NIL,9999,7000,5,25,23,1014,89,,,,,,,,,
"['14:00', '11/01']",11/01 14:00,0,0,NIL,9999,7000,5,26,23,1015,84,,,,,,,,,
"['15:00', '11/01']",11/01 15:00,310,3,NIL,9999,9000,5,27,23,1014,79,,,,,,,,,
"['16:00', '11/01']",11/01 16:00,320,4,135,9999,NIL,3,28,24,1014,79,,,,,,,,,
"['17:00', '11/01']",11/01 17:00,290,5,NIL,9999,NIL,3,26,23,1013,84,,,,,,,,,
"['18:00', '11/01']",11/01 18:00,310,6,NIL,9999,NIL,3,28,24,1011,79,,,,,,,,,
"['19:00', '11/01']",11/01 19:00,290,5,NIL,9999,NIL,3,29,24,1009,74,,,,,,,,,
"['20:00', '11/01']",11/01 20:00,290,5,NIL,9999,NIL,3,29,24,1008,74,,,,,,,,,
"['21:00', '11/01']",11/01 21:00,310,3,NIL,9999,NIL,3,30,23,1008,66,,,,,,,,,
"['22:00', '11/01']",11/01 22:00,50,2,NIL,9999,NIL,3,29,24,1008,74,,,,,,,,,
"['23:00', '11/01']",11/01 23:00,150,2,NIL,9999,NIL,3,27,25,1009,89,,,,,,,,,
"['00:00', '12/01']",12/01 00:00,0,0,NIL,9999,NIL,2,26,25,1010,94,,,,,,,,,
"['01:00', '12/01']",12/01 01:00,0,0,,9999,NIL,NIL,25,24,1011,94,NIL,,,,,,,,
"['02:00', '12/01']",12/01 02:00,30,1,,9999,NIL,NIL,25,24,1012,94,NIL,,,,,,,,
"['03:00', '12/01']",12/01 03:00,350,2,,9999,NIL,NIL,25,24,1012,94,NIL,,,,,,,,
"['04:00', '12/01']",12/01 04:00,0,0,,9999,NIL,NIL,24,23,1012,94,NIL,,,,,,,,
"['05:00', '12/01']",12/01 05:00,320,1,,9999,NIL,NIL,24,23,1012,94,NIL,,,,,,,,
"['06:00', '12/01']",12/01 06:00,260,1,,9999,NIL,NIL,24,23,1011,94,NIL,,,,,,,,
"['07:00', '12/01']",12/01 07:00,0,0,,9999,NIL,NIL,24,23,1011,94,NIL,,,,,,,,
"['08:00', '12/01']",12/01 08:00,NIL,NIL,,9999,NIL,NIL,24,23,1010,94,NIL,,,,,,,,
"['09:00', '12/01']",12/01 09:00,220,1,,9999,NIL,NIL,24,23,1011,94,NIL,,,,,,,,
"['10:00', '12/01']",12/01 10:00,320,4,,9999,2000,5,25,24,1012,94,1,,,,,,,,
"['10:00', '12/01']",12/01 10:00,0,0,,9999,NIL,NIL,24,23,1011,94,NIL,,,,,,,,
"['11:00', '12/01']",12/01 11:00,0,0,,9999,NIL,3,24,23,1012,94,NIL,,,,,,,,
"['12:00', '12/01']",12/01 12:00,310,4,,9999,7000,5,25,24,1013,94,NIL,,,,,,,,
"['13:00', '12/01']",12/01 13:00,300,4,,9999,8000,5,26,24,1014,89,NIL,,,,,,,,
"['14:00', '12/01']",12/01 14:00,300,2,,9999,NIL,3,28,24,1014,79,NIL,,,,,,,,
"['15:00', '12/01']",12/01 15:00,360,3,,9999,2000,5,29,24,1013,74,NIL,,,,,,,,
"['16:00', '12/01']",12/01 16:00,350,7,,3000,2000,5,26,23,1012,84,1,,,,,,,,
"['16:12', '12/01']",12/01 16:12,320,4,,9999,2000,5,25,24,1012,94,1,,,,,,,,
"['18:00', '12/01']",12/01 18:00,360,4,,9999,7000,5,NIL,NIL,1010,0,NIL,,,,,,,,
"['19:00', '12/01']",12/01 19:00,10,5,,9999,7500,5,29,24,1009,74,NIL,,,,,,,,
"['20:00', '12/01']",12/01 20:00,100,6,,9999,10000,5,28,24,1008,79,NIL,,,,,,,,
"['21:00', '12/01']",12/01 21:00,NIL,NIL,,9999,10000,5,NIL,NIL,1008,0,NIL,,,,,,,,
"['22:00', '12/01']",12/01 22:00,80,4,,9999,10000,5,NIL,NIL,1009,0,NIL,,,,,,,,
"['23:00', '12/01']",12/01 23:00,130,4,,9999,NIL,3,26,24,1009,89,NIL,,,,,,,,
"['00:00', '13/01']",13/01 00:00,0,0,,9999,NIL,3,26,24,1010,89,NIL,,,,,,,,
"['01:00', '13/01']",13/01 01:00,110,3,,9999,NIL,3,25,24,1011,94,NIL,,,,,,NIL,,
"['02:00', '13/01']",13/01 02:00,0,0,,9999,NIL,NIL,25,24,1011,94,NIL,,,,,,NIL,,
"['03:00', '13/01']",13/01 03:00,360,2,,9999,NIL,NIL,24,23,1012,94,NIL,,,,,,NIL,,
"['04:00', '13/01']",13/01 04:00,360,1,,9999,NIL,3,25,24,1011,94,NIL,,,,,,NIL,,
"['05:00', '13/01']",13/01 05:00,180,3,,9999,NIL,3,24,24,1010,100,NIL,,,,,,NIL,,
"['06:00', '13/01']",13/01 06:00,0,0,,9999,NIL,3,24,23,1010,94,NIL,,,,,,NIL,,
"['07:00', '13/01']",13/01 07:00,180,3,,9999,NIL,3,24,23,1010,94,NIL,,,,,,NIL,,
"['08:00', '13/01']",13/01 08:00,160,2,,9999,700,5,24,23,1009,94,NIL,,,,,,NIL,,
"['09:00', '13/01']",13/01 09:00,130,2,,9999,1000,5,24,24,1010,100,NIL,,,,,,NIL,,
"['10:00', '13/01']",13/01 10:00,0,0,,9999,8000,5,24,23,1010,94,NIL,,,,,,NIL,,
"['11:00', '13/01']",13/01 11:00,120,3,,9999,500,5,25,24,1011,94,NIL,,,,,,NIL,,
"['12:00', '13/01']",13/01 12:00,170,3,,9999,500,5,25,24,1012,94,NIL,,,,,,NIL,,
"['13:00', '13/01']",13/01 13:00,180,3,,9999,1000,5,26,24,1012,89,NIL,,,,,,NIL,,
"['14:00', '13/01']",13/01 14:00,270,2,,9999,1200,5,27,24,1013,84,NIL,,,,,,NIL,,
"['15:00', '13/01']",13/01 15:00,190,6,,9999,NIL,3,27,25,1012,89,NIL,,,,,,NIL,,
"['15:30', '13/01']",13/01 15:30,230,7,,4000,2500,5,26,25,1012,94,1,,,,,,NIL,,
"['16:00', '13/01']",13/01 16:00,200,2,,7000,2500,5,26,24,1012,89,1,,,,,,NIL,,
"['17:00', '13/01']",13/01 17:00,30,2,,9999,NIL,3,29,24,1010,74,NIL,,,,,,NIL,,
"['18:00', '13/01']",13/01 18:00,360,6,,9999,NIL,3,30,25,1009,75,NIL,,,,,,NIL,,
"['18:26', '13/01']",13/01 18:26,340,12,,3000,2000,5,27,24,1009,84,1,,,,,,1,,
"['19:00', '13/01']",13/01 19:00,320,6,,9000,1500,5,25,24,1008,94,1,,,,,,1,,
"['20:00', '13/01']",13/01 20:00,300,7,,9999,NIL,3,25,24,1008,94,NIL,,,,,,NIL,,
"['21:00', '13/01']",13/01 21:00,310,4,,9999,NIL,3,26,24,1007,89,NIL,,,,,,NIL,,
"['22:00', '13/01']",13/01 22:00,310,3,,9999,NIL,3,25,24,1008,94,NIL,,,,,,NIL,,
"['23:00', '13/01']",13/01 23:00,0,0,,9999,9000,5,25,24,1009,94,NIL,,,,,,NIL,,
"['00:00', '14/01']",14/01 00:00,170,1,,9999,9000,5,25,24,1010,94,NIL,,,,,,NIL,,
"['01:00', '14/01']",14/01 01:00,270,2,,9999,10000,5,24,24,1010,100,NIL,,NIL,NIL,,,NIL,,
"['02:00', '14/01']",14/01 02:00,0,0,,9999,10000,5,25,24,1011,94,NIL,,NIL,NIL,,,NIL,,
"['03:00', '14/01']",14/01 03:00,0,0,,9999,NIL,3,24,24,1010,100,NIL,,NIL,NIL,,,NIL,,
"['04:00', '14/01']",14/01 04:00,0,0,,9999,NIL,NIL,24,24,1010,100,NIL,,NIL,NIL,,,NIL,,
"['05:00', '14/01']",14/01 05:00,0,0,,9999,NIL,NIL,24,23,1009,94,NIL,,NIL,NIL,,,NIL,,
"['06:00', '14/01']",14/01 06:00,0,0,,9999,10000,5,24,24,1008,100,NIL,,NIL,NIL,,,NIL,,
"['07:00', '14/01']",14/01 07:00,0,0,,9999,10000,5,24,23,1008,94,NIL,,NIL,NIL,,,NIL,,
"['08:00', '14/01']",14/01 08:00,0,0,,9999,10000,5,24,24,1008,100,NIL,,NIL,NIL,,,NIL,,
"['09:00', '14/01']",14/01 09:00,0,0,,9999,9000,5,24,24,1008,100,NIL,,NIL,NIL,,,NIL,,
"['10:00', '14/01']",14/01 10:00,0,0,,9999,9000,5,24,23,1009,94,NIL,,NIL,NIL,,,NIL,,
"['11:00', '14/01']",14/01 11:00,0,0,,9999,8000,5,24,24,1010,100,NIL,,NIL,NIL,,,NIL,,
"['12:00', '14/01']",14/01 12:00,300,1,,9999,8000,5,25,24,1011,94,NIL,,NIL,NIL,,,NIL,,
"['13:00', '14/01']",14/01 13:00,310,1,,9999,8000,5,28,25,1011,84,NIL,,NIL,NIL,,,NIL,,
"['14:00', '14/01']",14/01 14:00,300,3,,9999,10000,5,28,24,1011,79,NIL,,NIL,NIL,,,NIL,,
"['15:00', '14/01']",14/01 15:00,280,4,,9999,NIL,3,29,24,1010,74,NIL,,NIL,NIL,,,NIL,,
"['16:00', '14/01']",14/01 16:00,220,6,,9999,2000,5,29,25,1009,79,NIL,,NIL,NIL,,,NIL,,
"['16:34', '14/01']",14/01 16:34,350,4,,1400,2000,5,26,25,1009,94,1,,NIL,NIL,,,1,,
"['16:48', '14/01']",14/01 16:48,150,6,,7000,2000,5,24,24,1009,100,1,,3000,270,,,1,,
"['17:00', '14/01']",14/01 17:00,270,7,,5000,1500,5,24,24,1010,100,1,,NIL,NIL,,,1,,
"['18:00', '14/01']",14/01 18:00,350,5,,9999,8100,5,24,23,1009,94,1,,NIL,NIL,,,1,,
"['18:35', '14/01']",14/01 18:35,60,4,,5000,1200,5,24,23,1008,94,1,,NIL,NIL,,,NIL,,
"['19:00', '14/01']",14/01 19:00,0,0,,9000,7000,5,24,23,1008,94,1,,NIL,NIL,,,NIL,,
"['20:00', '14/01']",14/01 20:00,160,3,,9999,8000,5,24,23,1007,94,NIL,,NIL,NIL,,,NIL,,
"['21:00', '14/01']",14/01 21:00,130,2,,9999,9000,5,25,24,1007,94,NIL,,NIL,NIL,,,NIL,,
"['22:00', '14/01']",14/01 22:00,150,2,,9999,10000,5,25,24,1008,94,NIL,,NIL,NIL,,,NIL,,
"['23:00', '14/01']",14/01 23:00,130,2,,9999,10000,5,25,24,1009,94,NIL,,NIL,NIL,,,NIL,,
"['00:00', '15/01']",15/01 00:00,260,1,,9999,10000,5,24,24,1009,100,NIL,,NIL,NIL,,,NIL,,
"['02:00', '15/01']",15/01 02:00,130,2,,9999,10000,5,24,24,1010,100,NIL,NIL,NIL,NIL,,,,,
"['03:00', '15/01']",15/01 03:00,160,2,,9999,NIL,3,24,24,1011,100,NIL,NIL,NIL,NIL,,,,,
"['04:00', '15/01']",15/01 04:00,140,3,,9999,8000,5,25,24,1010,94,NIL,NIL,NIL,NIL,,,,,
"['05:00', '15/01']",15/01 05:00,180,2,,9999,500,5,24,24,1010,100,NIL,NIL,NIL,NIL,,,,,
"['06:00', '15/01']",15/01 06:00,0,0,,9999,500,5,24,24,1009,100,NIL,NIL,NIL,NIL,,,,,
"['07:00', '15/01']",15/01 07:00,190,3,,9999,500,5,24,24,1009,100,NIL,NIL,NIL,NIL,,,,,
"['08:00', '15/01']",15/01 08:00,170,3,,9999,800,5,24,24,1009,100,NIL,NIL,NIL,NIL,,,,,
"['09:00', '15/01']",15/01 09:00,160,2,,9999,8000,5,24,23,1009,94,NIL,NIL,NIL,NIL,,,,,
"['10:00', '15/01']",15/01 10:00,180,3,,9999,800,5,24,23,1010,94,NIL,NIL,NIL,NIL,,,,,
"['11:00', '15/01']",15/01 11:00,150,2,,9999,800,5,24,24,1010,100,NIL,NIL,NIL,NIL,,,,,
"['12:00', '15/01']",15/01 12:00,160,2,,9999,600,5,25,24,1011,94,NIL,NIL,NIL,NIL,,,,,
"['13:00', '15/01']",15/01 13:00,90,2,,9999,700,8,26,24,1011,89,NIL,NIL,NIL,NIL,,,,,
"['14:00', '15/01']",15/01 14:00,220,4,,9999,900,5,26,24,1012,89,NIL,NIL,NIL,NIL,,,,,
"['15:00', '15/01']",15/01 15:00,180,3,,9999,1200,5,28,25,1011,84,NIL,NIL,NIL,NIL,,,,,
"['16:00', '15/01']",15/01 16:00,300,8,,9000,2000,8,25,23,1011,89,1,1,2000,270,,,,,
"['16:38', '15/01']",15/01 16:38,150,3,,5000,2000,5,25,24,1010,94,1,1,NIL,NIL,,,,,
"['17:00', '15/01']",15/01 17:00,90,10,,8000,1200,5,26,25,1010,94,1,1,NIL,NIL,,,,,
"['18:00', '15/01']",15/01 18:00,50,8,,9999,8000,5,25,23,1009,89,NIL,NIL,NIL,NIL,,,,,
"['19:00', '15/01']",15/01 19:00,10,6,,9999,10000,5,26,23,1007,84,NIL,NIL,NIL,NIL,,,,,
"['20:00', '15/01']",15/01 20:00,20,5,,9999,10000,5,27,23,1007,79,NIL,NIL,NIL,NIL,,,,,
"['21:00', '15/01']",15/01 21:00,30,3,,9999,10000,5,27,23,1007,79,NIL,NIL,NIL,NIL,,,,,
"['22:00', '15/01']",15/01 22:00,30,5,,9999,NIL,3,26,23,1007,84,NIL,NIL,NIL,NIL,,,,,
"['23:00', '15/01']",15/01 23:00,60,3,,9999,NIL,3,25,23,1008,89,NIL,NIL,NIL,NIL,,,,,
"['00:00', '16/01']",16/01 00:00,80,2,,9999,NIL,2,25,23,1008,89,NIL,NIL,NIL,NIL,,,,,
"['01:00', '16/01']",16/01 01:00,50,2,,9999,NIL,3,24,23,1009,94,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL
"['02:00', '16/01']",16/01 02:00,0,0,,9999,NIL,NIL,24,23,1010,94,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL
"['03:00', '16/01']",16/01 03:00,110,1,,9999,NIL,2,23,23,1010,100,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL
"['04:00', '16/01']",16/01 04:00,0,0,,9999,NIL,2,23,23,1010,100,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL
"['05:00', '16/01']",16/01 05:00,0,0,,9999,NIL,NIL,23,23,1009,100,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL
"['06:00', '16/01']",16/01 06:00,320,1,,9999,NIL,NIL,23,22,1009,94,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL
"['08:00', '16/01']",16/01 08:00,0,0,,9999,NIL,NIL,23,22,1008,94,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL
"['09:00', '16/01']",16/01 09:00,80,1,,9999,NIL,NIL,23,22,1008,94,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL
"['10:00', '16/01']",16/01 10:00,0,0,,9999,NIL,3,23,22,1009,94,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL
"['10:40', '16/01']",16/01 10:40,310,2,,1500,NIL,3,23,22,1010,94,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,1
"['11:00', '16/01']",16/01 11:00,300,2,,900,200,5,23,22,1010,94,NIL,NIL,NIL,NIL,NIL,1,NIL,,NIL
"['11:30', '16/01']",16/01 11:30,0,0,,1500,NIL,3,24,23,1010,94,NIL,NIL,800,270,NIL,1,NIL,,1
"['11:43', '16/01']",16/01 11:43,0,0,,3000,NIL,3,24,24,1011,100,NIL,NIL,1000,270,NIL,1,NIL,,1
"['12:00', '16/01']",16/01 12:00,0,0,,5000,NIL,2,24,24,1011,100,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,1
"['13:00', '16/01']",16/01 13:00,330,3,,9999,NIL,2,27,24,1011,84,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL
"['14:00', '16/01']",16/01 14:00,210,3,,9999,NIL,3,29,24,1011,74,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL
"['15:00', '16/01']",16/01 15:00,290,3,,9999,NIL,3,29,25,1010,79,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL
"['16:00', '16/01']",16/01 16:00,180,4,,9999,NIL,3,30,25,1010,75,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL
"['17:00', '16/01']",16/01 17:00,170,5,,9999,NIL,3,29,26,1009,84,1,1,NIL,NIL,NIL,NIL,NIL,,NIL
"['18:00', '16/01']",16/01 18:00,190,3,,9999,NIL,3,30,24,1008,70,1,1,NIL,NIL,NIL,NIL,NIL,,NIL
"['18:17', '16/01']",16/01 18:17,90,11,,9999,NIL,3,27,24,1008,84,1,1,3000,270,NIL,NIL,NIL,,NIL
"['19:00', '16/01']",16/01 19:00,200,7,,9999,NIL,3,26,25,1007,94,1,1,4000,270,NIL,NIL,NIL,,NIL
"['20:00', '16/01']",16/01 20:00,290,3,,9999,NIL,3,29,25,1006,79,1,1,NIL,NIL,NIL,NIL,NIL,,NIL
"['20:34', '16/01']",16/01 20:34,10,6,,1000,1500,5,31,24,1006,66,1,NIL,NIL,NIL,20,NIL,1,,NIL
"['21:00', '16/01']",16/01 21:00,10,11,,7000,1700,5,24,24,1007,100,1,NIL,2500,270,NIL,NIL,1,,NIL
"['21:33', '16/01']",16/01 21:33,350,3,,9999,8000,5,25,23,1006,89,NIL,NIL,NIL,NIL,NIL,NIL,1,,NIL
"['22:00', '16/01']",16/01 22:00,330,4,,9999,8000,5,25,24,1006,94,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL
"['23:00', '16/01']",16/01 23:00,360,3,,9999,8000,5,25,24,1007,94,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL
"['00:00', '17/01']",17/01 00:00,300,2,,9999,NIL,NIL,25,24,1008,94,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL
"['02:00', '17/01']",17/01 02:00,350,4,,9999,NIL,NIL,25,23,1009,89,,,NIL,NIL,,NIL,,,
"['03:00', '17/01']",17/01 03:00,0,0,,9999,NIL,NIL,24,23,1009,94,,,NIL,NIL,,NIL,,,
"['04:00', '17/01']",17/01 04:00,0,0,,9999,NIL,NIL,23,23,1009,100,,,NIL,NIL,,NIL,,,
"['05:00', '17/01']",17/01 05:00,0,0,,9999,NIL,NIL,23,22,1009,94,,,NIL,NIL,,NIL,,,
"['06:00', '17/01']",17/01 06:00,210,2,,5000,NIL,NIL,23,23,1008,100,,,300,270,,1,,,
"['07:00', '17/01']",17/01 07:00,190,2,,9999,NIL,NIL,23,22,1008,94,,,NIL,NIL,,1,,,
"['08:00', '17/01']",17/01 08:00,0,0,,9999,NIL,NIL,23,22,1008,94,,,NIL,NIL,,1,,,
"['09:00', '17/01']",17/01 09:00,0,0,,9999,NIL,NIL,22,22,1008,100,,,NIL,NIL,,1,,,
"['10:00', '17/01']",17/01 10:00,320,1,,9999,NIL,NIL,22,22,1009,100,,,1000,270,,1,,,
"['11:00', '17/01']",17/01 11:00,0,0,,9999,NIL,NIL,23,23,1010,100,,,1000,270,,1,,,
"['12:00', '17/01']",17/01 12:00,300,3,,9999,NIL,3,25,24,1011,94,,,NIL,NIL,,NIL,,,
"['13:00', '17/01']",17/01 13:00,310,3,,9999,NIL,3,27,24,1011,84,,,NIL,NIL,,NIL,,,
"['14:00', '17/01']",17/01 14:00,330,5,,9999,NIL,3,28,24,1011,79,,,NIL,NIL,,NIL,,,
"['15:00', '17/01']",17/01 15:00,340,5,,9999,2000,5,30,25,1011,75,,,NIL,NIL,,NIL,,,
"['16:00', '17/01']",17/01 16:00,360,5,,9999,NIL,3,30,24,1010,70,,,NIL,NIL,,NIL,,,
"['17:00', '17/01']",17/01 17:00,350,3,,9999,NIL,3,30,25,1009,75,,,NIL,NIL,,NIL,,,
"['18:00', '17/01']",17/01 18:00,310,2,,9999,NIL,3,32,25,1008,67,,,NIL,NIL,,NIL,,,
"['19:00', '17/01']",17/01 19:00,130,4,,9999,NIL,3,31,26,1006,75,,,NIL,NIL,,NIL,,,
"['20:00', '17/01']",17/01 20:00,90,7,,9999,NIL,2,32,23,1005,59,,,NIL,NIL,,NIL,,,
"['21:00', '17/01']",17/01 21:00,30,6,,9999,NIL,2,33,23,1004,56,,,NIL,NIL,,NIL,,,
"['22:00', '17/01']",17/01 22:00,240,2,,9999,NIL,2,30,26,1005,79,,,NIL,NIL,,NIL,,,
"['23:00', '17/01']",17/01 23:00,0,0,,9999,NIL,2,28,26,1005,89,,,NIL,NIL,,NIL,,,
"['00:00', '18/01']",18/01 00:00,0,0,,9999,NIL,NIL,26,25,1007,94,,,NIL,NIL,,NIL,,,
"['01:00', '18/01']",18/01 01:00,0,0,,9999,NIL,NIL,26,25,1008,94,NIL,,,,,,NIL,,
"['02:00', '18/01']",18/01 02:00,0,0,,9999,NIL,NIL,26,25,1009,94,NIL,,,,,,NIL,,
"['03:00', '18/01']",18/01 03:00,0,0,,9999,NIL,NIL,25,24,1010,94,NIL,,,,,,NIL,,
"['04:00', '18/01']",18/01 04:00,60,1,,9999,NIL,NIL,25,24,1010,94,NIL,,,,,,NIL,,
"['05:00', '18/01']",18/01 05:00,200,1,,9999,NIL,NIL,25,24,1009,94,NIL,,,,,,NIL,,
"['06:00', '18/01']",18/01 06:00,300,2,,9999,NIL,3,25,24,1008,94,NIL,,,,,,NIL,,
"['07:00', '18/01']",18/01 07:00,0,0,,9999,NIL,NIL,25,24,1008,94,NIL,,,,,,NIL,,
"['08:00', '18/01']",18/01 08:00,270,1,,9999,4000,5,24,24,1008,100,NIL,,,,,,NIL,,
"['09:00', '18/01']",18/01 09:00,360,4,,6000,4000,5,25,24,1008,94,1,,,,,,NIL,,
"['10:00', '18/01']",18/01 10:00,250,3,,9999,3500,8,23,22,1009,94,NIL,,,,,,NIL,,
"['11:00', '18/01']",18/01 11:00,280,4,,5000,1000,8,23,23,1010,100,1,,,,,,1,,
"['11:13', '18/01']",18/01 11:13,40,2,,4000,1000,5,24,23,1010,94,1,,,,,,1,,
"['11:30', '18/01']",18/01 11:30,320,1,,9999,4000,5,24,23,1010,94,1,,,,,,1,,
"['12:00', '18/01']",18/01 12:00,330,2,,9999,4000,5,24,23,1011,94,NIL,,,,,,NIL,,
"['13:00', '18/01']",18/01 13:00,0,0,,7000,7000,5,24,23,1012,94,1,,,,,,NIL,,
"['13:15', '18/01']",18/01 13:15,30,5,,5000,900,5,24,23,1012,94,1,,,,,,NIL,,
"['14:00', '18/01']",18/01 14:00,10,5,,5000,7000,5,24,23,1012,94,1,,,,,,NIL,,
"['15:00', '18/01']",18/01 15:00,290,2,,9000,8000,5,24,23,1012,94,1,,,,,,NIL,,
"['16:00', '18/01']",18/01 16:00,300,4,,9999,8000,5,25,24,1011,94,NIL,,,,,,NIL,,
"['17:00', '18/01']",18/01 17:00,320,4,,9999,1000,5,27,24,1011,84,NIL,,,,,,NIL,,
"['17:40', '18/01']",18/01 17:40,0,0,,9999,9000,5,29,24,1010,74,NIL,,,,,,NIL,,
