validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,vis_setor,vis_setor_dir,nevoa_umida,nevoeiro,pancada,nevoa_seca,chuvisco,fumaca
"['20:00', '06/04']",06/04 20:00,290,5,295,9999,,,NIL,NIL,31,15,1014,38,,,,NIL,,,,,
"['21:00', '06/04']",06/04 21:00,260,4,NIL,9999,,,NIL,NIL,29,14,1014,40,,,,NIL,,,,,
"['22:00', '06/04']",06/04 22:00,240,5,NIL,9999,,,NIL,NIL,29,15,1013,43,,,,NIL,,,,,
"['23:00', '06/04']",06/04 23:00,0,0,NIL,9999,,,NIL,NIL,27,15,1014,48,,,,NIL,,,,,
"['00:00', '07/04']",07/04 00:00,140,5,NIL,9999,,,NIL,3,25,15,1015,54,,,,NIL,,,,,
"['01:00', '07/04']",07/04 01:00,110,7,NIL,9999,,,NIL,NIL,24,17,1014,65,,,,,,,,,
"['02:00', '07/04']",07/04 02:00,120,7,NIL,9999,,,NIL,NIL,23,17,1015,69,,,,,,,,,
"['03:00', '07/04']",07/04 03:00,120,6,150,9999,,,8000,5,23,17,1015,69,,,,,,,,,
"['04:00', '07/04']",07/04 04:00,240,9,NIL,9999,,,8000,5,22,18,1016,78,,,,,,,,,
"['05:00', '07/04']",07/04 05:00,220,9,NIL,9000,,,8000,5,22,19,1016,83,,,,,,,,,
"['06:00', '07/04']",07/04 06:00,200,11,NIL,9000,,,8000,5,21,18,1015,83,,,,,,,,,
"['07:00', '07/04']",07/04 07:00,120,5,NIL,9999,,,NIL,3,21,17,1015,78,,,,,,,,,
"['08:00', '07/04']",07/04 08:00,200,4,195,9999,,,NIL,NIL,21,17,1015,78,,,,,,,,,
"['09:00', '07/04']",07/04 09:00,60,3,225,9999,,,NIL,NIL,21,17,1015,78,,,,,,,,,
"['10:00', '07/04']",07/04 10:00,60,3,NIL,8000,,,NIL,2,21,17,1015,78,,,,,,,,,
"['11:00', '07/04']",07/04 11:00,250,10,NIL,8000,,,NIL,3,21,18,1018,83,,,,,,,,,
"['12:00', '07/04']",07/04 12:00,30,3,215,9999,,,NIL,2,23,18,1017,73,,,,,,,,,
"['13:00', '07/04']",07/04 13:00,VRB,3,NIL,9999,,,NIL,2,25,17,1018,61,,,,,,,,,
"['14:00', '07/04']",07/04 14:00,280,3,275,9999,,,NIL,2,25,18,1018,65,,,,,,,,,
"['15:00', '07/04']",07/04 15:00,240,6,255,9999,,,NIL,3,24,18,1017,69,,,,,,,,,
"['16:00', '07/04']",07/04 16:00,210,7,215,9999,,,NIL,3,25,18,1016,65,,,,,,,,,
"['17:00', '07/04']",07/04 17:00,210,9,195,9999,,,NIL,3,27,18,1015,58,,,,,,,,,
"['18:00', '07/04']",07/04 18:00,190,9,195,9999,,,NIL,2,27,17,1015,54,,,,,,,,,
"['19:00', '07/04']",07/04 19:00,200,9,NIL,9999,,,NIL,3,27,17,1015,54,,,,,,,,,
"['20:00', '07/04']",07/04 20:00,190,9,NIL,9999,,,NIL,3,26,17,1016,58,,,,,,,,,
"['21:00', '07/04']",07/04 21:00,180,9,NIL,9999,,,NIL,2,25,17,1016,61,,,,,,,,,
"['22:00', '07/04']",07/04 22:00,170,6,NIL,9999,,,NIL,2,24,17,1017,65,,,,,,,,,
"['23:00', '07/04']",07/04 23:00,130,9,NIL,9999,,,NIL,2,22,17,1017,73,,,,,,,,,
"['00:00', '08/04']",08/04 00:00,130,11,NIL,9999,,,9000,5,21,17,1018,78,,,,,,,,,
"['01:00', '08/04']",08/04 01:00,130,15,NIL,9999,,,9000,5,21,16,1018,73,,,,,,,,,
"['02:00', '08/04']",08/04 02:00,140,14,NIL,9999,,,4900,5,21,16,1018,73,,,,,,,,,
"['03:00', '08/04']",08/04 03:00,130,12,NIL,9999,,,10000,5,20,16,1018,78,,,,,,,,,
"['04:00', '08/04']",08/04 04:00,130,7,NIL,9999,,,10000,5,20,16,1017,78,,,,,,,,,
"['05:00', '08/04']",08/04 05:00,140,11,NIL,9999,,,9000,5,20,16,1017,78,,,,,,,,,
"['06:00', '08/04']",08/04 06:00,160,10,NIL,9999,,,1800,5,20,16,1017,78,,,,,,,,,
"['07:00', '08/04']",08/04 07:00,150,12,NIL,9999,,,2000,5,20,16,1017,78,,,,,,,,,
"['08:00', '08/04']",08/04 08:00,140,9,NIL,9999,,,NIL,2,19,16,1017,83,,,,,,,,,
"['09:00', '08/04']",08/04 09:00,140,9,NIL,9999,,,NIL,3,19,16,1018,83,,,,,,,,,
"['10:00', '08/04']",08/04 10:00,150,9,NIL,9999,,,NIL,2,19,15,1017,78,,,,,,,,,
"['11:00', '08/04']",08/04 11:00,150,15,NIL,9999,,,NIL,2,20,15,1018,73,,,,,,,,,
"['12:00', '08/04']",08/04 12:00,150,14,NIL,9999,,,NIL,2,21,15,1019,69,,,,,,,,,
"['13:00', '08/04']",08/04 13:00,110,12,NIL,9999,,,NIL,2,22,15,1019,65,,,,,,,,,
"['14:00', '08/04']",08/04 14:00,140,11,NIL,9999,,,NIL,3,23,16,1018,65,,,,,,,,,
"['15:00', '08/04']",08/04 15:00,150,8,NIL,9999,,,3300,5,24,16,1018,61,,,,,,,,,
"['16:00', '08/04']",08/04 16:00,140,9,NIL,9999,,,3300,5,24,16,1017,61,,,,,,,,,
"['17:00', '08/04']",08/04 17:00,150,10,160,9999,,,3300,5,25,15,1016,54,,,,,,,,,
"['18:00', '08/04']",08/04 18:00,150,12,NIL,9999,,,NIL,3,25,15,1016,54,,,,,,,,,
"['19:00', '08/04']",08/04 19:00,170,11,170,9999,,,NIL,3,25,15,1015,54,,,,,,,,,
"['20:00', '08/04']",08/04 20:00,140,12,NIL,9999,,,3000,5,23,15,1015,61,,,,,,,,,
"['21:00', '08/04']",08/04 21:00,130,11,NIL,9999,,,NIL,2,21,15,1015,69,,,,,,,,,
"['22:00', '08/04']",08/04 22:00,130,9,NIL,9999,,,NIL,NIL,20,15,1016,73,,,,,,,,,
"['23:00', '08/04']",08/04 23:00,130,10,NIL,9999,,,NIL,NIL,19,15,1016,78,,,,,,,,,
"['00:00', '09/04']",09/04 00:00,130,11,NIL,9999,,,NIL,NIL,18,14,1017,77,,,,,,,,,
"['01:00', '09/04']",09/04 01:00,120,10,NIL,9999,,,,NIL,17,14,1017,83,,,,NIL,,,,,
"['02:00', '09/04']",09/04 02:00,150,11,NIL,9999,,,,NIL,17,13,1018,77,,,,NIL,,,,,
"['03:00', '09/04']",09/04 03:00,150,9,NIL,9999,,,,NIL,17,13,1017,77,,,,NIL,,,,,
"['04:00', '09/04']",09/04 04:00,140,8,NIL,9999,,,,NIL,16,13,1017,82,,,,NIL,,,,,
"['05:00', '09/04']",09/04 05:00,150,6,NIL,9999,,,,NIL,15,12,1017,82,,,,NIL,,,,,
"['06:00', '09/04']",09/04 06:00,150,7,NIL,9999,,,,NIL,15,12,1017,82,,,,NIL,,,,,
"['07:00', '09/04']",09/04 07:00,140,6,NIL,9999,,,,NIL,14,12,1017,88,,,,NIL,,,,,
"['08:00', '09/04']",09/04 08:00,130,6,NIL,9999,,,,NIL,14,12,1016,88,,,,NIL,,,,,
"['09:00', '09/04']",09/04 09:00,150,9,NIL,9999,,,,NIL,14,12,1017,88,,,,NIL,,,,,
"['10:00', '09/04']",09/04 10:00,150,9,NIL,5000,,,,NIL,15,12,1017,82,,,,1,,,,,
"['11:00', '09/04']",09/04 11:00,130,11,NIL,7000,,,,NIL,16,12,1018,77,,,,NIL,,,,,
"['12:00', '09/04']",09/04 12:00,120,11,NIL,9999,,,,2,19,12,1017,64,,,,NIL,,,,,
"['13:00', '09/04']",09/04 13:00,140,14,NIL,9999,,,,NIL,21,10,1018,49,,,,NIL,,,,,
"['14:00', '09/04']",09/04 14:00,140,11,NIL,9999,,,,2,22,08,1018,41,,,,NIL,,,,,
"['15:00', '09/04']",09/04 15:00,VRB,4,NIL,9999,,,,2,23,10,1017,44,,,,NIL,,,,,
"['16:00', '09/04']",09/04 16:00,180,7,195,9999,,,,2,24,08,1016,36,,,,NIL,,,,,
"['17:00', '09/04']",09/04 17:00,170,6,170,9999,,,,2,25,09,1015,36,,,,NIL,,,,,
"['18:00', '09/04']",09/04 18:00,200,5,160,9999,,,,NIL,26,08,1015,32,,,,NIL,,,,,
"['19:00', '09/04']",09/04 19:00,VRB,3,NIL,9999,,,,2,26,08,1015,32,,,,NIL,,,,,
"['20:00', '09/04']",09/04 20:00,200,8,NIL,9999,,,,NIL,25,09,1015,36,,,,NIL,,,,,
"['21:00', '09/04']",09/04 21:00,190,7,NIL,9999,,,,NIL,23,09,1015,41,,,,NIL,,,,,
"['22:00', '09/04']",09/04 22:00,190,9,NIL,9999,,,,NIL,22,10,1015,46,,,,NIL,,,,,
"['23:00', '09/04']",09/04 23:00,130,12,NIL,9999,,,,NIL,19,12,1016,64,,,,NIL,,,,,
"['00:00', '10/04']",10/04 00:00,130,16,NIL,9999,,,,NIL,18,12,1017,68,,,,NIL,,,,,
"['01:00', '10/04']",10/04 01:00,130,15,NIL,9999,,,,NIL,17,12,1017,72,,,,,,,,,
"['02:00', '10/04']",10/04 02:00,120,14,NIL,9999,,,,NIL,16,12,1017,77,,,,,,,,,
"['03:00', '10/04']",10/04 03:00,120,13,NIL,9999,,,,NIL,16,13,1017,82,,,,,,,,,
"['04:00', '10/04']",10/04 04:00,130,13,NIL,9999,,,,NIL,15,12,1016,82,,,,,,,,,
"['05:00', '10/04']",10/04 05:00,120,10,NIL,9999,,,,NIL,15,12,1016,82,,,,,,,,,
"['06:00', '10/04']",10/04 06:00,120,12,NIL,9999,,,,NIL,15,12,1016,82,,,,,,,,,
"['07:00', '10/04']",10/04 07:00,120,7,NIL,9999,,,,NIL,15,12,1016,82,,,,,,,,,
"['08:00', '10/04']",10/04 08:00,120,8,NIL,9999,,,,NIL,15,12,1016,82,,,,,,,,,
"['09:00', '10/04']",10/04 09:00,130,8,NIL,9999,,,,NIL,14,12,1016,88,,,,,,,,,
"['10:00', '10/04']",10/04 10:00,110,6,NIL,6000,,,,NIL,15,12,1016,82,,,,,,,,,
"['11:00', '10/04']",10/04 11:00,100,8,NIL,9999,,,,NIL,17,12,1017,72,,,,,,,,,
"['12:00', '10/04']",10/04 12:00,120,9,NIL,9999,,,,NIL,19,11,1017,60,,,,,,,,,
"['13:00', '10/04']",10/04 13:00,110,8,NIL,9999,,,,NIL,21,12,1017,56,,,,,,,,,
"['14:00', '10/04']",10/04 14:00,140,7,NIL,9999,,,,NIL,22,11,1017,50,,,,,,,,,
"['15:00', '10/04']",10/04 15:00,VRB,6,NIL,9999,,,,NIL,24,10,1017,41,,,,,,,,,
"['16:00', '10/04']",10/04 16:00,220,5,250,9999,,,,NIL,25,10,1016,39,,,,,,,,,
"['17:00', '10/04']",10/04 17:00,210,6,220,9999,,,,NIL,26,10,1015,37,,,,,,,,,
"['18:00', '10/04']",10/04 18:00,220,6,220,9999,,,,NIL,26,07,1015,30,,,,,,,,,
"['19:00', '10/04']",10/04 19:00,150,5,155,9999,,,,2,26,09,1014,34,,,,,,,,,
"['20:00', '10/04']",10/04 20:00,210,7,NIL,9999,,,,2,26,08,1014,32,,,,,,,,,
"['21:00', '10/04']",10/04 21:00,210,7,NIL,9999,,,,NIL,24,10,1014,41,,,,,,,,,
"['22:00', '10/04']",10/04 22:00,140,9,NIL,9999,,,,NIL,22,11,1015,50,,,,,,,,,
"['23:00', '10/04']",10/04 23:00,130,11,NIL,9999,,,,NIL,20,13,1016,64,,,,,,,,,
"['00:00', '11/04']",11/04 00:00,130,10,NIL,9999,,,,NIL,19,12,1016,64,,,,,,,,,
"['01:00', '11/04']",11/04 01:00,130,13,NIL,9999,,,,NIL,18,13,1017,73,,,,,,,,,
"['02:00', '11/04']",11/04 02:00,130,11,NIL,9999,,,,NIL,17,13,1017,77,,,,,,,,,
"['03:00', '11/04']",11/04 03:00,140,16,NIL,9999,,,,NIL,17,12,1016,72,,,,,,,,,
"['04:00', '11/04']",11/04 04:00,130,16,NIL,9999,,,,NIL,16,13,1017,82,,,,,,,,,
"['05:00', '11/04']",11/04 05:00,130,16,NIL,9999,,,,NIL,16,12,1015,77,,,,,,,,,
"['06:00', '11/04']",11/04 06:00,140,16,NIL,9999,,,,NIL,16,12,1015,77,,,,,,,,,
"['07:00', '11/04']",11/04 07:00,120,12,NIL,9999,,,,NIL,16,12,1015,77,,,,,,,,,
"['08:00', '11/04']",11/04 08:00,150,11,NIL,9999,,,,NIL,16,12,1015,77,,,,,,,,,
"['09:00', '11/04']",11/04 09:00,120,13,NIL,9999,,,,2,16,12,1016,77,,,,,,,,,
"['10:00', '11/04']",11/04 10:00,110,13,NIL,9999,,,,NIL,16,12,1016,77,,,,,,,,,
"['11:00', '11/04']",11/04 11:00,120,12,NIL,9999,,,,NIL,18,12,1016,68,,,,,,,,,
"['12:00', '11/04']",11/04 12:00,120,12,NIL,9999,,,,NIL,20,12,1017,60,,,,,,,,,
"['13:00', '11/04']",11/04 13:00,120,12,NIL,9999,,,,NIL,22,12,1018,53,,,,,,,,,
"['14:00', '11/04']",11/04 14:00,120,9,NIL,9999,,,,NIL,23,12,1017,50,,,,,,,,,
"['15:00', '11/04']",11/04 15:00,90,4,90,9999,,,,2,24,12,1017,47,,,,,,,,,
"['16:00', '11/04']",11/04 16:00,170,7,180,9999,,,,2,25,11,1016,41,,,,,,,,,
"['17:00', '11/04']",11/04 17:00,170,7,170,9999,,,,2,26,11,1016,39,,,,,,,,,
"['18:00', '11/04']",11/04 18:00,130,5,110,9999,,,,2,26,10,1015,37,,,,,,,,,
"['19:00', '11/04']",11/04 19:00,150,9,NIL,9999,,,,NIL,26,11,1015,39,,,,,,,,,
"['20:00', '11/04']",11/04 20:00,160,12,NIL,9999,,,,NIL,25,12,1016,44,,,,,,,,,
"['21:00', '11/04']",11/04 21:00,130,16,NIL,9999,,,,NIL,22,14,1017,60,,,,,,,,,
"['22:00', '11/04']",11/04 22:00,140,16,NIL,9999,,,,NIL,20,14,1017,68,,,,,,,,,
"['23:00', '11/04']",11/04 23:00,130,15,NIL,9999,,,,NIL,19,14,1018,73,,,,,,,,,
"['00:00', '12/04']",12/04 00:00,130,13,NIL,9999,,,,NIL,18,13,1018,73,,,,,,,,,
"['01:00', '12/04']",12/04 01:00,120,14,NIL,9000,,,,NIL,18,13,1018,73,,NIL,NIL,,,,,,
"['02:00', '12/04']",12/04 02:00,120,15,NIL,7000,,,,NIL,17,13,1019,77,,NIL,NIL,,,,,,
"['03:00', '12/04']",12/04 03:00,120,14,NIL,9999,,,,NIL,17,13,1018,77,,NIL,NIL,,,,,,
"['04:00', '12/04']",12/04 04:00,100,13,NIL,9999,,,,NIL,17,13,1018,77,,NIL,NIL,,,,,,
"['05:00', '12/04']",12/04 05:00,120,14,NIL,9999,,,,NIL,16,13,1017,82,,NIL,NIL,,,,,,
"['06:00', '12/04']",12/04 06:00,120,11,NIL,9999,,,,NIL,16,13,1017,82,,NIL,NIL,,,,,,
"['07:00', '12/04']",12/04 07:00,120,13,NIL,9999,,,,NIL,16,13,1017,82,,NIL,NIL,,,,,,
"['08:00', '12/04']",12/04 08:00,130,11,NIL,9999,,,,NIL,16,13,1017,82,,NIL,NIL,,,,,,
"['09:00', '12/04']",12/04 09:00,140,10,NIL,9000,,,,NIL,15,13,1018,88,,NIL,NIL,,,,,,
"['10:00', '12/04']",12/04 10:00,130,9,NIL,9000,,,,NIL,16,13,1019,82,,4000,135,,,,,,
"['11:00', '12/04']",12/04 11:00,120,11,110,9000,,,,2,18,13,1019,73,,NIL,NIL,,,,,,
"['12:00', '12/04']",12/04 12:00,120,12,120,9999,,,,2,19,13,1020,68,,NIL,NIL,,,,,,
"['13:00', '12/04']",12/04 13:00,120,10,120,9999,,,,NIL,22,13,1020,57,,NIL,NIL,,,,,,
"['14:00', '12/04']",12/04 14:00,110,9,110,9999,,,,NIL,23,13,1020,53,,NIL,NIL,,,,,,
"['15:00', '12/04']",12/04 15:00,120,7,130,9999,,,,2,24,13,1019,50,,NIL,NIL,,,,,,
"['16:00', '12/04']",12/04 16:00,VRB,6,NIL,9999,,,,2,26,11,1018,39,,NIL,NIL,,,,,,
"['17:00', '12/04']",12/04 17:00,140,6,130,9999,,,,2,26,11,1018,39,,NIL,NIL,,,,,,
"['18:00', '12/04']",12/04 18:00,160,6,150,9999,,,,2,26,11,1017,39,,NIL,NIL,,,,,,
"['19:00', '12/04']",12/04 19:00,130,7,NIL,9999,,,,2,26,11,1017,39,,NIL,NIL,,,,,,
"['20:00', '12/04']",12/04 20:00,140,10,NIL,9999,,,,2,26,11,1017,39,,NIL,NIL,,,,,,
"['21:00', '12/04']",12/04 21:00,150,12,NIL,9999,,,,NIL,24,12,1017,47,,NIL,NIL,,,,,,
"['22:00', '12/04']",12/04 22:00,130,12,NIL,9999,,,,NIL,21,13,1018,60,,NIL,NIL,,,,,,
"['23:00', '12/04']",12/04 23:00,130,13,NIL,9999,,,,NIL,20,14,1018,68,,NIL,NIL,,,,,,
"['00:00', '13/04']",13/04 00:00,130,14,NIL,9999,,,,NIL,19,13,1019,68,,NIL,NIL,,,,,,
"['01:00', '13/04']",13/04 01:00,130,15,NIL,9999,,,,NIL,18,13,1019,73,,,,,,,,,
"['02:00', '13/04']",13/04 02:00,120,12,NIL,9999,,,,NIL,17,13,1019,77,,,,,,,,,
"['03:00', '13/04']",13/04 03:00,120,11,NIL,9999,,,,NIL,17,13,1019,77,,,,,,,,,
"['04:00', '13/04']",13/04 04:00,120,12,NIL,9999,,,,NIL,16,13,1019,82,,,,,,,,,
"['05:00', '13/04']",13/04 05:00,130,11,NIL,9999,,,,NIL,16,13,1019,82,,,,,,,,,
"['06:00', '13/04']",13/04 06:00,120,12,NIL,9999,,,,NIL,16,13,1018,82,,,,,,,,,
"['07:00', '13/04']",13/04 07:00,120,10,NIL,9999,,,,NIL,15,13,1018,88,,,,,,,,,
"['08:00', '13/04']",13/04 08:00,120,10,NIL,9999,,,,NIL,15,13,1018,88,,,,,,,,,
"['09:00', '13/04']",13/04 09:00,120,8,NIL,9999,,,,NIL,15,13,1018,88,,,,,,,,,
"['10:00', '13/04']",13/04 10:00,130,9,NIL,9999,,,,NIL,15,13,1019,88,,,,,,,,,
"['11:00', '13/04']",13/04 11:00,120,9,NIL,9999,,,,NIL,17,14,1020,83,,,,,,,,,
"['12:00', '13/04']",13/04 12:00,110,6,NIL,9999,,,,NIL,20,14,1020,68,,,,,,,,,
"['13:00', '13/04']",13/04 13:00,100,5,125,9999,,,,NIL,22,15,1020,65,,,,,,,,,
"['14:00', '13/04']",13/04 14:00,VRB,3,NIL,9999,,,,2,24,15,1019,57,,,,,,,,,
"['15:00', '13/04']",13/04 15:00,VRB,4,NIL,9999,,,,2,25,13,1018,47,,,,,,,,,
"['16:00', '13/04']",13/04 16:00,150,5,145,9999,,,,2,26,12,1017,42,,,,,,,,,
"['17:00', '13/04']",13/04 17:00,260,6,280,9999,,,,2,27,12,1016,39,,,,,,,,,
"['18:00', '13/04']",13/04 18:00,260,4,115,9999,,,,2,28,11,1015,35,,,,,,,,,
"['19:00', '13/04']",13/04 19:00,220,6,215,9999,,,,2,28,11,1015,35,,,,,,,,,
"['20:00', '13/04']",13/04 20:00,210,7,210,9999,,,,2,27,10,1015,34,,,,,,,,,
"['21:00', '13/04']",13/04 21:00,200,6,185,9999,,,,2,26,11,1015,39,,,,,,,,,
"['22:00', '13/04']",13/04 22:00,130,8,135,9999,,,,NIL,23,13,1016,53,,,,,,,,,
"['23:00', '13/04']",13/04 23:00,130,13,NIL,9999,,,,NIL,21,15,1016,69,,,,,,,,,
"['00:00', '14/04']",14/04 00:00,130,13,NIL,9999,,,,NIL,20,15,1016,73,,,,,,,,,
"['01:00', '14/04']",14/04 01:00,130,12,,9999,,,NIL,NIL,19,15,1015,78,,NIL,NIL,,,,,,
"['02:00', '14/04']",14/04 02:00,120,13,,9999,,,NIL,NIL,18,15,1015,83,,NIL,NIL,,,,,,
"['03:00', '14/04']",14/04 03:00,120,13,,9999,,,NIL,NIL,18,15,1014,83,,NIL,NIL,,,,,,
"['04:00', '14/04']",14/04 04:00,110,8,,9999,,,NIL,NIL,17,15,1014,88,,NIL,NIL,,,,,,
"['05:00', '14/04']",14/04 05:00,120,8,,9999,,,NIL,NIL,17,15,1014,88,,NIL,NIL,,,,,,
"['06:00', '14/04']",14/04 06:00,110,7,,9999,,,NIL,NIL,17,15,1013,88,,NIL,NIL,,,,,,
"['07:00', '14/04']",14/04 07:00,110,7,,9999,,,NIL,NIL,17,15,1012,88,,NIL,NIL,,,,,,
"['08:00', '14/04']",14/04 08:00,110,6,,9999,,,NIL,NIL,17,15,1012,88,,NIL,NIL,,,,,,
"['09:00', '14/04']",14/04 09:00,140,5,,9999,,,NIL,NIL,16,15,1013,94,,NIL,NIL,,,,,,
"['10:00', '14/04']",14/04 10:00,100,4,,8000,,,NIL,NIL,17,15,1014,88,,NIL,NIL,,,,,,
"['11:00', '14/04']",14/04 11:00,110,3,,8000,,,NIL,NIL,18,16,1014,88,,NIL,NIL,,,,,,
"['12:00', '14/04']",14/04 12:00,250,2,,9999,,,NIL,NIL,21,16,1015,73,,NIL,NIL,,,,,,
"['12:30', '14/04']",14/04 12:30,260,17,,9000,,,900,5,19,15,1016,78,,NIL,NIL,,,,,,
"['13:00', '14/04']",14/04 13:00,250,14,,9000,,,2000,5,18,15,1016,83,,4000,0,,,,,,
"['14:00', '14/04']",14/04 14:00,230,2,,9999,,,NIL,2,19,15,1015,78,,NIL,NIL,,,,,,
"['15:00', '14/04']",14/04 15:00,50,4,,9999,,,3000,5,20,16,1013,78,,NIL,NIL,,,,,,
"['16:00', '14/04']",14/04 16:00,260,5,,9999,,,NIL,2,20,16,1013,78,,NIL,NIL,,,,,,
"['17:00', '14/04']",14/04 17:00,330,2,,9999,,,NIL,2,20,16,1012,78,,NIL,NIL,,,,,,
"['18:00', '14/04']",14/04 18:00,30,4,,9999,,,NIL,2,21,15,1012,69,,NIL,NIL,,,,,,
"['19:00', '14/04']",14/04 19:00,320,5,,9999,,,7000,5,22,16,1011,69,,NIL,NIL,,,,,,
"['20:00', '14/04']",14/04 20:00,350,6,,9999,,,7000,5,22,15,1011,65,,NIL,NIL,,,,,,
"['21:00', '14/04']",14/04 21:00,10,5,,9999,,,7000,5,21,15,1012,69,,NIL,NIL,,,,,,
"['22:00', '14/04']",14/04 22:00,10,5,,9999,,,8000,5,20,15,1012,73,,NIL,NIL,,,,,,
"['23:00', '14/04']",14/04 23:00,10,5,,9999,,,9000,5,20,16,1013,78,,NIL,NIL,,,,,,
"['00:00', '15/04']",15/04 00:00,10,6,,9999,,,NIL,3,19,16,1014,83,,NIL,NIL,,,,,,
"['01:00', '15/04']",15/04 01:00,360,6,NIL,9999,,,NIL,3,19,16,1014,83,,NIL,NIL,NIL,,,,,
"['02:00', '15/04']",15/04 02:00,10,6,NIL,9999,,,2500,5,18,16,1014,88,,NIL,NIL,NIL,,,,,
"['03:00', '15/04']",15/04 03:00,10,4,190,9999,,,NIL,3,18,16,1014,88,,NIL,NIL,NIL,,,,,
"['04:00', '15/04']",15/04 04:00,30,5,NIL,9999,,,NIL,2,18,16,1014,88,,NIL,NIL,NIL,,,,,
"['05:00', '15/04']",15/04 05:00,50,5,NIL,9999,,,4500,5,18,15,1014,83,,NIL,NIL,NIL,,,,,
"['06:00', '15/04']",15/04 06:00,10,3,NIL,9999,,,4000,5,18,16,1014,88,,NIL,NIL,NIL,,,,,
"['07:00', '15/04']",15/04 07:00,30,4,NIL,9999,,,4000,8,18,16,1013,88,,NIL,NIL,NIL,,,,,
"['08:00', '15/04']",15/04 08:00,30,7,NIL,9999,,,1900,8,18,16,1014,88,,NIL,NIL,NIL,,,,,
"['09:00', '15/04']",15/04 09:00,10,7,NIL,8000,,,NIL,3,18,16,1015,88,,NIL,NIL,NIL,,,,,
"['10:00', '15/04']",15/04 10:00,10,4,200,4000,,,NIL,3,17,16,1016,94,,NIL,NIL,1,,,,,
"['11:00', '15/04']",15/04 11:00,20,6,NIL,7000,,,NIL,2,18,16,1016,88,,3000,135,NIL,,,,,
"['12:00', '15/04']",15/04 12:00,360,7,NIL,9999,,,NIL,3,20,16,1017,78,,4000,135,NIL,,,,,
"['13:00', '15/04']",15/04 13:00,340,8,NIL,9999,,,1700,5,23,16,1018,65,,NIL,NIL,NIL,,,,,
"['14:00', '15/04']",15/04 14:00,350,9,NIL,9999,,,NIL,3,23,16,1018,65,,NIL,NIL,NIL,,,,,
"['15:00', '15/04']",15/04 15:00,330,11,NIL,9999,,,NIL,3,24,14,1017,54,,NIL,NIL,NIL,,,,,
"['16:00', '15/04']",15/04 16:00,310,8,145,9999,,,NIL,3,25,14,1016,50,,NIL,NIL,NIL,,,,,
"['17:00', '15/04']",15/04 17:00,310,15,NIL,9999,,,NIL,3,26,14,1016,48,,NIL,NIL,NIL,,,,,
"['18:00', '15/04']",15/04 18:00,290,14,NIL,9999,,,NIL,2,26,14,1016,48,,NIL,NIL,NIL,,,,,
"['19:00', '15/04']",15/04 19:00,300,10,NIL,9999,,,NIL,2,25,14,1015,50,,NIL,NIL,NIL,,,,,
"['20:00', '15/04']",15/04 20:00,300,8,NIL,9999,,,NIL,2,24,14,1016,54,,NIL,NIL,NIL,,,,,
"['21:00', '15/04']",15/04 21:00,290,6,NIL,9999,,,NIL,2,23,14,1016,57,,NIL,NIL,NIL,,,,,
"['22:00', '15/04']",15/04 22:00,300,4,NIL,9999,,,NIL,NIL,21,14,1017,64,,NIL,NIL,NIL,,,,,
"['23:00', '15/04']",15/04 23:00,260,4,NIL,9999,,,NIL,NIL,21,14,1017,64,,NIL,NIL,NIL,,,,,
"['00:00', '16/04']",16/04 00:00,280,3,NIL,9999,,,NIL,2,21,14,1018,64,,NIL,NIL,NIL,,,,,
"['01:00', '16/04']",16/04 01:00,270,3,NIL,9999,,,NIL,2,20,14,1018,68,,,,,,,,,
"['02:00', '16/04']",16/04 02:00,0,0,NIL,9999,,,NIL,2,20,14,1018,68,,,,,,,,,
"['03:00', '16/04']",16/04 03:00,0,0,NIL,9999,,,3500,5,19,15,1018,78,,,,,,,,,
"['04:00', '16/04']",16/04 04:00,0,0,NIL,9999,,,NIL,3,19,14,1018,73,,,,,,,,,
"['05:00', '16/04']",16/04 05:00,0,0,NIL,9999,,,NIL,3,18,14,1018,77,,,,,,,,,
"['06:00', '16/04']",16/04 06:00,0,0,NIL,9999,,,NIL,3,17,14,1018,83,,,,,,,,,
"['07:00', '16/04']",16/04 07:00,110,4,NIL,9999,,,8000,5,16,14,1018,88,,,,,,,,,
"['08:00', '16/04']",16/04 08:00,120,4,NIL,9999,,,3000,5,16,14,1018,88,,,,,,,,,
"['09:00', '16/04']",16/04 09:00,110,4,NIL,9999,,,3200,5,17,15,1019,88,,,,,,,,,
"['10:00', '16/04']",16/04 10:00,140,5,NIL,7000,,,3500,5,17,15,1019,88,,,,,,,,,
"['11:00', '16/04']",16/04 11:00,0,0,NIL,7000,,,3500,5,18,15,1020,83,,,,,,,,,
"['12:00', '16/04']",16/04 12:00,160,4,NIL,9000,,,4000,5,20,15,1021,73,,,,,,,,,
"['13:00', '16/04']",16/04 13:00,120,3,125,9999,,,4000,5,22,14,1022,60,,,,,,,,,
"['14:00', '16/04']",16/04 14:00,250,3,275,9999,,,4500,5,23,12,1022,50,,,,,,,,,
"['15:00', '16/04']",16/04 15:00,230,5,230,9999,,,4500,5,25,12,1021,44,,,,,,,,,
"['16:00', '16/04']",16/04 16:00,250,6,245,9999,,,NIL,3,25,13,1020,47,,,,,,,,,
