validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,cobertura,tt,po,qnh,ur,vnt_vrb,teto,chuva,nevoa_umida,vnt_rajada,pancada,trovoada,vis_setor,vis_setor_dir,nevoeiro
"['14:00', '15/03']",15/03 14:00,120,10,9999,3,29,21,1015,62,,NIL,,,,,,,,
"['15:00', '15/03']",15/03 15:00,90,11,8000,5,27,22,1014,74,,2000,,,,,,,,
"['16:00', '15/03']",15/03 16:00,70,7,8000,5,26,22,1014,79,,1500,,,,,,,,
"['17:00', '15/03']",15/03 17:00,90,10,9999,5,29,21,1013,62,,1700,,,,,,,,
"['18:00', '15/03']",15/03 18:00,110,10,9999,5,29,21,1012,62,,2000,,,,,,,,
"['19:00', '15/03']",15/03 19:00,110,11,9999,3,28,21,1012,66,,NIL,,,,,,,,
"['20:00', '15/03']",15/03 20:00,120,8,9999,3,29,20,1012,58,,NIL,,,,,,,,
"['21:00', '15/03']",15/03 21:00,120,8,9999,3,28,20,1012,62,,NIL,,,,,,,,
"['22:00', '15/03']",15/03 22:00,120,7,9999,2,27,19,1013,62,,NIL,,,,,,,,
"['23:00', '15/03']",15/03 23:00,120,7,9999,2,27,19,1013,62,,NIL,,,,,,,,
"['00:00', '16/03']",16/03 00:00,120,9,9999,3,27,19,1013,62,,NIL,,,,,,,,
"['01:00', '16/03']",16/03 01:00,110,8,9999,3,27,19,1014,62,NIL,,,,,,,,,
"['02:00', '16/03']",16/03 02:00,100,10,9999,2,27,18,1014,58,NIL,,,,,,,,,
"['04:00', '16/03']",16/03 04:00,100,7,9999,2,26,20,1013,70,NIL,,,,,,,,,
"['05:00', '16/03']",16/03 05:00,100,6,9999,2,26,20,1013,70,NIL,,,,,,,,,
"['06:00', '16/03']",16/03 06:00,110,6,9999,3,27,20,1012,66,NIL,,,,,,,,,
"['07:00', '16/03']",16/03 07:00,100,5,9999,3,26,21,1012,74,NIL,,,,,,,,,
"['08:00', '16/03']",16/03 08:00,110,4,9999,3,26,21,1012,74,NIL,,,,,,,,,
"['09:00', '16/03']",16/03 09:00,120,4,9999,3,27,21,1013,70,NIL,,,,,,,,,
"['10:00', '16/03']",16/03 10:00,120,5,9999,3,27,21,1014,70,NIL,,,,,,,,,
"['11:00', '16/03']",16/03 11:00,110,7,9999,3,28,21,1014,66,NIL,,,,,,,,,
"['12:00', '16/03']",16/03 12:00,100,8,9999,3,29,21,1014,62,110,,,,,,,,,
"['13:00', '16/03']",16/03 13:00,110,9,9999,3,29,22,1014,66,115,,,,,,,,,
"['14:00', '16/03']",16/03 14:00,110,8,9999,3,29,21,1014,62,125,,,,,,,,,
"['15:00', '16/03']",16/03 15:00,130,9,9999,3,29,22,1013,66,125,,,,,,,,,
"['16:00', '16/03']",16/03 16:00,110,10,9999,3,30,22,1012,62,115,,,,,,,,,
"['17:00', '16/03']",16/03 17:00,130,11,9999,3,30,21,1011,59,NIL,,,,,,,,,
"['18:00', '16/03']",16/03 18:00,130,11,9999,2,30,21,1011,59,130,,,,,,,,,
"['19:00', '16/03']",16/03 19:00,130,11,9999,2,30,22,1010,62,130,,,,,,,,,
"['20:00', '16/03']",16/03 20:00,140,12,9999,3,28,22,1011,70,NIL,,,,,,,,,
"['21:00', '16/03']",16/03 21:00,140,8,9999,2,28,22,1011,70,140,,,,,,,,,
"['22:00', '16/03']",16/03 22:00,130,10,9999,2,28,22,1012,70,130,,,,,,,,,
"['23:00', '16/03']",16/03 23:00,130,9,9999,2,27,22,1012,74,125,,,,,,,,,
"['00:00', '17/03']",17/03 00:00,130,8,9999,2,27,22,1013,74,NIL,,,,,,,,,
"['01:00', '17/03']",17/03 01:00,120,9,9999,2,27,22,1013,74,NIL,,,,,,,,,
"['02:00', '17/03']",17/03 02:00,110,9,9999,2,27,22,1013,74,NIL,,,,,,,,,
"['03:00', '17/03']",17/03 03:00,100,5,9999,2,27,22,1013,74,NIL,,,,,,,,,
"['04:00', '17/03']",17/03 04:00,80,6,9999,2,26,22,1012,79,NIL,,,,,,,,,
"['05:00', '17/03']",17/03 05:00,70,6,9999,NIL,26,22,1011,79,NIL,,,,,,,,,
"['06:00', '17/03']",17/03 06:00,80,6,9999,2,26,21,1011,74,NIL,,,,,,,,,
"['07:00', '17/03']",17/03 07:00,20,3,9999,NIL,25,21,1011,79,NIL,,,,,,,,,
"['08:00', '17/03']",17/03 08:00,10,1,9999,NIL,24,21,1011,83,NIL,,,,,,,,,
"['09:00', '17/03']",17/03 09:00,30,2,9999,2,24,21,1012,83,NIL,,,,,,,,,
"['10:00', '17/03']",17/03 10:00,20,3,9999,2,26,22,1012,79,NIL,,,,,,,,,
"['11:00', '17/03']",17/03 11:00,80,9,9999,3,28,21,1013,66,NIL,,,,,,,,,
"['12:00', '17/03']",17/03 12:00,80,10,9999,3,29,21,1013,62,80,,,,,,,,,
"['13:00', '17/03']",17/03 13:00,90,10,9999,3,29,21,1013,62,80,,,,,,,,,
"['14:00', '17/03']",17/03 14:00,100,11,9999,3,30,21,1013,59,NIL,,,,,,,,,
"['15:00', '17/03']",17/03 15:00,110,10,9999,3,30,22,1012,62,105,,,,,,,,,
"['16:00', '17/03']",17/03 16:00,100,10,9999,3,30,22,1012,62,110,,,,,,,,,
"['17:00', '17/03']",17/03 17:00,110,11,9999,3,30,22,1011,62,110,,,,,,,,,
"['18:00', '17/03']",17/03 18:00,100,11,9999,3,30,21,1010,59,110,,,,,,,,,
"['19:00', '17/03']",17/03 19:00,100,11,9999,3,29,21,1010,62,100,,,,,,,,,
"['20:00', '17/03']",17/03 20:00,100,11,9999,3,29,21,1010,62,NIL,,,,,,,,,
"['21:00', '17/03']",17/03 21:00,100,11,9999,3,28,21,1011,66,NIL,,,,,,,,,
"['22:00', '17/03']",17/03 22:00,100,10,9999,2,28,21,1011,66,NIL,,,,,,,,,
"['23:00', '17/03']",17/03 23:00,100,12,9999,3,28,22,1011,70,NIL,,,,,,,,,
"['00:00', '18/03']",18/03 00:00,100,12,9999,3,28,22,1012,70,NIL,,,,,,,,,
"['01:00', '18/03']",18/03 01:00,90,12,9999,3,27,22,1012,74,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['02:00', '18/03']",18/03 02:00,90,11,9999,3,27,22,1012,74,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['03:00', '18/03']",18/03 03:00,80,11,9999,2,27,22,1012,74,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['04:00', '18/03']",18/03 04:00,90,11,9999,3,27,22,1012,74,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['05:00', '18/03']",18/03 05:00,90,9,9999,3,27,22,1011,74,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['06:00', '18/03']",18/03 06:00,100,6,9999,3,26,22,1011,79,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['07:00', '18/03']",18/03 07:00,140,4,9999,3,26,22,1011,79,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['08:00', '18/03']",18/03 08:00,60,1,9999,3,25,23,1011,89,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['09:00', '18/03']",18/03 09:00,20,4,8000,5,25,22,1012,83,NIL,1700,NIL,,,NIL,,NIL,NIL,
"['10:00', '18/03']",18/03 10:00,330,2,8000,5,24,22,1012,89,NIL,1700,NIL,,,NIL,,NIL,NIL,
"['11:00', '18/03']",18/03 11:00,60,4,9999,2,27,22,1012,74,60,NIL,NIL,,,NIL,,NIL,NIL,
"['12:00', '18/03']",18/03 12:00,100,6,9999,3,29,22,1013,66,110,NIL,NIL,,,NIL,,NIL,NIL,
"['13:00', '18/03']",18/03 13:00,110,7,9999,5,28,22,1013,70,110,2000,1,,,1,,3000,45,
"['13:30', '18/03']",18/03 13:30,80,10,1000,5,23,21,1013,89,NIL,1700,1,,,1,,NIL,NIL,
"['14:00', '18/03']",18/03 14:00,VRB,1,5000,5,24,23,1013,94,NIL,1800,1,,,NIL,,NIL,NIL,
"['15:00', '18/03']",18/03 15:00,90,8,9999,3,28,23,1012,74,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['16:00', '18/03']",18/03 16:00,100,10,9999,3,29,22,1011,66,110,NIL,NIL,,,NIL,,NIL,NIL,
"['17:00', '18/03']",18/03 17:00,100,11,9999,3,29,21,1011,62,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['18:00', '18/03']",18/03 18:00,100,11,9999,3,29,21,1010,62,100,NIL,NIL,,,NIL,,NIL,NIL,
"['19:00', '18/03']",18/03 19:00,100,11,9999,3,29,22,1010,66,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['20:00', '18/03']",18/03 20:00,100,11,9999,3,29,22,1010,66,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['21:00', '18/03']",18/03 21:00,100,10,9999,3,28,22,1010,70,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['22:00', '18/03']",18/03 22:00,100,10,9999,3,27,22,1011,74,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['23:00', '18/03']",18/03 23:00,100,11,9999,3,27,22,1011,74,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['00:00', '19/03']",19/03 00:00,90,12,9999,2,27,22,1012,74,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['01:00', '19/03']",19/03 01:00,80,12,9999,2,27,23,1012,79,NIL,NIL,NIL,,,NIL,NIL,,,
"['02:00', '19/03']",19/03 02:00,80,11,9999,2,27,22,1012,74,NIL,NIL,NIL,,,NIL,NIL,,,
"['03:00', '19/03']",19/03 03:00,80,8,9999,2,27,22,1012,74,NIL,NIL,NIL,,,NIL,NIL,,,
"['04:00', '19/03']",19/03 04:00,80,8,9999,2,27,22,1012,74,NIL,NIL,NIL,,,NIL,NIL,,,
"['05:00', '19/03']",19/03 05:00,90,6,9999,2,26,23,1012,84,NIL,NIL,NIL,,,NIL,NIL,,,
"['06:00', '19/03']",19/03 06:00,80,10,9999,3,25,21,1011,79,NIL,NIL,NIL,,,NIL,NIL,,,
"['07:00', '19/03']",19/03 07:00,90,5,9999,3,26,23,1011,84,NIL,NIL,NIL,,,NIL,NIL,,,
"['08:00', '19/03']",19/03 08:00,90,7,9999,3,26,22,1012,79,NIL,NIL,NIL,,,NIL,NIL,,,
"['09:00', '19/03']",19/03 09:00,VRB,2,9999,3,25,22,1012,83,NIL,NIL,NIL,,,NIL,NIL,,,
"['10:00', '19/03']",19/03 10:00,0,0,9999,3,26,23,1012,84,NIL,NIL,NIL,,,NIL,NIL,,,
"['11:00', '19/03']",19/03 11:00,70,10,8000,5,26,21,1013,74,NIL,1800,NIL,,,NIL,NIL,,,
"['12:00', '19/03']",19/03 12:00,130,8,8000,5,27,22,1013,74,140,1700,NIL,,,NIL,NIL,,,
"['12:15', '19/03']",19/03 12:15,110,13,3000,5,25,22,1014,83,105,1700,1,,,NIL,NIL,,,
"['12:45', '19/03']",19/03 12:45,40,7,8000,5,25,22,1014,83,205,1700,1,,,NIL,1,,,
"['13:00', '19/03']",19/03 13:00,20,6,8000,5,26,23,1014,84,200,1700,NIL,,,NIL,1,,,
"['13:15', '19/03']",19/03 13:15,140,9,3000,5,25,22,1014,83,NIL,1000,1,,,NIL,1,,,
"['14:00', '19/03']",19/03 14:00,110,5,5000,5,25,23,1013,89,115,2000,1,,,1,1,,,
"['15:00', '19/03']",19/03 15:00,90,13,9999,3,28,22,1013,70,NIL,NIL,NIL,,,NIL,NIL,,,
"['16:00', '19/03']",19/03 16:00,100,10,9999,3,28,21,1012,66,NIL,NIL,NIL,,,NIL,NIL,,,
"['17:00', '19/03']",19/03 17:00,60,17,8000,5,27,22,1012,74,NIL,1500,NIL,,,NIL,NIL,,,
"['18:00', '19/03']",19/03 18:00,50,8,9999,5,27,20,1012,66,60,5000,NIL,,,NIL,NIL,,,
"['19:00', '19/03']",19/03 19:00,100,11,8000,5,26,23,1012,84,NIL,6000,NIL,,,NIL,NIL,,,
"['20:00', '19/03']",19/03 20:00,70,7,7000,8,25,21,1013,79,NIL,1700,1,,,NIL,NIL,,,
"['21:00', '19/03']",19/03 21:00,50,6,7000,8,25,22,1013,83,NIL,1000,1,,,NIL,NIL,,,
"['22:00', '19/03']",19/03 22:00,130,4,8000,5,25,22,1013,83,NIL,1700,NIL,,,NIL,NIL,,,
"['23:00', '19/03']",19/03 23:00,140,5,9999,3,25,22,1013,83,NIL,NIL,NIL,,,NIL,NIL,,,
"['00:00', '20/03']",20/03 00:00,140,4,9999,3,26,22,1014,79,NIL,NIL,NIL,,,NIL,NIL,,,
"['01:00', '20/03']",20/03 01:00,100,10,9999,5,26,20,1014,70,NIL,6000,,,,,,,,
"['02:00', '20/03']",20/03 02:00,100,6,9999,5,26,22,1014,79,NIL,6000,,,,,,,,
"['03:00', '20/03']",20/03 03:00,120,6,9999,3,26,22,1013,79,NIL,NIL,,,,,,,,
"['04:00', '20/03']",20/03 04:00,110,6,9999,3,26,22,1013,79,110,NIL,,,,,,,,
"['05:00', '20/03']",20/03 05:00,110,12,9999,3,26,22,1013,79,NIL,NIL,,,,,,,,
"['06:00', '20/03']",20/03 06:00,90,10,9999,3,26,22,1013,79,NIL,NIL,,,,,,,,
"['07:00', '20/03']",20/03 07:00,90,10,9999,3,27,22,1012,74,NIL,NIL,,,,,,,,
"['08:00', '20/03']",20/03 08:00,100,9,9999,3,27,22,1013,74,NIL,NIL,,,,,,,,
"['09:00', '20/03']",20/03 09:00,90,11,9999,3,27,21,1013,70,NIL,NIL,,,,,,,,
"['10:00', '20/03']",20/03 10:00,90,10,9999,2,28,22,1014,70,NIL,NIL,,,,,,,,
"['12:00', '20/03']",20/03 12:00,90,12,9999,3,29,21,1015,62,NIL,NIL,,,,,,,,
"['13:00', '20/03']",20/03 13:00,90,12,9999,3,29,21,1016,62,NIL,NIL,,,,,,,,
"['14:00', '20/03']",20/03 14:00,120,10,9999,3,30,21,1016,59,115,NIL,,,,,,,,
"['15:00', '20/03']",20/03 15:00,110,10,9999,3,30,21,1016,59,120,NIL,,,,,,,,
"['16:00', '20/03']",20/03 16:00,110,9,9999,3,30,22,1015,62,115,NIL,,,,,,,,
"['17:00', '20/03']",20/03 17:00,120,10,9999,3,30,21,1014,59,NIL,NIL,,,,,,,,
"['18:00', '20/03']",20/03 18:00,130,9,9999,3,30,22,1014,62,130,NIL,,,,,,,,
"['19:00', '20/03']",20/03 19:00,130,9,9999,3,29,21,1014,62,NIL,NIL,,,,,,,,
"['20:00', '20/03']",20/03 20:00,130,9,9999,3,29,21,1014,62,125,NIL,,,,,,,,
"['21:00', '20/03']",20/03 21:00,140,8,9999,3,28,22,1014,70,NIL,NIL,,,,,,,,
"['22:00', '20/03']",20/03 22:00,130,9,9999,3,28,22,1015,70,NIL,NIL,,,,,,,,
"['23:00', '20/03']",20/03 23:00,120,8,9999,2,28,22,1015,70,120,NIL,,,,,,,,
"['00:00', '21/03']",21/03 00:00,130,7,9999,2,28,21,1016,66,NIL,NIL,,,,,,,,
"['01:00', '21/03']",21/03 01:00,110,18,5000,2,24,21,1016,83,NIL,NIL,1,,31,1,,,,
"['02:00', '21/03']",21/03 02:00,60,6,9999,3,25,21,1016,79,NIL,NIL,NIL,,NIL,NIL,,,,
"['03:00', '21/03']",21/03 03:00,120,8,9999,3,27,22,1015,74,NIL,NIL,NIL,,NIL,NIL,,,,
"['04:00', '21/03']",21/03 04:00,110,11,8000,5,26,21,1015,74,NIL,1700,NIL,,NIL,NIL,,,,
"['05:00', '21/03']",21/03 05:00,110,5,9999,3,26,22,1014,79,NIL,NIL,NIL,,NIL,NIL,,,,
"['06:00', '21/03']",21/03 06:00,100,7,9999,2,26,22,1014,79,NIL,NIL,NIL,,NIL,NIL,,,,
"['07:00', '21/03']",21/03 07:00,110,7,9999,2,26,22,1013,79,NIL,NIL,NIL,,NIL,NIL,,,,
"['08:00', '21/03']",21/03 08:00,110,9,9999,3,27,22,1013,74,NIL,NIL,NIL,,NIL,NIL,,,,
"['09:00', '21/03']",21/03 09:00,110,4,8000,5,26,22,1014,79,NIL,2000,NIL,,NIL,NIL,,,,
"['10:00', '21/03']",21/03 10:00,110,9,9999,5,27,22,1014,74,NIL,2000,NIL,,NIL,NIL,,,,
"['11:00', '21/03']",21/03 11:00,90,12,9999,3,28,21,1015,66,NIL,NIL,NIL,,NIL,NIL,,,,
"['12:00', '21/03']",21/03 12:00,100,13,9999,3,29,21,1015,62,NIL,NIL,NIL,,NIL,NIL,,,,
"['13:00', '21/03']",21/03 13:00,100,12,9999,3,29,22,1015,66,NIL,NIL,NIL,,NIL,NIL,,,,
"['14:00', '21/03']",21/03 14:00,100,13,9999,3,30,21,1015,59,NIL,NIL,NIL,,NIL,NIL,,,,
"['15:00', '21/03']",21/03 15:00,110,13,9999,3,30,21,1015,59,NIL,NIL,NIL,,NIL,NIL,,,,
"['16:00', '21/03']",21/03 16:00,120,11,9999,3,30,21,1014,59,NIL,NIL,NIL,,NIL,NIL,,,,
"['17:00', '21/03']",21/03 17:00,110,10,9999,3,30,21,1014,59,110,NIL,NIL,,NIL,NIL,,,,
"['18:00', '21/03']",21/03 18:00,120,10,9999,3,29,22,1013,66,NIL,NIL,NIL,,NIL,NIL,,,,
"['19:00', '21/03']",21/03 19:00,120,11,9999,3,29,21,1013,62,130,NIL,NIL,,NIL,NIL,,,,
"['20:00', '21/03']",21/03 20:00,130,9,9999,3,28,21,1013,66,140,NIL,NIL,,NIL,NIL,,,,
"['21:00', '21/03']",21/03 21:00,130,8,9999,3,28,21,1013,66,135,NIL,NIL,,NIL,NIL,,,,
"['22:00', '21/03']",21/03 22:00,120,9,9999,5,27,21,1014,70,120,2000,NIL,,NIL,NIL,,,,
"['23:00', '21/03']",21/03 23:00,110,9,9999,3,28,20,1014,62,120,NIL,NIL,,NIL,NIL,,,,
"['00:00', '22/03']",22/03 00:00,130,8,9999,3,27,21,1015,70,NIL,NIL,NIL,,NIL,NIL,,,,
"['01:00', '22/03']",22/03 01:00,120,10,9999,3,28,21,1014,66,NIL,NIL,NIL,NIL,,NIL,,,,
"['02:00', '22/03']",22/03 02:00,110,11,9999,3,27,20,1014,66,NIL,NIL,NIL,NIL,,NIL,,,,
"['03:00', '22/03']",22/03 03:00,140,10,9999,3,27,21,1014,70,NIL,NIL,NIL,NIL,,NIL,,,,
"['04:00', '22/03']",22/03 04:00,120,8,9999,3,27,20,1013,66,NIL,NIL,NIL,NIL,,NIL,,,,
"['05:00', '22/03']",22/03 05:00,130,8,9999,3,27,20,1013,66,NIL,NIL,NIL,NIL,,NIL,,,,
"['06:00', '22/03']",22/03 06:00,140,9,9999,3,27,20,1013,66,NIL,NIL,NIL,NIL,,NIL,,,,
"['07:00', '22/03']",22/03 07:00,140,8,9999,5,27,20,1012,66,NIL,6000,NIL,NIL,,NIL,,,,
"['08:00', '22/03']",22/03 08:00,130,9,9999,5,27,21,1013,70,NIL,6000,NIL,NIL,,NIL,,,,
"['09:00', '22/03']",22/03 09:00,130,9,9999,5,27,21,1013,70,NIL,6000,NIL,NIL,,NIL,,,,
"['10:00', '22/03']",22/03 10:00,100,16,8000,5,26,21,1014,74,NIL,1700,NIL,NIL,,NIL,,,,
"['11:00', '22/03']",22/03 11:00,100,9,9999,5,28,20,1015,62,NIL,6000,NIL,NIL,,NIL,,,,
"['12:00', '22/03']",22/03 12:00,120,6,9999,5,25,20,1016,74,NIL,6000,NIL,NIL,,NIL,,,,
"['12:15', '22/03']",22/03 12:15,110,15,3000,5,24,21,1016,83,NIL,1300,1,NIL,,1,,,,
"['12:35', '22/03']",22/03 12:35,VRB,1,5000,5,24,22,1015,89,NIL,5000,NIL,1,,NIL,,,,
"['13:00', '22/03']",22/03 13:00,VRB,3,9999,5,25,22,1015,83,NIL,5000,NIL,NIL,,NIL,,,,
"['14:00', '22/03']",22/03 14:00,50,5,9999,5,28,21,1015,66,45,6000,NIL,NIL,,NIL,,,,
"['15:00', '22/03']",22/03 15:00,110,6,9999,3,28,21,1014,66,NIL,NIL,NIL,NIL,,NIL,,,,
"['16:00', '22/03']",22/03 16:00,140,7,9999,3,28,22,1013,70,145,NIL,NIL,NIL,,NIL,,,,
"['17:00', '22/03']",22/03 17:00,150,7,9999,3,29,21,1012,62,155,NIL,NIL,NIL,,NIL,,,,
"['18:00', '22/03']",22/03 18:00,160,5,9999,3,28,22,1012,70,175,NIL,NIL,NIL,,NIL,,,,
"['19:00', '22/03']",22/03 19:00,110,10,9999,3,29,21,1012,62,120,NIL,NIL,NIL,,NIL,,,,
"['21:00', '22/03']",22/03 21:00,120,8,9999,5,28,21,1012,66,145,2000,NIL,NIL,,NIL,,,,
"['22:00', '22/03']",22/03 22:00,110,8,9999,3,28,21,1013,66,NIL,NIL,NIL,NIL,,NIL,,,,
"['23:00', '22/03']",22/03 23:00,120,8,9999,3,28,21,1014,66,NIL,NIL,NIL,NIL,,NIL,,,,
"['00:00', '23/03']",23/03 00:00,110,6,9999,3,28,21,1014,66,NIL,NIL,NIL,NIL,,NIL,,,,
"['01:00', '23/03']",23/03 01:00,190,8,5000,5,25,22,1015,83,NIL,2000,1,1,,,,,,
"['02:00', '23/03']",23/03 02:00,270,2,9999,3,25,22,1015,83,NIL,NIL,NIL,NIL,,,,,,
"['03:00', '23/03']",23/03 03:00,80,9,8000,5,25,22,1014,83,NIL,1800,NIL,NIL,,,,,,
"['04:00', '23/03']",23/03 04:00,VRB,2,9999,3,24,22,1014,89,NIL,NIL,NIL,NIL,,,,,,
"['05:00', '23/03']",23/03 05:00,120,4,9999,3,26,21,1013,74,NIL,NIL,NIL,NIL,,,,,,
"['06:00', '23/03']",23/03 06:00,140,4,9999,3,26,22,1013,79,NIL,NIL,NIL,NIL,,,,,,
"['07:00', '23/03']",23/03 07:00,120,4,9999,3,26,21,1013,74,NIL,NIL,NIL,NIL,,,,,,
"['08:00', '23/03']",23/03 08:00,120,7,9999,3,26,20,1013,70,NIL,NIL,NIL,NIL,,,,,,
"['09:00', '23/03']",23/03 09:00,120,5,9999,3,26,21,1014,74,NIL,NIL,NIL,NIL,,,,,,
"['10:00', '23/03']",23/03 10:00,120,6,9999,3,27,21,1014,70,135,NIL,NIL,NIL,,,,,,
"['11:00', '23/03']",23/03 11:00,130,8,9999,3,28,20,1015,62,130,NIL,NIL,NIL,,,,,,
"['12:00', '23/03']",23/03 12:00,160,9,9999,3,29,20,1016,58,150,NIL,NIL,NIL,,,,,,
"['13:00', '23/03']",23/03 13:00,140,10,9999,3,29,21,1016,62,NIL,NIL,NIL,NIL,,,,,,
"['14:00', '23/03']",23/03 14:00,140,10,9999,3,29,20,1015,58,NIL,NIL,NIL,NIL,,,,,,
"['15:00', '23/03']",23/03 15:00,120,10,9999,3,30,20,1015,55,NIL,NIL,NIL,NIL,,,,,,
"['16:00', '23/03']",23/03 16:00,120,9,9999,3,30,20,1014,55,125,NIL,NIL,NIL,,,,,,
"['17:00', '23/03']",23/03 17:00,120,8,9999,3,29,21,1013,62,NIL,NIL,NIL,NIL,,,,,,
"['18:00', '23/03']",23/03 18:00,140,9,9999,3,29,21,1013,62,NIL,NIL,NIL,NIL,,,,,,
"['19:00', '23/03']",23/03 19:00,130,9,9999,3,29,20,1013,58,NIL,NIL,NIL,NIL,,,,,,
"['20:00', '23/03']",23/03 20:00,120,9,9999,3,28,20,1013,62,NIL,NIL,NIL,NIL,,,,,,
"['21:00', '23/03']",23/03 21:00,130,9,9999,3,28,20,1013,62,NIL,NIL,NIL,NIL,,,,,,
"['22:00', '23/03']",23/03 22:00,130,6,9999,3,28,20,1013,62,NIL,NIL,NIL,NIL,,,,,,
"['23:00', '23/03']",23/03 23:00,130,4,9999,3,27,21,1014,70,NIL,NIL,NIL,NIL,,,,,,
"['00:00', '24/03']",24/03 00:00,120,9,9999,3,28,21,1015,66,130,NIL,NIL,NIL,,,,,,
"['01:00', '24/03']",24/03 01:00,100,9,9999,3,27,20,1015,66,NIL,,,,,,,,,
"['02:00', '24/03']",24/03 02:00,100,9,9999,2,27,21,1015,70,NIL,,,,,,,,,
"['03:00', '24/03']",24/03 03:00,100,8,9999,2,27,20,1014,66,NIL,,,,,,,,,
"['04:00', '24/03']",24/03 04:00,100,7,9999,2,27,20,1014,66,NIL,,,,,,,,,
"['05:00', '24/03']",24/03 05:00,100,10,9999,3,27,21,1013,70,NIL,,,,,,,,,
"['06:00', '24/03']",24/03 06:00,100,8,9999,2,27,20,1013,66,NIL,,,,,,,,,
"['07:00', '24/03']",24/03 07:00,100,6,9999,2,26,20,1013,70,NIL,,,,,,,,,
"['08:00', '24/03']",24/03 08:00,100,8,9999,2,26,20,1013,70,NIL,,,,,,,,,
"['09:00', '24/03']",24/03 09:00,100,8,9999,3,26,20,1014,70,NIL,,,,,,,,,
"['10:00', '24/03']",24/03 10:00,100,8,9999,3,27,21,1015,70,NIL,,,,,,,,,
"['11:00', '24/03']",24/03 11:00,110,9,9999,3,29,21,1015,62,NIL,,,,,,,,,
"['12:00', '24/03']",24/03 12:00,110,10,9999,3,29,20,1016,58,110,,,,,,,,,
"['13:00', '24/03']",24/03 13:00,110,11,9999,3,29,20,1016,58,110,,,,,,,,,
"['14:00', '24/03']",24/03 14:00,110,10,9999,3,29,21,1016,62,110,,,,,,,,,
"['15:00', '24/03']",24/03 15:00,110,11,9999,3,29,21,1015,62,110,,,,,,,,,
"['16:00', '24/03']",24/03 16:00,110,10,9999,3,29,21,1014,62,110,,,,,,,,,
"['17:00', '24/03']",24/03 17:00,110,9,9999,3,30,21,1014,59,110,,,,,,,,,
"['18:00', '24/03']",24/03 18:00,100,11,9999,3,29,20,1013,58,NIL,,,,,,,,,
"['19:00', '24/03']",24/03 19:00,120,9,9999,2,29,21,1013,62,NIL,,,,,,,,,
"['20:00', '24/03']",24/03 20:00,120,10,9999,3,28,20,1013,62,NIL,,,,,,,,,
"['21:00', '24/03']",24/03 21:00,VRB,7,9999,3,28,20,1013,62,NIL,,,,,,,,,
"['22:00', '24/03']",24/03 22:00,110,9,9999,2,28,20,1013,62,NIL,,,,,,,,,
"['23:00', '24/03']",24/03 23:00,100,7,9999,2,27,20,1014,66,NIL,,,,,,,,,
"['00:00', '25/03']",25/03 00:00,100,8,9999,2,27,20,1014,66,NIL,,,,,,,,,
"['01:00', '25/03']",25/03 01:00,100,11,9999,2,27,20,1015,66,NIL,,,,,,,,,
"['02:00', '25/03']",25/03 02:00,90,10,9999,2,27,20,1015,66,NIL,,,,,,,,,
"['03:00', '25/03']",25/03 03:00,90,9,9999,2,27,20,1014,66,NIL,,,,,,,,,
"['04:00', '25/03']",25/03 04:00,90,9,9999,2,26,19,1014,65,NIL,,,,,,,,,
"['05:00', '25/03']",25/03 05:00,90,8,9999,2,26,20,1013,70,NIL,,,,,,,,,
"['06:00', '25/03']",25/03 06:00,90,8,9999,2,16,19,1013,100,NIL,,,,,,,,,
"['07:00', '25/03']",25/03 07:00,120,7,9999,2,26,19,1013,65,NIL,,,,,,,,,
"['08:00', '25/03']",25/03 08:00,100,9,9999,2,26,19,1014,65,NIL,,,,,,,,,
"['09:00', '25/03']",25/03 09:00,100,7,9999,3,26,20,1014,70,NIL,,,,,,,,,
"['10:00', '25/03']",25/03 10:00,110,8,9999,3,28,20,1015,62,NIL,,,,,,,,,
"['11:00', '25/03']",25/03 11:00,110,8,9999,3,28,20,1016,62,NIL,,,,,,,,,
"['12:00', '25/03']",25/03 12:00,110,10,9999,3,29,20,1016,58,NIL,,,,,,,,,
"['13:00', '25/03']",25/03 13:00,100,9,9999,3,29,21,1016,62,NIL,,,,,,,,,
"['14:00', '25/03']",25/03 14:00,130,8,9999,3,29,21,1016,62,NIL,,,,,,,,,
"['15:00', '25/03']",25/03 15:00,110,9,9999,3,29,20,1015,58,NIL,,,,,,,,,
