validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,trovoada,teto,cobertura,tt,po,qnh,ur,chuva,vnt_rajada,chuvisco,nevoeiro,nevoa_umida,pancada,vis_setor,vis_setor_dir,fumaca,vnt_vrb
"['18:00', '29/02']",29/02 18:00,60,4,8000,,10000,5,26,24,1013,89,NIL,,,,,,,,,
"['19:00', '29/02']",29/02 19:00,50,4,9999,,10000,5,29,24,1012,74,NIL,,,,,,,,,
"['20:00', '29/02']",29/02 20:00,50,6,9999,,10000,5,28,23,1012,74,NIL,,,,,,,,,
"['21:00', '29/02']",29/02 21:00,40,4,9999,,10000,5,27,23,1011,79,NIL,,,,,,,,,
"['22:00', '29/02']",29/02 22:00,10,3,9999,,NIL,3,27,22,1012,74,NIL,,,,,,,,,
"['23:00', '29/02']",29/02 23:00,360,2,9999,,NIL,3,26,22,1012,79,NIL,,,,,,,,,
"['00:00', '01/03']",01/03 00:00,310,3,9999,,NIL,3,26,23,1013,84,NIL,,,,,,,,,
"['01:00', '01/03']",01/03 01:00,300,2,9999,,NIL,3,26,23,1013,84,,,,,,,,,,
"['02:00', '01/03']",01/03 02:00,310,3,9999,,NIL,3,26,23,1014,84,,,,,,,,,,
"['03:00', '01/03']",01/03 03:00,150,3,9999,,NIL,NIL,25,23,1014,89,,,,,,,,,,
"['04:00', '01/03']",01/03 04:00,190,4,9999,,NIL,NIL,26,24,1014,89,,,,,,,,,,
"['05:00', '01/03']",01/03 05:00,250,4,9999,,NIL,NIL,26,24,1014,89,,,,,,,,,,
"['06:00', '01/03']",01/03 06:00,230,3,9999,,NIL,NIL,26,23,1014,84,,,,,,,,,,
"['07:00', '01/03']",01/03 07:00,260,2,9999,,NIL,NIL,25,23,1013,89,,,,,,,,,,
"['08:00', '01/03']",01/03 08:00,230,2,9999,,NIL,NIL,25,23,1013,89,,,,,,,,,,
"['09:00', '01/03']",01/03 09:00,220,3,9999,,NIL,NIL,25,23,1013,89,,,,,,,,,,
"['10:00', '01/03']",01/03 10:00,290,3,9999,,400,8,24,23,1013,94,,,,,,,,,,
"['11:00', '01/03']",01/03 11:00,340,3,9999,,400,8,25,23,1014,89,,,,,,,,,,
"['12:00', '01/03']",01/03 12:00,360,2,9999,,600,8,25,23,1015,89,,,,,,,,,,
"['13:00', '01/03']",01/03 13:00,0,0,9999,,1300,5,29,23,1015,70,,,,,,,,,,
"['13:40', '01/03']",01/03 13:40,340,3,9999,,NIL,2,29,23,1015,70,,,,,,,,,,
"['14:00', '01/03']",01/03 14:00,10,3,9999,,NIL,3,30,22,1015,62,,,,,,,,,,
"['15:00', '01/03']",01/03 15:00,100,3,9999,,NIL,3,31,23,1014,63,,,,,,,,,,
"['16:00', '01/03']",01/03 16:00,150,3,9999,,NIL,3,32,23,1014,59,,,,,,,,,,
"['17:00', '01/03']",01/03 17:00,140,6,9999,,NIL,3,33,22,1013,53,,,,,,,,,,
"['18:00', '01/03']",01/03 18:00,150,8,9999,,NIL,3,33,19,1012,44,,,,,,,,,,
"['19:00', '01/03']",01/03 19:00,160,11,9999,,NIL,3,33,19,1011,44,,,,,,,,,,
"['20:00', '01/03']",01/03 20:00,150,11,9999,,NIL,3,33,18,1010,41,,,,,,,,,,
"['21:00', '01/03']",01/03 21:00,150,9,9999,,NIL,2,32,18,1010,43,,,,,,,,,,
"['22:00', '01/03']",01/03 22:00,140,4,9999,,NIL,NIL,30,19,1010,52,,,,,,,,,,
"['23:00', '01/03']",01/03 23:00,130,4,9999,,NIL,NIL,28,20,1011,62,,,,,,,,,,
"['00:00', '02/03']",02/03 00:00,130,3,9999,,NIL,NIL,27,19,1012,62,,,,,,,,,,
"['01:00', '02/03']",02/03 01:00,170,4,9999,,,NIL,27,19,1012,62,,,,,,,,,,
"['02:00', '02/03']",02/03 02:00,160,3,9999,,,NIL,26,19,1013,65,,,,,,,,,,
"['03:00', '02/03']",02/03 03:00,160,3,9999,,,NIL,25,19,1013,69,,,,,,,,,,
"['04:00', '02/03']",02/03 04:00,280,1,9999,,,NIL,23,19,1013,78,,,,,,,,,,
"['05:00', '02/03']",02/03 05:00,0,0,9999,,,NIL,24,20,1012,78,,,,,,,,,,
"['06:00', '02/03']",02/03 06:00,310,4,9999,,,NIL,23,21,1012,89,,,,,,,,,,
"['07:00', '02/03']",02/03 07:00,320,4,9999,,,NIL,22,21,1012,94,,,,,,,,,,
"['08:00', '02/03']",02/03 08:00,260,1,9999,,,NIL,27,20,1011,66,,,,,,,,,,
"['09:00', '02/03']",02/03 09:00,200,1,9999,,,NIL,22,20,1012,88,,,,,,,,,,
"['10:00', '02/03']",02/03 10:00,0,0,9999,,,NIL,22,20,1012,88,,,,,,,,,,
"['11:00', '02/03']",02/03 11:00,0,0,9999,,,NIL,25,20,1013,74,,,,,,,,,,
"['12:00', '02/03']",02/03 12:00,0,0,9999,,,NIL,27,21,1014,70,,,,,,,,,,
"['13:00', '02/03']",02/03 13:00,150,2,9999,,,NIL,29,20,1014,58,,,,,,,,,,
"['14:00', '02/03']",02/03 14:00,120,4,9999,,,NIL,30,20,1014,55,,,,,,,,,,
"['15:00', '02/03']",02/03 15:00,130,5,9999,,,NIL,32,18,1013,43,,,,,,,,,,
"['16:00', '02/03']",02/03 16:00,120,4,9999,,,2,32,18,1013,43,,,,,,,,,,
"['17:00', '02/03']",02/03 17:00,140,3,9999,,,2,33,18,1012,41,,,,,,,,,,
"['18:00', '02/03']",02/03 18:00,160,7,9999,,,2,33,18,1011,41,,,,,,,,,,
"['19:00', '02/03']",02/03 19:00,150,8,9999,,,2,33,17,1011,39,,,,,,,,,,
"['20:00', '02/03']",02/03 20:00,170,7,9999,,,2,33,16,1009,36,,,,,,,,,,
"['21:00', '02/03']",02/03 21:00,160,8,9999,,,2,32,18,1009,43,,,,,,,,,,
"['22:00', '02/03']",02/03 22:00,160,4,9999,,,NIL,30,19,1010,52,,,,,,,,,,
"['23:00', '02/03']",02/03 23:00,150,5,9999,,,NIL,29,18,1010,52,,,,,,,,,,
"['00:00', '03/03']",03/03 00:00,140,3,9999,,,NIL,27,19,1011,62,,,,,,,,,,
"['01:00', '03/03']",03/03 01:00,170,2,9999,,NIL,NIL,26,19,1012,65,,,,,,,,,,
"['02:00', '03/03']",03/03 02:00,200,3,9999,,NIL,NIL,27,20,1012,66,,,,,,,,,,
"['03:00', '03/03']",03/03 03:00,210,4,9999,,NIL,NIL,27,20,1012,66,,,,,,,,,,
"['04:00', '03/03']",03/03 04:00,80,4,9999,,NIL,NIL,24,21,1012,83,,,,,,,,,,
"['05:00', '03/03']",03/03 05:00,70,3,9999,,NIL,NIL,24,21,1012,83,,,,,,,,,,
"['06:00', '03/03']",03/03 06:00,60,2,9999,,NIL,NIL,24,21,1011,83,,,,,,,,,,
"['07:00', '03/03']",03/03 07:00,0,0,9999,,NIL,NIL,24,21,1011,83,,,,,,,,,,
"['08:00', '03/03']",03/03 08:00,120,3,9999,,NIL,3,23,21,1011,89,,,,,,,,,,
"['09:00', '03/03']",03/03 09:00,140,3,9999,,NIL,3,23,21,1011,89,,,,,,,,,,
"['10:00', '03/03']",03/03 10:00,100,3,9999,,NIL,3,23,21,1011,89,,,,,,,,,,
"['11:00', '03/03']",03/03 11:00,220,3,9999,,NIL,NIL,25,20,1012,74,,,,,,,,,,
"['12:00', '03/03']",03/03 12:00,170,4,9999,,NIL,NIL,27,20,1013,66,,,,,,,,,,
"['13:00', '03/03']",03/03 13:00,160,3,9999,,NIL,NIL,29,21,1013,62,,,,,,,,,,
"['14:00', '03/03']",03/03 14:00,130,3,9999,,NIL,NIL,31,19,1013,49,,,,,,,,,,
"['15:00', '03/03']",03/03 15:00,160,2,9999,,NIL,2,32,19,1013,46,,,,,,,,,,
"['16:00', '03/03']",03/03 16:00,160,4,9999,,NIL,2,32,18,1012,43,,,,,,,,,,
"['17:00', '03/03']",03/03 17:00,320,2,9999,,NIL,3,33,18,1011,41,,,,,,,,,,
"['18:00', '03/03']",03/03 18:00,10,3,9999,,3000,5,33,20,1010,46,,,,,,,,,,
"['19:00', '03/03']",03/03 19:00,200,6,9999,,3000,5,33,16,1010,36,,,,,,,,,,
"['20:00', '03/03']",03/03 20:00,150,7,9999,,3000,5,32,18,1009,43,,,,,,,,,,
"['21:00', '03/03']",03/03 21:00,130,5,9999,,NIL,3,32,19,1009,46,,,,,,,,,,
"['22:00', '03/03']",03/03 22:00,160,5,9999,,NIL,2,31,18,1009,46,,,,,,,,,,
"['23:00', '03/03']",03/03 23:00,190,4,9999,,NIL,2,30,18,1010,49,,,,,,,,,,
"['00:00', '04/03']",04/03 00:00,100,3,9999,,NIL,NIL,27,20,1011,66,,,,,,,,,,
"['01:00', '04/03']",04/03 01:00,210,2,9999,,NIL,NIL,27,19,1012,62,,,,,,,,,,
"['02:00', '04/03']",04/03 02:00,230,3,9999,,NIL,NIL,27,20,1012,66,,,,,,,,,,
"['03:00', '04/03']",04/03 03:00,90,4,9999,,NIL,NIL,25,20,1012,74,,,,,,,,,,
"['04:00', '04/03']",04/03 04:00,210,2,9999,,NIL,NIL,25,20,1012,74,,,,,,,,,,
"['05:00', '04/03']",04/03 05:00,320,2,9999,,NIL,NIL,24,20,1012,78,,,,,,,,,,
"['06:00', '04/03']",04/03 06:00,310,4,9999,,NIL,NIL,24,20,1011,78,,,,,,,,,,
"['07:00', '04/03']",04/03 07:00,320,4,9999,,NIL,NIL,24,20,1012,78,,,,,,,,,,
"['08:00', '04/03']",04/03 08:00,300,4,9999,,NIL,NIL,23,21,1012,89,,,,,,,,,,
"['09:00', '04/03']",04/03 09:00,300,5,9999,,NIL,NIL,23,20,1012,83,,,,,,,,,,
"['10:00', '04/03']",04/03 10:00,320,3,9999,,NIL,NIL,23,20,1011,83,,,,,,,,,,
"['11:00', '04/03']",04/03 11:00,310,4,9999,,NIL,NIL,25,21,1012,79,,,,,,,,,,
"['12:00', '04/03']",04/03 12:00,320,4,9999,,NIL,NIL,27,21,1014,70,,,,,,,,,,
"['13:00', '04/03']",04/03 13:00,320,3,9999,,NIL,NIL,29,20,1014,58,,,,,,,,,,
"['14:00', '04/03']",04/03 14:00,350,3,9999,,NIL,NIL,31,19,1014,49,,,,,,,,,,
"['15:00', '04/03']",04/03 15:00,310,4,9999,,NIL,3,32,19,1014,46,,,,,,,,,,
"['16:00', '04/03']",04/03 16:00,10,4,9999,,2000,5,33,18,1013,41,,,,,,,,,,
"['17:00', '04/03']",04/03 17:00,130,4,9999,,2000,5,33,21,1012,49,,,,,,,,,,
"['18:00', '04/03']",04/03 18:00,80,3,9999,,2000,5,33,18,1011,41,,,,,,,,,,
"['19:00', '04/03']",04/03 19:00,40,4,9999,,2000,5,34,19,1011,41,,,,,,,,,,
"['20:00', '04/03']",04/03 20:00,130,6,9999,,NIL,3,33,19,1010,44,,,,,,,,,,
"['21:00', '04/03']",04/03 21:00,130,5,9999,,NIL,3,33,19,1010,44,,,,,,,,,,
"['22:00', '04/03']",04/03 22:00,150,3,9999,,NIL,2,31,19,1010,49,,,,,,,,,,
"['23:00', '04/03']",04/03 23:00,170,2,9999,,NIL,2,29,18,1011,52,,,,,,,,,,
"['00:00', '05/03']",05/03 00:00,140,2,9999,,NIL,NIL,26,19,1011,65,,,,,,,,,,
"['01:00', '05/03']",05/03 01:00,0,0,9999,,,NIL,27,19,1012,62,,,,,,,,,,
"['02:00', '05/03']",05/03 02:00,290,1,9999,,,NIL,25,21,1013,79,,,,,,,,,,
"['03:00', '05/03']",05/03 03:00,340,2,9999,,,NIL,26,20,1013,70,,,,,,,,,,
"['04:00', '05/03']",05/03 04:00,280,3,9999,,,NIL,25,21,1013,79,,,,,,,,,,
"['05:00', '05/03']",05/03 05:00,310,5,9999,,,NIL,25,21,1013,79,,,,,,,,,,
"['06:00', '05/03']",05/03 06:00,0,0,9999,,,NIL,24,20,1012,78,,,,,,,,,,
"['07:00', '05/03']",05/03 07:00,340,4,9999,,,NIL,23,23,1011,100,,,,,,,,,,
"['08:00', '05/03']",05/03 08:00,310,4,9999,,,NIL,23,21,1012,89,,,,,,,,,,
"['09:00', '05/03']",05/03 09:00,260,2,9999,,,NIL,24,21,1012,83,,,,,,,,,,
"['10:00', '05/03']",05/03 10:00,320,4,9999,,,NIL,23,21,1013,89,,,,,,,,,,
"['11:00', '05/03']",05/03 11:00,310,6,9999,,,NIL,25,22,1014,83,,,,,,,,,,
"['12:00', '05/03']",05/03 12:00,310,6,9999,,,NIL,27,22,1014,74,,,,,,,,,,
"['13:00', '05/03']",05/03 13:00,20,2,9999,,,NIL,30,21,1014,59,,,,,,,,,,
"['14:00', '05/03']",05/03 14:00,320,5,9999,,,NIL,32,21,1015,52,,,,,,,,,,
"['15:00', '05/03']",05/03 15:00,330,5,9999,,,NIL,33,22,1014,53,,,,,,,,,,
"['16:00', '05/03']",05/03 16:00,120,3,9999,,,3,32,20,1014,49,,,,,,,,,,
"['17:00', '05/03']",05/03 17:00,120,4,9999,,,3,34,19,1012,41,,,,,,,,,,
"['18:00', '05/03']",05/03 18:00,140,5,9999,,,3,35,19,1011,39,,,,,,,,,,
"['19:00', '05/03']",05/03 19:00,130,6,9999,,,3,35,18,1010,37,,,,,,,,,,
"['20:00', '05/03']",05/03 20:00,150,4,9999,,,2,35,17,1009,34,,,,,,,,,,
"['21:00', '05/03']",05/03 21:00,140,5,9999,,,2,34,18,1009,39,,,,,,,,,,
"['22:00', '05/03']",05/03 22:00,140,4,9999,,,NIL,31,20,1010,52,,,,,,,,,,
"['23:00', '05/03']",05/03 23:00,150,4,9999,,,NIL,29,20,1011,58,,,,,,,,,,
"['00:00', '06/03']",06/03 00:00,110,3,9999,,,NIL,28,21,1012,66,,,,,,,,,,
"['01:00', '06/03']",06/03 01:00,120,3,9999,,,NIL,28,21,1013,66,,,,,,,,,,
"['02:00', '06/03']",06/03 02:00,210,1,9999,,,NIL,28,21,1013,66,,,,,,,,,,
"['03:00', '06/03']",06/03 03:00,50,3,9999,,,NIL,26,21,1012,74,,,,,,,,,,
"['04:00', '06/03']",06/03 04:00,300,3,9999,,,NIL,26,22,1012,79,,,,,,,,,,
"['05:00', '06/03']",06/03 05:00,320,4,9999,,,NIL,25,21,1012,79,,,,,,,,,,
"['06:00', '06/03']",06/03 06:00,320,4,9999,,,NIL,25,21,1011,79,,,,,,,,,,
"['07:00', '06/03']",06/03 07:00,300,3,9999,,,NIL,24,22,1011,89,,,,,,,,,,
"['08:00', '06/03']",06/03 08:00,310,5,9999,,,NIL,24,21,1011,83,,,,,,,,,,
"['09:00', '06/03']",06/03 09:00,310,6,9999,,,NIL,24,22,1011,89,,,,,,,,,,
"['10:00', '06/03']",06/03 10:00,320,4,9999,,,NIL,23,21,1012,89,,,,,,,,,,
"['11:00', '06/03']",06/03 11:00,310,5,9999,,,NIL,25,22,1013,83,,,,,,,,,,
"['12:00', '06/03']",06/03 12:00,330,3,9999,,,NIL,28,21,1013,66,,,,,,,,,,
"['13:00', '06/03']",06/03 13:00,290,3,9999,,,NIL,30,20,1014,55,,,,,,,,,,
"['14:00', '06/03']",06/03 14:00,230,2,9999,,,NIL,32,20,1014,49,,,,,,,,,,
"['15:00', '06/03']",06/03 15:00,60,3,9999,,,2,33,19,1013,44,,,,,,,,,,
"['16:00', '06/03']",06/03 16:00,100,3,9999,,,3,35,17,1012,34,,,,,,,,,,
"['17:00', '06/03']",06/03 17:00,140,7,9999,,,3,35,16,1011,32,,,,,,,,,,
"['18:00', '06/03']",06/03 18:00,180,7,9999,,,3,36,15,1010,29,,,,,,,,,,
"['19:00', '06/03']",06/03 19:00,170,5,9999,,,3,36,16,1009,31,,,,,,,,,,
"['20:00', '06/03']",06/03 20:00,180,8,9999,,,3,35,14,1009,28,,,,,,,,,,
"['21:00', '06/03']",06/03 21:00,180,7,9999,,,2,35,16,1008,32,,,,,,,,,,
"['22:00', '06/03']",06/03 22:00,160,4,9999,,,2,33,17,1009,39,,,,,,,,,,
"['23:00', '06/03']",06/03 23:00,170,3,9999,,,2,31,17,1009,43,,,,,,,,,,
"['00:00', '07/03']",07/03 00:00,170,3,9999,,,NIL,31,18,1010,46,,,,,,,,,,
"['01:00', '07/03']",07/03 01:00,190,1,9999,,,NIL,28,21,1011,66,,,,,,,,,,
"['02:00', '07/03']",07/03 02:00,30,2,9999,,,NIL,25,22,1011,83,,,,,,,,,,
"['03:00', '07/03']",07/03 03:00,160,3,9999,,,NIL,27,21,1011,70,,,,,,,,,,
"['04:00', '07/03']",07/03 04:00,310,2,9999,,,NIL,26,21,1011,74,,,,,,,,,,
"['05:00', '07/03']",07/03 05:00,300,5,9999,,,NIL,26,21,1010,74,,,,,,,,,,
"['06:00', '07/03']",07/03 06:00,320,4,9999,,,NIL,24,22,1010,89,,,,,,,,,,
"['07:00', '07/03']",07/03 07:00,320,4,9999,,,NIL,24,21,1009,83,,,,,,,,,,
"['08:00', '07/03']",07/03 08:00,320,7,9999,,,NIL,24,21,1009,83,,,,,,,,,,
"['09:00', '07/03']",07/03 09:00,330,7,9999,,,NIL,24,20,1010,78,,,,,,,,,,
"['10:00', '07/03']",07/03 10:00,300,7,9999,,,NIL,24,20,1010,78,,,,,,,,,,
"['11:00', '07/03']",07/03 11:00,310,6,9999,,,NIL,25,21,1011,79,,,,,,,,,,
"['12:00', '07/03']",07/03 12:00,330,3,9999,,,NIL,27,21,1012,70,,,,,,,,,,
"['13:00', '07/03']",07/03 13:00,350,4,9999,,,NIL,30,21,1012,59,,,,,,,,,,
"['14:00', '07/03']",07/03 14:00,320,5,9999,,,NIL,32,21,1012,52,,,,,,,,,,
"['15:00', '07/03']",07/03 15:00,330,5,9999,,,2,33,21,1012,49,,,,,,,,,,
"['16:00', '07/03']",07/03 16:00,340,4,9999,,,3,35,20,1011,42,,,,,,,,,,
"['17:00', '07/03']",07/03 17:00,300,4,9999,,,3,35,19,1010,39,,,,,,,,,,
"['18:00', '07/03']",07/03 18:00,30,3,9999,,,3,35,19,1009,39,,,,,,,,,,
"['19:00', '07/03']",07/03 19:00,80,1,9999,,,3,35,17,1008,34,,,,,,,,,,
"['20:00', '07/03']",07/03 20:00,140,5,9999,,,2,35,19,1007,39,,,,,,,,,,
"['21:00', '07/03']",07/03 21:00,180,7,9999,,,2,34,16,1007,34,,,,,,,,,,
"['22:00', '07/03']",07/03 22:00,150,4,9999,,,NIL,31,21,1008,55,,,,,,,,,,
"['23:00', '07/03']",07/03 23:00,150,3,9999,,,NIL,29,21,1008,62,,,,,,,,,,
"['00:00', '08/03']",08/03 00:00,130,2,9999,,,NIL,28,20,1009,62,,,,,,,,,,
"['01:00', '08/03']",08/03 01:00,70,2,9999,,,NIL,27,21,1010,70,,,,,,,,,,
"['02:00', '08/03']",08/03 02:00,0,0,9999,,,NIL,27,22,1010,74,,,,,,,,,,
"['03:00', '08/03']",08/03 03:00,0,0,9999,,,NIL,26,21,1010,74,,,,,,,,,,
"['04:00', '08/03']",08/03 04:00,290,1,9999,,,NIL,25,22,1010,83,,,,,,,,,,
"['05:00', '08/03']",08/03 05:00,0,0,9999,,,NIL,24,22,1010,89,,,,,,,,,,
"['06:00', '08/03']",08/03 06:00,310,4,9999,,,NIL,25,21,1010,79,,,,,,,,,,
"['07:00', '08/03']",08/03 07:00,310,6,9999,,,NIL,24,22,1009,89,,,,,,,,,,
"['08:00', '08/03']",08/03 08:00,320,6,9999,,,NIL,24,22,1009,89,,,,,,,,,,
"['09:00', '08/03']",08/03 09:00,300,5,9999,,,NIL,24,21,1010,83,,,,,,,,,,
"['10:00', '08/03']",08/03 10:00,310,8,9999,,,NIL,24,21,1010,83,,,,,,,,,,
"['11:00', '08/03']",08/03 11:00,310,7,9999,,,NIL,25,22,1011,83,,,,,,,,,,
"['12:00', '08/03']",08/03 12:00,310,5,9999,,,NIL,29,21,1011,62,,,,,,,,,,
"['13:00', '08/03']",08/03 13:00,300,6,9999,,,NIL,31,22,1013,59,,,,,,,,,,
"['14:00', '08/03']",08/03 14:00,320,4,9999,,,NIL,32,22,1013,56,,,,,,,,,,
"['15:00', '08/03']",08/03 15:00,320,5,9999,,,2,34,21,1012,47,,,,,,,,,,
"['16:00', '08/03']",08/03 16:00,280,6,9999,,,3,35,20,1011,42,,,,,,,,,,
"['17:00', '08/03']",08/03 17:00,310,5,9999,,,3,36,18,1010,35,,,,,,,,,,
"['18:00', '08/03']",08/03 18:00,280,7,9999,,,3,36,16,1009,31,,,,,,,,,,
"['19:00', '08/03']",08/03 19:00,60,2,9999,,,3,37,16,1008,29,,,,,,,,,,
"['20:00', '08/03']",08/03 20:00,130,6,9999,,,3,36,15,1007,29,,,,,,,,,,
"['21:00', '08/03']",08/03 21:00,140,5,9999,,,3,35,17,1008,34,,,,,,,,,,
"['22:00', '08/03']",08/03 22:00,140,4,9999,,,3,32,18,1008,43,,,,,,,,,,
"['23:00', '08/03']",08/03 23:00,120,2,9999,,,3,30,18,1008,49,,,,,,,,,,
"['00:00', '09/03']",09/03 00:00,130,3,9999,,,NIL,28,19,1010,58,,,,,,,,,,
"['01:00', '09/03']",09/03 01:00,110,3,9999,,NIL,NIL,27,20,1011,66,,,,,,,,,,
"['02:00', '09/03']",09/03 02:00,70,2,9999,,NIL,NIL,26,21,1012,74,,,,,,,,,,
"['03:00', '09/03']",09/03 03:00,40,2,9999,,NIL,NIL,25,22,1012,83,,,,,,,,,,
"['04:00', '09/03']",09/03 04:00,0,0,9999,,NIL,NIL,27,21,1012,70,,,,,,,,,,
"['05:00', '09/03']",09/03 05:00,210,2,9999,,NIL,NIL,27,21,1012,70,,,,,,,,,,
"['06:00', '09/03']",09/03 06:00,340,3,9999,,NIL,NIL,25,21,1012,79,,,,,,,,,,
"['07:00', '09/03']",09/03 07:00,330,2,9999,,NIL,NIL,25,21,1012,79,,,,,,,,,,
"['08:00', '09/03']",09/03 08:00,320,7,9999,,NIL,NIL,24,21,1012,83,,,,,,,,,,
"['09:00', '09/03']",09/03 09:00,310,6,9999,,NIL,NIL,24,21,1012,83,,,,,,,,,,
"['10:00', '09/03']",09/03 10:00,330,7,9999,,NIL,NIL,25,22,1013,83,,,,,,,,,,
"['11:00', '09/03']",09/03 11:00,320,6,9999,,NIL,NIL,26,22,1014,79,,,,,,,,,,
"['12:00', '09/03']",09/03 12:00,330,10,9999,,NIL,NIL,28,23,1014,74,,,,,,,,,,
"['13:00', '09/03']",09/03 13:00,340,8,9999,,NIL,NIL,30,23,1015,66,,,,,,,,,,
"['14:00', '09/03']",09/03 14:00,310,8,9999,,NIL,NIL,31,23,1014,63,,,,,,,,,,
"['15:00', '09/03']",09/03 15:00,320,5,9999,,NIL,NIL,32,22,1014,56,,,,,,,,,,
"['16:00', '09/03']",09/03 16:00,40,3,9999,,NIL,2,34,22,1013,50,,,,,,,,,,
"['17:00', '09/03']",09/03 17:00,120,3,9999,,NIL,3,36,22,1012,45,,,,,,,,,,
"['18:00', '09/03']",09/03 18:00,120,6,9999,,2000,5,36,19,1011,37,,,,,,,,,,
"['19:00', '09/03']",09/03 19:00,180,5,9999,,NIL,3,36,20,1010,39,,,,,,,,,,
"['20:00', '09/03']",09/03 20:00,90,10,9999,,NIL,3,33,21,1010,49,,,,,,,,,,
"['21:00', '09/03']",09/03 21:00,80,6,9999,,NIL,3,32,21,1009,52,,,,,,,,,,
"['22:00', '09/03']",09/03 22:00,90,4,9999,,NIL,2,31,20,1010,52,,,,,,,,,,
"['23:00', '09/03']",09/03 23:00,100,3,9999,,NIL,2,28,21,1010,66,,,,,,,,,,
"['00:00', '10/03']",10/03 00:00,140,3,9999,,NIL,2,28,22,1011,70,,,,,,,,,,
"['01:00', '10/03']",10/03 01:00,70,2,9999,,NIL,2,27,22,1012,74,,,,,,,,,,
"['02:00', '10/03']",10/03 02:00,40,3,9999,,NIL,NIL,28,22,1012,70,,,,,,,,,,
"['03:00', '10/03']",10/03 03:00,70,2,9999,,NIL,NIL,27,22,1012,74,,,,,,,,,,
"['04:00', '10/03']",10/03 04:00,280,2,9999,,NIL,2,27,22,1012,74,,,,,,,,,,
"['05:00', '10/03']",10/03 05:00,320,5,9999,,NIL,3,26,22,1012,79,,,,,,,,,,
"['06:00', '10/03']",10/03 06:00,310,3,9999,,NIL,3,26,22,1012,79,,,,,,,,,,
"['07:00', '10/03']",10/03 07:00,320,2,9999,,NIL,3,25,22,1012,83,,,,,,,,,,
"['08:00', '10/03']",10/03 08:00,0,0,9999,,NIL,3,25,22,1012,83,,,,,,,,,,
"['09:00', '10/03']",10/03 09:00,330,3,9999,,NIL,3,25,22,1012,83,,,,,,,,,,
"['10:00', '10/03']",10/03 10:00,310,6,9999,,NIL,NIL,26,22,1013,79,,,,,,,,,,
"['11:00', '10/03']",10/03 11:00,320,4,9999,,NIL,3,26,22,1013,79,,,,,,,,,,
"['12:00', '10/03']",10/03 12:00,320,3,9999,,NIL,3,29,22,1014,66,,,,,,,,,,
"['13:00', '10/03']",10/03 13:00,350,3,9999,,NIL,NIL,32,22,1014,56,,,,,,,,,,
"['14:00', '10/03']",10/03 14:00,330,5,9999,,NIL,NIL,33,20,1014,46,,,,,,,,,,
"['15:00', '10/03']",10/03 15:00,300,2,9999,,NIL,2,35,19,1013,39,,,,,,,,,,
"['16:00', '10/03']",10/03 16:00,70,5,9999,,NIL,3,35,20,1013,42,,,,,,,,,,
"['17:00', '10/03']",10/03 17:00,110,4,9999,,2000,5,35,19,1011,39,,,,,,,,,,
"['18:00', '10/03']",10/03 18:00,160,7,9999,,2000,5,36,19,1010,37,,,,,,,,,,
"['19:00', '10/03']",10/03 19:00,170,7,9999,,NIL,3,36,18,1009,35,,,,,,,,,,
"['20:00', '10/03']",10/03 20:00,130,9,9999,,NIL,3,35,20,1008,42,,,,,,,,,,
"['21:00', '10/03']",10/03 21:00,130,6,9999,,NIL,2,33,22,1008,53,,,,,,,,,,
"['22:00', '10/03']",10/03 22:00,120,4,9999,,NIL,2,31,22,1008,59,,,,,,,,,,
"['23:00', '10/03']",10/03 23:00,70,3,9999,,NIL,2,30,22,1009,62,,,,,,,,,,
"['00:00', '11/03']",11/03 00:00,110,2,9999,,NIL,2,29,22,1010,66,,,,,,,,,,
"['01:00', '11/03']",11/03 01:00,140,4,9999,,,3,28,22,1010,70,,,,,,,,,,
"['02:00', '11/03']",11/03 02:00,70,3,9999,,,3,28,22,1010,70,,,,,,,,,,
"['03:00', '11/03']",11/03 03:00,80,3,9999,,,NIL,27,23,1010,79,,,,,,,,,,
"['04:00', '11/03']",11/03 04:00,20,2,9999,,,NIL,26,23,1010,84,,,,,,,,,,
"['05:00', '11/03']",11/03 05:00,300,3,9999,,,NIL,27,23,1010,79,,,,,,,,,,
"['06:00', '11/03']",11/03 06:00,0,0,9999,,,NIL,27,22,1010,74,,,,,,,,,,
"['07:00', '11/03']",11/03 07:00,170,2,9999,,,NIL,26,23,1009,84,,,,,,,,,,
"['08:00', '11/03']",11/03 08:00,300,5,9999,,,NIL,28,21,1009,66,,,,,,,,,,
"['09:00', '11/03']",11/03 09:00,300,8,9999,,,NIL,26,21,1010,74,,,,,,,,,,
"['10:00', '11/03']",11/03 10:00,300,7,9999,,,NIL,26,21,1010,74,,,,,,,,,,
"['11:00', '11/03']",11/03 11:00,300,9,9999,,,NIL,27,21,1010,70,,,,,,,,,,
"['12:00', '11/03']",11/03 12:00,320,5,9999,,,NIL,27,21,1011,70,,,,,,,,,,
"['13:00', '11/03']",11/03 13:00,300,7,9999,,,NIL,29,21,1011,62,,,,,,,,,,
"['14:00', '11/03']",11/03 14:00,360,5,9999,,,NIL,32,19,1012,46,,,,,,,,,,
"['15:00', '11/03']",11/03 15:00,330,6,9999,,,NIL,33,19,1011,44,,,,,,,,,,
