validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vis_setor,vis_setor_dir,nevoeiro,nevoa_umida,chuvisco,pancada,vnt_vrb,fumaca
"['14:00', '09/01']",09/01 14:00,170,4,NIL,9999,NIL,NIL,NIL,3,27,21,1015,70,NIL,NIL,,,,NIL,,
"['15:00', '09/01']",09/01 15:00,160,4,NIL,9999,NIL,NIL,NIL,3,28,21,1015,66,NIL,NIL,,,,NIL,,
"['16:00', '09/01']",09/01 16:00,60,7,NIL,9999,NIL,NIL,3500,5,27,20,1014,66,NIL,NIL,,,,NIL,,
"['17:00', '09/01']",09/01 17:00,40,5,NIL,9999,NIL,NIL,NIL,3,28,21,1013,66,NIL,NIL,,,,NIL,,
"['18:00', '09/01']",09/01 18:00,320,6,NIL,9999,NIL,NIL,NIL,3,29,20,1012,58,NIL,NIL,,,,NIL,,
"['18:31', '09/01']",09/01 18:31,270,2,NIL,9999,NIL,1,3500,5,30,21,1012,59,NIL,NIL,,,,NIL,,
"['19:00', '09/01']",09/01 19:00,190,3,NIL,9000,NIL,1,3500,5,29,20,1012,58,NIL,NIL,,,,NIL,,
"['19:30', '09/01']",09/01 19:30,80,22,44,1500,1,1,3500,5,21,20,1013,94,NIL,NIL,,,,NIL,,
"['20:00', '09/01']",09/01 20:00,350,9,NIL,2000,1,1,1000,5,21,20,1014,94,NIL,NIL,,,,NIL,,
"['20:35', '09/01']",09/01 20:35,320,9,NIL,4000,1,1,2300,5,20,19,1014,94,NIL,NIL,,,,NIL,,
"['21:00', '09/01']",09/01 21:00,350,8,NIL,2000,1,1,3000,5,21,19,1015,88,NIL,NIL,,,,NIL,,
"['21:25', '09/01']",09/01 21:25,240,9,NIL,4000,1,1,3500,5,20,19,1015,94,NIL,NIL,,,,NIL,,
"['22:00', '09/01']",09/01 22:00,300,5,NIL,5000,1,1,7000,5,20,19,1015,94,NIL,NIL,,,,NIL,,
"['23:00', '09/01']",09/01 23:00,120,5,NIL,9999,1,NIL,10000,5,21,19,1015,88,NIL,NIL,,,,NIL,,
"['00:00', '10/01']",10/01 00:00,110,4,NIL,9999,NIL,NIL,10000,5,21,20,1014,94,NIL,NIL,,,,NIL,,
"['01:00', '10/01']",10/01 01:00,260,2,,9999,,NIL,10000,5,21,20,1016,94,,,NIL,,,,,
"['02:00', '10/01']",10/01 02:00,110,3,,9999,,NIL,10000,5,21,20,1016,94,,,NIL,,,,,
"['02:34', '10/01']",10/01 02:34,160,3,,500,,NIL,10000,5,20,20,1016,100,,,1,,,,,
"['03:00', '10/01']",10/01 03:00,150,3,,500,,NIL,10000,5,20,20,1016,100,,,1,,,,,
"['03:30', '10/01']",10/01 03:30,160,1,,1500,,NIL,10000,5,20,20,1015,100,,,1,,,,,
"['04:00', '10/01']",10/01 04:00,150,3,,1500,,NIL,10000,5,20,20,1015,100,,,1,,,,,
"['05:00', '10/01']",10/01 05:00,160,3,,9999,,NIL,NIL,3,20,19,1014,94,,,NIL,,,,,
"['06:00', '10/01']",10/01 06:00,160,3,,9999,,NIL,NIL,3,20,19,1014,94,,,NIL,,,,,
"['07:00', '10/01']",10/01 07:00,110,5,,9999,,NIL,NIL,3,21,19,1014,88,,,NIL,,,,,
"['08:00', '10/01']",10/01 08:00,130,4,,9999,,NIL,NIL,3,21,19,1014,88,,,NIL,,,,,
"['09:00', '10/01']",10/01 09:00,160,2,,9999,,NIL,NIL,3,21,19,1016,88,,,NIL,,,,,
"['10:00', '10/01']",10/01 10:00,200,2,,9999,,NIL,NIL,3,21,19,1017,88,,,NIL,,,,,
"['11:00', '10/01']",10/01 11:00,80,3,,9999,,NIL,NIL,3,23,20,1017,83,,,NIL,,,,,
"['12:00', '10/01']",10/01 12:00,360,4,,9999,,NIL,NIL,3,23,20,1018,83,,,NIL,,,,,
"['13:00', '10/01']",10/01 13:00,330,9,,9999,,NIL,2000,5,26,20,1018,70,,,NIL,,,,,
"['14:00', '10/01']",10/01 14:00,330,9,,9999,,NIL,2100,5,26,20,1017,70,,,NIL,,,,,
"['15:00', '10/01']",10/01 15:00,330,7,,9999,,NIL,2500,5,27,21,1017,70,,,NIL,,,,,
"['16:00', '10/01']",10/01 16:00,350,7,,9999,,NIL,3000,5,28,21,1016,66,,,NIL,,,,,
"['17:00', '10/01']",10/01 17:00,360,6,,9999,,NIL,3000,5,28,20,1015,62,,,NIL,,,,,
"['18:00', '10/01']",10/01 18:00,20,7,,9999,,NIL,NIL,3,28,22,1014,70,,,NIL,,,,,
"['19:00', '10/01']",10/01 19:00,40,9,,9999,,NIL,2500,5,28,21,1013,66,,,NIL,,,,,
"['20:00', '10/01']",10/01 20:00,40,10,,9999,,NIL,NIL,3,27,21,1013,70,,,NIL,,,,,
"['20:26', '10/01']",10/01 20:26,40,10,,9999,,1,NIL,3,27,21,1013,70,,,NIL,,,,,
"['21:00', '10/01']",10/01 21:00,40,8,,9999,,1,NIL,3,26,21,1013,74,,,NIL,,,,,
"['22:00', '10/01']",10/01 22:00,160,4,,9999,,1,NIL,3,25,21,1014,79,,,NIL,,,,,
"['23:00', '10/01']",10/01 23:00,130,7,,9999,,NIL,NIL,3,24,20,1015,78,,,NIL,,,,,
"['00:00', '11/01']",11/01 00:00,130,6,,9999,,NIL,NIL,3,24,20,1016,78,,,NIL,,,,,
"['01:00', '11/01']",11/01 01:00,100,8,,9999,,1,NIL,3,24,21,1016,83,,,,,,,,
"['02:00', '11/01']",11/01 02:00,100,3,,9999,,NIL,NIL,3,23,20,1016,83,,,,,,,,
"['03:00', '11/01']",11/01 03:00,140,4,,9999,,NIL,NIL,3,22,20,1016,88,,,,,,,,
"['04:00', '11/01']",11/01 04:00,190,2,,9999,,NIL,10000,5,22,21,1016,94,,,,,,,,
"['05:00', '11/01']",11/01 05:00,280,2,,9999,,NIL,10000,5,22,20,1015,88,,,,,,,,
"['06:00', '11/01']",11/01 06:00,90,6,,9999,,NIL,NIL,NIL,22,20,1014,88,,,,,,,,
"['07:00', '11/01']",11/01 07:00,90,5,,9999,,NIL,NIL,NIL,22,20,1014,88,,,,,,,,
"['08:00', '11/01']",11/01 08:00,170,2,,9999,,NIL,NIL,NIL,21,20,1015,94,,,,,,,,
"['09:00', '11/01']",11/01 09:00,10,1,,9999,,NIL,NIL,NIL,21,20,1016,94,,,,,,,,
"['10:00', '11/01']",11/01 10:00,60,1,,9999,,NIL,7000,5,23,20,1017,83,,,,,,,,
"['11:00', '11/01']",11/01 11:00,40,4,,9999,,NIL,2500,5,23,20,1017,83,,,,,,,,
"['12:00', '11/01']",11/01 12:00,40,5,,9999,,NIL,7000,5,24,20,1017,78,,,,,,,,
"['13:00', '11/01']",11/01 13:00,10,6,,9999,,NIL,NIL,3,26,21,1018,74,,,,,,,,
"['14:00', '11/01']",11/01 14:00,360,6,,9999,,NIL,2500,5,28,21,1017,66,,,,,,,,
"['15:00', '11/01']",11/01 15:00,10,6,,9999,,NIL,3000,5,28,21,1017,66,,,,,,,,
"['16:00', '11/01']",11/01 16:00,340,5,,9999,,NIL,4000,5,29,20,1016,58,,,,,,,,
"['17:00', '11/01']",11/01 17:00,350,5,,9999,,NIL,4000,5,30,21,1015,59,,,,,,,,
"['18:00', '11/01']",11/01 18:00,320,5,,9999,,NIL,4000,5,29,20,1014,58,,,,,,,,
"['19:00', '11/01']",11/01 19:00,30,4,,9999,,NIL,NIL,3,30,20,1013,55,,,,,,,,
"['20:00', '11/01']",11/01 20:00,220,3,,9999,,NIL,NIL,3,31,20,1013,52,,,,,,,,
"['21:00', '11/01']",11/01 21:00,50,2,,9999,,NIL,NIL,3,29,20,1013,58,,,,,,,,
"['22:00', '11/01']",11/01 22:00,70,8,,9999,,NIL,NIL,2,28,21,1014,66,,,,,,,,
"['23:00', '11/01']",11/01 23:00,80,7,,9999,,NIL,NIL,2,27,21,1014,70,,,,,,,,
"['00:00', '12/01']",12/01 00:00,230,4,,9999,,1,NIL,3,25,21,1016,79,,,,,,,,
"['01:00', '12/01']",12/01 01:00,170,5,,9999,NIL,1,10000,5,24,21,1016,83,,,,NIL,,,,
"['02:00', '12/01']",12/01 02:00,120,7,,9999,NIL,1,NIL,3,24,21,1016,83,,,,NIL,,,,
"['03:00', '12/01']",12/01 03:00,130,2,,9999,NIL,1,7000,5,24,21,1016,83,,,,NIL,,,,
"['04:00', '12/01']",12/01 04:00,50,6,,9999,NIL,NIL,8000,5,24,21,1016,83,,,,NIL,,,,
"['05:00', '12/01']",12/01 05:00,200,10,,3000,1,1,2000,5,21,20,1016,94,,,,NIL,,,,
"['06:00', '12/01']",12/01 06:00,150,4,,4500,1,1,3000,5,20,18,1016,88,,,,NIL,,,,
"['07:00', '12/01']",12/01 07:00,150,3,,4000,NIL,1,7000,5,20,19,1016,94,,,,1,,,,
"['08:00', '12/01']",12/01 08:00,130,2,,9999,NIL,NIL,7000,5,20,19,1016,94,,,,NIL,,,,
"['09:00', '12/01']",12/01 09:00,160,1,,8000,NIL,NIL,7000,5,20,19,1017,94,,,,NIL,,,,
"['10:00', '12/01']",12/01 10:00,270,3,,8000,NIL,NIL,NIL,3,21,20,1017,94,,,,NIL,,,,
"['11:00', '12/01']",12/01 11:00,10,3,,9999,NIL,NIL,NIL,3,23,20,1018,83,,,,NIL,,,,
"['12:00', '12/01']",12/01 12:00,10,8,,9999,NIL,NIL,1500,5,25,20,1018,74,,,,NIL,,,,
"['13:00', '12/01']",12/01 13:00,20,3,,9999,NIL,NIL,2500,5,27,21,1019,70,,,,NIL,,,,
"['14:00', '12/01']",12/01 14:00,40,5,,9999,NIL,NIL,3000,5,28,20,1018,62,,,,NIL,,,,
"['15:00', '12/01']",12/01 15:00,340,2,,9999,NIL,NIL,3000,5,28,20,1017,62,,,,NIL,,,,
"['16:00', '12/01']",12/01 16:00,360,4,,9999,NIL,NIL,3500,5,29,20,1016,58,,,,NIL,,,,
"['17:00', '12/01']",12/01 17:00,310,3,,9999,NIL,NIL,3700,5,29,20,1015,58,,,,NIL,,,,
"['18:00', '12/01']",12/01 18:00,340,4,,9999,NIL,NIL,3700,5,30,11,1014,31,,,,NIL,,,,
"['19:00', '12/01']",12/01 19:00,70,3,,9999,NIL,NIL,3700,5,29,20,1014,58,,,,NIL,,,,
"['20:00', '12/01']",12/01 20:00,70,4,,9999,NIL,NIL,3700,5,29,20,1014,58,,,,NIL,,,,
"['21:00', '12/01']",12/01 21:00,90,9,,9999,NIL,NIL,NIL,3,28,21,1013,66,,,,NIL,,,,
"['22:00', '12/01']",12/01 22:00,120,9,,9999,NIL,NIL,NIL,3,26,20,1014,70,,,,NIL,,,,
"['23:00', '12/01']",12/01 23:00,100,11,,9999,NIL,NIL,NIL,3,25,20,1015,74,,,,NIL,,,,
"['00:00', '13/01']",13/01 00:00,90,6,,9999,NIL,NIL,NIL,NIL,24,20,1016,78,,,,NIL,,,,
"['01:00', '13/01']",13/01 01:00,120,6,,9999,NIL,,NIL,NIL,23,20,1016,83,,,,,,NIL,,
"['02:00', '13/01']",13/01 02:00,140,2,,9999,NIL,,NIL,NIL,23,20,1016,83,,,,,,NIL,,
"['04:00', '13/01']",13/01 04:00,120,3,,9999,NIL,,NIL,NIL,22,20,1016,88,,,,,,NIL,,
"['05:00', '13/01']",13/01 05:00,100,5,,9999,NIL,,NIL,NIL,22,19,1016,83,,,,,,NIL,,
"['08:00', '13/01']",13/01 08:00,120,6,,9999,NIL,,NIL,NIL,21,18,1016,83,,,,,,NIL,,
"['09:00', '13/01']",13/01 09:00,160,3,,9999,NIL,,NIL,NIL,21,19,1016,88,,,,,,NIL,,
"['10:00', '13/01']",13/01 10:00,120,5,,9999,NIL,,NIL,NIL,21,19,1016,88,,,,,,NIL,,
"['11:00', '13/01']",13/01 11:00,60,6,,9999,NIL,,NIL,2,24,20,1017,78,,,,,,NIL,,
"['12:00', '13/01']",13/01 12:00,50,5,,9999,NIL,,NIL,3,24,20,1017,78,,,,,,NIL,,
"['13:00', '13/01']",13/01 13:00,40,7,,9999,NIL,,2500,5,25,19,1017,69,,,,,,NIL,,
"['14:00', '13/01']",13/01 14:00,30,8,,9999,NIL,,3000,5,27,19,1017,62,,,,,,NIL,,
"['15:00', '13/01']",13/01 15:00,50,6,,9999,NIL,,3000,5,27,20,1018,66,,,,,,NIL,,
"['16:00', '13/01']",13/01 16:00,70,7,,9999,NIL,,3700,5,27,20,1017,66,,,,,,NIL,,
"['17:00', '13/01']",13/01 17:00,50,7,,9999,NIL,,4000,5,27,19,1016,62,,,,,,NIL,,
"['18:00', '13/01']",13/01 18:00,40,10,,9999,1,,4000,5,25,20,1015,74,,,,,,1,,
"['19:00', '13/01']",13/01 19:00,40,7,,9999,NIL,,NIL,3,27,20,1014,66,,,,,,NIL,,
"['20:00', '13/01']",13/01 20:00,40,7,,9999,NIL,,NIL,3,28,19,1014,58,,,,,,NIL,,
"['21:00', '13/01']",13/01 21:00,60,5,,9999,NIL,,NIL,3,27,20,1014,66,,,,,,NIL,,
"['22:00', '13/01']",13/01 22:00,80,10,,9999,NIL,,NIL,3,26,19,1014,65,,,,,,NIL,,
"['23:00', '13/01']",13/01 23:00,90,10,,9999,NIL,,NIL,3,25,19,1015,69,,,,,,NIL,,
"['00:00', '14/01']",14/01 00:00,110,8,,9999,NIL,,NIL,NIL,24,19,1016,74,,,,,,NIL,,
"['01:00', '14/01']",14/01 01:00,120,4,,9999,,,NIL,NIL,23,18,1017,73,,,,,,,,
"['02:00', '14/01']",14/01 02:00,90,9,,9999,,,NIL,NIL,23,18,1016,73,,,,,,,,
"['03:00', '14/01']",14/01 03:00,130,3,,9999,,,NIL,NIL,22,18,1016,78,,,,,,,,
"['04:00', '14/01']",14/01 04:00,100,8,,9999,,,NIL,NIL,22,18,1016,78,,,,,,,,
"['05:00', '14/01']",14/01 05:00,90,10,,9999,,,NIL,NIL,21,17,1015,78,,,,,,,,
"['06:00', '14/01']",14/01 06:00,80,9,,9999,,,NIL,NIL,21,17,1015,78,,,,,,,,
"['07:00', '14/01']",14/01 07:00,70,7,,9999,,,NIL,NIL,21,17,1015,78,,,,,,,,
"['08:00', '14/01']",14/01 08:00,90,8,,9999,,,NIL,NIL,21,17,1016,78,,,,,,,,
"['09:00', '14/01']",14/01 09:00,110,5,,9999,,,NIL,NIL,20,17,1017,83,,,,,,,,
"['10:00', '14/01']",14/01 10:00,80,5,,9999,,,NIL,NIL,21,17,1017,78,,,,,,,,
"['11:00', '14/01']",14/01 11:00,110,5,,9999,,,NIL,2,24,18,1018,69,,,,,,,,
"['12:00', '14/01']",14/01 12:00,60,4,,9999,,,NIL,3,24,17,1018,65,,,,,,,,
"['13:00', '14/01']",14/01 13:00,100,4,,9999,,,3000,5,26,18,1018,61,,,,,,,,
"['14:00', '14/01']",14/01 14:00,80,4,,9999,,,3500,5,27,19,1018,62,,,,,,,,
"['15:00', '14/01']",14/01 15:00,10,6,,9999,,,4000,5,26,17,1018,58,,,,,,,,
"['16:00', '14/01']",14/01 16:00,130,5,,9999,,,4000,5,27,19,1017,62,,,,,,,,
"['17:00', '14/01']",14/01 17:00,80,10,,9999,,,4000,5,28,18,1016,55,,,,,,,,
"['18:00', '14/01']",14/01 18:00,100,7,,9999,,,NIL,3,28,18,1015,55,,,,,,,,
"['19:00', '14/01']",14/01 19:00,90,9,,9999,,,NIL,3,28,18,1014,55,,,,,,,,
"['20:00', '14/01']",14/01 20:00,70,8,,9999,,,NIL,2,28,17,1014,51,,,,,,,,
"['21:00', '14/01']",14/01 21:00,90,9,,9999,,,NIL,2,28,16,1014,48,,,,,,,,
"['22:00', '14/01']",14/01 22:00,80,8,,9999,,,NIL,2,26,17,1015,58,,,,,,,,
"['23:00', '14/01']",14/01 23:00,70,8,,9999,,,NIL,NIL,25,17,1016,61,,,,,,,,
"['00:00', '15/01']",15/01 00:00,80,8,,9999,,,NIL,NIL,25,17,1017,61,,,,,,,,
"['01:00', '15/01']",15/01 01:00,80,8,,9999,NIL,NIL,NIL,NIL,24,17,1017,65,,,,NIL,,NIL,,
"['02:00', '15/01']",15/01 02:00,80,5,,9999,NIL,NIL,NIL,NIL,23,18,1018,73,,,,NIL,,NIL,,
"['03:00', '15/01']",15/01 03:00,30,6,,9999,NIL,NIL,NIL,3,22,18,1018,78,,,,NIL,,NIL,,
"['04:00', '15/01']",15/01 04:00,30,5,,9999,NIL,NIL,NIL,3,21,19,1017,88,,,,NIL,,NIL,,
"['05:00', '15/01']",15/01 05:00,90,2,,9999,NIL,NIL,NIL,3,21,19,1017,88,,,,NIL,,NIL,,
"['06:00', '15/01']",15/01 06:00,50,3,,9999,NIL,NIL,NIL,3,20,19,1017,94,,,,NIL,,NIL,,
"['07:00', '15/01']",15/01 07:00,160,2,,9999,NIL,NIL,NIL,3,20,18,1016,88,,,,NIL,,NIL,,
"['08:00', '15/01']",15/01 08:00,150,3,,9999,NIL,NIL,NIL,3,20,18,1016,88,,,,NIL,,NIL,,
"['09:00', '15/01']",15/01 09:00,80,6,,9999,NIL,NIL,NIL,NIL,20,17,1017,83,,,,NIL,,NIL,,
"['10:00', '15/01']",15/01 10:00,100,8,,9999,NIL,NIL,NIL,NIL,21,18,1017,83,,,,NIL,,NIL,,
"['11:00', '15/01']",15/01 11:00,80,8,,9999,NIL,NIL,NIL,NIL,24,18,1018,69,,,,NIL,,NIL,,
"['12:00', '15/01']",15/01 12:00,70,7,,9999,NIL,NIL,NIL,3,25,18,1018,65,,,,NIL,,NIL,,
"['13:00', '15/01']",15/01 13:00,40,6,,9999,NIL,NIL,2500,5,25,18,1018,65,,,,NIL,,NIL,,
"['14:00', '15/01']",15/01 14:00,40,7,,9999,NIL,NIL,3700,5,27,18,1018,58,,,,NIL,,NIL,,
"['15:00', '15/01']",15/01 15:00,30,3,,9999,NIL,NIL,4000,5,28,17,1017,51,,,,NIL,,NIL,,
"['16:00', '15/01']",15/01 16:00,110,6,,9999,NIL,NIL,4000,5,28,18,1016,55,,,,NIL,,NIL,,
"['17:00', '15/01']",15/01 17:00,70,9,,9999,NIL,NIL,4000,5,29,18,1015,52,,,,NIL,,NIL,,
"['18:00', '15/01']",15/01 18:00,80,8,,9999,NIL,NIL,4000,5,28,18,1014,55,,,,NIL,,NIL,,
"['19:00', '15/01']",15/01 19:00,50,9,,9999,NIL,NIL,NIL,3,28,18,1013,55,,,,NIL,,NIL,,
"['20:00', '15/01']",15/01 20:00,30,5,,9999,NIL,NIL,NIL,3,27,18,1013,58,,,,NIL,,NIL,,
"['21:00', '15/01']",15/01 21:00,120,7,,9000,1,NIL,10000,5,27,18,1014,58,,,,NIL,,1,,
"['22:00', '15/01']",15/01 22:00,200,6,,9999,1,1,NIL,3,22,19,1015,83,,,,NIL,,1,,
"['23:00', '15/01']",15/01 23:00,280,7,,9999,1,1,9000,5,21,19,1016,88,,,,NIL,,NIL,,
"['23:16', '15/01']",15/01 23:16,320,4,,4000,1,NIL,3500,5,21,19,1017,88,,,,NIL,,NIL,,
"['23:30', '15/01']",15/01 23:30,300,7,,9999,1,1,9000,5,21,19,1016,88,,,,NIL,,NIL,,
"['00:00', '16/01']",16/01 00:00,280,5,,9999,1,NIL,9000,5,20,19,1016,94,,,,NIL,,NIL,,
"['00:14', '16/01']",16/01 00:14,60,5,,3000,1,NIL,9000,5,21,19,1017,88,,,,NIL,,NIL,,
"['00:28', '16/01']",16/01 00:28,140,4,,3000,1,1,9000,5,20,18,1017,88,,,,1,,NIL,,
"['01:00', '16/01']",16/01 01:00,250,5,,9999,1,1,9000,5,20,19,1017,94,,,NIL,,,,,
"['02:00', '16/01']",16/01 02:00,170,3,,9999,NIL,NIL,9000,5,20,19,1017,94,,,NIL,,,,,
"['03:00', '16/01']",16/01 03:00,360,5,,9999,NIL,NIL,9000,5,20,19,1017,94,,,NIL,,,,,
"['04:00', '16/01']",16/01 04:00,0,0,,9999,NIL,NIL,9000,5,20,19,1016,94,,,NIL,,,,,
"['05:00', '16/01']",16/01 05:00,160,3,,400,NIL,NIL,NIL,NIL,19,19,1016,100,,,1,,,,,
"['06:00', '16/01']",16/01 06:00,170,2,,4000,NIL,NIL,9000,5,19,19,1016,100,,,1,,,,,
"['07:00', '16/01']",16/01 07:00,150,2,,9999,NIL,NIL,NIL,3,19,19,1016,100,,,NIL,,,,,
"['08:00', '16/01']",16/01 08:00,130,4,,9999,NIL,NIL,NIL,3,19,18,1016,94,,,NIL,,,,,
"['09:00', '16/01']",16/01 09:00,140,3,,9999,NIL,NIL,NIL,2,19,18,1017,94,,,NIL,,,,,
"['10:00', '16/01']",16/01 10:00,160,2,,9999,NIL,NIL,NIL,3,19,18,1017,94,,,NIL,,,,,
"['11:00', '16/01']",16/01 11:00,130,4,,9999,NIL,NIL,NIL,3,20,19,1018,94,,,NIL,,,,,
"['12:00', '16/01']",16/01 12:00,70,6,,9999,NIL,NIL,NIL,3,21,18,1018,83,,,NIL,,,,,
"['13:00', '16/01']",16/01 13:00,70,4,,9999,NIL,NIL,NIL,3,22,18,1018,78,,,NIL,,,,,
"['14:00', '16/01']",16/01 14:00,30,7,,9999,NIL,NIL,1900,5,24,19,1018,74,,,NIL,,,,,
"['15:00', '16/01']",16/01 15:00,50,9,,9999,NIL,NIL,2300,5,25,18,1017,65,,,NIL,,,,,
"['16:00', '16/01']",16/01 16:00,40,7,,9999,NIL,NIL,3000,5,25,19,1017,69,,,NIL,,,,,
"['17:00', '16/01']",16/01 17:00,100,10,,9999,NIL,NIL,3000,5,25,19,1016,69,,,NIL,,,,,
"['18:00', '16/01']",16/01 18:00,100,8,,9999,NIL,NIL,NIL,3,25,18,1016,65,,,NIL,,,,,
"['19:00', '16/01']",16/01 19:00,90,8,,9999,NIL,NIL,NIL,3,25,18,1015,65,,,NIL,,,,,
"['20:00', '16/01']",16/01 20:00,110,8,,9999,NIL,NIL,NIL,2,26,18,1015,61,,,NIL,,,,,
"['21:00', '16/01']",16/01 21:00,80,7,,9999,NIL,NIL,NIL,3,25,18,1015,65,,,NIL,,,,,
"['22:00', '16/01']",16/01 22:00,30,10,,9999,NIL,NIL,NIL,3,22,18,1016,78,,,NIL,,,,,
"['23:00', '16/01']",16/01 23:00,30,4,,9999,NIL,NIL,10000,5,21,18,1016,83,,,NIL,,,,,
"['00:00', '17/01']",17/01 00:00,300,1,,9999,NIL,NIL,NIL,3,21,18,1016,83,,,NIL,,,,,
"['01:00', '17/01']",17/01 01:00,50,3,,9999,,,10000,5,22,18,1016,78,,,,,,,,
"['02:00', '17/01']",17/01 02:00,60,4,,9999,,,10000,5,22,18,1016,78,,,,,,,,
"['03:00', '17/01']",17/01 03:00,140,3,,9999,,,10000,5,21,18,1017,83,,,,,,,,
"['04:00', '17/01']",17/01 04:00,140,4,,9999,,,NIL,NIL,21,18,1017,83,,,,,,,,
"['05:00', '17/01']",17/01 05:00,80,4,,9999,,,NIL,NIL,20,17,1016,83,,,,,,,,
"['06:00', '17/01']",17/01 06:00,70,4,,9999,,,NIL,NIL,20,17,1016,83,,,,,,,,
"['07:00', '17/01']",17/01 07:00,90,4,,9999,,,10000,5,20,17,1016,83,,,,,,,,
"['08:00', '17/01']",17/01 08:00,100,4,,9999,,,10000,5,20,17,1016,83,,,,,,,,
"['09:00', '17/01']",17/01 09:00,90,5,,9999,,,NIL,3,20,17,1017,83,,,,,,,,
"['10:00', '17/01']",17/01 10:00,100,5,,9999,,,NIL,2,21,17,1018,78,,,,,,,,
"['11:00', '17/01']",17/01 11:00,90,7,,9999,,,NIL,3,22,18,1018,78,,,,,,,,
"['12:00', '17/01']",17/01 12:00,60,5,,9999,,,2000,5,24,18,1019,69,,,,,,,,
"['13:00', '17/01']",17/01 13:00,70,7,,9999,,,2600,5,25,18,1018,65,,,,,,,,
"['14:00', '17/01']",17/01 14:00,50,6,,9999,,,3000,5,25,18,1018,65,,,,,,,,
"['15:00', '17/01']",17/01 15:00,20,4,,9999,,,3500,5,27,19,1017,62,,,,,,,,
"['16:00', '17/01']",17/01 16:00,20,4,,9999,,,3500,5,27,18,1016,58,,,,,,,,
"['17:00', '17/01']",17/01 17:00,80,6,,9999,,,3500,5,27,18,1015,58,,,,,,,,
"['18:00', '17/01']",17/01 18:00,90,9,,9999,,,NIL,3,28,19,1015,58,,,,,,,,
"['19:00', '17/01']",17/01 19:00,70,9,,9999,,,NIL,3,27,18,1014,58,,,,,,,,
"['20:00', '17/01']",17/01 20:00,70,10,,9999,,,NIL,2,28,18,1014,55,,,,,,,,
"['21:00', '17/01']",17/01 21:00,70,8,,9999,,,NIL,2,26,17,1014,58,,,,,,,,
"['22:00', '17/01']",17/01 22:00,50,5,,9999,,,NIL,2,24,16,1015,61,,,,,,,,
"['23:00', '17/01']",17/01 23:00,50,5,,9999,,,NIL,NIL,23,16,1016,65,,,,,,,,
"['00:00', '18/01']",18/01 00:00,60,4,,9999,,,NIL,NIL,23,16,1016,65,,,,,,,,
"['01:00', '18/01']",18/01 01:00,80,7,,9999,,,NIL,NIL,23,16,1017,65,,,,,,,,
"['02:00', '18/01']",18/01 02:00,90,7,,9999,,,NIL,NIL,22,16,1017,69,,,,,,,,
"['03:00', '18/01']",18/01 03:00,90,5,,9999,,,NIL,NIL,21,15,1017,69,,,,,,,,
"['04:00', '18/01']",18/01 04:00,160,2,,9999,,,NIL,NIL,20,16,1017,78,,,,,,,,
"['05:00', '18/01']",18/01 05:00,130,4,,9999,,,NIL,NIL,19,15,1016,78,,,,,,,,
"['06:00', '18/01']",18/01 06:00,150,2,,9999,,,NIL,NIL,19,15,1016,78,,,,,,,,
"['07:00', '18/01']",18/01 07:00,100,3,,9999,,,NIL,NIL,19,15,1016,78,,,,,,,,
"['08:00', '18/01']",18/01 08:00,90,3,,9999,,,NIL,NIL,18,15,1016,83,,,,,,,,
"['09:00', '18/01']",18/01 09:00,110,2,,9999,,,NIL,NIL,18,15,1017,83,,,,,,,,
"['10:00', '18/01']",18/01 10:00,160,3,,9999,,,NIL,2,20,16,1018,78,,,,,,,,
"['11:00', '18/01']",18/01 11:00,100,2,,9999,,,NIL,2,23,17,1018,69,,,,,,,,
"['12:00', '18/01']",18/01 12:00,50,8,,9999,,,NIL,2,24,17,1018,65,,,,,,,,
"['13:00', '18/01']",18/01 13:00,30,9,,9999,,,NIL,3,25,17,1018,61,,,,,,,,
"['14:00', '18/01']",18/01 14:00,40,7,,9999,,,4000,5,26,16,1018,54,,,,,,,,
"['15:00', '18/01']",18/01 15:00,360,4,,9999,,,4000,5,26,15,1017,51,,,,,,,,
"['16:00', '18/01']",18/01 16:00,10,5,,9999,,,4000,5,28,16,1017,48,,,,,,,,
"['17:00', '18/01']",18/01 17:00,50,4,,9999,,,4000,5,29,16,1016,45,,,,,,,,
"['18:00', '18/01']",18/01 18:00,330,3,,9999,,,4500,5,30,17,1015,46,,,,,,,,
"['19:00', '18/01']",18/01 19:00,80,4,,9999,,,NIL,3,29,16,1015,45,,,,,,,,
"['20:00', '18/01']",18/01 20:00,70,8,,9999,,,NIL,3,28,17,1015,51,,,,,,,,
"['21:00', '18/01']",18/01 21:00,50,6,,9999,,,NIL,2,28,17,1015,51,,,,,,,,
"['22:00', '18/01']",18/01 22:00,60,7,,9999,,,NIL,NIL,26,16,1015,54,,,,,,,,
"['23:00', '18/01']",18/01 23:00,40,7,,9999,,,NIL,NIL,25,15,1015,54,,,,,,,,
"['00:00', '19/01']",19/01 00:00,40,6,,9999,,,NIL,NIL,24,15,1016,57,,,,,,,,
"['01:00', '19/01']",19/01 01:00,90,4,,9999,,,,NIL,23,15,1017,61,,,,,,,,
"['02:00', '19/01']",19/01 02:00,170,1,,9999,,,,NIL,22,14,1017,60,,,,,,,,
