validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vnt_vrb,vis,vis_setor,vis_setor_dir,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,nevoeiro,pancada,nevoa_umida,nevoa_seca,fumaca,chuvisco
"['18:00', '09/01']",09/01 18:00,100,9,,NIL,9999,,,NIL,NIL,4000,5,30,18,1014,49,,,,,,
"['19:00', '09/01']",09/01 19:00,50,7,,235,9999,,,NIL,NIL,4000,5,30,16,1013,43,,,,,,
"['19:20', '09/01']",09/01 19:20,260,18,,NIL,9999,,,NIL,NIL,4000,5,24,18,1014,69,,,,,,
"['20:00', '09/01']",09/01 20:00,240,15,,NIL,4000,,,1,1,4000,5,23,18,1014,73,,,,,,
"['20:15', '09/01']",09/01 20:15,VRB,6,,NIL,1500,,,1,1,3000,5,21,19,1016,88,,,,,,
"['21:00', '09/01']",09/01 21:00,280,6,,270,4000,,,1,1,3500,5,20,19,1015,94,,,,,,
"['21:25', '09/01']",09/01 21:25,50,7,,NIL,9999,,,NIL,1,4000,5,20,19,1016,94,,,,,,
"['22:00', '09/01']",09/01 22:00,70,7,,60,8000,,,1,1,4000,8,20,19,1016,94,,,,,,
"['23:00', '09/01']",09/01 23:00,270,6,,NIL,8000,,,1,1,10000,8,20,19,1017,94,,,,,,
"['00:00', '10/01']",10/01 00:00,220,3,,235,8000,,,1,NIL,8000,8,21,19,1017,88,,,,,,
"['01:00', '10/01']",10/01 01:00,180,7,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,20,19,1017,94,,,,,,
"['02:00', '10/01']",10/01 02:00,260,3,,245,9999,NIL,NIL,NIL,NIL,10000,5,20,19,1018,94,,,,,,
"['03:00', '10/01']",10/01 03:00,VRB,2,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,20,18,1017,88,,,,,,
"['04:00', '10/01']",10/01 04:00,340,4,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,20,18,1018,88,,,,,,
"['05:00', '10/01']",10/01 05:00,320,6,,NIL,9999,NIL,NIL,NIL,NIL,10000,8,20,18,1017,88,,,,,,
"['06:00', '10/01']",10/01 06:00,270,4,,275,9999,NIL,NIL,NIL,NIL,10000,5,20,18,1017,88,,,,,,
"['07:00', '10/01']",10/01 07:00,280,3,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,20,18,1017,88,,,,,,
"['08:00', '10/01']",10/01 08:00,220,3,,220,9999,NIL,NIL,NIL,NIL,10000,5,20,18,1016,88,,,,,,
"['09:00', '10/01']",10/01 09:00,180,5,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,20,18,1017,88,,,,,,
"['10:00', '10/01']",10/01 10:00,0,0,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,20,19,1018,94,,,,,,
"['11:00', '10/01']",10/01 11:00,60,5,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,22,19,1018,83,,,,,,
"['12:00', '10/01']",10/01 12:00,70,3,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,24,19,1019,74,,,,,,
"['13:00', '10/01']",10/01 13:00,350,4,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,24,20,1019,78,,,,,,
"['14:00', '10/01']",10/01 14:00,30,3,,NIL,9999,NIL,NIL,NIL,NIL,3000,5,26,19,1019,65,,,,,,
"['15:00', '10/01']",10/01 15:00,240,4,,NIL,9999,NIL,NIL,NIL,NIL,3000,5,28,19,1018,58,,,,,,
"['15:35', '10/01']",10/01 15:35,160,7,,NIL,9999,2000,225,1,1,3000,5,26,19,1018,65,,,,,,
"['16:00', '10/01']",10/01 16:00,170,13,,NIL,800,NIL,NIL,1,1,3000,5,21,20,1018,94,,,,,,
"['16:20', '10/01']",10/01 16:20,190,6,,NIL,8000,2000,225,1,1,3000,5,20,18,1018,88,,,,,,
"['17:00', '10/01']",10/01 17:00,160,4,,NIL,9999,NIL,NIL,1,1,3000,5,21,18,1017,83,,,,,,
"['18:00', '10/01']",10/01 18:00,350,2,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,23,19,1015,78,,,,,,
"['19:00', '10/01']",10/01 19:00,180,2,,NIL,9999,NIL,NIL,NIL,NIL,NIL,3,27,19,1015,62,,,,,,
"['20:00', '10/01']",10/01 20:00,50,1,,NIL,9999,NIL,NIL,NIL,NIL,NIL,3,27,18,1014,58,,,,,,
"['21:00', '10/01']",10/01 21:00,80,4,,NIL,9999,NIL,NIL,NIL,NIL,NIL,3,27,18,1014,58,,,,,,
"['22:00', '10/01']",10/01 22:00,40,4,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,25,19,1015,69,,,,,,
"['23:00', '10/01']",10/01 23:00,300,10,,NIL,9999,3000,270,NIL,NIL,NIL,3,22,18,1016,78,,,,,,
"['00:00', '11/01']",11/01 00:00,240,6,,NIL,9999,NIL,NIL,NIL,NIL,NIL,3,21,19,1017,88,,,,,,
"['01:00', '11/01']",11/01 01:00,210,3,NIL,NIL,9999,,,,,NIL,3,22,19,1017,83,,,,,,
"['02:00', '11/01']",11/01 02:00,200,3,NIL,NIL,9999,,,,,NIL,NIL,21,20,1018,94,,,,,,
"['03:00', '11/01']",11/01 03:00,230,5,NIL,230,9999,,,,,3500,5,21,18,1018,83,,,,,,
"['04:00', '11/01']",11/01 04:00,270,6,NIL,NIL,9999,,,,,2500,5,20,19,1017,94,,,,,,
"['05:00', '11/01']",11/01 05:00,250,6,NIL,NIL,9999,,,,,3000,5,20,18,1017,88,,,,,,
"['06:00', '11/01']",11/01 06:00,270,2,NIL,NIL,9999,,,,,4000,5,20,18,1016,88,,,,,,
"['07:00', '11/01']",11/01 07:00,260,3,NIL,265,9999,,,,,9000,5,20,18,1016,88,,,,,,
"['08:00', '11/01']",11/01 08:00,0,0,NIL,NIL,9999,,,,,NIL,3,20,18,1016,88,,,,,,
"['09:00', '11/01']",11/01 09:00,350,2,NIL,NIL,9999,,,,,10000,5,20,18,1017,88,,,,,,
"['10:00', '11/01']",11/01 10:00,330,2,NIL,NIL,9999,,,,,8000,5,20,18,1018,88,,,,,,
"['11:00', '11/01']",11/01 11:00,270,4,NIL,NIL,9999,,,,,NIL,NIL,22,19,1018,83,,,,,,
"['12:00', '11/01']",11/01 12:00,310,5,NIL,NIL,9999,,,,,8000,5,24,19,1018,74,,,,,,
"['13:00', '11/01']",11/01 13:00,300,7,NIL,NIL,9999,,,,,NIL,3,25,19,1019,69,,,,,,
"['14:00', '11/01']",11/01 14:00,290,7,NIL,NIL,9999,,,,,3000,5,25,18,1019,65,,,,,,
"['15:00', '11/01']",11/01 15:00,310,9,NIL,NIL,9999,,,,,3500,5,27,19,1018,62,,,,,,
"['16:00', '11/01']",11/01 16:00,330,8,NIL,NIL,9999,,,,,4000,5,27,18,1018,58,,,,,,
"['17:00', '11/01']",11/01 17:00,280,7,NIL,NIL,9999,,,,,3500,5,27,19,1017,62,,,,,,
"['18:00', '11/01']",11/01 18:00,320,8,NIL,NIL,9999,,,,,3500,5,27,18,1016,58,,,,,,
"['19:00', '11/01']",11/01 19:00,340,7,17,155,9999,,,,,4000,5,28,19,1015,58,,,,,,
"['20:00', '11/01']",11/01 20:00,290,8,NIL,290,9999,,,,,NIL,3,28,18,1014,55,,,,,,
"['21:00', '11/01']",11/01 21:00,310,7,NIL,NIL,9999,,,,,NIL,3,27,19,1014,62,,,,,,
"['22:00', '11/01']",11/01 22:00,350,9,NIL,NIL,9999,,,,,3000,5,24,20,1016,78,,,,,,
"['23:00', '11/01']",11/01 23:00,10,3,NIL,190,9999,,,,,10000,5,23,20,1016,83,,,,,,
"['00:00', '12/01']",12/01 00:00,300,8,NIL,NIL,9999,,,,,10000,5,23,20,1017,83,,,,,,
"['01:00', '12/01']",12/01 01:00,300,6,,290,9999,NIL,NIL,NIL,NIL,6000,5,22,18,1018,78,,NIL,,,,
"['02:00', '12/01']",12/01 02:00,VRB,2,,NIL,9999,NIL,NIL,NIL,NIL,NIL,2,22,19,1018,83,,NIL,,,,
"['03:00', '12/01']",12/01 03:00,230,4,,NIL,9999,NIL,NIL,NIL,NIL,NIL,NIL,22,19,1018,83,,NIL,,,,
"['04:00', '12/01']",12/01 04:00,190,4,,NIL,9999,NIL,NIL,NIL,NIL,NIL,3,22,19,1017,83,,NIL,,,,
"['05:00', '12/01']",12/01 05:00,240,5,,NIL,9999,NIL,NIL,NIL,NIL,NIL,3,22,20,1017,88,,NIL,,,,
"['06:00', '12/01']",12/01 06:00,280,2,,NIL,9999,NIL,NIL,NIL,NIL,NIL,3,21,19,1016,88,,NIL,,,,
"['07:00', '12/01']",12/01 07:00,210,4,,NIL,9999,NIL,NIL,NIL,NIL,NIL,3,21,19,1016,88,,NIL,,,,
"['08:00', '12/01']",12/01 08:00,200,3,,200,9999,NIL,NIL,NIL,NIL,NIL,3,21,19,1016,88,,NIL,,,,
"['09:00', '12/01']",12/01 09:00,180,3,,NIL,9999,NIL,NIL,NIL,NIL,NIL,3,21,19,1017,88,,NIL,,,,
"['10:00', '12/01']",12/01 10:00,170,3,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,21,19,1018,88,,NIL,,,,
"['11:00', '12/01']",12/01 11:00,330,2,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,22,20,1018,88,,NIL,,,,
"['12:00', '12/01']",12/01 12:00,340,2,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,23,20,1019,83,,NIL,,,,
"['14:00', '12/01']",12/01 14:00,270,4,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,26,19,1020,65,,NIL,,,,
"['15:00', '12/01']",12/01 15:00,250,5,,NIL,9999,NIL,NIL,NIL,NIL,3000,5,27,18,1019,58,,NIL,,,,
"['15:38', '12/01']",12/01 15:38,300,6,,120,9999,3000,45,1,1,3000,5,26,19,1018,65,,1,,,,
"['16:00', '12/01']",12/01 16:00,30,7,,NIL,9999,3000,90,1,1,3000,5,24,18,1018,69,,1,,,,
"['16:25', '12/01']",12/01 16:25,70,15,,NIL,8000,1000,90,1,1,3000,5,20,18,1018,88,,1,,,,
"['17:00', '12/01']",12/01 17:00,90,8,,95,3000,1000,90,1,1,3000,5,20,19,1017,94,,NIL,,,,
"['17:32', '12/01']",12/01 17:32,130,7,,NIL,4000,NIL,NIL,1,1,3500,5,21,19,1017,88,,NIL,,,,
"['18:00', '12/01']",12/01 18:00,20,4,,NIL,9999,NIL,NIL,1,1,3500,5,20,19,1017,94,,NIL,,,,
"['19:00', '12/01']",12/01 19:00,350,2,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,23,20,1015,83,,NIL,,,,
"['20:00', '12/01']",12/01 20:00,20,2,,NIL,9999,NIL,NIL,NIL,NIL,NIL,3,25,20,1014,74,,NIL,,,,
"['21:00', '12/01']",12/01 21:00,30,3,,NIL,9999,NIL,NIL,NIL,NIL,NIL,2,25,20,1014,74,,NIL,,,,
"['22:00', '12/01']",12/01 22:00,50,4,,NIL,9999,NIL,NIL,NIL,NIL,NIL,2,25,20,1015,74,,NIL,,,,
"['23:00', '12/01']",12/01 23:00,90,2,,NIL,9999,NIL,NIL,NIL,NIL,NIL,2,24,20,1015,78,,NIL,,,,
"['00:00', '13/01']",13/01 00:00,360,3,,NIL,9999,NIL,NIL,NIL,NIL,NIL,2,23,20,1017,83,,NIL,,,,
"['01:00', '13/01']",13/01 01:00,80,2,,NIL,9999,,,,,NIL,2,23,20,1018,83,,,,,,
"['02:00', '13/01']",13/01 02:00,220,2,,NIL,9999,,,,,NIL,2,22,20,1018,88,,,,,,
"['03:00', '13/01']",13/01 03:00,VRB,2,,NIL,9999,,,,,NIL,2,22,20,1018,88,,,,,,
"['04:00', '13/01']",13/01 04:00,VRB,1,,NIL,9999,,,,,NIL,3,20,20,1017,100,,,,,,
"['05:00', '13/01']",13/01 05:00,180,2,,NIL,9999,,,,,NIL,3,21,20,1017,94,,,,,,
"['06:00', '13/01']",13/01 06:00,VRB,2,,NIL,9999,,,,,3000,5,21,19,1017,88,,,,,,
"['07:00', '13/01']",13/01 07:00,200,3,,NIL,9999,,,,,2000,5,21,19,1017,88,,,,,,
"['08:00', '13/01']",13/01 08:00,VRB,2,,NIL,9999,,,,,2500,5,20,18,1017,88,,,,,,
"['09:00', '13/01']",13/01 09:00,250,4,,NIL,9999,,,,,10000,5,20,18,1017,88,,,,,,
"['10:00', '13/01']",13/01 10:00,210,3,,235,9999,,,,,10000,5,20,18,1017,88,,,,,,
"['11:00', '13/01']",13/01 11:00,VRB,1,,NIL,9999,,,,,NIL,3,22,18,1017,78,,,,,,
"['12:00', '13/01']",13/01 12:00,90,2,,NIL,9999,,,,,NIL,3,24,19,1018,74,,,,,,
"['13:00', '13/01']",13/01 13:00,40,4,,225,9999,,,,,NIL,3,26,19,1018,65,,,,,,
"['14:00', '13/01']",13/01 14:00,30,6,,210,9999,,,,,NIL,3,27,19,1018,62,,,,,,
"['15:00', '13/01']",13/01 15:00,60,6,,235,9999,,,,,4000,5,28,20,1017,62,,,,,,
"['16:00', '13/01']",13/01 16:00,50,9,,NIL,9999,,,,,4000,5,28,20,1017,62,,,,,,
"['17:00', '13/01']",13/01 17:00,60,10,,50,9999,,,,,NIL,3,27,19,1016,62,,,,,,
"['18:00', '13/01']",13/01 18:00,80,14,,NIL,9999,,,,,NIL,3,27,20,1015,66,,,,,,
"['19:00', '13/01']",13/01 19:00,30,10,,NIL,9999,,,,,NIL,3,28,19,1014,58,,,,,,
"['20:00', '13/01']",13/01 20:00,50,10,,NIL,9999,,,,,NIL,3,28,18,1014,55,,,,,,
"['21:00', '13/01']",13/01 21:00,60,8,,NIL,9999,,,,,NIL,3,27,18,1013,58,,,,,,
"['22:00', '13/01']",13/01 22:00,70,6,,NIL,9999,,,,,NIL,3,26,18,1014,61,,,,,,
"['23:00', '13/01']",13/01 23:00,80,7,,NIL,9999,,,,,NIL,3,25,19,1015,69,,,,,,
"['00:00', '14/01']",14/01 00:00,70,2,,NIL,9999,,,,,10000,5,25,18,1016,65,,,,,,
"['01:00', '14/01']",14/01 01:00,170,3,,NIL,9999,,,NIL,,10000,5,24,19,1016,74,,,,,,
"['02:00', '14/01']",14/01 02:00,180,3,,NIL,9999,,,NIL,,10000,5,23,19,1017,78,,,,,,
"['03:00', '14/01']",14/01 03:00,60,2,,NIL,9999,,,NIL,,NIL,3,22,19,1016,83,,,,,,
"['03:35', '14/01']",14/01 03:35,60,6,,NIL,2000,,,1,,1500,5,22,20,1016,88,,,,,,
"['04:00', '14/01']",14/01 04:00,140,8,,NIL,9999,,,1,,7000,5,22,18,1016,78,,,,,,
"['05:00', '14/01']",14/01 05:00,240,2,,NIL,9999,,,NIL,,7000,5,21,19,1015,88,,,,,,
"['06:00', '14/01']",14/01 06:00,230,2,,NIL,9999,,,NIL,,2100,5,21,19,1015,88,,,,,,
"['07:00', '14/01']",14/01 07:00,290,2,,NIL,9999,,,NIL,,1500,5,20,19,1015,94,,,,,,
"['08:00', '14/01']",14/01 08:00,30,2,,NIL,9999,,,1,,10000,5,20,19,1015,94,,,,,,
"['09:00', '14/01']",14/01 09:00,280,2,,NIL,9999,,,1,,10000,5,20,19,1016,94,,,,,,
"['10:00', '14/01']",14/01 10:00,290,4,,305,9999,,,NIL,,8000,5,20,19,1017,94,,,,,,
"['11:00', '14/01']",14/01 11:00,300,6,,NIL,9999,,,NIL,,10000,5,22,19,1017,83,,,,,,
"['12:00', '14/01']",14/01 12:00,290,5,,NIL,9999,,,NIL,,10000,5,23,18,1018,73,,,,,,
"['13:00', '14/01']",14/01 13:00,300,6,,NIL,9999,,,NIL,,10000,5,24,18,1018,69,,,,,,
"['14:00', '14/01']",14/01 14:00,250,8,,NIL,9999,,,NIL,,10000,5,25,18,1018,65,,,,,,
"['15:00', '14/01']",14/01 15:00,260,6,,260,9999,,,NIL,,10000,5,26,18,1018,61,,,,,,
"['16:00', '14/01']",14/01 16:00,260,9,,NIL,9999,,,NIL,,3000,5,25,19,1017,69,,,,,,
"['17:00', '14/01']",14/01 17:00,200,7,,180,9999,,,NIL,,2000,5,23,18,1017,73,,,,,,
"['18:00', '14/01']",14/01 18:00,180,7,,NIL,9999,,,NIL,,10000,5,23,19,1015,78,,,,,,
"['19:00', '14/01']",14/01 19:00,140,5,,140,9999,,,NIL,,NIL,3,25,19,1015,69,,,,,,
"['20:00', '14/01']",14/01 20:00,140,8,,NIL,9999,,,NIL,,NIL,3,24,18,1015,69,,,,,,
"['21:00', '14/01']",14/01 21:00,100,7,,NIL,9999,,,NIL,,NIL,3,24,18,1015,69,,,,,,
"['22:00', '14/01']",14/01 22:00,80,6,,NIL,9999,,,NIL,,NIL,3,22,19,1015,83,,,,,,
"['23:00', '14/01']",14/01 23:00,20,3,,200,9999,,,NIL,,NIL,3,21,19,1017,88,,,,,,
"['00:00', '15/01']",15/01 00:00,VRB,2,,NIL,9999,,,NIL,,NIL,3,21,18,1017,83,,,,,,
"['01:00', '15/01']",15/01 01:00,130,6,,120,9999,,,,,NIL,3,21,18,1017,83,NIL,,,,,
"['02:00', '15/01']",15/01 02:00,110,4,,NIL,9999,,,,,NIL,3,21,17,1018,78,NIL,,,,,
"['03:00', '15/01']",15/01 03:00,100,6,,NIL,9999,,,,,10000,5,20,18,1018,88,NIL,,,,,
"['04:00', '15/01']",15/01 04:00,60,3,,NIL,9999,,,,,10000,5,20,18,1017,88,NIL,,,,,
"['05:00', '15/01']",15/01 05:00,80,7,,NIL,9999,,,,,NIL,3,20,18,1017,88,NIL,,,,,
"['06:00', '15/01']",15/01 06:00,100,4,,NIL,9999,,,,,10000,5,18,18,1016,100,NIL,,,,,
"['07:00', '15/01']",15/01 07:00,70,2,,NIL,9999,,,,,NIL,2,20,18,1016,88,NIL,,,,,
"['08:00', '15/01']",15/01 08:00,70,2,,NIL,9999,,,,,10000,5,19,17,1016,88,NIL,,,,,
"['09:00', '15/01']",15/01 09:00,250,2,,NIL,9999,,,,,NIL,3,18,17,1017,94,1,,,,,
"['10:00', '15/01']",15/01 10:00,VRB,1,,NIL,9999,,,,,NIL,2,20,18,1018,88,NIL,,,,,
"['11:00', '15/01']",15/01 11:00,70,3,,75,9999,,,,,6000,5,21,18,1018,83,NIL,,,,,
"['12:00', '15/01']",15/01 12:00,40,9,,NIL,9999,,,,,NIL,3,23,17,1018,69,NIL,,,,,
"['13:00', '15/01']",15/01 13:00,VRB,5,,NIL,9999,,,,,NIL,3,25,18,1018,65,NIL,,,,,
"['14:00', '15/01']",15/01 14:00,40,10,,NIL,9999,,,,,3500,5,26,17,1018,58,NIL,,,,,
"['15:00', '15/01']",15/01 15:00,350,11,,180,9999,,,,,3500,5,27,17,1017,54,NIL,,,,,
"['16:00', '15/01']",15/01 16:00,20,9,,195,9999,,,,,8000,5,27,17,1016,54,NIL,,,,,
"['18:00', '15/01']",15/01 18:00,340,13,,NIL,9999,,,,,3000,5,22,19,1015,83,NIL,,,,,
"['19:00', '15/01']",15/01 19:00,260,5,,NIL,9999,,,,,8000,5,20,18,1014,88,NIL,,,,,
"['20:00', '15/01']",15/01 20:00,0,0,,NIL,9999,,,,,10000,5,21,18,1014,83,NIL,,,,,
"['21:00', '15/01']",15/01 21:00,350,3,,NIL,9999,,,,,10000,5,22,19,1014,83,NIL,,,,,
"['22:00', '15/01']",15/01 22:00,240,2,,NIL,9999,,,,,10000,5,22,19,1015,83,NIL,,,,,
"['23:00', '15/01']",15/01 23:00,190,5,,NIL,9999,,,,,10000,5,21,19,1015,88,NIL,,,,,
"['00:00', '16/01']",16/01 00:00,40,2,,NIL,9999,,,,,8000,5,21,19,1016,88,NIL,,,,,
"['01:00', '16/01']",16/01 01:00,10,3,,NIL,9999,NIL,NIL,NIL,NIL,NIL,3,21,19,1017,88,,,,,,
"['02:00', '16/01']",16/01 02:00,50,5,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,21,19,1017,88,,,,,,
"['03:00', '16/01']",16/01 03:00,60,7,,NIL,3000,NIL,NIL,1,NIL,1000,5,20,19,1017,94,,,,,,
"['04:00', '16/01']",16/01 04:00,VRB,2,,NIL,5000,NIL,NIL,1,NIL,1000,5,20,19,1016,94,,,,,,
"['05:00', '16/01']",16/01 05:00,0,0,,NIL,9000,NIL,NIL,1,NIL,2000,5,20,19,1016,94,,,,,,
"['06:00', '16/01']",16/01 06:00,180,4,,NIL,9999,NIL,NIL,NIL,NIL,7000,5,20,19,1016,94,,,,,,
"['07:00', '16/01']",16/01 07:00,220,4,,NIL,9999,NIL,NIL,NIL,NIL,4000,5,19,19,1016,100,,,,,,
"['08:00', '16/01']",16/01 08:00,150,4,,NIL,9999,NIL,NIL,NIL,NIL,3000,5,19,18,1016,94,,,,,,
"['09:00', '16/01']",16/01 09:00,170,2,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,19,18,1016,94,,,,,,
"['10:00', '16/01']",16/01 10:00,60,2,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,19,19,1017,100,,,,,,
"['11:00', '16/01']",16/01 11:00,70,3,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,21,19,1018,88,,,,,,
"['12:00', '16/01']",16/01 12:00,140,3,,NIL,9999,NIL,NIL,NIL,NIL,1000,5,22,19,1018,83,,,,,,
"['13:00', '16/01']",16/01 13:00,70,8,,NIL,9999,NIL,NIL,NIL,NIL,1000,5,22,19,1018,83,,,,,,
"['14:00', '16/01']",16/01 14:00,90,7,,NIL,9999,NIL,NIL,NIL,NIL,1300,5,23,19,1018,78,,,,,,
"['15:00', '16/01']",16/01 15:00,280,11,,NIL,9999,3000,270,1,1,2400,5,20,18,1018,88,,,,,,
"['15:15', '16/01']",16/01 15:15,310,6,,310,5000,2000,270,1,1,1400,5,19,19,1017,100,,,,,,
"['16:00', '16/01']",16/01 16:00,200,1,,NIL,5000,2000,225,1,1,1400,5,20,19,1017,94,,,,,,
"['17:00', '16/01']",16/01 17:00,50,3,,NIL,8000,NIL,NIL,1,1,800,5,20,19,1017,94,,,,,,
"['17:20', '16/01']",16/01 17:20,60,3,,NIL,4000,NIL,NIL,1,1,500,8,20,20,1017,100,,,,,,
"['18:00', '16/01']",16/01 18:00,30,3,,210,4000,NIL,NIL,1,NIL,1100,8,20,19,1016,94,,,,,,
"['18:30', '16/01']",16/01 18:30,20,4,,200,8000,NIL,NIL,1,NIL,1100,8,21,19,1016,88,,,,,,
"['19:00', '16/01']",16/01 19:00,360,5,,NIL,9999,NIL,NIL,1,NIL,900,5,21,19,1016,88,,,,,,
"['19:25', '16/01']",16/01 19:25,20,6,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,21,18,1016,83,,,,,,
"['20:00', '16/01']",16/01 20:00,10,5,,NIL,9999,NIL,NIL,NIL,NIL,1200,5,21,18,1016,83,,,,,,
"['21:00', '16/01']",16/01 21:00,360,5,,185,9999,NIL,NIL,NIL,NIL,1300,5,21,18,1016,83,,,,,,
"['22:00', '16/01']",16/01 22:00,360,4,,185,9999,NIL,NIL,NIL,NIL,1300,5,20,18,1016,88,,,,,,
"['23:00', '16/01']",16/01 23:00,310,6,,310,9999,NIL,NIL,NIL,NIL,10000,5,19,18,1015,94,,,,,,
"['00:00', '17/01']",17/01 00:00,100,4,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,20,17,1016,83,,,,,,
"['01:00', '17/01']",17/01 01:00,100,3,,110,9999,,,,,10000,5,20,17,1017,83,,,,,,
"['03:00', '17/01']",17/01 03:00,30,2,,NIL,9999,,,,,NIL,3,19,17,1017,88,,,,,,
"['04:00', '17/01']",17/01 04:00,260,2,,NIL,9999,,,,,NIL,3,18,17,1017,94,,,,,,
"['05:00', '17/01']",17/01 05:00,250,1,,NIL,9999,,,,,NIL,NIL,18,17,1016,94,,,,,,
"['06:00', '17/01']",17/01 06:00,VRB,2,,NIL,9999,,,,,NIL,NIL,19,17,1016,88,,,,,,
"['07:00', '17/01']",17/01 07:00,340,2,,NIL,9999,,,,,10000,5,19,17,1016,88,,,,,,
"['08:00', '17/01']",17/01 08:00,180,2,,NIL,9999,,,,,NIL,3,19,17,1016,88,,,,,,
"['09:00', '17/01']",17/01 09:00,240,1,,NIL,9999,,,,,8000,8,19,16,1017,83,,,,,,
"['10:00', '17/01']",17/01 10:00,240,1,,NIL,9999,,,,,8000,5,19,17,1017,88,,,,,,
"['11:00', '17/01']",17/01 11:00,180,4,,NIL,9999,,,,,NIL,NIL,20,17,1018,83,,,,,,
"['12:00', '17/01']",17/01 12:00,170,2,,NIL,9999,,,,,NIL,NIL,22,16,1019,69,,,,,,
"['13:00', '17/01']",17/01 13:00,340,4,,NIL,9999,,,,,10000,5,24,17,1018,65,,,,,,
"['14:00', '17/01']",17/01 14:00,10,6,,190,9999,,,,,10000,5,25,17,1018,61,,,,,,
"['15:00', '17/01']",17/01 15:00,60,4,,NIL,9999,,,,,3000,5,25,17,1017,61,,,,,,
"['16:00', '17/01']",17/01 16:00,300,3,,150,9999,,,,,3000,5,25,16,1017,57,,,,,,
"['18:00', '17/01']",17/01 18:00,60,8,,NIL,9999,,,,,10000,5,25,18,1015,65,,,,,,
"['19:00', '17/01']",17/01 19:00,70,5,,NIL,9999,,,,,10000,5,25,17,1014,61,,,,,,
"['20:00', '17/01']",17/01 20:00,50,7,,50,9999,,,,,10000,5,25,19,1014,69,,,,,,
"['21:00', '17/01']",17/01 21:00,50,7,,NIL,9999,,,,,10000,5,25,18,1014,65,,,,,,
"['22:00', '17/01']",17/01 22:00,80,10,,NIL,9999,,,,,10000,5,23,19,1015,78,,,,,,
"['23:00', '17/01']",17/01 23:00,90,8,,NIL,9999,,,,,10000,5,22,18,1015,78,,,,,,
"['00:00', '18/01']",18/01 00:00,60,3,,NIL,9999,,,,,10000,5,22,19,1017,83,,,,,,
"['01:00', '18/01']",18/01 01:00,100,5,,NIL,9999,,,,,NIL,NIL,22,18,1017,78,,,,,,
"['02:00', '18/01']",18/01 02:00,120,3,,NIL,9999,,,,,NIL,NIL,22,18,1017,78,,,,,,
"['03:00', '18/01']",18/01 03:00,90,3,,NIL,9999,,,,,NIL,NIL,21,18,1018,83,,,,,,
"['04:00', '18/01']",18/01 04:00,80,2,,NIL,9999,,,,,NIL,NIL,21,18,1017,83,,,,,,
"['05:00', '18/01']",18/01 05:00,180,3,,NIL,9999,,,,,NIL,NIL,20,18,1017,88,,,,,,
"['06:00', '18/01']",18/01 06:00,220,2,,NIL,9999,,,,,NIL,NIL,20,18,1016,88,,,,,,
"['07:00', '18/01']",18/01 07:00,80,2,,NIL,9999,,,,,NIL,NIL,20,18,1016,88,,,,,,
"['08:00', '18/01']",18/01 08:00,150,2,,NIL,9999,,,,,NIL,NIL,20,18,1016,88,,,,,,
"['09:00', '18/01']",18/01 09:00,90,2,,NIL,9999,,,,,10000,5,20,18,1017,88,,,,,,
"['09:43', '18/01']",18/01 09:43,50,8,,NIL,9999,,,,,900,5,21,19,1017,88,,,,,,
"['10:00', '18/01']",18/01 10:00,50,8,,NIL,9999,,,,,900,5,21,19,1017,88,,,,,,
"['11:00', '18/01']",18/01 11:00,50,6,,NIL,9999,,,,,900,5,21,19,1018,88,,,,,,
"['11:30', '18/01']",18/01 11:30,60,6,,NIL,9999,,,,,NIL,3,22,19,1018,83,,,,,,
"['12:00', '18/01']",18/01 12:00,50,10,,NIL,9999,,,,,NIL,3,23,19,1018,78,,,,,,
"['13:00', '18/01']",18/01 13:00,50,10,,55,9999,,,,,NIL,3,25,18,1018,65,,,,,,
"['14:00', '18/01']",18/01 14:00,50,9,,50,9999,,,,,NIL,3,25,18,1018,65,,,,,,
"['15:00', '18/01']",18/01 15:00,20,9,,NIL,9999,,,,,NIL,3,26,18,1017,61,,,,,,
