validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,teto,cobertura,tt,po,qnh,ur,vnt_rajada,chuva,nevoa_umida,trovoada,vis_setor,vis_setor_dir,nevoa_seca,nevoeiro,chuvisco,pancada
"['20:00', '03/01']",03/01 20:00,110,17,NIL,9999,,NIL,29,17,1010,48,27,,,,,,,,,
"['21:00', '03/01']",03/01 21:00,110,20,NIL,9999,,NIL,28,16,1010,48,NIL,,,,,,,,,
"['22:00', '03/01']",03/01 22:00,110,16,NIL,9999,,NIL,26,17,1011,58,26,,,,,,,,,
"['23:00', '03/01']",03/01 23:00,110,16,NIL,9999,,NIL,25,17,1011,61,NIL,,,,,,,,,
"['00:00', '04/01']",04/01 00:00,100,16,NIL,9999,,NIL,24,17,1012,65,NIL,,,,,,,,,
"['01:00', '04/01']",04/01 01:00,100,16,NIL,9999,,NIL,24,17,1012,65,,,,,,,,,,
"['02:00', '04/01']",04/01 02:00,100,15,NIL,9999,,NIL,23,17,1012,69,,,,,,,,,,
"['03:00', '04/01']",04/01 03:00,90,14,NIL,9999,,NIL,23,16,1012,65,,,,,,,,,,
"['04:00', '04/01']",04/01 04:00,90,8,NIL,9999,,NIL,22,16,1012,69,,,,,,,,,,
"['05:00', '04/01']",04/01 05:00,100,9,NIL,9999,,NIL,23,16,1011,65,,,,,,,,,,
"['07:00', '04/01']",04/01 07:00,100,8,NIL,9999,,NIL,22,15,1010,65,,,,,,,,,,
"['08:00', '04/01']",04/01 08:00,70,4,NIL,9999,,NIL,21,15,1011,69,,,,,,,,,,
"['09:00', '04/01']",04/01 09:00,70,3,NIL,9999,,NIL,20,16,1011,78,,,,,,,,,,
"['10:00', '04/01']",04/01 10:00,80,3,70,9999,,NIL,23,16,1012,65,,,,,,,,,,
"['11:00', '04/01']",04/01 11:00,80,6,80,9999,,NIL,25,16,1012,57,,,,,,,,,,
"['12:00', '04/01']",04/01 12:00,VRB,2,NIL,9999,,NIL,27,15,1012,48,,,,,,,,,,
"['13:00', '04/01']",04/01 13:00,30,4,190,9999,,NIL,28,14,1012,42,,,,,,,,,,
"['14:00', '04/01']",04/01 14:00,80,5,245,9999,,NIL,29,14,1011,40,,,,,,,,,,
"['15:00', '04/01']",04/01 15:00,90,9,95,9999,,2,30,14,1010,38,,,,,,,,,,
"['16:00', '04/01']",04/01 16:00,120,7,115,9999,,2,31,15,1010,38,,,,,,,,,,
"['17:00', '04/01']",04/01 17:00,140,7,150,9999,,2,32,15,1009,36,,,,,,,,,,
"['18:00', '04/01']",04/01 18:00,110,13,100,9999,,2,31,17,1009,43,,,,,,,,,,
"['19:00', '04/01']",04/01 19:00,100,13,NIL,9999,,2,31,18,1008,46,,,,,,,,,,
"['20:00', '04/01']",04/01 20:00,110,14,NIL,9999,,2,30,18,1008,49,,,,,,,,,,
"['21:00', '04/01']",04/01 21:00,110,16,NIL,9999,,NIL,28,18,1008,55,,,,,,,,,,
"['22:00', '04/01']",04/01 22:00,110,14,NIL,9999,,NIL,26,18,1008,61,,,,,,,,,,
"['23:00', '04/01']",04/01 23:00,110,12,NIL,9999,,NIL,25,19,1009,69,,,,,,,,,,
"['00:00', '05/01']",05/01 00:00,110,13,NIL,9999,,NIL,24,19,1009,74,,,,,,,,,,
"['01:00', '05/01']",05/01 01:00,100,11,NIL,9999,NIL,NIL,24,19,1009,74,,NIL,,,,,,,,
"['02:00', '05/01']",05/01 02:00,100,10,NIL,9999,NIL,NIL,24,19,1009,74,,NIL,,,,,,,,
"['03:00', '05/01']",05/01 03:00,100,9,NIL,9999,NIL,NIL,24,19,1009,74,,NIL,,,,,,,,
"['04:00', '05/01']",05/01 04:00,100,9,NIL,9999,NIL,NIL,23,19,1008,78,,NIL,,,,,,,,
"['05:00', '05/01']",05/01 05:00,100,9,NIL,9999,NIL,NIL,23,19,1008,78,,NIL,,,,,,,,
"['06:00', '05/01']",05/01 06:00,90,9,NIL,9999,NIL,NIL,23,18,1008,73,,NIL,,,,,,,,
"['07:00', '05/01']",05/01 07:00,100,7,NIL,9999,NIL,NIL,23,18,1008,73,,NIL,,,,,,,,
"['08:00', '05/01']",05/01 08:00,110,6,NIL,9999,NIL,NIL,23,18,1008,73,,NIL,,,,,,,,
"['09:00', '05/01']",05/01 09:00,100,6,NIL,9999,NIL,NIL,23,19,1009,78,,NIL,,,,,,,,
"['10:00', '05/01']",05/01 10:00,90,5,NIL,9999,NIL,NIL,24,19,1009,74,,NIL,,,,,,,,
"['11:00', '05/01']",05/01 11:00,100,4,NIL,9999,NIL,3,26,19,1009,65,,NIL,,,,,,,,
"['12:00', '05/01']",05/01 12:00,VRB,3,NIL,9999,NIL,3,28,19,1009,58,,NIL,,,,,,,,
"['13:00', '05/01']",05/01 13:00,340,8,NIL,9999,7000,5,29,19,1009,55,,NIL,,,,,,,,
"['14:00', '05/01']",05/01 14:00,VRB,3,NIL,9999,8000,5,29,19,1009,55,,NIL,,,,,,,,
"['15:00', '05/01']",05/01 15:00,280,5,285,9999,7000,5,29,20,1009,58,,NIL,,,,,,,,
"['16:00', '05/01']",05/01 16:00,290,7,300,9999,10000,5,29,20,1009,58,,NIL,,,,,,,,
"['17:00', '05/01']",05/01 17:00,260,10,NIL,9999,10000,5,28,21,1009,66,,NIL,,,,,,,,
"['18:00', '05/01']",05/01 18:00,260,7,NIL,9999,4000,5,28,21,1008,66,,1,,,,,,,,
"['19:00', '05/01']",05/01 19:00,230,7,NIL,9999,10000,5,28,21,1008,66,,1,,,,,,,,
"['20:00', '05/01']",05/01 20:00,220,5,220,9999,3200,8,28,21,1008,66,,NIL,,,,,,,,
"['21:00', '05/01']",05/01 21:00,120,10,NIL,9999,4000,5,25,23,1008,89,,NIL,,,,,,,,
"['22:00', '05/01']",05/01 22:00,110,10,NIL,9999,10000,5,25,21,1008,79,,NIL,,,,,,,,
"['23:00', '05/01']",05/01 23:00,100,8,NIL,9999,10000,8,24,24,1009,100,,1,,,,,,,,
"['00:00', '06/01']",06/01 00:00,80,9,NIL,8000,3700,8,23,23,1010,100,,1,,,,,,,,
"['00:34', '06/01']",06/01 00:34,60,5,NIL,8000,500,8,23,23,1010,100,,1,,,,,,,,
"['01:00', '06/01']",06/01 01:00,50,5,NIL,9000,500,8,22,22,1010,100,,1,NIL,,,,,,,
"['02:00', '06/01']",06/01 02:00,60,5,NIL,9999,1000,8,23,23,1010,100,,1,NIL,,,,,,,
"['02:26', '06/01']",06/01 02:26,90,7,NIL,5000,1000,8,22,22,1010,100,,1,1,,,,,,,
"['03:00', '06/01']",06/01 03:00,120,5,NIL,8000,1000,8,22,22,1010,100,,1,NIL,,,,,,,
"['04:00', '06/01']",06/01 04:00,110,6,NIL,9999,1000,8,22,22,1008,100,,1,NIL,,,,,,,
"['05:00', '06/01']",06/01 05:00,90,6,NIL,9999,1000,8,22,22,1007,100,,NIL,NIL,,,,,,,
"['06:00', '06/01']",06/01 06:00,VRB,2,NIL,9999,1000,8,22,22,1007,100,,NIL,NIL,,,,,,,
"['07:00', '06/01']",06/01 07:00,110,4,NIL,9999,1000,8,22,22,1007,100,,NIL,NIL,,,,,,,
"['08:00', '06/01']",06/01 08:00,130,3,115,9999,1000,8,22,22,1008,100,,NIL,NIL,,,,,,,
"['09:00', '06/01']",06/01 09:00,VRB,2,NIL,9999,1000,8,22,22,1008,100,,NIL,NIL,,,,,,,
"['10:00', '06/01']",06/01 10:00,VRB,2,NIL,9999,1000,5,22,22,1009,100,,NIL,NIL,,,,,,,
"['11:00', '06/01']",06/01 11:00,330,5,330,9999,1000,5,23,23,1009,100,,NIL,NIL,,,,,,,
"['12:00', '06/01']",06/01 12:00,310,6,300,9999,1000,5,24,23,1009,94,,NIL,NIL,,,,,,,
"['13:00', '06/01']",06/01 13:00,290,7,295,9999,1100,8,24,24,1009,100,,NIL,NIL,,,,,,,
"['14:00', '06/01']",06/01 14:00,290,9,290,9999,1300,8,25,24,1009,94,,NIL,NIL,,,,,,,
"['15:00', '06/01']",06/01 15:00,300,5,310,9999,NIL,3,27,22,1008,74,,NIL,NIL,,,,,,,
"['16:00', '06/01']",06/01 16:00,300,6,295,9999,NIL,3,28,22,1008,70,,NIL,NIL,,,,,,,
"['17:00', '06/01']",06/01 17:00,320,5,145,9999,NIL,3,29,21,1008,62,,NIL,NIL,,,,,,,
"['18:00', '06/01']",06/01 18:00,280,7,290,9999,3500,5,30,21,1007,59,,NIL,NIL,,,,,,,
"['19:00', '06/01']",06/01 19:00,270,6,NIL,9999,4000,5,31,20,1007,52,,NIL,NIL,,,,,,,
"['20:00', '06/01']",06/01 20:00,150,10,NIL,9999,NIL,3,29,22,1006,66,,NIL,NIL,,,,,,,
"['21:00', '06/01']",06/01 21:00,130,8,NIL,9999,NIL,2,30,22,1006,62,,NIL,NIL,,,,,,,
"['22:00', '06/01']",06/01 22:00,140,8,NIL,9999,NIL,2,29,21,1006,62,,NIL,NIL,,,,,,,
"['23:00', '06/01']",06/01 23:00,120,11,NIL,9999,NIL,3,27,20,1007,66,,NIL,NIL,,,,,,,
"['00:00', '07/01']",07/01 00:00,100,11,NIL,9999,NIL,3,25,24,1008,94,,NIL,NIL,,,,,,,
"['01:00', '07/01']",07/01 01:00,100,10,NIL,9999,,NIL,25,24,1009,94,,,,,,,,,,
"['02:00', '07/01']",07/01 02:00,100,10,NIL,9999,,NIL,24,24,1009,100,,,,,,,,,,
"['03:00', '07/01']",07/01 03:00,100,7,NIL,9999,,NIL,24,24,1009,100,,,,,,,,,,
"['04:00', '07/01']",07/01 04:00,110,5,NIL,9999,,NIL,24,24,1008,100,,,,,,,,,,
"['05:00', '07/01']",07/01 05:00,100,4,NIL,9999,,NIL,23,23,1007,100,,,,,,,,,,
"['06:00', '07/01']",07/01 06:00,70,4,NIL,9999,,NIL,23,23,1007,100,,,,,,,,,,
"['07:00', '07/01']",07/01 07:00,100,3,NIL,9999,,NIL,23,23,1007,100,,,,,,,,,,
"['08:00', '07/01']",07/01 08:00,90,3,NIL,9999,,NIL,23,23,1007,100,,,,,,,,,,
"['09:00', '07/01']",07/01 09:00,VRB,2,NIL,9999,,NIL,23,23,1008,100,,,,,,,,,,
"['10:00', '07/01']",07/01 10:00,60,3,NIL,9999,,NIL,24,24,1008,100,,,,,,,,,,
"['11:00', '07/01']",07/01 11:00,290,3,300,9999,,3,26,24,1009,89,,,,,,,,,,
"['12:00', '07/01']",07/01 12:00,290,10,300,9999,,NIL,28,22,1009,70,,,,,,,,,,
"['13:00', '07/01']",07/01 13:00,300,11,295,9999,,2,29,22,1009,66,,,,,,,,,,
"['14:00', '07/01']",07/01 14:00,290,9,285,9999,,3,30,23,1009,66,,,,,,,,,,
"['15:00', '07/01']",07/01 15:00,260,12,260,9999,,3,32,21,1009,52,,,,,,,,,,
"['16:00', '07/01']",07/01 16:00,250,13,NIL,9999,,3,31,20,1008,52,,,,,,,,,,
"['17:00', '07/01']",07/01 17:00,290,13,285,9999,,3,32,19,1008,46,,,,,,,,,,
"['18:00', '07/01']",07/01 18:00,300,12,NIL,9999,,3,32,19,1007,46,,,,,,,,,,
"['19:00', '07/01']",07/01 19:00,290,10,280,9999,,3,33,19,1006,44,,,,,,,,,,
"['21:00', '07/01']",07/01 21:00,270,12,NIL,9999,,3,33,16,1006,36,,,,,,,,,,
"['22:00', '07/01']",07/01 22:00,260,8,NIL,9999,,3,32,14,1007,34,,,,,,,,,,
"['23:00', '07/01']",07/01 23:00,280,8,280,9999,,2,31,15,1007,38,,,,,,,,,,
"['00:00', '08/01']",08/01 00:00,280,5,NIL,9999,,NIL,29,19,1008,55,,,,,,,,,,
"['01:00', '08/01']",08/01 01:00,310,6,NIL,9999,,NIL,28,18,1008,55,,,,,,,,,,
"['02:00', '08/01']",08/01 02:00,310,5,NIL,9999,,NIL,26,21,1009,74,,,,,,,,,,
"['03:00', '08/01']",08/01 03:00,310,8,NIL,9999,,NIL,26,21,1009,74,,,,,,,,,,
"['04:00', '08/01']",08/01 04:00,290,3,265,9999,,NIL,24,22,1008,89,,,,,,,,,,
"['05:00', '08/01']",08/01 05:00,260,6,260,9999,,NIL,24,21,1008,83,,,,,,,,,,
"['06:00', '08/01']",08/01 06:00,270,6,NIL,9999,,NIL,23,23,1008,100,,,,,,,,,,
"['07:00', '08/01']",08/01 07:00,280,4,NIL,9999,,NIL,23,23,1009,100,,,,,,,,,,
"['08:00', '08/01']",08/01 08:00,280,5,NIL,9999,,NIL,22,22,1009,100,,,,,,,,,,
"['09:00', '08/01']",08/01 09:00,290,4,NIL,9999,,NIL,22,22,1010,100,,,,,,,,,,
"['10:00', '08/01']",08/01 10:00,270,5,NIL,9999,,NIL,24,23,1011,94,,,,,,,,,,
"['11:00', '08/01']",08/01 11:00,270,7,270,9999,,NIL,25,19,1011,69,,,,,,,,,,
"['12:00', '08/01']",08/01 12:00,300,7,305,9999,,NIL,27,19,1012,62,,,,,,,,,,
"['13:00', '08/01']",08/01 13:00,310,5,315,9999,,NIL,29,18,1011,52,,,,,,,,,,
"['14:00', '08/01']",08/01 14:00,310,7,305,9999,,NIL,30,18,1011,49,,,,,,,,,,
"['15:00', '08/01']",08/01 15:00,290,7,290,9999,,2,31,13,1011,33,,,,,,,,,,
"['16:00', '08/01']",08/01 16:00,270,8,275,9999,,2,32,12,1010,30,,,,,,,,,,
"['17:00', '08/01']",08/01 17:00,VRB,5,NIL,9999,,2,34,09,1010,22,,,,,,,,,,
"['18:00', '08/01']",08/01 18:00,VRB,4,NIL,9999,,2,34,07,1010,19,,,,,,,,,,
"['19:00', '08/01']",08/01 19:00,160,7,170,9999,,2,34,03,1009,14,,,,,,,,,,
"['20:00', '08/01']",08/01 20:00,110,13,115,9999,,NIL,33,10,1009,24,,,,,,,,,,
"['21:00', '08/01']",08/01 21:00,120,12,120,9999,,NIL,32,09,1009,24,,,,,,,,,,
"['22:00', '08/01']",08/01 22:00,110,11,NIL,9999,,NIL,31,11,1010,29,,,,,,,,,,
"['23:00', '08/01']",08/01 23:00,110,8,NIL,9999,,NIL,29,11,1010,33,,,,,,,,,,
"['00:00', '09/01']",09/01 00:00,100,9,NIL,9999,,NIL,28,14,1010,42,,,,,,,,,,
"['01:00', '09/01']",09/01 01:00,90,11,NIL,9999,NIL,NIL,26,14,1011,48,,,,,,,,,,
"['02:00', '09/01']",09/01 02:00,80,7,NIL,9999,NIL,NIL,25,15,1011,54,,,,,,,,,,
"['03:00', '09/01']",09/01 03:00,100,7,NIL,9999,NIL,NIL,24,15,1011,57,,,,,,,,,,
"['04:00', '09/01']",09/01 04:00,90,5,NIL,9999,NIL,NIL,23,16,1010,65,,,,,,,,,,
"['05:00', '09/01']",09/01 05:00,310,2,NIL,9999,NIL,NIL,23,15,1010,61,,,,,,,,,,
"['06:00', '09/01']",09/01 06:00,0,0,NIL,9999,NIL,NIL,20,15,1009,73,,,,,,,,,,
"['07:00', '09/01']",09/01 07:00,0,0,NIL,9999,NIL,NIL,20,15,1010,73,,,,,,,,,,
"['08:00', '09/01']",09/01 08:00,280,3,NIL,9999,NIL,NIL,20,15,1010,73,,,,,,,,,,
"['09:00', '09/01']",09/01 09:00,230,2,NIL,9999,NIL,NIL,20,15,1011,73,,,,,,,,,,
"['10:00', '09/01']",09/01 10:00,VRB,2,NIL,9999,NIL,NIL,25,16,1011,57,,,,,,,,,,
"['11:00', '09/01']",09/01 11:00,VRB,2,NIL,9999,NIL,NIL,27,13,1012,42,,,,,,,,,,
"['12:00', '09/01']",09/01 12:00,VRB,2,NIL,9999,NIL,NIL,29,13,1012,37,,,,,,,,,,
"['13:00', '09/01']",09/01 13:00,270,4,265,9999,NIL,NIL,31,14,1012,36,,,,,,,,,,
"['14:00', '09/01']",09/01 14:00,110,4,115,9999,NIL,NIL,33,12,1011,28,,,,,,,,,,
"['15:00', '09/01']",09/01 15:00,VRB,4,NIL,9999,NIL,NIL,34,12,1011,26,,,,,,,,,,
"['16:00', '09/01']",09/01 16:00,VRB,2,NIL,9999,NIL,NIL,25,12,1010,44,,,,,,,,,,
"['17:00', '09/01']",09/01 17:00,VRB,5,NIL,9999,NIL,NIL,35,12,1009,25,,,,,,,,,,
"['18:00', '09/01']",09/01 18:00,100,9,105,9999,NIL,NIL,36,11,1008,22,,,,,,,,,,
"['19:00', '09/01']",09/01 19:00,100,10,95,9999,NIL,NIL,34,12,1007,26,,,,,,,,,,
"['20:00', '09/01']",09/01 20:00,100,16,NIL,9999,NIL,NIL,33,16,1007,36,,,,,,,,,,
"['21:00', '09/01']",09/01 21:00,110,13,NIL,9999,NIL,NIL,31,18,1007,46,,,,,,,,,,
"['22:00', '09/01']",09/01 22:00,120,15,NIL,9999,NIL,3,29,20,1008,58,,,,,,,,,,
"['23:00', '09/01']",09/01 23:00,110,14,NIL,9999,10000,5,28,21,1008,66,,,,,,,,,,
"['00:00', '10/01']",10/01 00:00,110,13,NIL,9999,10000,5,27,22,1009,74,,,,,,,,,,
"['01:00', '10/01']",10/01 01:00,110,11,NIL,9999,NIL,3,27,21,1009,70,,,,,,,,,,
"['02:00', '10/01']",10/01 02:00,100,13,NIL,9999,NIL,3,27,21,1009,70,,,,,,,,,,
"['03:00', '10/01']",10/01 03:00,100,10,NIL,9999,8000,5,26,21,1010,74,,,,,,,,,,
"['04:00', '10/01']",10/01 04:00,100,9,NIL,9999,7000,5,26,21,1009,74,,,,,,,,,,
"['05:00', '10/01']",10/01 05:00,110,6,110,9999,9000,5,26,22,1009,79,,,,,,,,,,
"['06:00', '10/01']",10/01 06:00,100,7,NIL,9999,NIL,3,26,22,1009,79,,,,,,,,,,
"['07:00', '10/01']",10/01 07:00,100,4,NIL,9999,10000,8,26,22,1009,79,,,,,,,,,,
"['08:00', '10/01']",10/01 08:00,90,6,NIL,9999,10000,8,26,23,1010,84,,,,,,,,,,
"['09:00', '10/01']",10/01 09:00,90,6,NIL,9999,NIL,NIL,26,24,1010,89,,,,,,,,,,
"['10:00', '10/01']",10/01 10:00,80,5,NIL,9999,NIL,NIL,26,25,1011,94,,,,,,,,,,
"['11:00', '10/01']",10/01 11:00,90,3,95,9999,NIL,NIL,27,23,1012,79,,,,,,,,,,
"['12:00', '10/01']",10/01 12:00,VRB,4,NIL,9999,NIL,NIL,30,18,1012,49,,,,,,,,,,
"['13:00', '10/01']",10/01 13:00,40,6,215,9999,NIL,NIL,30,18,1012,49,,,,,,,,,,
"['14:00', '10/01']",10/01 14:00,80,7,65,9999,NIL,NIL,32,19,1011,46,,,,,,,,,,
"['15:00', '10/01']",10/01 15:00,130,5,145,9999,NIL,2,33,18,1011,41,,,,,,,,,,
"['16:00', '10/01']",10/01 16:00,VRB,4,NIL,9999,NIL,3,34,17,1010,36,,,,,,,,,,
"['17:00', '10/01']",10/01 17:00,VRB,3,NIL,9999,NIL,3,34,19,1009,41,,,,,,,,,,
"['18:00', '10/01']",10/01 18:00,VRB,4,NIL,9999,4200,5,35,19,1009,39,,,,,,,,,,
"['19:00', '10/01']",10/01 19:00,150,11,155,9999,4500,5,34,19,1008,41,,,,,,,,,,
"['21:00', '10/01']",10/01 21:00,100,17,NIL,9999,NIL,NIL,32,21,1008,52,,,,,,,,,,
"['22:00', '10/01']",10/01 22:00,110,13,NIL,9999,NIL,NIL,30,21,1008,59,,,,,,,,,,
"['23:00', '10/01']",10/01 23:00,110,13,NIL,9999,NIL,NIL,28,21,1009,66,,,,,,,,,,
"['00:00', '11/01']",11/01 00:00,100,11,NIL,9999,NIL,NIL,27,21,1009,70,,,,,,,,,,
"['01:00', '11/01']",11/01 01:00,110,10,NIL,9999,,NIL,27,21,1010,70,NIL,,,,,,,,,
"['02:00', '11/01']",11/01 02:00,100,11,NIL,9999,,NIL,26,21,1010,74,NIL,,,,,,,,,
"['03:00', '11/01']",11/01 03:00,100,12,NIL,9999,,NIL,26,21,1009,74,NIL,,,,,,,,,
"['04:00', '11/01']",11/01 04:00,100,9,NIL,9999,,NIL,26,21,1009,74,NIL,,,,,,,,,
"['05:00', '11/01']",11/01 05:00,100,9,NIL,9999,,NIL,26,21,1008,74,NIL,,,,,,,,,
"['06:00', '11/01']",11/01 06:00,100,7,NIL,9999,,NIL,26,21,1008,74,NIL,,,,,,,,,
"['07:00', '11/01']",11/01 07:00,100,7,NIL,9999,,NIL,26,21,1008,74,NIL,,,,,,,,,
"['08:00', '11/01']",11/01 08:00,90,7,NIL,9999,,NIL,25,21,1008,79,NIL,,,,,,,,,
"['09:00', '11/01']",11/01 09:00,90,6,NIL,9999,,NIL,25,22,1009,83,NIL,,,,,,,,,
"['10:00', '11/01']",11/01 10:00,80,6,NIL,9999,,NIL,27,21,1009,70,NIL,,,,,,,,,
"['11:00', '11/01']",11/01 11:00,90,3,85,9999,,NIL,29,21,1010,62,NIL,,,,,,,,,
"['12:00', '11/01']",11/01 12:00,350,12,NIL,9999,,NIL,31,19,1010,49,NIL,,,,,,,,,
"['13:00', '11/01']",11/01 13:00,350,9,170,9999,,NIL,32,20,1010,49,19,,,,,,,,,
"['14:00', '11/01']",11/01 14:00,340,8,155,9999,,NIL,34,19,1009,41,NIL,,,,,,,,,
"['15:00', '11/01']",11/01 15:00,340,6,185,9999,,2,35,20,1009,42,NIL,,,,,,,,,
"['16:00', '11/01']",11/01 16:00,350,10,170,9999,,3,36,18,1008,35,NIL,,,,,,,,,
"['17:00', '11/01']",11/01 17:00,320,9,145,9999,,3,38,18,1007,31,NIL,,,,,,,,,
"['18:00', '11/01']",11/01 18:00,90,13,NIL,9999,,3,37,21,1006,40,NIL,,,,,,,,,
"['19:00', '11/01']",11/01 19:00,100,16,NIL,9999,,3,36,22,1005,45,NIL,,,,,,,,,
"['20:00', '11/01']",11/01 20:00,90,18,NIL,9999,,3,35,22,1004,47,NIL,,,,,,,,,
"['21:00', '11/01']",11/01 21:00,100,16,NIL,9999,,2,34,22,1004,50,NIL,,,,,,,,,
"['22:00', '11/01']",11/01 22:00,100,14,NIL,9999,,2,31,24,1004,66,NIL,,,,,,,,,
"['23:00', '11/01']",11/01 23:00,100,14,NIL,9999,,2,30,24,1004,70,NIL,,,,,,,,,
"['00:00', '12/01']",12/01 00:00,100,11,NIL,9999,,2,29,24,1004,74,NIL,,,,,,,,,
"['01:00', '12/01']",12/01 01:00,90,3,NIL,9999,8000,5,30,24,1006,70,NIL,NIL,NIL,1,,,,,,
"['01:45', '12/01']",12/01 01:45,220,24,220,9999,7000,5,29,21,1009,62,34,NIL,NIL,1,,,,,,
"['02:00', '12/01']",12/01 02:00,220,25,220,9999,7000,8,28,21,1009,66,42,NIL,NIL,1,,,,,,
"['02:08', '12/01']",12/01 02:08,200,23,195,3000,3000,8,26,22,1010,79,38,1,NIL,1,,,,,,
"['02:31', '12/01']",12/01 02:31,210,17,210,3000,1500,8,25,24,1011,94,31,1,NIL,1,,,,,,
"['03:00', '12/01']",12/01 03:00,200,19,200,4000,5000,8,25,24,1011,94,33,1,1,1,,,,,,
"['04:00', '12/01']",12/01 04:00,VRB,3,NIL,4000,7000,8,24,24,1010,100,NIL,1,NIL,1,,,,,,
"['05:00', '12/01']",12/01 05:00,20,6,195,4500,8000,8,24,24,1009,100,NIL,1,NIL,1,,,,,,
"['06:00', '12/01']",12/01 06:00,30,8,200,4500,10000,8,24,24,1009,100,NIL,NIL,1,1,,,,,,
"['07:00', '12/01']",12/01 07:00,320,3,145,4500,10000,8,24,24,1009,100,NIL,1,1,1,,,,,,
"['08:00', '12/01']",12/01 08:00,240,6,225,6000,10000,5,24,24,1010,100,NIL,NIL,NIL,1,,,,,,
"['09:00', '12/01']",12/01 09:00,270,7,270,9999,10000,5,23,23,1010,100,NIL,NIL,NIL,NIL,,,,,,
"['11:00', '12/01']",12/01 11:00,240,5,230,9999,1600,5,25,24,1012,94,NIL,NIL,NIL,NIL,,,,,,
"['12:00', '12/01']",12/01 12:00,260,6,NIL,9999,3000,5,26,21,1012,74,NIL,NIL,NIL,NIL,,,,,,
"['13:00', '12/01']",12/01 13:00,250,5,250,9999,3500,5,26,21,1012,74,NIL,NIL,NIL,NIL,,,,,,
"['14:00', '12/01']",12/01 14:00,240,6,NIL,9999,4000,5,26,21,1013,74,NIL,NIL,NIL,NIL,,,,,,
"['15:00', '12/01']",12/01 15:00,200,5,200,9999,5500,5,26,20,1013,70,NIL,NIL,NIL,NIL,,,,,,
"['16:00', '12/01']",12/01 16:00,200,7,205,9999,3000,5,28,21,1013,66,NIL,NIL,NIL,NIL,,,,,,
"['18:00', '12/01']",12/01 18:00,170,12,NIL,9999,2700,5,28,21,1013,66,NIL,NIL,NIL,NIL,,,,,,
"['19:00', '12/01']",12/01 19:00,190,11,190,9999,3200,5,27,21,1013,70,NIL,NIL,NIL,NIL,,,,,,
"['20:00', '12/01']",12/01 20:00,180,10,185,9999,3500,5,26,21,1013,74,NIL,NIL,NIL,NIL,,,,,,
"['21:00', '12/01']",12/01 21:00,180,9,170,9999,7000,5,26,20,1013,70,NIL,NIL,NIL,NIL,,,,,,
"['22:00', '12/01']",12/01 22:00,150,9,150,9000,1200,8,24,21,1014,83,NIL,NIL,NIL,NIL,,,,,,
"['23:00', '12/01']",12/01 23:00,160,9,155,8000,1200,8,24,23,1015,94,NIL,NIL,NIL,NIL,,,,,,
"['00:00', '13/01']",13/01 00:00,140,13,140,9000,1200,5,23,21,1015,89,NIL,NIL,NIL,NIL,,,,,,
"['01:00', '13/01']",13/01 01:00,140,10,NIL,9000,1200,8,23,20,1016,83,,,,,,,,,,
"['02:00', '13/01']",13/01 02:00,130,10,NIL,9999,2000,8,23,20,1017,83,,,,,,,,,,
"['03:00', '13/01']",13/01 03:00,130,9,NIL,9999,2500,5,23,19,1017,78,,,,,,,,,,
"['04:00', '13/01']",13/01 04:00,130,11,130,9999,4500,5,23,18,1017,73,,,,,,,,,,
"['05:00', '13/01']",13/01 05:00,130,8,NIL,9999,4500,5,23,17,1017,69,,,,,,,,,,
"['06:00', '13/01']",13/01 06:00,140,11,NIL,9999,NIL,3,23,17,1016,69,,,,,,,,,,
"['07:00', '13/01']",13/01 07:00,130,9,130,9999,NIL,3,23,16,1016,65,,,,,,,,,,
"['08:00', '13/01']",13/01 08:00,120,7,NIL,9999,7000,5,22,17,1017,73,,,,,,,,,,
"['09:00', '13/01']",13/01 09:00,130,7,NIL,9999,10000,8,22,17,1017,73,,,,,,,,,,
"['10:00', '13/01']",13/01 10:00,130,8,130,9999,NIL,2,22,17,1018,73,,,,,,,,,,
"['11:00', '13/01']",13/01 11:00,130,9,NIL,9999,NIL,2,23,17,1019,69,,,,,,,,,,
"['12:00', '13/01']",13/01 12:00,130,11,NIL,9999,NIL,2,23,17,1019,69,,,,,,,,,,
"['13:00', '13/01']",13/01 13:00,120,11,NIL,9999,3500,5,25,17,1019,61,,,,,,,,,,
"['14:00', '13/01']",13/01 14:00,120,9,120,9999,4000,5,25,17,1019,61,,,,,,,,,,
"['15:00', '13/01']",13/01 15:00,130,10,130,9999,3500,8,25,17,1019,61,,,,,,,,,,
"['16:00', '13/01']",13/01 16:00,150,10,145,9999,4000,5,26,16,1019,54,,,,,,,,,,
"['17:00', '13/01']",13/01 17:00,150,11,NIL,9999,3700,5,26,17,1019,58,,,,,,,,,,
"['19:00', '13/01']",13/01 19:00,140,15,NIL,9999,3700,5,26,17,1018,58,,,,,,,,,,
"['20:00', '13/01']",13/01 20:00,130,12,NIL,9999,6000,5,26,16,1017,54,,,,,,,,,,
"['21:00', '13/01']",13/01 21:00,130,16,NIL,9999,NIL,2,25,16,1017,57,,,,,,,,,,
"['22:00', '13/01']",13/01 22:00,120,12,NIL,9999,NIL,3,24,15,1018,57,,,,,,,,,,
"['00:00', '14/01']",14/01 00:00,120,10,NIL,9999,NIL,2,22,15,1019,65,,,,,,,,,,
